family,split,instrument_segment,contribution_denominator,contribution_denominator_zero,top1_instrument_id,top1_instrument_contribution_share,top5_instrument_contribution_share,top1_industry,top1_industry_contribution_share,concentration_gate_pass,top1_instrument_event_count,top1_instrument_active_split_share
volume_price_correlation,train,all_instrument,112.16017922870161,False,SH600406,0.022405257300775354,0.08698742220117618,sw_801790,0.10299081501942223,True,65,0.9118942731277534
volume_price_correlation,train,seen_instrument,62.608535562422375,False,SH600276,0.033623549733126326,0.14009293182851684,sw_801790,0.142266793660753,True,86,1.0
volume_price_correlation,train,unseen_instrument,49.55164366627922,False,SH600406,0.05071431517881748,0.17933670393120765,sw_801150,0.11199256648687464,False,65,0.9118942731277534
volume_price_correlation,validation,all_instrument,81.20502951202576,False,SZ002920,0.019980849029682137,0.08477088355096664,sw_801790,0.13478431996916965,True,40,1.0
volume_price_correlation,validation,seen_instrument,45.81913197606039,False,SZ002459,0.02970928965351207,0.12217461395503781,sw_801790,0.15987072983219033,True,30,1.0
volume_price_correlation,validation,unseen_instrument,14.069667943558398,False,SH600196,0.07645954841729485,0.30452533663908005,sw_801120,0.1026665917241069,False,40,1.0
volume_price_correlation,robustness,all_instrument,105.7825430533792,False,SH601788,0.016179547195425113,0.06883769068179212,sw_801790,0.14079647173322998,True,43,1.0
volume_price_correlation,robustness,seen_instrument,67.16698874590224,False,SH600438,0.022340022196761962,0.1022666868425266,sw_801790,0.13777612805239906,True,40,1.0
volume_price_correlation,robustness,unseen_instrument,22.722376328247606,False,SH601788,0.07532282816989296,0.292697235348024,sw_801150,0.20089918273243507,False,43,1.0
volume_surge_money_flow,train,all_instrument,118.39166450157418,False,SH600438,0.020289759464596543,0.0940380324704475,sw_801790,0.1664511907520512,True,41,0.6123348017621145
volume_surge_money_flow,train,seen_instrument,73.28962809446297,False,SH600438,0.03277596650175436,0.15190852348547368,sw_801790,0.20585345307704941,True,41,0.6123348017621145
volume_surge_money_flow,train,unseen_instrument,45.10203640711122,False,SH600588,0.0396842894047867,0.17275588187266916,sw_801150,0.13313869586673863,True,51,0.7488986784140969
volume_surge_money_flow,validation,all_instrument,76.4481969916553,False,SH601360,0.022536916791738488,0.08559246476951989,sw_801790,0.1348877907567867,True,33,0.8787878787878786
volume_surge_money_flow,validation,seen_instrument,42.750937148009925,False,SH601360,0.040301026583684375,0.1349020090775386,sw_801790,0.1364072324011683,True,33,0.8787878787878786
volume_surge_money_flow,validation,unseen_instrument,12.126326307715637,False,SH600406,0.0848288023310605,0.31033412007641215,sw_801730,0.16772144589300647,False,39,1.0
volume_surge_money_flow,robustness,all_instrument,74.91686623932671,False,SH601727,0.03225286179552748,0.10230437112886936,sw_801080,0.10735336160749656,True,55,1.0
volume_surge_money_flow,robustness,seen_instrument,46.65726605463772,False,SH601727,0.05178793224063854,0.14261363294187154,sw_801170,0.09876958024750755,False,55,1.0
volume_surge_money_flow,robustness,unseen_instrument,15.165780368302638,False,SH603392,0.0721900438478259,0.31546525418110166,sw_801150,0.23295335306511228,False,37,1.0
vwap_deviation,train,all_instrument,118.51951182837544,False,SH600406,0.01669543943116817,0.07329268154106677,sw_801080,0.09580225356524864,True,73,0.9118942731277534
vwap_deviation,train,seen_instrument,69.01022619650311,False,SH603806,0.02675737972532328,0.1157109356421035,sw_801790,0.10216664169750245,True,15,0.3303964757709252
vwap_deviation,train,unseen_instrument,49.509285631872324,False,SH600406,0.03996695379236945,0.15142545350525957,sw_801150,0.10509265929359125,True,73,0.9118942731277534
vwap_deviation,validation,all_instrument,97.08857353851039,False,SH600010,0.03932917989599909,0.11976155275298234,sw_801730,0.09690025782839676,True,36,1.0
vwap_deviation,validation,seen_instrument,60.17592666950569,False,SH600010,0.06345417820506956,0.17384096838300042,sw_801730,0.11890953817431249,False,36,1.0
vwap_deviation,validation,unseen_instrument,15.937293336906336,False,SH600196,0.13402376600000457,0.3476031863319642,sw_801150,0.13402376600000457,False,46,1.0
vwap_deviation,robustness,all_instrument,93.05114308455342,False,SH601727,0.019574649766931546,0.08473858025304824,sw_801790,0.13017596876006113,True,42,1.0
vwap_deviation,robustness,seen_instrument,59.15040511297888,False,SH601727,0.030793424538915006,0.11074397653475437,sw_801790,0.13314606534027773,True,42,1.0
vwap_deviation,robustness,unseen_instrument,20.953338458886144,False,SH601788,0.08457405212148891,0.35129646757048677,sw_801150,0.23709521715315446,False,38,1.0
