instrument_id,stable_hash_mod10,instrument_segment,first_eligible_signal_date,last_eligible_signal_date,train_signal_count,validation_signal_count,robustness_signal_count,train_active_signal_week_share,validation_active_signal_week_share,robustness_active_signal_week_share
SH603290,0,instrument_train_set,2021-07-09,2023-02-17,25,55,0,0.1145374449339207,0.5757575757575759,
SH603296,6,instrument_validation_set,2024-03-01,2025-12-19,0,0,86,,,0.8461538461538456
SH603338,9,instrument_robustness_set,2020-08-21,2021-02-26,14,0,0,0.06607929515418501,,
SH603345,8,instrument_robustness_set,2021-01-22,2021-07-02,20,0,0,0.09251101321585904,0.010101010101010104,
SH603369,0,instrument_train_set,2020-07-03,2025-09-12,78,96,72,0.3480176211453744,0.9898989898989897,0.7211538461538459
SH603392,8,instrument_robustness_set,2020-10-30,2025-12-19,61,98,102,0.27312775330396466,1.0,1.0
SH603456,6,instrument_validation_set,2021-11-26,2021-11-26,1,0,0,0.004405286343612335,,
SH603486,9,instrument_robustness_set,2021-01-08,2025-10-31,51,35,13,0.22907488986784144,0.37373737373737387,0.125
SH603501,5,instrument_train_set,2019-08-30,2025-12-19,121,98,102,0.5374449339207049,1.0,1.0
SH603517,4,instrument_train_set,2020-07-31,2021-07-02,20,0,0,0.10572687224669604,,
SH603568,2,instrument_train_set,2022-07-08,2022-07-22,0,3,0,,0.030303030303030304,
SH603605,6,instrument_validation_set,2023-02-17,2023-03-31,0,7,0,,0.09090909090909093,
SH603606,2,instrument_train_set,2022-07-01,2022-11-04,0,17,0,,0.18181818181818182,
SH603613,4,instrument_train_set,2022-08-12,2022-11-25,0,15,0,,0.15151515151515152,
SH603658,3,instrument_train_set,2020-02-07,2021-05-21,59,0,0,0.2775330396475771,,
SH603659,1,instrument_train_set,2020-12-18,2025-12-19,43,92,16,0.21585903083700453,0.9393939393939393,0.17307692307692313
SH603688,2,instrument_train_set,2022-07-01,2023-01-06,0,6,0,,0.10101010101010101,
SH603707,2,instrument_train_set,2020-08-07,2021-11-26,4,0,0,0.02643171806167401,,
SH603737,9,instrument_robustness_set,2021-03-19,2021-12-24,26,0,0,0.13656387665198239,0.010101010101010102,
SH603799,9,instrument_robustness_set,2017-09-01,2025-12-19,95,98,60,0.4581497797356828,1.0,0.6538461538461537
SH603806,5,instrument_train_set,2020-07-31,2024-04-30,74,87,7,0.3303964757709252,0.898989898989899,0.08653846153846155
SH603816,2,instrument_train_set,2020-11-06,2021-06-18,13,0,0,0.079295154185022,,
SH603833,7,instrument_validation_set,2017-10-27,2023-11-10,112,92,0,0.5242290748898678,0.9393939393939393,
SH603882,9,instrument_robustness_set,2020-10-16,2021-11-19,40,0,0,0.18502202643171806,,
SH603893,2,instrument_train_set,2021-06-18,2025-12-19,23,0,50,0.1145374449339207,,0.5
SH603899,1,instrument_train_set,2020-05-29,2023-02-17,79,12,0,0.35682819383259906,0.15151515151515157,
SH603939,0,instrument_train_set,2020-08-28,2021-02-10,19,0,0,0.09251101321585904,,
SH603986,1,instrument_train_set,2019-11-01,2025-12-19,112,98,84,0.5022026431718062,1.0,0.8653846153846151
SH603993,5,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SH605117,3,instrument_train_set,2021-10-29,2025-12-19,3,57,67,0.01321585903083701,0.585858585858586,0.673076923076923
SH605358,2,instrument_train_set,2021-07-23,2022-02-25,15,6,0,0.07929515418502202,0.0707070707070707,
SH605499,2,instrument_train_set,2021-11-26,2025-12-19,5,95,102,0.026431718061674013,0.9797979797979797,1.0
SZ000001,4,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ000002,6,instrument_validation_set,2017-08-18,2025-12-19,224,98,102,0.9911894273127756,1.0,1.0
SZ000009,8,instrument_robustness_set,2021-07-09,2021-10-29,11,0,0,0.05726872246696035,,
SZ000027,2,instrument_train_set,2021-03-26,2021-05-28,3,0,0,0.022026431718061675,,
SZ000039,8,instrument_robustness_set,2017-08-04,2025-12-19,91,11,12,0.4052863436123346,0.1313131313131313,0.16346153846153852
SZ000063,2,instrument_train_set,2017-08-04,2025-12-19,209,98,102,0.9295154185022025,1.0,1.0
SZ000066,6,instrument_validation_set,2020-07-31,2025-11-14,10,0,27,0.06607929515418501,,0.26923076923076933
SZ000069,5,instrument_train_set,2017-08-04,2022-04-15,206,14,0,0.9295154185022025,0.16161616161616163,
SZ000100,6,instrument_validation_set,2017-10-27,2025-12-19,120,98,102,0.5550660792951543,1.0,1.0
SZ000157,5,instrument_train_set,2019-12-20,2025-12-19,90,83,101,0.4185022026431718,0.8787878787878789,0.9903846153846153
SZ000158,7,instrument_validation_set,2024-11-01,2024-11-01,0,0,1,,,0.019230769230769232
SZ000166,7,instrument_validation_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ000301,8,instrument_robustness_set,2021-01-08,2025-12-19,43,96,96,0.19823788546255502,0.9797979797979796,0.9615384615384617
SZ000333,3,instrument_train_set,2017-08-04,2025-12-19,205,98,102,0.9162995594713655,1.0,1.0
SZ000338,2,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ000408,9,instrument_robustness_set,2021-07-16,2025-12-19,24,18,45,0.11013215859030841,0.21212121212121202,0.46153846153846145
SZ000413,7,instrument_validation_set,2017-08-04,2018-01-19,16,0,0,0.08370044052863436,,
SZ000425,7,instrument_validation_set,2020-07-17,2025-12-19,21,64,102,0.11894273127753306,0.6565656565656566,1.0
SZ000426,9,instrument_robustness_set,2025-09-26,2025-12-19,0,0,13,,,0.1442307692307692
SZ000513,2,instrument_train_set,2020-07-31,2020-08-07,2,0,0,0.01762114537444934,,
SZ000538,8,instrument_robustness_set,2017-08-04,2025-12-19,202,98,102,0.9030837004405288,1.0,1.0
SZ000568,5,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ000596,4,instrument_train_set,2019-03-22,2025-12-19,144,98,102,0.6431718061674009,1.0,1.0
SZ000617,7,instrument_validation_set,2017-08-04,2025-12-19,57,96,102,0.25550660792951535,0.9797979797979797,1.0
SZ000625,5,instrument_train_set,2017-08-04,2025-12-19,124,98,102,0.5726872246696035,1.0,1.0
SZ000627,8,instrument_robustness_set,2017-11-10,2017-11-10,1,0,0,0.00881057268722467,,
SZ000629,3,instrument_train_set,2022-07-22,2022-08-19,0,5,0,,0.06060606060606061,
SZ000630,0,instrument_train_set,2021-09-10,2025-12-19,1,0,29,0.004405286343612337,,0.31730769230769224
SZ000651,7,instrument_validation_set,2017-08-04,2025-12-19,212,98,102,0.9427312775330398,1.0,1.0
SZ000656,1,instrument_train_set,2020-08-14,2020-09-18,6,0,0,0.02643171806167401,,
SZ000657,9,instrument_robustness_set,2025-10-31,2025-12-19,0,0,7,,,0.08653846153846155
SZ000661,0,instrument_train_set,2019-04-04,2025-10-10,136,98,12,0.60352422907489,1.0,0.13461538461538458
SZ000703,1,instrument_train_set,2020-11-13,2021-04-02,11,0,0,0.05726872246696035,,
SZ000708,9,instrument_robustness_set,2019-10-11,2025-12-19,114,98,102,0.5110132158590308,1.0,1.0
SZ000709,6,instrument_validation_set,2017-08-04,2017-09-08,4,0,0,0.01762114537444934,,
SZ000723,8,instrument_robustness_set,2019-04-04,2022-07-01,19,17,0,0.09691629955947136,0.20202020202020207,
SZ000725,6,instrument_validation_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ000733,8,instrument_robustness_set,2021-08-20,2023-03-10,14,56,0,0.07048458149779734,0.585858585858586,
SZ000768,6,instrument_validation_set,2017-08-04,2025-12-19,94,98,102,0.4361233480176212,1.0,1.0
SZ000776,1,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ000783,2,instrument_train_set,2017-08-04,2017-10-20,11,0,0,0.05726872246696035,,
SZ000785,4,instrument_train_set,2019-12-20,2020-09-18,20,0,0,0.09691629955947138,,
SZ000786,0,instrument_train_set,2020-07-17,2025-04-11,69,22,27,0.3127753303964758,0.2626262626262626,0.2884615384615385
SZ000792,7,instrument_validation_set,2020-04-03,2025-12-19,19,98,102,0.09251101321585904,1.0,1.0
SZ000799,3,instrument_train_set,2020-12-31,2023-02-17,46,20,0,0.2114537444933921,0.21212121212121215,
SZ000800,3,instrument_train_set,2020-06-12,2021-10-15,67,0,0,0.2995594713656389,,
SZ000807,6,instrument_validation_set,2021-08-27,2025-12-19,3,10,65,0.02202643171806167,0.1212121212121212,0.6634615384615385
SZ000825,7,instrument_validation_set,2021-07-16,2021-09-24,10,0,0,0.05286343612334802,,
SZ000831,3,instrument_train_set,2021-08-20,2025-11-14,1,0,13,0.004405286343612335,,0.125
SZ000858,6,instrument_validation_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ000860,1,instrument_train_set,2020-08-28,2021-01-08,6,0,0,0.030837004405286344,,
SZ000876,6,instrument_validation_set,2019-03-08,2023-09-22,146,86,0,0.6475770925110133,0.8787878787878788,
SZ000877,3,instrument_train_set,2021-11-05,2024-05-24,8,91,18,0.03964757709251101,0.919191919191919,0.1826923076923076
SZ000895,8,instrument_robustness_set,2017-08-04,2025-12-19,210,98,102,0.9383259911894271,1.0,1.0
SZ000898,4,instrument_train_set,2017-08-04,2021-09-10,10,0,0,0.05286343612334802,,
SZ000921,2,instrument_train_set,2024-04-19,2024-06-14,0,0,9,,,0.09615384615384616
SZ000932,9,instrument_robustness_set,2021-04-23,2021-09-10,8,0,0,0.06167400881057269,,
SZ000933,6,instrument_validation_set,2024-04-03,2025-12-19,0,0,18,,,0.20192307692307696
SZ000938,8,instrument_robustness_set,2017-08-04,2025-12-19,212,84,96,0.9427312775330398,0.8787878787878788,0.9615384615384615
SZ000959,6,instrument_validation_set,2021-08-13,2021-08-13,1,0,0,0.00881057268722467,,
SZ000963,4,instrument_train_set,2017-10-13,2025-12-19,109,98,95,0.5154185022026433,1.0,0.9423076923076924
SZ000975,0,instrument_train_set,2024-03-29,2025-12-19,0,0,53,,,0.5480769230769232
SZ000977,1,instrument_train_set,2020-02-07,2025-12-19,27,35,88,0.13215859030837002,0.393939393939394,0.875
SZ000983,4,instrument_train_set,2022-03-25,2024-09-27,0,62,27,0.004405286343612334,0.7070707070707068,0.2788461538461538
SZ000987,1,instrument_train_set,2020-07-10,2020-08-28,8,0,0,0.04405286343612335,,
SZ000988,7,instrument_validation_set,2025-08-01,2025-12-19,0,0,20,,,0.21153846153846154
SZ000999,2,instrument_train_set,2022-10-28,2025-08-22,0,29,80,,0.3131313131313132,0.7884615384615382
SZ001289,5,instrument_train_set,2022-07-29,2025-12-19,0,56,95,,0.5656565656565657,0.9326923076923076
SZ001309,0,instrument_train_set,2025-10-31,2025-11-14,0,0,3,,,0.05769230769230769
SZ001391,6,instrument_validation_set,2025-07-04,2025-12-19,0,0,25,,,0.2596153846153847
SZ001872,5,instrument_train_set,2024-07-05,2025-11-14,0,0,47,,0.010101010101010104,0.49038461538461553
SZ001965,3,instrument_train_set,2019-03-08,2025-12-19,10,33,102,0.05286343612334803,0.3535353535353535,1.0
SZ001979,9,instrument_robustness_set,2017-08-04,2025-12-19,215,91,102,0.9559471365638765,0.9393939393939393,1.0
SZ002001,9,instrument_robustness_set,2018-01-05,2025-12-19,106,85,101,0.4845814977973567,0.8888888888888891,0.9903846153846152
SZ002007,3,instrument_train_set,2019-10-11,2022-01-14,106,2,0,0.47136563876651993,0.020202020202020204,
SZ002008,0,instrument_train_set,2017-10-20,2022-02-25,44,5,0,0.21145374449339208,0.0707070707070707,
SZ002010,5,instrument_train_set,2018-01-19,2018-05-11,7,0,0,0.03524229074889868,,
SZ002013,5,instrument_train_set,2021-08-27,2022-01-14,18,2,0,0.0881057268722467,0.020202020202020207,
SZ002024,7,instrument_validation_set,2017-08-04,2021-09-03,192,0,0,0.8546255506607929,,
SZ002027,4,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ002028,9,instrument_robustness_set,2024-04-12,2025-12-19,0,0,85,,,0.8461538461538456
SZ002032,8,instrument_robustness_set,2019-03-01,2021-12-24,125,0,0,0.5550660792951545,0.010101010101010104,
SZ002044,5,instrument_train_set,2017-11-10,2021-03-26,106,0,0,0.49779735682819387,,
SZ002049,6,instrument_validation_set,2020-07-10,2025-12-19,77,98,73,0.343612334801762,1.0,0.7307692307692305
SZ002050,8,instrument_robustness_set,2020-01-10,2025-12-19,97,98,102,0.43612334801762115,1.0,1.0
SZ002064,3,instrument_train_set,2021-01-08,2025-12-19,44,0,1,0.1982378854625551,,0.03846153846153847
SZ002065,3,instrument_train_set,2020-02-21,2020-02-21,1,0,0,0.004405286343612335,,
SZ002074,6,instrument_validation_set,2020-12-31,2025-12-19,28,56,26,0.145374449339207,0.6060606060606064,0.2692307692307692
SZ002078,7,instrument_validation_set,2021-02-10,2021-02-10,1,0,0,0.00881057268722467,,
SZ002080,1,instrument_train_set,2021-09-03,2025-12-19,17,3,18,0.07929515418502206,0.040404040404040414,0.19230769230769235
SZ002120,8,instrument_robustness_set,2017-09-01,2022-09-09,166,21,0,0.7444933920704847,0.25252525252525254,
SZ002127,7,instrument_validation_set,2020-06-19,2020-07-17,5,0,0,0.02643171806167401,,
SZ002128,6,instrument_validation_set,2024-05-24,2025-12-19,0,0,14,,,0.1634615384615385
SZ002129,0,instrument_train_set,2020-02-21,2024-03-15,84,98,8,0.37885462555066063,1.0,0.08653846153846155
SZ002142,2,instrument_train_set,2017-08-04,2025-12-19,220,98,102,0.9779735682819387,1.0,1.0
SZ002146,4,instrument_train_set,2018-01-19,2019-04-04,4,0,0,0.02643171806167401,,
SZ002153,2,instrument_train_set,2023-03-31,2023-03-31,0,1,0,,0.020202020202020204,
SZ002156,5,instrument_train_set,2024-11-08,2025-12-19,0,0,17,,,0.18269230769230768
SZ002157,9,instrument_robustness_set,2020-07-31,2021-03-12,9,0,0,0.06167400881057269,,
SZ002179,3,instrument_train_set,2020-08-07,2025-12-19,71,98,102,0.31718061674008813,1.0,1.0
SZ002180,9,instrument_robustness_set,2021-11-26,2023-06-09,5,71,0,0.026431718061674016,0.7272727272727274,
SZ002202,5,instrument_train_set,2017-10-20,2025-12-19,109,31,16,0.5242290748898677,0.3333333333333333,0.17307692307692313
SZ002230,9,instrument_robustness_set,2017-08-04,2025-12-19,221,98,102,0.9779735682819387,1.0,1.0
SZ002236,6,instrument_validation_set,2017-08-04,2025-12-19,163,49,84,0.748898678414097,0.5353535353535354,0.8461538461538459
SZ002240,9,instrument_robustness_set,2021-09-03,2022-07-15,12,6,0,0.06167400881057269,0.0606060606060606,
SZ002241,8,instrument_robustness_set,2017-08-04,2025-12-19,143,97,102,0.6387665198237886,0.9898989898989897,1.0
SZ002252,1,instrument_train_set,2017-10-27,2024-11-08,68,8,10,0.33480176211453744,0.10101010101010097,0.125
SZ002268,5,instrument_train_set,2021-11-12,2021-11-19,2,0,0,0.013215859030837005,,
SZ002271,8,instrument_robustness_set,2020-04-03,2023-11-24,91,94,0,0.40528634361233473,0.9696969696969695,
SZ002281,2,instrument_train_set,2025-09-12,2025-12-19,0,0,9,,,0.125
SZ002294,3,instrument_train_set,2025-05-23,2025-12-19,0,0,31,,,0.3173076923076922
SZ002304,1,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ002310,6,instrument_validation_set,2017-08-25,2018-05-11,29,0,0,0.13656387665198239,,
SZ002311,5,instrument_train_set,2019-08-30,2025-12-19,115,98,102,0.5198237885462555,1.0,1.0
SZ002326,1,instrument_train_set,2021-09-10,2021-12-03,8,0,0,0.048458149779735685,,
SZ002340,0,instrument_train_set,2021-05-07,2021-12-10,24,0,0,0.1145374449339207,,
SZ002352,7,instrument_validation_set,2017-08-04,2025-12-19,220,98,102,0.9735682819383259,1.0,1.0
SZ002353,1,instrument_train_set,2025-09-19,2025-12-19,0,0,14,0.004405286343612335,,0.1538461538461538
SZ002371,0,instrument_train_set,2020-01-17,2025-12-19,101,98,102,0.44933920704845814,1.0,1.0
SZ002384,1,instrument_train_set,2020-02-21,2025-12-19,1,4,45,0.00881057268722467,0.0707070707070707,0.4711538461538462
SZ002402,8,instrument_robustness_set,2025-10-24,2025-10-24,0,0,1,,,0.009615384615384616
SZ002410,4,instrument_train_set,2020-02-28,2023-08-04,90,76,0,0.4052863436123346,0.7676767676767674,
SZ002411,8,instrument_robustness_set,2018-06-01,2018-06-01,1,0,0,0.013215859030837005,,
SZ002414,9,instrument_robustness_set,2020-07-10,2025-12-19,77,6,17,0.3436123348017621,0.0808080808080808,0.19230769230769237
SZ002415,4,instrument_train_set,2017-08-04,2025-12-19,222,98,102,0.9823788546255509,1.0,1.0
SZ002422,5,instrument_train_set,2018-05-04,2025-12-05,1,0,58,0.004405286343612334,,0.6057692307692308
SZ002450,5,instrument_train_set,2017-10-13,2018-01-26,16,0,0,0.08370044052863436,,
SZ002456,3,instrument_train_set,2017-08-11,2024-11-08,47,0,2,0.22466960352422907,,0.028846153846153848
SZ002459,0,instrument_train_set,2020-10-09,2024-12-06,47,98,21,0.21585903083700453,1.0,0.21153846153846145
SZ002460,7,instrument_validation_set,2017-09-22,2025-12-19,126,98,102,0.5726872246696035,1.0,1.0
SZ002463,4,instrument_train_set,2024-03-01,2025-12-19,0,0,95,,,0.9326923076923076
SZ002466,0,instrument_train_set,2017-08-04,2025-12-19,93,98,75,0.4273127753303964,1.0,0.7596153846153847
SZ002475,0,instrument_train_set,2017-08-04,2025-12-19,222,98,102,0.9823788546255509,1.0,1.0
SZ002493,0,instrument_train_set,2017-12-01,2025-12-19,197,98,102,0.8722466960352423,1.0,1.0
SZ002517,8,instrument_robustness_set,2025-09-12,2025-10-24,0,0,6,,,0.0673076923076923
SZ002532,3,instrument_train_set,2021-02-19,2025-12-19,9,0,16,0.05726872246696035,,0.17307692307692307
SZ002555,0,instrument_train_set,2017-10-13,2023-12-15,85,41,0,0.4052863436123345,0.4444444444444445,0.028846153846153844
SZ002558,0,instrument_train_set,2017-08-04,2025-12-19,42,0,20,0.18942731277533045,,0.22115384615384623
SZ002568,3,instrument_train_set,2020-12-18,2021-09-30,37,0,0,0.18061674008810574,,
SZ002594,3,instrument_train_set,2017-08-04,2025-12-19,226,98,102,1.0,1.0,1.0
SZ002595,6,instrument_validation_set,2025-06-06,2025-12-19,0,0,9,,,0.11538461538461539
SZ002600,7,instrument_validation_set,2018-02-23,2025-12-19,108,1,66,0.49339207048458156,0.010101010101010098,0.6730769230769231
SZ002601,7,instrument_validation_set,2020-07-17,2024-05-24,64,18,4,0.29074889867841397,0.20202020202020193,0.04807692307692308
SZ002602,7,instrument_validation_set,2018-04-04,2023-07-07,113,12,0,0.5154185022026434,0.14141414141414144,
SZ002603,2,instrument_train_set,2022-03-18,2023-04-21,0,17,0,,0.21212121212121213,
SZ002607,6,instrument_validation_set,2019-02-01,2021-12-10,148,0,0,0.656387665198238,,
SZ002624,2,instrument_train_set,2019-12-20,2021-01-22,56,0,0,0.2511013215859031,,
SZ002625,5,instrument_train_set,2020-08-07,2025-12-19,10,0,64,0.06167400881057269,,0.6346153846153847
SZ002648,2,instrument_train_set,2021-02-10,2025-12-19,35,72,96,0.16740088105726872,0.7777777777777778,0.9519230769230768
SZ002653,0,instrument_train_set,2025-04-11,2025-12-19,0,0,26,,,0.27884615384615385
SZ002673,3,instrument_train_set,2017-08-04,2017-10-20,11,0,0,0.05286343612334801,,
SZ002709,4,instrument_train_set,2020-12-18,2025-12-19,45,93,15,0.20704845814977973,0.9393939393939396,0.16346153846153846
SZ002714,3,instrument_train_set,2017-10-27,2025-12-19,204,98,102,0.9118942731277534,1.0,1.0
SZ002736,5,instrument_train_set,2017-08-04,2025-12-19,208,98,94,0.9207048458149779,1.0,0.9326923076923077
SZ002756,6,instrument_validation_set,2021-11-19,2022-11-11,5,27,0,0.02643171806167401,0.29292929292929293,
SZ002791,4,instrument_train_set,2021-01-15,2022-01-21,35,2,0,0.16740088105726872,0.0303030303030303,
SZ002812,4,instrument_train_set,2020-02-07,2025-11-21,78,98,4,0.35242290748898686,1.0,0.04807692307692309
SZ002821,5,instrument_train_set,2020-05-29,2023-11-24,83,67,0,0.37004405286343606,0.7272727272727274,
SZ002837,2,instrument_train_set,2025-08-15,2025-12-19,0,0,19,,,0.20192307692307696
SZ002841,0,instrument_train_set,2019-03-29,2023-04-14,118,15,0,0.5374449339207048,0.18181818181818185,
SZ002916,5,instrument_train_set,2019-09-12,2025-12-19,86,8,76,0.40088105726872225,0.101010101010101,0.7596153846153848
SZ002920,8,instrument_robustness_set,2021-01-15,2025-12-19,37,98,93,0.17180616740088103,1.0,0.9326923076923078
SZ002938,3,instrument_train_set,2019-03-22,2025-12-19,144,82,95,0.6387665198237886,0.8484848484848485,0.9326923076923077
SZ002939,8,instrument_robustness_set,2019-09-06,2019-09-12,2,0,0,0.01762114537444934,,
SZ003022,7,instrument_validation_set,2021-07-30,2022-09-30,19,12,0,0.08370044052863436,0.1515151515151515,
SZ003816,7,instrument_validation_set,2020-02-28,2025-12-19,96,98,102,0.4273127753303965,1.0,1.0
