fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,1,301296,新巨丰,6.94,11.22,0.7,160077,109023748.48,12.18,7.01,6.25,6.25,6.24,3.75,122.97,1.11
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,2,920218,新天力,19.71,4.45,0.84,52021,103499550.89,13.62,21.28,18.71,19.28,18.87,24.68,30.48,2.15
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,3,002752,昇兴股份,6.11,3.74,0.22,209063,127813457.85,6.28,6.22,5.85,5.93,5.89,2.14,9.85,1.66
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,4,002701,奥瑞金,4.59,3.15,0.14,433854,198836268.68,6.07,4.69,4.42,4.45,4.45,1.7,5.68,1.18
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,5,003018,金富科技,67.8,2.29,1.52,76413,528663060.95,9.41,72.2,65.96,65.96,66.28,3.22,215.49,10.54
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,6,601968,宝钢包装,4.13,1.72,0.07,108453,44575341.0,2.22,4.14,4.05,4.07,4.06,0.85,20.14,1.17
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,7,603607,京华激光,25.5,1.43,0.36,89750,229596307.0,6.36,26.25,24.65,25.14,25.14,5.03,42.6,4.64
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,8,001279,强邦新材,28.28,1.07,0.3,15019,42273690.97,4.93,28.93,27.55,27.99,27.98,3.75,174.91,4.53
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,9,600210,紫江企业,6.33,0.64,0.04,155700,98471920.0,1.75,6.38,6.27,6.3,6.29,1.03,10.99,1.39
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,10,920392,佳合科技,14.45,0.56,0.08,3929,5623816.31,4.87,14.75,14.05,14.35,14.37,1.09,100.11,3.24
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,11,002787,华源控股,29.75,0.51,0.15,236437,720808564.74,11.49,32.2,28.8,29.62,29.6,9.53,96.57,5.35
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,12,002014,永新股份,11.1,0.27,0.03,21272,23668511.8,2.53,11.24,10.96,11.05,11.07,0.35,18.73,2.83
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,13,603058,永吉股份,8.76,0.11,0.01,64173,56067495.0,3.66,8.91,8.59,8.78,8.75,1.55,-67.31,3.07
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,包装印刷,BK1265,current_membership,stock_board_industry_cons_em,14,002303,美盈森,4.29,-0.23,-0.01,453467,194738088.28,3.49,4.36,4.21,4.29,4.3,4.69,26.76,1.5
