fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,1,002042,华孚时尚,3.86,9.97,0.35,381917.0,147309648.24,1.71,3.86,3.8,3.86,3.51,2.25,64.81,1.11
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,2,601718,ST际华,1.8,7.78,0.13,1443232.0,256738605.0,8.38,1.84,1.7,1.79,1.67,3.31,-16.15,0.65
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,3,600107,*ST尔雅,6.66,7.25,0.45,57929.0,38427385.0,8.7,6.79,6.25,6.25,6.21,1.61,160.41,5.91
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,4,002485,ST雪发,6.24,6.67,0.39,104754.0,64656978.16,5.81,6.35,6.01,6.06,5.85,1.93,-54.12,3.34
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,5,603557,*ST起步,4.67,5.9,0.26,178200.0,83416206.0,9.98,4.84,4.4,4.53,4.41,2.86,-24.92,52.03
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,6,603130,云中马,42.41,5.18,2.09,30385.0,128892084.0,8.95,43.73,40.12,40.57,40.32,2.21,101.47,4.16
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,7,300577,开润股份,17.29,4.16,0.69,62508.0,107915104.89,10.48,17.89,16.15,16.5,16.6,4.4,10.5,1.95
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,8,002563,森马服饰,5.72,3.06,0.17,253464.0,143754044.49,4.86,5.75,5.48,5.55,5.55,1.15,12.37,1.36
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,9,603365,水星家纺,17.48,2.94,0.5,19359.0,33578413.0,5.12,17.58,16.71,16.98,16.98,0.74,10.91,1.51
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,10,603608,天创时尚,26.55,2.19,0.57,401909.0,1071634338.0,11.39,27.96,25.0,25.97,25.98,9.46,216.94,9.73
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,11,603587,地素时尚,12.07,1.94,0.23,20082.0,24148666.0,2.87,12.13,11.79,11.88,11.84,0.42,14.17,1.53
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,12,600612,老凤祥,34.76,1.85,0.63,17910.0,62079349.0,3.96,35.08,33.73,34.0,34.13,0.56,8.31,1.32
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,13,002154,报 喜 鸟,3.95,1.8,0.07,278203.0,108548178.47,3.87,3.97,3.82,3.89,3.88,2.36,6.08,1.25
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,14,601339,百隆东方,7.36,1.66,0.12,160757.0,116215402.0,7.18,7.5,6.98,7.24,7.24,1.07,11.38,1.23
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,15,002003,伟星股份,8.92,1.59,0.14,83993.0,74200956.2,3.3,8.95,8.66,8.76,8.78,0.82,28.48,2.53
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,16,300979,华利集团,31.91,1.56,0.49,25623.0,81893126.24,4.11,32.38,31.09,31.25,31.42,0.22,24.24,2.46
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,纺织服饰,BK0436,current_membership,stock_board_industry_cons_em,17,002293,罗莱生活,11.24,1.54,0.17,107926.0,121029726.61,4.07,11.36,10.91,10.97,11.07,1.3,15.94,2.36
