fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,1,603477,巨星农牧,16.73,9.99,1.52,352495,574832390.0,8.61,16.73,15.42,15.71,15.21,6.91,-6.14,3.19
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,2,000876,新 希 望,7.29,7.52,0.51,1105769,787730604.3,8.11,7.38,6.83,6.86,6.78,2.46,-9.14,1.74
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,3,002124,天邦食品,2.42,6.61,0.15,1448093,345174295.2,7.05,2.45,2.29,2.36,2.27,7.34,-1.9,3.24
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,4,920970,大禹生物,6.38,5.28,0.32,102048,64370552.87,9.08,6.57,6.02,6.02,6.06,14.56,-10.15,2.87
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,5,300498,温氏股份,13.73,5.13,0.67,880750,1191547641.56,4.98,13.77,13.12,13.3,13.06,1.48,-21.34,2.39
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,6,002714,牧原股份,38.68,4.82,1.78,1008463,3871001913.66,4.55,38.99,37.31,37.5,36.9,3.07,-45.95,2.66
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,7,002157,正邦科技,3.02,4.5,0.13,2086082,621210261.82,4.84,3.03,2.89,2.92,2.89,2.68,-16.86,2.67
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,8,002458,益生股份,9.45,4.3,0.39,1378851,1275237114.56,10.71,9.77,8.8,9.0,9.06,14.27,32.75,3.05
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,9,002567,唐人神,3.66,4.27,0.15,370479,133965359.46,4.56,3.68,3.52,3.54,3.51,2.59,-2.1,1.26
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,10,603363,傲农生物,3.0,4.17,0.12,774197,230154518.0,4.86,3.02,2.88,2.91,2.88,3.61,-153.66,2.43
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,11,002100,天康生物,6.75,4.17,0.27,372278,247795304.43,4.17,6.76,6.49,6.54,6.48,2.73,-14.11,1.36
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,12,300761,立华股份,18.65,4.02,0.72,147847,271816849.4,5.97,18.79,17.72,18.09,17.93,2.32,25.48,1.68
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,13,002311,海大集团,47.16,3.9,1.77,145557,679118147.62,5.09,47.42,45.11,45.2,45.39,0.89,21.87,3.29
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,14,605296,神农集团,30.16,3.64,1.06,51160,153001276.0,3.37,30.29,29.31,29.44,29.1,0.99,-6.1,3.7
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,15,300021,大禹节水,4.09,3.54,0.14,197979,79055502.42,4.56,4.1,3.92,3.93,3.95,2.27,106.92,1.61
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,16,600975,新五丰,4.98,3.53,0.17,303654,149786901.0,4.37,5.01,4.8,4.88,4.81,2.43,-4.13,3.48
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,17,600201,生物股份,12.74,3.49,0.43,499131,632337563.0,5.69,12.99,12.29,12.43,12.31,4.49,43.91,2.61
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,18,920964,润农节水,4.57,2.93,0.13,32107,14365199.86,7.21,4.68,4.36,4.42,4.44,2.17,100.31,1.37
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,19,301116,益客食品,9.27,2.77,0.25,42421,39297447.0,3.44,9.36,9.05,9.12,9.02,0.94,33.2,2.66
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,20,600737,中粮糖业,12.12,2.71,0.32,432055,519359151.0,6.02,12.45,11.74,11.81,11.8,2.02,30.01,2.23
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,21,002234,民和股份,7.28,2.68,0.19,95021,68557385.0,3.39,7.31,7.07,7.09,7.09,3.15,-9.41,1.49
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,22,603609,禾丰股份,6.49,2.53,0.16,41965,26937573.0,3.63,6.5,6.27,6.34,6.33,0.46,170.16,0.92
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,23,002385,大北农,2.97,2.41,0.07,1068593,316635608.52,3.1,3.0,2.91,2.92,2.9,3.09,-18.26,1.72
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,24,002299,圣农发展,16.72,2.39,0.39,140684,234323763.21,3.37,16.87,16.32,16.45,16.33,1.15,20.54,1.85
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,25,300673,佩蒂股份,14.13,2.32,0.32,39343,54809124.5,4.06,14.19,13.63,13.86,13.81,2.45,108.27,2.06
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,26,001201,东瑞股份,11.7,2.27,0.26,43018,50513421.8,4.46,12.03,11.52,11.52,11.44,2.14,-4.0,0.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,27,300967,晓鸣股份,16.26,2.01,0.32,88760,143279435.52,3.89,16.4,15.78,16.2,15.94,7.11,-33.56,4.68
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,28,000048,京基智农,21.65,1.93,0.41,320906,676589240.72,8.9,22.22,20.33,21.38,21.24,6.06,-12.42,3.06
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,农林牧渔,BK0433,current_membership,stock_board_industry_cons_em,29,920403,康农种业,16.11,1.9,0.3,16855,27073429.77,2.66,16.25,15.83,16.01,15.81,2.59,58.76,3.24
