fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,1,920230,欧康医药,11.34,12.72,1.28,88481,102582645.13,27.04,12.78,10.06,10.16,10.06,18.73,129.2,2.8
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,2,920367,新赣江,23.73,8.85,1.93,97806,230020092.45,25.92,26.44,20.79,21.61,21.8,23.29,135.26,3.49
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,3,920478,峆一药业,11.42,7.74,0.82,102877,115902517.25,16.89,12.0,10.21,10.5,10.6,15.35,97.66,2.48
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,4,603538,美诺华,41.58,7.14,2.77,719400,2935460071.0,13.09,42.69,37.61,37.61,38.81,29.89,80.99,3.68
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,5,600216,浙江医药,12.85,4.56,0.56,425884,542261123.0,4.88,12.95,12.35,12.39,12.29,4.48,10.76,1.13
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,6,600488,津药药业,5.45,4.41,0.23,1406709,748339018.0,15.33,5.69,4.89,5.01,5.22,12.88,107.1,1.95
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,7,920656,海昇药业,14.52,3.57,0.5,12954,18630273.72,4.99,14.56,13.86,14.02,14.02,4.0,18.07,2.12
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,8,688076,ST诺泰,30.21,2.79,0.82,52009,156752288.0,4.56,30.76,29.42,29.98,29.39,1.65,18.44,3.18
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,9,301211,亨迪药业,12.55,2.7,0.33,245860,306402417.43,10.15,13.0,11.76,11.95,12.22,5.89,142.14,2.32
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,10,301301,川宁生物,8.75,2.46,0.21,235776,205596348.58,5.5,8.88,8.41,8.56,8.54,3.8,44.1,2.5
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,11,688690,纳微科技,41.06,1.96,0.79,152075,634625017.0,7.3,42.8,39.86,40.42,40.27,3.77,60.84,8.28
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,12,300381,溢多利,6.03,1.69,0.1,93446,56262170.0,3.2,6.1,5.91,5.92,5.93,1.95,43.91,1.14
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,13,301258,富士莱,25.08,1.66,0.41,10027,25121646.0,3.4,25.35,24.51,24.52,24.67,1.13,-207.67,1.25
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,14,301089,拓新药业,23.5,1.29,0.3,39124,91871319.75,5.17,23.86,22.66,23.0,23.2,4.32,-70.74,2.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,15,000739,普洛药业,18.46,1.21,0.22,202119,376423813.22,4.99,18.92,18.01,18.21,18.24,1.75,21.47,3.4
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,16,605507,国邦医药,15.93,1.08,0.17,54760,86923984.0,3.93,16.12,15.5,15.75,15.76,0.7,19.4,1.49
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,17,605116,奥锐特,21.05,0.96,0.2,55296,116986673.0,4.12,21.56,20.7,20.86,20.85,1.36,33.44,3.34
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,18,002332,仙琚制药,8.46,0.95,0.08,142222,120229478.1,2.39,8.51,8.31,8.36,8.38,1.44,22.28,1.42
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,19,920946,森萱医药,10.12,0.9,0.09,52654,53643550.49,5.28,10.38,9.85,9.93,10.03,1.23,22.96,3.47
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,20,300267,尔康制药,3.47,0.87,0.03,428075,150424737.5,3.78,3.59,3.46,3.47,3.44,3.01,136.5,1.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,21,300583,赛托生物,12.36,0.73,0.09,47706,59213874.5,3.26,12.65,12.25,12.26,12.27,2.56,162.08,1.33
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,22,002365,永安药业,10.93,0.46,0.05,110501,121733504.5,4.04,11.2,10.76,10.81,10.88,4.5,104.08,1.64
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,23,002817,黄山胶囊,6.25,0.32,0.02,75284,47182867.44,2.57,6.36,6.2,6.22,6.23,2.6,26.92,1.94
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,24,301065,本立科技,18.95,0.32,0.06,11671,22217855.5,3.18,19.25,18.65,18.79,18.89,1.35,47.43,1.48
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,25,603229,奥翔药业,8.48,0.24,0.02,111297,94873405.0,6.26,8.71,8.18,8.38,8.46,1.34,18.21,2.97
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,26,301277,新天地,9.63,0.21,0.02,45332,43781689.48,3.23,9.79,9.48,9.54,9.61,1.16,26.15,2.5
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,27,300452,山河药辅,12.47,0.08,0.01,51419,64248942.2,2.81,12.63,12.28,12.4,12.46,2.59,15.53,3.06
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,28,300765,石药创新,36.73,0.05,0.02,368006,1363004885.06,10.0,38.67,35.0,35.1,36.71,2.62,-137.42,20.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,29,300636,同和药业,6.89,0.0,0.0,65258,45222264.0,2.9,7.0,6.8,6.89,6.89,1.78,38.52,1.22
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,30,688166,博瑞医药,33.28,-0.09,-0.03,109911,369081609.0,3.96,34.19,32.87,33.14,33.31,2.52,390.14,5.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,31,000953,中哲精化,5.42,-0.37,-0.02,49716,27221203.84,3.13,5.58,5.41,5.41,5.44,1.36,520.22,12.86
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,32,000952,广济药业,5.73,-0.52,-0.03,58992,34084316.25,3.47,5.9,5.7,5.76,5.76,1.71,-15.7,3.19
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,33,300702,天宇股份,21.8,-0.64,-0.14,47410,104663898.85,4.47,22.59,21.61,21.91,21.94,2.25,44.95,2.07
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,34,002099,海翔药业,5.42,-0.91,-0.05,233024,127326174.0,3.47,5.55,5.36,5.45,5.47,1.44,82.94,1.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,35,688758,赛分科技,21.63,-1.05,-0.23,81535,181592395.0,7.64,23.3,21.63,22.0,21.86,2.73,63.46,6.5
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,36,688356,键凯科技,80.52,-1.68,-1.38,20319,168496623.0,5.6,84.89,80.3,81.2,81.9,3.35,54.47,3.7
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,37,001367,海森药业,19.9,-1.83,-0.37,48481,98195759.57,4.64,20.64,19.7,20.27,20.27,3.99,26.22,2.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,原料药,BK1595,current_membership,stock_board_industry_cons_em,38,603520,司太立,10.13,-2.13,-0.22,207326,211534037.0,4.35,10.47,10.02,10.34,10.35,4.73,52.99,1.8
