fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,1,301595,太力科技,44.52,8.37,3.44,31379,140815542.74,11.56,46.64,41.89,41.98,41.08,7.68,110.08,5.43
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,2,605099,共创草坪,33.21,2.12,0.69,33492,109512658.0,5.35,33.33,31.59,31.81,32.52,0.83,16.64,4.45
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,3,301004,嘉益股份,33.4,1.64,0.54,16034,54247560.64,7.36,34.93,32.51,32.66,32.86,1.18,19.82,2.71
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,4,601996,丰林集团,2.18,1.4,0.03,243458,53289789.0,3.72,2.22,2.14,2.15,2.15,2.17,-22.11,1.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,5,301193,家联科技,19.1,1.33,0.25,49913,96958132.58,6.21,19.87,18.7,18.85,18.85,2.71,-11.66,2.21
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,6,603195,公牛集团,38.38,0.97,0.37,36372,139279077.0,2.74,38.64,37.6,38.01,38.01,0.2,16.36,4.81
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,7,001356,富岭股份,8.72,0.69,0.06,22430,19573466.53,2.31,8.8,8.6,8.6,8.66,1.12,87.06,2.55
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,8,002571,德力股份,10.36,0.58,0.06,60982,63820122.0,4.56,10.69,10.22,10.27,10.3,2.04,-56.19,5.1
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,9,001221,悍高集团,42.07,0.38,0.16,13354,56257499.36,2.62,42.65,41.55,41.79,41.91,3.71,32.73,5.85
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,10,603615,茶花股份,18.93,0.37,0.07,53913,103289161.0,4.67,19.7,18.82,19.04,18.86,2.23,228.21,4.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,11,300640,德艺文创,5.96,0.34,0.02,105435,62691320.0,4.21,6.06,5.81,5.94,5.94,4.78,357.71,2.3
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,其他家居用品,BK1540,current_membership,stock_board_industry_cons_em,12,300729,乐歌股份,10.07,0.1,0.01,22787,22912258.61,2.09,10.14,9.93,10.0,10.06,0.69,1066.33,0.96
