fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,1,601702,华峰铝业,14.86,4.5,0.64,139727,201194133.0,5.63,14.88,14.08,14.23,14.22,1.4,15.27,2.33
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,2,601677,明泰铝业,16.28,3.17,0.5,436429,709106636.0,4.56,16.57,15.85,15.92,15.78,3.51,7.21,1.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,3,002532,天山铝业,11.61,2.11,0.24,1878422,2202182333.39,6.68,12.14,11.38,11.4,11.37,4.57,6.06,1.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,4,000933,神火股份,22.52,2.09,0.46,623346,1400016714.12,3.9,22.86,22.0,22.06,22.06,2.77,5.53,2.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,5,000807,云铝股份,22.88,2.05,0.46,988892,2275805900.25,4.01,23.46,22.56,22.76,22.42,2.85,5.51,2.31
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,6,300057,万顺新材,8.57,1.9,0.16,782894,676061800.91,5.83,8.84,8.35,8.42,8.41,9.42,98.01,1.53
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,7,605208,永茂泰,17.19,1.9,0.32,293956,498908050.0,6.05,17.4,16.38,16.71,16.87,8.91,79.4,2.57
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,8,601600,中国铝业,8.48,1.8,0.15,3131334,2678591411.0,3.48,8.7,8.41,8.41,8.33,2.37,6.58,1.8
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,9,002540,亚太科技,4.89,1.24,0.06,138533,68098170.68,3.31,5.0,4.84,4.85,4.83,1.61,38.58,1.11
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,10,002379,宏桥控股,15.17,0.66,0.1,337480,517960865.03,5.64,15.75,14.9,15.05,15.07,2.97,7.31,4.03
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,11,600219,南山铝业,4.19,0.48,0.02,1668784,705428434.0,3.36,4.31,4.17,4.19,4.17,1.45,10.93,0.97
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,12,600595,中孚实业,5.93,0.34,0.02,838480,505318232.0,5.25,6.17,5.86,5.97,5.91,2.09,7.23,1.38
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,13,002996,顺博合金,6.24,0.32,0.02,80099,50303493.56,2.89,6.38,6.2,6.22,6.22,1.75,8.26,1.29
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,铝,BK1613,current_membership,stock_board_industry_cons_em,14,300328,宜安科技,14.89,0.13,0.02,611086,931260699.5,7.73,15.89,14.74,15.0,14.87,8.89,-134.01,9.99
