signal_date,split,eligible_count,selected_count_target,selected_count,nonselected_count,selection_status,top1_instrument_selected_week_share,active_factor_count_min,active_factor_count_p10,active_factor_count_median,selected_active_factor_count_p10,selected_active_factor_count_median,nonselected_active_factor_count_p10,nonselected_active_factor_count_median,selected_minus_nonselected_active_factor_count_p10,selected_minus_nonselected_active_factor_count_median,score_raw_mean,score_raw_std,score_tie_share
2017-08-04,train,139,28,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,42,42.0,42.0,,,,,,,-0.0005138746079337661,0.11590749476745356,0.0
2017-08-11,train,138,28,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,45,46.0,46.0,,,,,,,-0.0006465449554765177,0.10262324326155302,0.0
2017-08-18,train,139,28,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,44,47.0,47.0,,,,,,,-0.00084030297192995,0.09332748425608961,0.0
2017-08-25,train,138,28,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,41,48.0,48.0,,,,,,,-0.0007057328635693545,0.08785390249205577,0.0
2017-09-01,train,145,29,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,44,49.0,49.0,,,,,,,-0.0009504615544062597,0.10335460102348229,0.0
2017-09-08,train,143,29,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,48,49.0,49.0,,,,,,,-0.0008183565637724839,0.10189996909683437,0.0
2017-09-15,train,144,29,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,39,49.0,49.0,,,,,,,-0.0005747958383952096,0.08913116769886978,0.0
2017-09-22,train,146,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,44,49.0,49.0,,,,,,,-0.0005430203345765398,0.09031672720122244,0.0
2017-09-29,train,147,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,42,50.0,50.0,,,,,,,-0.0004488771760078638,0.08981311434800208,0.0
2017-10-13,train,148,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,45,49.0,50.0,,,,,,,-0.0008097610316886401,0.08252857501593952,0.0
2017-10-20,train,148,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,48,49.0,50.0,,,,,,,-0.0007246573249156704,0.07635866979802963,0.0
2017-10-27,train,155,31,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,42,50.0,50.0,,,,,,,-0.0006974987347130327,0.09749390678719641,0.0
2017-11-03,train,149,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,46,50.0,50.0,,,,,,,-0.0006387937050407308,0.08819181435063238,0.0
2017-11-10,train,157,32,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,42,50.0,50.0,,,,,,,-0.000633260430247169,0.09221163618405515,0.0
2017-11-17,train,151,31,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,47,50.0,50.0,,,,,,,-0.0006747748397392889,0.10111843593450659,0.0
2017-11-24,train,149,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,47,50.0,50.0,,,,,,,-0.0007738206723235902,0.09571678908373447,0.0
2017-12-01,train,152,31,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,40,50.0,50.0,,,,,,,-0.0006169172049514831,0.1005917372972245,0.0
2017-12-08,train,146,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,44,50.0,50.0,,,,,,,-0.000744833876579609,0.08695860165877677,0.0
2017-12-15,train,147,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,47,50.0,50.0,,,,,,,-0.0006958449244404798,0.08937854637582673,0.0
2017-12-22,train,149,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,49,50.0,50.0,,,,,,,-0.0006882848413902236,0.10152644198913964,0.0
2017-12-29,train,146,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,49,50.0,50.0,,,,,,,-0.0007043765155926079,0.0948783940975479,0.0
2018-01-05,train,157,32,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,45,50.0,50.0,,,,,,,-0.0006323326869670082,0.08843882355741581,0.0
2018-01-12,train,154,31,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,49,50.0,50.0,,,,,,,-0.0006297247117153738,0.07972831593671557,0.0
2018-01-19,train,157,32,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,45,50.0,50.0,,,,,,,-0.000704659560195484,0.0951164548697482,0.0
2018-01-26,train,160,32,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,42,50.0,50.0,,,,,,,-0.0005251294183309885,0.09314475467704714,0.0
2018-02-02,train,151,31,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,47,50.0,50.0,,,,,,,-0.0006827245500664014,0.09191817375223502,0.0
2018-02-09,train,136,28,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,49,50.0,50.0,,,,,,,-0.0007432477824411829,0.0739483025031484,0.0
2018-02-14,train,141,29,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,49,50.0,50.0,,,,,,,-0.0007177399635667529,0.07106798083929937,0.0
2018-02-23,train,145,29,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,49,50.0,50.0,,,,,,,-0.000679152589325417,0.06446111385161987,0.0
2018-03-02,train,147,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,45,50.0,50.0,,,,,,,-0.0005950822224378312,0.08715643016427892,0.0
2018-03-09,train,152,31,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,40,41.0,41.0,,,,,,,-0.0007263023099612149,0.08862738116598184,0.0
2018-03-16,train,148,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,47,47.0,47.0,,,,,,,-0.0006469235425603995,0.07898564711263314,0.0
2018-03-23,train,140,28,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,41,49.0,49.0,,,,,,,-0.0007909881377536834,0.08479244225488652,0.0
2018-03-30,train,147,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,45,50.0,50.0,,,,,,,-0.0005899819439598372,0.0932368745618465,0.0
2018-04-04,train,149,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,49,50.0,50.0,,,,,,,-0.0006677781486529884,0.09335513026078174,0.0
2018-04-13,train,147,30,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,42,50.0,50.0,,,,,,,-0.00041503868661012233,0.09131659407336173,0.0
2018-04-20,train,143,29,0,0,blocked_insufficient_eligible_cross_section,0.48788927335640137,47,50.0,50.0,,,,,,,-0.0006559605942546798,0.08533402350162153,0.0
