factor_id,rankic_feature_version,calendar_year,yearly_rankIC
alpha070,neutralized_rank_factor,2017,0.006502795405904545
alpha070,neutralized_rank_factor,2018,-0.005976940992406968
alpha070,neutralized_rank_factor,2019,-0.001627522584865781
alpha070,neutralized_rank_factor,2020,-0.007807952936431926
alpha070,neutralized_rank_factor,2021,0.007169846411813516
alpha071,raw_rank_factor,2017,-0.028828001222221015
alpha071,raw_rank_factor,2018,-0.01711304841340375
alpha071,raw_rank_factor,2019,-0.0189041262235489
alpha071,raw_rank_factor,2020,0.01813151107363281
alpha071,raw_rank_factor,2021,-0.022991942331191895
alpha071,neutralized_rank_factor,2017,-0.015088003157577565
alpha071,neutralized_rank_factor,2018,-0.02210147403175351
alpha071,neutralized_rank_factor,2019,0.0076965993164457005
alpha071,neutralized_rank_factor,2020,0.01943393688085452
alpha071,neutralized_rank_factor,2021,-0.018712179591779024
alpha072,raw_rank_factor,2017,-0.07268606222530251
alpha072,raw_rank_factor,2018,0.01658812450303907
alpha072,raw_rank_factor,2019,-0.007208656458366035
alpha072,raw_rank_factor,2020,-0.052352026889874455
alpha072,raw_rank_factor,2021,0.024502538883155622
alpha072,neutralized_rank_factor,2017,-0.03814312553968533
alpha072,neutralized_rank_factor,2018,0.008323794204364238
alpha072,neutralized_rank_factor,2019,-0.018272729186295942
alpha072,neutralized_rank_factor,2020,-0.03748154241583941
alpha072,neutralized_rank_factor,2021,0.009003402169238634
alpha075,neutralized_rank_factor,2017,0.0064223484164162865
alpha075,neutralized_rank_factor,2018,0.02994082714810106
alpha075,neutralized_rank_factor,2019,-0.01017895155619605
alpha075,neutralized_rank_factor,2020,0.01647777183774249
alpha075,neutralized_rank_factor,2021,-0.006628570506411904
alpha076,raw_rank_factor,2017,-0.027830419863244728
alpha076,raw_rank_factor,2018,0.021001822702499732
alpha076,raw_rank_factor,2019,-0.019281648219773635
alpha076,raw_rank_factor,2020,0.008781292008640163
alpha076,raw_rank_factor,2021,0.01512876209141613
alpha076,neutralized_rank_factor,2017,-0.013305709744624816
alpha076,neutralized_rank_factor,2018,-0.010181163778007749
alpha076,neutralized_rank_factor,2019,0.010727852016007832
alpha076,neutralized_rank_factor,2020,0.010815769473913765
alpha076,neutralized_rank_factor,2021,0.010400613068579128
alpha078,raw_rank_factor,2017,-0.03251282576377664
alpha078,raw_rank_factor,2018,0.015371922576379
alpha078,raw_rank_factor,2019,-0.006829181882870773
alpha078,raw_rank_factor,2020,0.005465250809363095
alpha078,raw_rank_factor,2021,-0.019133904945188664
alpha078,neutralized_rank_factor,2017,0.0036968742050724917
alpha078,neutralized_rank_factor,2018,-0.0008632012189549388
alpha078,neutralized_rank_factor,2019,0.005686501681808542
alpha078,neutralized_rank_factor,2020,0.017493841246716983
alpha078,neutralized_rank_factor,2021,-0.021974937731760756
alpha079,raw_rank_factor,2017,0.009562668128254345
alpha079,raw_rank_factor,2018,-0.0035772139756425824
alpha079,raw_rank_factor,2019,-0.009168018229858072
alpha079,raw_rank_factor,2020,0.024657255155846228
alpha079,raw_rank_factor,2021,-0.02591902803117717
alpha079,neutralized_rank_factor,2017,-3.5347041179488116e-05
alpha079,neutralized_rank_factor,2018,-0.0017870230258835815
alpha079,neutralized_rank_factor,2019,0.009550558777986416
alpha079,neutralized_rank_factor,2020,0.027911648134134236
alpha079,neutralized_rank_factor,2021,-0.01467683236609675
alpha080,raw_rank_factor,2017,-0.028156631462606434
alpha080,raw_rank_factor,2018,0.017344035342241902
alpha080,raw_rank_factor,2019,0.01158163894988837
alpha080,raw_rank_factor,2020,0.003944728034205893
alpha080,raw_rank_factor,2021,-0.006003496339316803
alpha080,neutralized_rank_factor,2017,0.006699114965153821
alpha080,neutralized_rank_factor,2018,0.007605577228627734
alpha080,neutralized_rank_factor,2019,0.0052734582547019565
alpha080,neutralized_rank_factor,2020,0.0017974672050006433
alpha080,neutralized_rank_factor,2021,-0.0016941213173688474
alpha081,raw_rank_factor,2017,-0.041501589378246904
alpha081,raw_rank_factor,2018,-0.02554290124653073
alpha081,raw_rank_factor,2019,-0.05799146219122157
alpha081,raw_rank_factor,2020,-0.11326286902529598
alpha081,raw_rank_factor,2021,0.0019080621208916804
alpha081,neutralized_rank_factor,2017,-0.02120948507276001
alpha081,neutralized_rank_factor,2018,-0.006044844350141112
alpha081,neutralized_rank_factor,2019,-0.03926908935868777
alpha081,neutralized_rank_factor,2020,-0.05836830565273294
alpha081,neutralized_rank_factor,2021,0.009970922696912621
alpha082,raw_rank_factor,2017,-0.09259870589259288
alpha082,raw_rank_factor,2018,0.02589307832109135
alpha082,raw_rank_factor,2019,-0.009682358796005763
alpha082,raw_rank_factor,2020,-0.05893206769404502
alpha082,raw_rank_factor,2021,0.029528892979622783
alpha082,neutralized_rank_factor,2017,-0.0461644380944732
alpha082,neutralized_rank_factor,2018,0.010203834394516656
alpha082,neutralized_rank_factor,2019,-0.01812465457278132
alpha082,neutralized_rank_factor,2020,-0.039811805023749806
alpha082,neutralized_rank_factor,2021,0.008089120667083383
alpha084,raw_rank_factor,2017,-0.01806678841316816
alpha084,raw_rank_factor,2018,-0.010869320590421715
alpha084,raw_rank_factor,2019,-0.04713257887420885
alpha084,raw_rank_factor,2020,-0.02653870944757025
alpha084,raw_rank_factor,2021,-0.013540447935248574
alpha084,neutralized_rank_factor,2017,-0.008049366399675316
alpha084,neutralized_rank_factor,2018,-0.011295592088219284
alpha084,neutralized_rank_factor,2019,-0.007145855276475732
alpha084,neutralized_rank_factor,2020,-0.014695985741281403
alpha084,neutralized_rank_factor,2021,-0.005006765056747767
alpha086,raw_rank_factor,2017,0.047063822511017095
alpha086,raw_rank_factor,2018,-0.0203131864389355
alpha086,raw_rank_factor,2019,0.0017600383953069953
alpha086,raw_rank_factor,2020,0.011577556402544995
alpha086,raw_rank_factor,2021,0.027355727120363507
alpha086,neutralized_rank_factor,2017,0.018850212521473016
alpha086,neutralized_rank_factor,2018,-0.00813008022434504
alpha086,neutralized_rank_factor,2019,0.00984745259297065
alpha086,neutralized_rank_factor,2020,0.001909750417378223
alpha086,neutralized_rank_factor,2021,0.028255057069341245
alpha088,raw_rank_factor,2017,0.00847807069965431
alpha088,raw_rank_factor,2018,-0.039413049562003886
alpha088,raw_rank_factor,2019,-0.016633191986651346
alpha088,raw_rank_factor,2020,0.01659851975766464
alpha088,raw_rank_factor,2021,-0.01966441995388962
alpha088,neutralized_rank_factor,2017,-0.006916988830653037
alpha088,neutralized_rank_factor,2018,-0.03675850520210605
alpha088,neutralized_rank_factor,2019,0.010910854428943309
alpha088,neutralized_rank_factor,2020,0.013945168689424473
alpha088,neutralized_rank_factor,2021,-0.01136225368671243
alpha089,raw_rank_factor,2017,-0.048732807354987445
alpha089,raw_rank_factor,2018,0.024824100118442466
alpha089,raw_rank_factor,2019,-0.03415667434892048
alpha089,raw_rank_factor,2020,0.01064632629188459
alpha089,raw_rank_factor,2021,-0.004602277122350907
alpha089,neutralized_rank_factor,2017,-0.029844062743270124
alpha089,neutralized_rank_factor,2018,0.0029398626928200176
alpha089,neutralized_rank_factor,2019,-0.008552476327972567
alpha089,neutralized_rank_factor,2020,0.016777781287750045
alpha089,neutralized_rank_factor,2021,-0.01396348649393723
alpha093,raw_rank_factor,2017,0.07983681295192561
alpha093,raw_rank_factor,2018,0.0031316020201364804
alpha093,raw_rank_factor,2019,0.06027238175170603
alpha093,raw_rank_factor,2020,0.08214253701831548
alpha093,raw_rank_factor,2021,-0.023421774591942467
alpha093,neutralized_rank_factor,2017,0.0071279943242583705
alpha093,neutralized_rank_factor,2018,0.012697425949427875
alpha093,neutralized_rank_factor,2019,0.034641734527845705
alpha093,neutralized_rank_factor,2020,0.042799812177579555
alpha093,neutralized_rank_factor,2021,-0.006434716325613815
alpha094,raw_rank_factor,2017,-0.013189625705127935
alpha094,raw_rank_factor,2018,-0.03673451320460518
alpha094,raw_rank_factor,2019,-0.05457145869508272
alpha094,raw_rank_factor,2020,-0.030895467500067116
alpha094,raw_rank_factor,2021,-0.015249977979227471
alpha094,neutralized_rank_factor,2017,-0.010593819330735665
alpha094,neutralized_rank_factor,2018,-0.03237201486289456
alpha094,neutralized_rank_factor,2019,0.004587177429970599
alpha094,neutralized_rank_factor,2020,-0.028880224254542543
alpha094,neutralized_rank_factor,2021,0.002190733811406007
alpha095,raw_rank_factor,2017,0.02548001787202202
alpha095,raw_rank_factor,2018,-0.028006539730989228
alpha095,raw_rank_factor,2019,-0.017187391704247056
alpha095,raw_rank_factor,2020,-0.03677600048112462
alpha095,raw_rank_factor,2021,-0.0211243184564859
alpha095,neutralized_rank_factor,2017,-0.0500472395860867
alpha095,neutralized_rank_factor,2018,0.011530280051483549
alpha095,neutralized_rank_factor,2019,-0.005237657527108215
alpha095,neutralized_rank_factor,2020,-0.017614484955747113
alpha095,neutralized_rank_factor,2021,0.0101597320910127
alpha096,raw_rank_factor,2017,0.025628166700888008
alpha096,raw_rank_factor,2018,0.008998270712332996
alpha096,raw_rank_factor,2019,0.008579367219144382
alpha096,raw_rank_factor,2020,0.03348458214091338
alpha096,raw_rank_factor,2021,-0.020209237049272993
alpha096,neutralized_rank_factor,2017,0.027076586109489598
alpha096,neutralized_rank_factor,2018,0.0075580820476705635
alpha096,neutralized_rank_factor,2019,0.01762963212183938
alpha096,neutralized_rank_factor,2020,0.03607523208111756
alpha096,neutralized_rank_factor,2021,-0.014587806406198636
alpha097,raw_rank_factor,2017,-0.048562631950917284
alpha097,raw_rank_factor,2018,-0.03214874209207391
alpha097,raw_rank_factor,2019,-0.0634564902183852
alpha097,raw_rank_factor,2020,-0.1220168036796081
alpha097,raw_rank_factor,2021,0.006603021606028588
alpha097,neutralized_rank_factor,2017,-0.02483379431611002
alpha097,neutralized_rank_factor,2018,-0.010553046492846573
alpha097,neutralized_rank_factor,2019,-0.04147509389305683
alpha097,neutralized_rank_factor,2020,-0.06016222688724293
alpha097,neutralized_rank_factor,2021,0.01784223467798676
alpha098,raw_rank_factor,2017,0.06837341173062127
alpha098,raw_rank_factor,2018,0.041450685965434955
alpha098,raw_rank_factor,2019,0.006710884841274425
alpha098,raw_rank_factor,2020,0.018452946963170666
alpha098,raw_rank_factor,2021,0.011578360905270358
alpha098,neutralized_rank_factor,2017,0.04082329782825226
alpha098,neutralized_rank_factor,2018,0.024400904736183626
alpha098,neutralized_rank_factor,2019,-0.004037543215950967
alpha098,neutralized_rank_factor,2020,0.01670150642183625
alpha098,neutralized_rank_factor,2021,0.010300870850160486
alpha100,raw_rank_factor,2017,-0.06051326975821372
alpha100,raw_rank_factor,2018,-0.023686874578473367
alpha100,raw_rank_factor,2019,-0.07035282452942525
alpha100,raw_rank_factor,2020,-0.12127006768538814
alpha100,raw_rank_factor,2021,0.002628178731518473
alpha100,neutralized_rank_factor,2017,-0.0440370281225449
alpha100,neutralized_rank_factor,2018,0.001996491024951671
alpha100,neutralized_rank_factor,2019,-0.044800227347302574
alpha100,neutralized_rank_factor,2020,-0.0615874788101931
alpha100,neutralized_rank_factor,2021,0.012459146586885227
alpha102,raw_rank_factor,2017,-0.03155050573398825
alpha102,raw_rank_factor,2018,0.018728863064007634
alpha102,raw_rank_factor,2019,-0.010479194096281083
alpha102,raw_rank_factor,2020,-0.007390947044360607
alpha102,raw_rank_factor,2021,-0.006770077093125653
alpha102,neutralized_rank_factor,2017,0.017861647794879327
alpha102,neutralized_rank_factor,2018,-0.0015961109057481152
alpha102,neutralized_rank_factor,2019,0.0012037328469566757
alpha102,neutralized_rank_factor,2020,-0.004768088322716232
alpha102,neutralized_rank_factor,2021,-0.0030435323615935544
alpha106,raw_rank_factor,2017,0.01006716070565672
alpha106,raw_rank_factor,2018,-0.031948313624462314
alpha106,raw_rank_factor,2019,-0.0034053989600943504
alpha106,raw_rank_factor,2020,0.028685522970070217
alpha106,raw_rank_factor,2021,-0.014883270653651175
alpha106,neutralized_rank_factor,2017,-0.0019728588653941262
alpha106,neutralized_rank_factor,2018,-0.030956204599621652
alpha106,neutralized_rank_factor,2019,0.0169029449499218
alpha106,neutralized_rank_factor,2020,0.00999664379527981
alpha106,neutralized_rank_factor,2021,-0.010604092341944439
alpha107,raw_rank_factor,2017,0.06880356075909451
alpha107,raw_rank_factor,2018,-0.016480094204432753
alpha107,raw_rank_factor,2019,0.010031125821208943
alpha107,raw_rank_factor,2020,0.0008054277367300809
alpha107,raw_rank_factor,2021,-0.005573370658431188
alpha107,neutralized_rank_factor,2017,0.031453484128840095
alpha107,neutralized_rank_factor,2018,-0.011149722496979684
alpha107,neutralized_rank_factor,2019,-0.004009143303416472
alpha107,neutralized_rank_factor,2020,-0.0071070572383578525
alpha107,neutralized_rank_factor,2021,0.0034062781924374306
alpha109,raw_rank_factor,2017,0.018380982689154134
alpha109,raw_rank_factor,2018,0.02782950942117425
alpha109,raw_rank_factor,2019,-0.0015742404623504587
alpha109,raw_rank_factor,2020,0.005497975202527799
alpha109,raw_rank_factor,2021,-0.006861422525241472
alpha109,neutralized_rank_factor,2017,0.04996089330978458
alpha109,neutralized_rank_factor,2018,0.008266574611839078
alpha109,neutralized_rank_factor,2019,-0.0005579516690959148
alpha109,neutralized_rank_factor,2020,0.0097732987040392
alpha109,neutralized_rank_factor,2021,-0.0007231694246300644
alpha110,raw_rank_factor,2017,0.010276113834120843
alpha110,raw_rank_factor,2018,-0.019392566719711218
alpha110,raw_rank_factor,2019,-0.03302872212562981
alpha110,raw_rank_factor,2020,-0.00461067733717788
alpha110,raw_rank_factor,2021,-0.013449114682842251
alpha110,neutralized_rank_factor,2017,-0.011098820633790318
alpha110,neutralized_rank_factor,2018,-0.0002335962952404036
alpha110,neutralized_rank_factor,2019,0.004323563073804515
alpha110,neutralized_rank_factor,2020,0.0033541623367887223
alpha110,neutralized_rank_factor,2021,0.0013042908668706582
alpha111,raw_rank_factor,2017,0.026451563062722307
alpha111,raw_rank_factor,2018,0.03287381322454841
alpha111,raw_rank_factor,2019,0.018305003740122377
alpha111,raw_rank_factor,2020,0.021661686836069893
alpha111,raw_rank_factor,2021,-0.0027405878130772818
alpha111,neutralized_rank_factor,2017,0.01817284219292144
alpha111,neutralized_rank_factor,2018,0.032186069664692514
alpha111,neutralized_rank_factor,2019,0.006829399936310764
alpha111,neutralized_rank_factor,2020,0.02016680766335546
alpha111,neutralized_rank_factor,2021,0.018378049618605303
alpha112,raw_rank_factor,2017,-0.004548597011631584
alpha112,raw_rank_factor,2018,0.018182646393667786
alpha112,raw_rank_factor,2019,0.0013930492865853634
alpha112,raw_rank_factor,2020,0.019117702528641013
alpha112,raw_rank_factor,2021,-0.013806283710451747
alpha112,neutralized_rank_factor,2017,0.007446608409195371
alpha112,neutralized_rank_factor,2018,0.010014133594143293
alpha112,neutralized_rank_factor,2019,0.0027750522021557948
alpha112,neutralized_rank_factor,2020,0.02509973896182906
alpha112,neutralized_rank_factor,2021,-0.01102025489980155
alpha114,raw_rank_factor,2017,0.100441546407072
alpha114,raw_rank_factor,2018,0.015440074508810188
alpha114,raw_rank_factor,2019,0.057930866902945445
alpha114,raw_rank_factor,2020,0.08267142495445591
alpha114,raw_rank_factor,2021,0.00942601424839117
alpha114,neutralized_rank_factor,2017,0.036414575461904186
alpha114,neutralized_rank_factor,2018,0.02260088191992903
alpha114,neutralized_rank_factor,2019,0.042856238971498734
alpha114,neutralized_rank_factor,2020,0.07577326434767263
alpha114,neutralized_rank_factor,2021,0.00891897771793362
alpha118,raw_rank_factor,2017,-0.018261577038731363
alpha118,raw_rank_factor,2018,-0.034209085246198354
alpha118,raw_rank_factor,2019,-0.02926280510193244
alpha118,raw_rank_factor,2020,0.007101931883812412
alpha118,raw_rank_factor,2021,0.0062934071199383075
alpha118,neutralized_rank_factor,2017,-0.03156893920054816
alpha118,neutralized_rank_factor,2018,-0.017886869332535516
alpha118,neutralized_rank_factor,2019,0.001644395043884436
alpha118,neutralized_rank_factor,2020,0.007855300960758989
alpha118,neutralized_rank_factor,2021,0.00604869976932278
alpha120,raw_rank_factor,2017,-0.032094227571354605
alpha120,raw_rank_factor,2018,0.03499995077664876
alpha120,raw_rank_factor,2019,-0.012835818297314335
alpha120,raw_rank_factor,2020,-0.005786217535956502
alpha120,raw_rank_factor,2021,0.04043069026882041
alpha120,neutralized_rank_factor,2017,0.009323098677689354
alpha120,neutralized_rank_factor,2018,0.02683548087456956
alpha120,neutralized_rank_factor,2019,-0.010528788019448183
alpha120,neutralized_rank_factor,2020,0.029699616600578904
alpha120,neutralized_rank_factor,2021,0.026491735426721168
alpha122,raw_rank_factor,2017,0.04352418338959831
alpha122,raw_rank_factor,2018,-0.052851810894740954
alpha122,raw_rank_factor,2019,-0.012679700445276382
alpha122,raw_rank_factor,2020,0.012098455936677363
alpha122,raw_rank_factor,2021,-0.03903077101515407
alpha122,neutralized_rank_factor,2017,0.013194257571164804
alpha122,neutralized_rank_factor,2018,-0.02631484200032684
alpha122,neutralized_rank_factor,2019,0.011688116300212357
alpha122,neutralized_rank_factor,2020,0.016834404194748756
alpha122,neutralized_rank_factor,2021,-0.003195001470138525
alpha124,raw_rank_factor,2017,-0.06566333586096786
alpha124,raw_rank_factor,2018,-0.04413707336577996
alpha124,raw_rank_factor,2019,-0.05438659850373797
alpha124,raw_rank_factor,2020,-0.09880425634060412
alpha124,raw_rank_factor,2021,-0.020773976092503862
alpha124,neutralized_rank_factor,2017,-0.029567459110344238
alpha124,neutralized_rank_factor,2018,-0.026968439843316008
alpha124,neutralized_rank_factor,2019,-0.02229945549740128
alpha124,neutralized_rank_factor,2020,-0.07494005641579884
alpha124,neutralized_rank_factor,2021,-0.009804797556337388
alpha126,raw_rank_factor,2017,0.09283907929304343
alpha126,raw_rank_factor,2018,-0.002966493844960655
alpha126,raw_rank_factor,2019,0.0614431059545279
alpha126,raw_rank_factor,2020,0.08458068539977627
alpha126,raw_rank_factor,2021,-0.02446985257129851
alpha126,neutralized_rank_factor,2017,0.012628453269990927
alpha126,neutralized_rank_factor,2018,0.00046307047862345223
alpha126,neutralized_rank_factor,2019,0.04160144919948169
alpha126,neutralized_rank_factor,2020,0.04769623405340861
alpha126,neutralized_rank_factor,2021,-0.015943484779663567
alpha127,raw_rank_factor,2017,-0.07419878124817393
alpha127,raw_rank_factor,2018,0.005272746022558087
alpha127,raw_rank_factor,2019,-0.05628121658850361
alpha127,raw_rank_factor,2020,-0.06728485896325656
alpha127,raw_rank_factor,2021,0.026141452061070974
alpha127,neutralized_rank_factor,2017,-0.007213183171752654
alpha127,neutralized_rank_factor,2018,-0.005485928218812493
alpha127,neutralized_rank_factor,2019,-0.03335426612778092
alpha127,neutralized_rank_factor,2020,-0.03935706588283464
alpha127,neutralized_rank_factor,2021,0.01947445103414463
alpha128,raw_rank_factor,2017,0.008109076948829001
alpha128,raw_rank_factor,2018,-0.012192585849106354
alpha128,raw_rank_factor,2019,-0.01925735173856398
alpha128,raw_rank_factor,2020,0.002591977288926522
alpha128,raw_rank_factor,2021,-0.019081405735147636
alpha128,neutralized_rank_factor,2017,0.007047934731526486
alpha128,neutralized_rank_factor,2018,-0.011809737693462982
alpha128,neutralized_rank_factor,2019,0.004072998699468602
alpha128,neutralized_rank_factor,2020,0.003903002152788121
alpha128,neutralized_rank_factor,2021,-0.01028417899291789
alpha129,raw_rank_factor,2017,0.1006204039289129
alpha129,raw_rank_factor,2018,-0.014612709589497818
alpha129,raw_rank_factor,2019,0.05155710386085994
alpha129,raw_rank_factor,2020,0.07193153702576091
alpha129,raw_rank_factor,2021,-0.013254458006595532
alpha129,neutralized_rank_factor,2017,0.019895022120527336
alpha129,neutralized_rank_factor,2018,0.0030209788967275474
alpha129,neutralized_rank_factor,2019,0.03376048237416678
alpha129,neutralized_rank_factor,2020,0.033817357447402926
alpha129,neutralized_rank_factor,2021,-1.928256697222116e-05
alpha132,raw_rank_factor,2017,0.05674849257945363
alpha132,raw_rank_factor,2018,-0.03541842078953778
alpha132,raw_rank_factor,2019,0.003751273688373537
alpha132,raw_rank_factor,2020,-0.015318548628092751
alpha132,raw_rank_factor,2021,-0.025214000176128036
alpha132,neutralized_rank_factor,2017,-0.0011039654015789957
alpha132,neutralized_rank_factor,2018,0.009753143290300867
alpha132,neutralized_rank_factor,2019,0.004676812558997616
alpha132,neutralized_rank_factor,2020,-0.00040587657936195034
alpha132,neutralized_rank_factor,2021,-0.0034813532163395005
alpha134,raw_rank_factor,2017,-0.03920483401710707
alpha134,raw_rank_factor,2018,0.013450079174715471
alpha134,raw_rank_factor,2019,-0.010614251177019831
alpha134,raw_rank_factor,2020,-0.008731532697978247
alpha134,raw_rank_factor,2021,-0.013280038828424006
alpha134,neutralized_rank_factor,2017,-0.014411062685183183
alpha134,neutralized_rank_factor,2018,-0.010499910784774129
alpha134,neutralized_rank_factor,2019,0.0011230477374526654
alpha134,neutralized_rank_factor,2020,0.004800623266855122
alpha134,neutralized_rank_factor,2021,-0.011274597058345331
alpha135,raw_rank_factor,2017,0.05211843986405394
alpha135,raw_rank_factor,2018,-0.06008574001739134
alpha135,raw_rank_factor,2019,-0.010205486192372123
alpha135,raw_rank_factor,2020,0.0366612269368238
alpha135,raw_rank_factor,2021,-0.05766566502818963
alpha135,neutralized_rank_factor,2017,0.014242808684438672
alpha135,neutralized_rank_factor,2018,-0.012905720247431971
alpha135,neutralized_rank_factor,2019,0.013710677717283222
alpha135,neutralized_rank_factor,2020,0.019243825063207518
alpha135,neutralized_rank_factor,2021,-0.010525720006460387
alpha137,raw_rank_factor,2017,-0.054144946241125216
alpha137,raw_rank_factor,2018,-0.026618095943918858
alpha137,raw_rank_factor,2019,-0.03336964405296857
alpha137,raw_rank_factor,2020,-0.01893191527775984
alpha137,raw_rank_factor,2021,0.0032055351324374293
alpha137,neutralized_rank_factor,2017,-0.02987353768212229
alpha137,neutralized_rank_factor,2018,-0.025706662145319335
alpha137,neutralized_rank_factor,2019,-0.024233503633335433
alpha137,neutralized_rank_factor,2020,-0.026696960623806998
alpha137,neutralized_rank_factor,2021,-0.02203043746699603
alpha144,raw_rank_factor,2017,-0.036731514091666195
alpha144,raw_rank_factor,2018,0.01979137860532127
alpha144,raw_rank_factor,2019,-0.010635203769882765
alpha144,raw_rank_factor,2020,0.021158910060150013
alpha144,raw_rank_factor,2021,0.012850717636162181
alpha144,neutralized_rank_factor,2017,0.010019035979936392
alpha144,neutralized_rank_factor,2018,-0.004791895874193437
alpha144,neutralized_rank_factor,2019,0.0062664179947321125
alpha144,neutralized_rank_factor,2020,0.005149018507315044
alpha144,neutralized_rank_factor,2021,0.003629361211409015
alpha145,raw_rank_factor,2017,0.02685949896829972
alpha145,raw_rank_factor,2018,-0.023903681906549342
alpha145,raw_rank_factor,2019,-0.027720554010547956
alpha145,raw_rank_factor,2020,-0.04723245831692307
alpha145,raw_rank_factor,2021,0.013213831418748833
alpha145,neutralized_rank_factor,2017,0.030207501082541964
alpha145,neutralized_rank_factor,2018,-0.03130225489403638
alpha145,neutralized_rank_factor,2019,-0.016338025590197827
alpha145,neutralized_rank_factor,2020,-0.0147467301506559
alpha145,neutralized_rank_factor,2021,0.02255315110343845
alpha146,raw_rank_factor,2017,0.05410828381419454
alpha146,raw_rank_factor,2018,0.036422081510770025
alpha146,raw_rank_factor,2019,-0.005681836420396632
alpha146,raw_rank_factor,2020,-0.014001937810107152
alpha146,raw_rank_factor,2021,0.00590646845454861
alpha146,neutralized_rank_factor,2017,0.01732610127668764
alpha146,neutralized_rank_factor,2018,0.005627605952936724
alpha146,neutralized_rank_factor,2019,-0.0052249782281966395
alpha146,neutralized_rank_factor,2020,0.0004459057587176595
alpha146,neutralized_rank_factor,2021,0.0021842727164276213
alpha150,raw_rank_factor,2017,0.040929453990599676
alpha150,raw_rank_factor,2018,-0.035697666927844006
alpha150,raw_rank_factor,2019,-0.007732973344525588
alpha150,raw_rank_factor,2020,-0.03569112030157537
alpha150,raw_rank_factor,2021,-0.02938106477940499
alpha150,neutralized_rank_factor,2017,0.020496108712568854
alpha150,neutralized_rank_factor,2018,-0.026560279336996697
alpha150,neutralized_rank_factor,2019,-0.007612032017809547
alpha150,neutralized_rank_factor,2020,-0.031759034697969014
alpha150,neutralized_rank_factor,2021,-0.0034505381657903623
alpha151,raw_rank_factor,2017,0.08838510620658563
alpha151,raw_rank_factor,2018,-0.028913609149870085
alpha151,raw_rank_factor,2019,-0.0050069534052972625
alpha151,raw_rank_factor,2020,0.03569475759477968
alpha151,raw_rank_factor,2021,-0.05235713389625362
alpha151,neutralized_rank_factor,2017,0.03661547846922108
alpha151,neutralized_rank_factor,2018,-0.00939140772005129
alpha151,neutralized_rank_factor,2019,0.013479962850765468
alpha151,neutralized_rank_factor,2020,0.017555900421670823
alpha151,neutralized_rank_factor,2021,-0.018854090131245633
alpha152,raw_rank_factor,2017,0.06283045182335961
alpha152,raw_rank_factor,2018,-0.07692302607782898
alpha152,raw_rank_factor,2019,-0.02336453689286582
alpha152,raw_rank_factor,2020,-0.033127544537034474
alpha152,raw_rank_factor,2021,0.011835938382864513
alpha152,neutralized_rank_factor,2017,0.006348834522775419
alpha152,neutralized_rank_factor,2018,-0.05403590089217078
alpha152,neutralized_rank_factor,2019,0.009855316794340666
alpha152,neutralized_rank_factor,2020,-0.03974934968647673
alpha152,neutralized_rank_factor,2021,0.007541320812667518
alpha153,raw_rank_factor,2017,0.09570628239326344
alpha153,raw_rank_factor,2018,-0.0015111199375844647
alpha153,raw_rank_factor,2019,0.06058933497595518
alpha153,raw_rank_factor,2020,0.084914993197891
alpha153,raw_rank_factor,2021,-0.023429952599705806
alpha153,neutralized_rank_factor,2017,0.013045912762379108
alpha153,neutralized_rank_factor,2018,0.0009151992363495348
alpha153,neutralized_rank_factor,2019,0.04009794886609791
alpha153,neutralized_rank_factor,2020,0.04819467467378376
alpha153,neutralized_rank_factor,2021,-0.01442997747699019
alpha155,raw_rank_factor,2017,-0.007824656618711914
alpha155,raw_rank_factor,2018,0.04260345710990937
alpha155,raw_rank_factor,2019,0.0031153038914543342
alpha155,raw_rank_factor,2020,-0.0024265566951440455
alpha155,raw_rank_factor,2021,0.02051733891882684
alpha155,neutralized_rank_factor,2017,0.030686268989287176
alpha155,neutralized_rank_factor,2018,0.00763299795165668
alpha155,neutralized_rank_factor,2019,0.01177749674159826
alpha155,neutralized_rank_factor,2020,0.007049026568535945
alpha155,neutralized_rank_factor,2021,0.020633242220888918
alpha156,raw_rank_factor,2017,-0.057160985747919876
alpha156,raw_rank_factor,2018,-0.009173912457466696
alpha156,raw_rank_factor,2019,-0.012072651489032952
alpha156,raw_rank_factor,2020,-0.04531260588727096
alpha156,raw_rank_factor,2021,0.010016090229939188
alpha156,neutralized_rank_factor,2017,-0.028853791126360266
alpha156,neutralized_rank_factor,2018,-0.0022707952537981855
alpha156,neutralized_rank_factor,2019,-0.004353816231540239
alpha156,neutralized_rank_factor,2020,-0.02023028894003877
alpha156,neutralized_rank_factor,2021,-0.00963271385703395
alpha158,raw_rank_factor,2017,0.033659221369517406
alpha158,raw_rank_factor,2018,-0.015449238224927692
alpha158,raw_rank_factor,2019,0.009079379450154586
alpha158,raw_rank_factor,2020,0.040560588802277156
alpha158,raw_rank_factor,2021,-0.01879601010065556
alpha158,neutralized_rank_factor,2017,0.02144984607797218
alpha158,neutralized_rank_factor,2018,0.0006396705638144936
alpha158,neutralized_rank_factor,2019,0.005104504312278632
alpha158,neutralized_rank_factor,2020,0.02114325545758529
alpha158,neutralized_rank_factor,2021,0.010196489622643396
alpha159,raw_rank_factor,2017,0.054971625295992976
alpha159,raw_rank_factor,2018,-0.03952278552379591
alpha159,raw_rank_factor,2019,-0.0013258018110183332
alpha159,raw_rank_factor,2020,0.03997530937357668
alpha159,raw_rank_factor,2021,-0.018006027184644866
