split,primary_horizon,total_train_signal_date_count,train_label_purged_cross_split_signal_date_count,train_label_unpurged_signal_date_count,train_label_unpurged_signal_date_share,min_train_label_unpurged_signal_date_share,train_label_purge_gate
train,H10,227,3,224,0.986784140969163,0.9,True
