signal_date,horizon,active_overlap_share,effective_independent_event_count
2024-05-17,H5,0.30434782608695654,5477
2024-05-24,H5,0.5555555555555556,5497
2024-05-31,H5,0.4,5524
2024-06-07,H5,0.35555555555555557,5553
2024-06-14,H5,0.4444444444444444,5578
2024-06-21,H5,0.4318181818181818,5603
2024-06-28,H5,0.5581395348837209,5622
2024-07-05,H5,0.47619047619047616,5644
2024-07-12,H5,0.3488372093023256,5672
2024-07-19,H5,0.4186046511627907,5697
2024-07-26,H5,0.40476190476190477,5722
2024-08-02,H5,0.43902439024390244,5745
2024-08-09,H5,0.3170731707317073,5773
2024-08-16,H5,0.425,5796
2024-08-23,H5,0.38461538461538464,5820
2024-08-30,H5,0.25,5850
2024-09-06,H5,0.39473684210526316,5873
2024-09-13,H5,0.3333333333333333,5897
2024-09-20,H5,0.4594594594594595,5917
2024-09-27,H5,0.27906976744186046,5948
2024-09-30,H5,0.5957446808510638,5967
2024-10-11,H5,0.0,6011
2024-10-18,H5,0.36363636363636365,6039
2024-10-25,H5,0.391304347826087,6067
2024-11-01,H5,0.46808510638297873,6092
2024-11-08,H5,0.42,6121
2024-11-15,H5,0.3617021276595745,6151
2024-11-22,H5,0.4888888888888889,6174
2024-11-29,H5,0.5555555555555556,6194
2024-12-06,H5,0.44680851063829785,6220
2024-12-13,H5,0.391304347826087,6248
2024-12-20,H5,0.4222222222222222,6274
2024-12-27,H5,0.43478260869565216,6300
2025-01-03,H5,0.4318181818181818,6325
2025-01-10,H5,0.4090909090909091,6351
2025-01-17,H5,0.26666666666666666,6384
2025-01-24,H5,0.4,6411
2025-01-27,H5,0.5333333333333333,6432
2025-02-07,H5,0.0,6477
2025-02-14,H5,0.3333333333333333,6507
2025-02-21,H5,0.30434782608695654,6539
2025-02-28,H5,0.35555555555555557,6568
2025-03-07,H5,0.24444444444444444,6602
2025-03-14,H5,0.3695652173913043,6631
2025-03-21,H5,0.46808510638297873,6656
2025-03-28,H5,0.2826086956521739,6689
2025-04-03,H5,0.391304347826087,6717
2025-04-11,H5,0.4318181818181818,6742
2025-04-18,H5,0.4090909090909091,6768
2025-04-25,H5,0.3409090909090909,6797
2025-04-30,H5,0.5227272727272727,6818
2025-05-09,H5,0.4888888888888889,6841
2025-05-16,H5,0.4772727272727273,6864
2025-05-23,H5,0.5111111111111111,6886
2025-05-30,H5,0.5,6908
2025-06-06,H5,0.4666666666666667,6932
2025-06-13,H5,0.41304347826086957,6959
2025-06-20,H5,0.3333333333333333,6989
2025-06-27,H5,0.26666666666666666,7022
2025-07-04,H5,0.4,7049
2025-07-11,H5,0.32608695652173914,7080
2025-07-18,H5,0.43478260869565216,7106
2025-07-25,H5,0.375,7136
2025-08-01,H5,0.3404255319148936,7167
2025-08-08,H5,0.4166666666666667,7195
2025-08-15,H5,0.2857142857142857,7230
2025-08-22,H5,0.49019607843137253,7256
2025-08-29,H5,0.36538461538461536,7289
2025-09-05,H5,0.37254901960784315,7321
2025-09-12,H5,0.40384615384615385,7352
2025-09-19,H5,0.3888888888888889,7385
2025-09-26,H5,0.41509433962264153,7416
2025-09-30,H5,0.5185185185185185,7442
2025-10-10,H5,0.0,7496
2025-10-17,H5,0.34615384615384615,7530
2025-10-24,H5,0.3333333333333333,7566
2025-10-31,H5,0.34545454545454546,7602
2025-11-07,H5,0.509090909090909,7629
2025-11-14,H5,0.5370370370370371,7654
2025-11-21,H5,0.28846153846153844,7691
2025-11-28,H5,0.3584905660377358,7725
2025-12-05,H5,0.33962264150943394,7760
2025-12-12,H5,0.4528301886792453,7789
2025-12-19,H5,0.42592592592592593,7820
2025-12-26,H5,0.32727272727272727,7857
2025-12-31,H5,0.4,7890
2020-02-21,H10,0.0,36
2020-03-06,H10,0.3888888888888889,58
2020-05-08,H10,0.0,94
2020-05-15,H10,0.4166666666666667,115
2020-06-12,H10,0.0,150
2020-06-19,H10,0.40540540540540543,172
2020-06-24,H10,0.5277777777777778,189
2020-07-03,H10,0.4358974358974359,211
2020-07-10,H10,0.45454545454545453,235
2020-07-17,H10,0.5581395348837209,254
2020-07-24,H10,0.5,275
2020-07-31,H10,0.5454545454545454,295
2020-08-07,H10,0.5434782608695652,316
2020-08-14,H10,0.4888888888888889,339
2020-08-21,H10,0.6304347826086957,356
2020-08-28,H10,0.5652173913043478,376
2020-09-04,H10,0.5227272727272727,397
2020-09-11,H10,0.6511627906976745,412
2020-09-18,H10,0.5909090909090909,430
2020-09-25,H10,0.5116279069767442,451
2020-09-30,H10,0.6829268292682927,464
2020-10-09,H10,0.7441860465116279,475
2020-10-16,H10,0.5116279069767442,496
2020-10-23,H10,0.5609756097560976,514
2020-10-30,H10,0.5714285714285714,532
2020-11-06,H10,0.45454545454545453,556
2020-11-13,H10,0.7045454545454546,569
2020-11-20,H10,0.5111111111111111,591
2020-11-27,H10,0.6818181818181818,605
2020-12-04,H10,0.4444444444444444,630
2020-12-11,H10,0.5348837209302325,650
2020-12-18,H10,0.5333333333333333,671
2020-12-25,H10,0.6363636363636364,687
2020-12-31,H10,0.5555555555555556,707
2021-01-08,H10,0.3191489361702128,739
2021-01-15,H10,0.5208333333333334,762
2021-01-22,H10,0.4375,789
2021-01-29,H10,0.5,812
2021-02-05,H10,0.4782608695652174,836
2021-02-10,H10,0.72,850
2021-02-19,H10,0.5306122448979592,873
2021-02-26,H10,0.5,896
2021-03-05,H10,0.7391304347826086,908
2021-03-12,H10,0.6666666666666666,923
2021-03-19,H10,0.6590909090909091,938
2021-03-26,H10,0.5869565217391305,957
2021-04-02,H10,0.5957446808510638,976
2021-04-09,H10,0.6739130434782609,991
2021-04-16,H10,0.5434782608695652,1012
2021-04-23,H10,0.2978723404255319,1045
2021-04-30,H10,0.45652173913043476,1070
2021-05-07,H10,0.5531914893617021,1091
2021-05-14,H10,0.5217391304347826,1113
2021-05-21,H10,0.5208333333333334,1136
2021-05-28,H10,0.5416666666666666,1158
2021-06-04,H10,0.5102040816326531,1182
2021-06-11,H10,0.4791666666666667,1207
2021-06-18,H10,0.6739130434782609,1222
2021-06-25,H10,0.5319148936170213,1244
2021-07-02,H10,0.7659574468085106,1255
2021-07-09,H10,0.574468085106383,1275
2021-07-16,H10,0.46938775510204084,1301
2021-07-23,H10,0.673469387755102,1317
2021-07-30,H10,0.5531914893617021,1338
2021-08-06,H10,0.5416666666666666,1360
2021-08-13,H10,0.56,1382
2021-08-20,H10,0.5625,1403
2021-08-27,H10,0.48,1429
2021-09-03,H10,0.47058823529411764,1456
2021-09-10,H10,0.6296296296296297,1476
2021-09-17,H10,0.6792452830188679,1493
2021-09-24,H10,0.6538461538461539,1511
2021-09-30,H10,0.56,1533
2021-10-08,H10,0.72,1547
2021-10-15,H10,0.5102040816326531,1571
2021-10-22,H10,0.58,1592
2021-10-29,H10,0.4,1622
2021-11-05,H10,0.4897959183673469,1647
2021-11-12,H10,0.46,1674
2021-11-19,H10,0.5192307692307693,1699
2021-11-26,H10,0.5384615384615384,1723
2021-12-03,H10,0.5961538461538461,1744
2021-12-10,H10,0.48148148148148145,1772
2021-12-17,H10,0.6730769230769231,1789
2021-12-24,H10,0.7058823529411765,1804
2021-12-31,H10,0.5555555555555556,1828
2022-01-07,H10,0.6274509803921569,1847
2022-01-14,H10,0.64,1865
2022-01-21,H10,0.58,1886
2022-01-28,H10,0.7021276595744681,1900
2022-02-11,H10,0.4489795918367347,1927
2022-02-18,H10,0.42857142857142855,1955
2022-02-25,H10,0.3673469387755102,1986
2022-03-04,H10,0.5306122448979592,2009
2022-03-11,H10,0.6304347826086957,2026
2022-03-18,H10,0.6304347826086957,2043
2022-03-25,H10,0.4666666666666667,2067
2022-04-01,H10,0.5869565217391305,2086
2022-04-08,H10,0.5555555555555556,2106
2022-04-15,H10,0.6444444444444445,2122
2022-04-22,H10,0.6666666666666666,2136
2022-04-29,H10,0.5,2157
2022-05-06,H10,0.5714285714285714,2175
2022-05-13,H10,0.5348837209302325,2195
2022-05-27,H10,0.37209302325581395,2222
2022-06-02,H10,0.4444444444444444,2247
2022-06-10,H10,0.5106382978723404,2270
2022-06-17,H10,0.5319148936170213,2292
2022-06-24,H10,0.6170212765957447,2310
2022-07-01,H10,0.5208333333333334,2333
2022-07-08,H10,0.5918367346938775,2353
2022-07-15,H10,0.5106382978723404,2376
2022-07-22,H10,0.574468085106383,2396
2022-07-29,H10,0.7021276595744681,2410
2022-08-05,H10,0.5,2433
2022-08-12,H10,0.6170212765957447,2451
2022-08-19,H10,0.5,2475
2022-08-26,H10,0.5208333333333334,2498
2022-09-02,H10,0.43478260869565216,2524
2022-09-09,H10,0.5957446808510638,2543
2022-09-16,H10,0.5434782608695652,2564
2022-09-23,H10,0.5555555555555556,2584
2022-09-30,H10,0.6590909090909091,2599
2022-10-14,H10,0.4318181818181818,2624
2022-10-21,H10,0.5111111111111111,2646
2022-10-28,H10,0.5581395348837209,2665
2022-11-04,H10,0.4222222222222222,2691
2022-11-11,H10,0.4666666666666667,2715
2022-11-18,H10,0.6444444444444445,2731
2022-11-25,H10,0.7111111111111111,2744
2022-12-02,H10,0.5,2767
2022-12-09,H10,0.782608695652174,2777
2022-12-16,H10,0.7333333333333333,2789
2022-12-23,H10,0.6744186046511628,2803
2022-12-30,H10,0.5909090909090909,2821
2023-01-06,H10,0.5555555555555556,2841
2023-01-13,H10,0.4772727272727273,2864
2023-01-20,H10,0.4782608695652174,2888
2023-02-03,H10,0.5,2911
2023-02-10,H10,0.44680851063829785,2937
2023-02-17,H10,0.6382978723404256,2954
2023-02-24,H10,0.7083333333333334,2968
2023-03-03,H10,0.6666666666666666,2984
2023-03-10,H10,0.5869565217391305,3003
2023-03-17,H10,0.7391304347826086,3015
2023-03-24,H10,0.48936170212765956,3039
2023-03-31,H10,0.574468085106383,3059
2023-04-07,H10,0.6458333333333334,3076
2023-04-14,H10,0.5106382978723404,3099
2023-04-21,H10,0.5319148936170213,3121
2023-04-28,H10,0.6808510638297872,3136
2023-05-05,H10,0.5652173913043478,3156
2023-05-12,H10,0.5869565217391305,3175
2023-05-19,H10,0.6304347826086957,3192
2023-05-26,H10,0.5652173913043478,3212
2023-06-02,H10,0.5111111111111111,3234
2023-06-09,H10,0.4666666666666667,3258
2023-06-16,H10,0.4782608695652174,3282
2023-06-21,H10,0.6666666666666666,3297
2023-06-30,H10,0.5777777777777777,3316
2023-07-07,H10,0.5333333333333333,3337
2023-07-14,H10,0.4444444444444444,3362
2023-07-21,H10,0.5111111111111111,3384
2023-07-28,H10,0.6086956521739131,3402
2023-08-04,H10,0.5869565217391305,3421
2023-08-11,H10,0.6086956521739131,3439
2023-08-18,H10,0.5227272727272727,3460
2023-08-25,H10,0.6046511627906976,3477
2023-09-01,H10,0.4666666666666667,3501
2023-09-08,H10,0.6666666666666666,3516
2023-09-15,H10,0.6666666666666666,3531
2023-09-22,H10,0.43478260869565216,3557
2023-09-28,H10,0.5333333333333333,3578
2023-10-13,H10,0.3409090909090909,3607
2023-10-20,H10,0.4418604651162791,3631
2023-10-27,H10,0.6511627906976745,3646
2023-11-03,H10,0.5581395348837209,3665
2023-11-10,H10,0.5909090909090909,3683
2023-11-17,H10,0.6590909090909091,3698
2023-11-24,H10,0.5348837209302325,3718
2023-12-01,H10,0.5813953488372093,3736
2023-12-08,H10,0.6904761904761905,3749
2023-12-15,H10,0.5952380952380952,3766
2023-12-22,H10,0.4634146341463415,3788
2023-12-29,H10,0.5609756097560976,3806
2024-01-05,H10,0.5853658536585366,3823
2024-01-12,H10,0.475,3844
2024-01-19,H10,0.5128205128205128,3863
2024-01-26,H10,0.5641025641025641,3880
2024-02-02,H10,0.6578947368421053,3893
2024-02-08,H10,0.41025641025641024,3916
2024-02-23,H10,0.30952380952380953,3945
2024-03-01,H10,0.3409090909090909,3974
2024-03-08,H10,0.6511627906976745,3989
2024-03-15,H10,0.5454545454545454,4009
2024-03-22,H10,0.6046511627906976,4026
2024-03-29,H10,0.6046511627906976,4043
2024-04-03,H10,0.7045454545454546,4056
2024-04-12,H10,0.6363636363636364,4072
2024-04-19,H10,0.5555555555555556,4092
2024-04-26,H10,0.5,4114
2024-04-30,H10,0.7333333333333333,4126
2024-05-10,H10,0.43478260869565216,4152
2024-05-17,H10,0.41304347826086957,4179
2024-05-24,H10,0.7555555555555555,4190
2024-05-31,H10,0.4444444444444444,4215
2024-06-07,H10,0.4666666666666667,4239
2024-06-14,H10,0.6,4257
2024-06-21,H10,0.6136363636363636,4274
2024-06-28,H10,0.6976744186046512,4287
2024-07-05,H10,0.6666666666666666,4301
2024-07-12,H10,0.46511627906976744,4324
2024-07-19,H10,0.5348837209302325,4344
2024-07-26,H10,0.5,4365
2024-08-02,H10,0.6341463414634146,4380
2024-08-09,H10,0.4878048780487805,4401
2024-08-16,H10,0.65,4415
2024-08-23,H10,0.5128205128205128,4434
2024-08-30,H10,0.35,4460
2024-09-06,H10,0.631578947368421,4474
2024-09-13,H10,0.5,4492
2024-09-20,H10,0.5945945945945946,4507
2024-09-27,H10,0.37209302325581395,4534
2024-09-30,H10,0.7659574468085106,4545
2024-10-11,H10,0.5227272727272727,4566
2024-10-18,H10,0.5227272727272727,4587
2024-10-25,H10,0.5217391304347826,4609
2024-11-01,H10,0.5531914893617021,4630
2024-11-08,H10,0.62,4649
2024-11-15,H10,0.5531914893617021,4670
2024-11-22,H10,0.6888888888888889,4684
2024-11-29,H10,0.7777777777777778,4694
2024-12-06,H10,0.5957446808510638,4713
2024-12-13,H10,0.5434782608695652,4734
2024-12-20,H10,0.6,4752
2024-12-27,H10,0.5434782608695652,4773
2025-01-03,H10,0.5909090909090909,4791
2025-01-10,H10,0.5,4813
2025-01-17,H10,0.37777777777777777,4841
2025-01-24,H10,0.6,4859
2025-01-27,H10,0.7333333333333333,4871
2025-02-07,H10,0.4222222222222222,4897
2025-02-14,H10,0.4888888888888889,4920
2025-02-21,H10,0.5217391304347826,4942
2025-02-28,H10,0.5111111111111111,4964
2025-03-07,H10,0.37777777777777777,4992
2025-03-14,H10,0.5652173913043478,5012
2025-03-21,H10,0.5531914893617021,5033
2025-03-28,H10,0.391304347826087,5061
2025-04-03,H10,0.5434782608695652,5082
2025-04-11,H10,0.5227272727272727,5103
2025-04-18,H10,0.5454545454545454,5123
2025-04-25,H10,0.5227272727272727,5144
2025-04-30,H10,0.75,5155
2025-05-09,H10,0.6,5173
2025-05-16,H10,0.5909090909090909,5191
2025-05-23,H10,0.6666666666666666,5206
2025-05-30,H10,0.6363636363636364,5222
2025-06-06,H10,0.5555555555555556,5242
2025-06-13,H10,0.6086956521739131,5260
2025-06-20,H10,0.5111111111111111,5282
2025-06-27,H10,0.4,5309
2025-07-04,H10,0.5111111111111111,5331
2025-07-11,H10,0.5434782608695652,5352
2025-07-18,H10,0.6739130434782609,5367
2025-07-25,H10,0.5625,5388
2025-08-01,H10,0.5106382978723404,5411
2025-08-08,H10,0.6041666666666666,5430
2025-08-15,H10,0.46938775510204084,5456
2025-08-22,H10,0.6078431372549019,5476
2025-08-29,H10,0.5,5502
2025-09-05,H10,0.5294117647058824,5526
2025-09-12,H10,0.5576923076923077,5549
2025-09-19,H10,0.5555555555555556,5573
2025-09-26,H10,0.5094339622641509,5599
2025-09-30,H10,0.7222222222222222,5614
2025-10-10,H10,0.6666666666666666,5632
2025-10-17,H10,0.36538461538461536,5665
2025-10-24,H10,0.5370370370370371,5690
2025-10-31,H10,0.45454545454545453,5720
2025-11-07,H10,0.6363636363636364,5740
2025-11-14,H10,0.6111111111111112,5761
2025-11-21,H10,0.46153846153846156,5789
2025-11-28,H10,0.4528301886792453,5818
2025-12-05,H10,0.49056603773584906,5845
2025-12-12,H10,0.5849056603773585,5867
2025-12-19,H10,0.5,5894
2025-12-26,H10,0.4,5927
2025-12-31,H10,0.6363636363636364,5947
2020-02-21,H20,0.0,36
2020-03-06,H20,0.3888888888888889,58
2020-05-08,H20,0.0,94
2020-05-15,H20,0.4166666666666667,115
2020-06-12,H20,0.4,136
2020-06-19,H20,0.5675675675675675,152
2020-06-24,H20,0.5277777777777778,169
2020-07-03,H20,0.5641025641025641,186
2020-07-10,H20,0.6363636363636364,202
2020-07-17,H20,0.7906976744186046,211
2020-07-24,H20,0.7142857142857143,223
2020-07-31,H20,0.7954545454545454,232
2020-08-07,H20,0.717391304347826,245
2020-08-14,H20,0.6666666666666666,260
2020-08-21,H20,0.7608695652173914,271
2020-08-28,H20,0.6956521739130435,285
2020-09-04,H20,0.6818181818181818,299
2020-09-11,H20,0.7906976744186046,308
2020-09-18,H20,0.7954545454545454,317
2020-09-25,H20,0.6511627906976745,332
2020-09-30,H20,0.8048780487804879,340
2020-10-09,H20,0.8837209302325582,345
2020-10-16,H20,0.7209302325581395,357
2020-10-23,H20,0.8292682926829268,364
2020-10-30,H20,0.7380952380952381,375
2020-11-06,H20,0.75,386
2020-11-13,H20,0.7272727272727273,398
2020-11-20,H20,0.8222222222222222,406
2020-11-27,H20,0.75,417
2020-12-04,H20,0.6222222222222222,434
2020-12-11,H20,0.6511627906976745,449
2020-12-18,H20,0.6888888888888889,463
2020-12-25,H20,0.7045454545454546,476
2020-12-31,H20,0.7777777777777778,486
2021-01-08,H20,0.5957446808510638,505
2021-01-15,H20,0.6458333333333334,522
2021-01-22,H20,0.6875,537
2021-01-29,H20,0.782608695652174,547
2021-02-05,H20,0.7391304347826086,559
2021-02-10,H20,0.78,570
2021-02-19,H20,0.7959183673469388,580
2021-02-26,H20,0.6304347826086957,597
2021-03-05,H20,0.8913043478260869,602
2021-03-12,H20,0.8,611
2021-03-19,H20,0.7727272727272727,621
2021-03-26,H20,0.7391304347826086,633
2021-04-02,H20,0.723404255319149,646
2021-04-09,H20,0.8695652173913043,652
2021-04-16,H20,0.6956521739130435,666
2021-04-23,H20,0.44680851063829785,692
2021-04-30,H20,0.717391304347826,705
2021-05-07,H20,0.8085106382978723,714
2021-05-14,H20,0.782608695652174,724
2021-05-21,H20,0.7708333333333334,735
2021-05-28,H20,0.7083333333333334,749
2021-06-04,H20,0.673469387755102,765
2021-06-11,H20,0.7291666666666666,778
2021-06-18,H20,0.8913043478260869,783
2021-06-25,H20,0.8085106382978723,792
2021-07-02,H20,0.8936170212765957,797
2021-07-09,H20,0.7021276595744681,811
2021-07-16,H20,0.5918367346938775,831
2021-07-23,H20,0.7959183673469388,841
2021-07-30,H20,0.8085106382978723,850
2021-08-06,H20,0.7291666666666666,863
2021-08-13,H20,0.66,880
2021-08-20,H20,0.7916666666666666,890
2021-08-27,H20,0.76,902
2021-09-03,H20,0.6862745098039216,918
2021-09-10,H20,0.7222222222222222,933
2021-09-17,H20,0.7924528301886793,944
2021-09-24,H20,0.7884615384615384,955
2021-09-30,H20,0.7,970
2021-10-08,H20,0.88,976
2021-10-15,H20,0.6938775510204082,991
2021-10-22,H20,0.7,1006
2021-10-29,H20,0.64,1024
2021-11-05,H20,0.7142857142857143,1038
2021-11-12,H20,0.68,1054
2021-11-19,H20,0.6730769230769231,1071
2021-11-26,H20,0.7115384615384616,1086
2021-12-03,H20,0.7115384615384616,1101
2021-12-10,H20,0.6851851851851852,1118
2021-12-17,H20,0.8846153846153846,1124
2021-12-24,H20,0.7647058823529411,1136
2021-12-31,H20,0.7037037037037037,1152
2022-01-07,H20,0.7647058823529411,1164
2022-01-14,H20,0.78,1175
2022-01-21,H20,0.74,1188
