atomic_condition_id,family_id,feature_template_id,window,operator,threshold,pit_formula,required_fields,lookback_days_required,warmup_policy,nan_policy,formula_hash,selected_for_candidate_generation
volume_money__turnover_ratio30__gteq__1,volume_money,turnover_ratio_N,30,>=,1.0,turnover_ratio30_r02 >= 1.0,volume,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2ee83ef8c75834e4,False
volume_money__volume_ratio30__gteq__1_2,volume_money,volume_ratio_N,30,>=,1.2,volume_ratio30_r02 >= 1.2,volume,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,11aa9df21ee024fa,False
volume_money__amount_ratio30__gteq__1_2,volume_money,amount_ratio_N,30,>=,1.2,amount_ratio30_r02 >= 1.2,money,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b0df0213f41264f6,False
volume_money__turnover_ratio30__gteq__1_2,volume_money,turnover_ratio_N,30,>=,1.2,turnover_ratio30_r02 >= 1.2,volume,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,14ff96d06bfc8b7a,False
volume_money__volume_ratio30__gteq__1_5,volume_money,volume_ratio_N,30,>=,1.5,volume_ratio30_r02 >= 1.5,volume,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a39b086caa04bdc9,False
volume_money__amount_ratio30__gteq__1_5,volume_money,amount_ratio_N,30,>=,1.5,amount_ratio30_r02 >= 1.5,money,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2478f3ad103097f4,False
volume_money__turnover_ratio30__gteq__1_5,volume_money,turnover_ratio_N,30,>=,1.5,turnover_ratio30_r02 >= 1.5,volume,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,85916b3e7cdd51c4,False
volume_money__volume_ratio30__gteq__2,volume_money,volume_ratio_N,30,>=,2.0,volume_ratio30_r02 >= 2.0,volume,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,567382cea236e859,False
volume_money__amount_ratio30__gteq__2,volume_money,amount_ratio_N,30,>=,2.0,amount_ratio30_r02 >= 2.0,money,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2acbbdab43a63b33,False
volume_money__turnover_ratio30__gteq__2,volume_money,turnover_ratio_N,30,>=,2.0,turnover_ratio30_r02 >= 2.0,volume,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d702894c0dbcfc03,False
volume_money__money_zscore30__gteq__0,volume_money,money_zscore_N,30,>=,0.0,money_zscore30_r02 >= 0.0,money,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b944cd6f55abae1f,False
volume_money__money_zscore30__gteq__1,volume_money,money_zscore_N,30,>=,1.0,money_zscore30_r02 >= 1.0,money,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c81e5b8c5e1fa26a,False
volume_money__money_zscore30__gteq__2,volume_money,money_zscore_N,30,>=,2.0,money_zscore30_r02 >= 2.0,money,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,33d217949022b439,False
volume_money__money_price_coherence30__eqeq__1,volume_money,money_price_coherence_N,30,==,1.0,money_price_coherence30_r02 == 1.0,money|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,09bbcb218d9ceda0,True
range_breakout__close_near_high30__gteq__m0_05,range_breakout,close_near_high_N,30,>=,-0.05,close_near_high30_r02 >= -0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,6828829bda3adc54,False
range_breakout__close_near_high30__gteq__m0_03,range_breakout,close_near_high_N,30,>=,-0.03,close_near_high30_r02 >= -0.03,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b795def222031365,False
range_breakout__close_near_high30__gteq__0,range_breakout,close_near_high_N,30,>=,0.0,close_near_high30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2eec54799777e6fe,False
range_breakout__close_breaks_high30__eqeq__1,range_breakout,close_breaks_high_N,30,==,1.0,close_breaks_high30_r02 == 1.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,df0e8c93ba9e746e,True
range_breakout__new_high_flag30__eqeq__1,range_breakout,new_high_flag_N,30,==,1.0,new_high_flag30_r02 == 1.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,6fa36ac93aef1242,True
range_breakout__close_near_low30__gteq__m0_05,range_breakout,close_near_low_N,30,>=,-0.05,close_near_low30_r02 >= -0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1de5578f8251ed09,False
range_breakout__close_near_low30__gteq__m0_03,range_breakout,close_near_low_N,30,>=,-0.03,close_near_low30_r02 >= -0.03,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d3973fc7f2fbd08e,False
range_breakout__close_near_low30__gteq__0,range_breakout,close_near_low_N,30,>=,0.0,close_near_low30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,7fb4b72d77a4ef03,False
range_breakout__range_position30__gteq__0_7,range_breakout,range_position_N,30,>=,0.7,range_position30_r02 >= 0.7,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,557848055411c65c,False
range_breakout__range_position30__gteq__0_8,range_breakout,range_position_N,30,>=,0.8,range_position30_r02 >= 0.8,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a43418957de885a4,False
range_breakout__range_position30__gteq__0_9,range_breakout,range_position_N,30,>=,0.9,range_position30_r02 >= 0.9,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1c133de54f8719ec,False
pullback_drawdown__drawdown_from_high30__gteq__m0_2,pullback_drawdown,drawdown_from_high_N,30,>=,-0.2,drawdown_from_high30_r02 >= -0.2,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f62aa0beb665bb7c,False
pullback_drawdown__pullback_depth30__gteq__m0_2,pullback_drawdown,pullback_depth_N,30,>=,-0.2,pullback_depth30_r02 >= -0.2,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,17d5e72da7f26d8b,False
pullback_drawdown__drawdown_from_high30__gteq__m0_15,pullback_drawdown,drawdown_from_high_N,30,>=,-0.15,drawdown_from_high30_r02 >= -0.15,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,19266818016c980d,False
pullback_drawdown__pullback_depth30__gteq__m0_15,pullback_drawdown,pullback_depth_N,30,>=,-0.15,pullback_depth30_r02 >= -0.15,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f7b9f76db9107192,False
pullback_drawdown__drawdown_from_high30__gteq__m0_1,pullback_drawdown,drawdown_from_high_N,30,>=,-0.1,drawdown_from_high30_r02 >= -0.1,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2c0a85f41d25ba1d,False
pullback_drawdown__pullback_depth30__gteq__m0_1,pullback_drawdown,pullback_depth_N,30,>=,-0.1,pullback_depth30_r02 >= -0.1,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,284346aa33279750,False
pullback_drawdown__drawdown_from_high30__gteq__m0_05,pullback_drawdown,drawdown_from_high_N,30,>=,-0.05,drawdown_from_high30_r02 >= -0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1bb63157743cc709,False
pullback_drawdown__pullback_depth30__gteq__m0_05,pullback_drawdown,pullback_depth_N,30,>=,-0.05,pullback_depth30_r02 >= -0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,4c2c3f36573e4265,False
pullback_drawdown__rebound_from_low30__gteq__0_05,pullback_drawdown,rebound_from_low_N,30,>=,0.05,rebound_from_low30_r02 >= 0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c7b6b4aea10d4195,False
pullback_drawdown__pullback_recovery30__gteq__0_05,pullback_drawdown,pullback_recovery_N,30,>=,0.05,pullback_recovery30_r02 >= 0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8e2b6cf46311b2f0,False
pullback_drawdown__rebound_from_low30__gteq__0_1,pullback_drawdown,rebound_from_low_N,30,>=,0.1,rebound_from_low30_r02 >= 0.1,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2ac48daa86670ad7,False
pullback_drawdown__pullback_recovery30__gteq__0_1,pullback_drawdown,pullback_recovery_N,30,>=,0.1,pullback_recovery30_r02 >= 0.1,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,57dda8dca7c77806,False
pullback_drawdown__rebound_from_low30__gteq__0_2,pullback_drawdown,rebound_from_low_N,30,>=,0.2,rebound_from_low30_r02 >= 0.2,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,9be091f6773b4b68,False
pullback_drawdown__pullback_recovery30__gteq__0_2,pullback_drawdown,pullback_recovery_N,30,>=,0.2,pullback_recovery30_r02 >= 0.2,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c5c33070e5b82602,False
pullback_drawdown__days_since_high30__lteq__5,pullback_drawdown,days_since_high_N,30,<=,5.0,days_since_high30_r02 <= 5,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5fea5c7215d56545,False
pullback_drawdown__days_since_high30__lteq__10,pullback_drawdown,days_since_high_N,30,<=,10.0,days_since_high30_r02 <= 10,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,9ef7979d8595737e,False
pullback_drawdown__days_since_high30__lteq__20,pullback_drawdown,days_since_high_N,30,<=,20.0,days_since_high30_r02 <= 20,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ad87b6c42565241d,False
oscillator__rsi30__gteq__55,oscillator,rsi_N,30,>=,55.0,rsi30_r02 >= 55,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,83c5c0cbace2e336,False
oscillator__kdj_k30__gteq__55,oscillator,kdj_k_N,30,>=,55.0,kdj_k30_r02 >= 55,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,47b9cd688cde22cf,False
oscillator__rsi30__gteq__60,oscillator,rsi_N,30,>=,60.0,rsi30_r02 >= 60,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,087340c995a67925,False
oscillator__kdj_k30__gteq__60,oscillator,kdj_k_N,30,>=,60.0,kdj_k30_r02 >= 60,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,bb590f33a4b2c302,False
oscillator__rsi30__gteq__65,oscillator,rsi_N,30,>=,65.0,rsi30_r02 >= 65,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,587eb26ed48f551b,False
oscillator__kdj_k30__gteq__65,oscillator,kdj_k_N,30,>=,65.0,kdj_k30_r02 >= 65,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,de9ee21023ca071a,False
oscillator__rsi30__gteq__70,oscillator,rsi_N,30,>=,70.0,rsi30_r02 >= 70,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e3d0cd573c79f8d1,False
oscillator__kdj_k30__gteq__70,oscillator,kdj_k_N,30,>=,70.0,kdj_k30_r02 >= 70,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,471d8e5d9ec478c2,False
oscillator__cci30__gteq__50,oscillator,cci_N,30,>=,50.0,cci30_r02 >= 50,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5fc0f669a6dc7ee6,True
oscillator__cci30__gteq__100,oscillator,cci_N,30,>=,100.0,cci30_r02 >= 100,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,71d77989e39446d6,False
oscillator__cci30__gteq__150,oscillator,cci_N,30,>=,150.0,cci30_r02 >= 150,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d81cf9c4750aeb1f,False
oscillator__macd_hist_state30__gteq__0,oscillator,macd_hist_state_N,30,>=,0.0,macd_hist30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,310b86fc1a57da84,True
price_trend__close_over_ma60__gteq__0,price_trend,close_over_ma_N,60,>=,0.0,close_over_ma60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,522d5d7aa3f21fa5,False
price_trend__close_over_ema60__gteq__0,price_trend,close_over_ema_N,60,>=,0.0,close_over_ema60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8e3f32aaf99c95e4,False
price_trend__close_over_ma60__gteq__0_03,price_trend,close_over_ma_N,60,>=,0.03,close_over_ma60_r02 >= 0.03,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8781ba71884ff54c,False
price_trend__close_over_ema60__gteq__0_03,price_trend,close_over_ema_N,60,>=,0.03,close_over_ema60_r02 >= 0.03,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b8208d65996c7927,False
price_trend__close_over_ma60__gteq__0_05,price_trend,close_over_ma_N,60,>=,0.05,close_over_ma60_r02 >= 0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,4a9c79d03b9c8a49,False
price_trend__close_over_ema60__gteq__0_05,price_trend,close_over_ema_N,60,>=,0.05,close_over_ema60_r02 >= 0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,0aafd803b1900a17,False
price_trend__ma_slope60__gteq__0,price_trend,ma_slope_N,60,>=,0.0,ma_slope60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1dd237a5d42c99fa,False
price_trend__ema_slope60__gteq__0,price_trend,ema_slope_N,60,>=,0.0,ema_slope60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ffa6fbe4872ba69c,False
price_trend__ma_slope60__gteq__0_02,price_trend,ma_slope_N,60,>=,0.02,ma_slope60_r02 >= 0.02,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c9a5e8fbfed47ccc,False
price_trend__ema_slope60__gteq__0_02,price_trend,ema_slope_N,60,>=,0.02,ema_slope60_r02 >= 0.02,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a636ff74f80469c4,False
momentum_rps__ret60__gteq__0,momentum_rps,ret_N,60,>=,0.0,ret60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,89fb92a2d077d53c,False
momentum_rps__roc60__gteq__0,momentum_rps,roc_N,60,>=,0.0,roc60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,fb4b119489c718b9,False
momentum_rps__market_relative_ret60__gteq__0,momentum_rps,market_relative_ret_N,60,>=,0.0,market_relative_ret60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e576a4e4494b7838,False
momentum_rps__ret60__gteq__0_05,momentum_rps,ret_N,60,>=,0.05,ret60_r02 >= 0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d0146f5ff47ceba0,False
momentum_rps__roc60__gteq__0_05,momentum_rps,roc_N,60,>=,0.05,roc60_r02 >= 0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5dd34a881a6fe623,False
momentum_rps__market_relative_ret60__gteq__0_05,momentum_rps,market_relative_ret_N,60,>=,0.05,market_relative_ret60_r02 >= 0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,448fcda332cf368d,False
momentum_rps__ret60__gteq__0_1,momentum_rps,ret_N,60,>=,0.1,ret60_r02 >= 0.1,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e56911867ec3efac,False
momentum_rps__roc60__gteq__0_1,momentum_rps,roc_N,60,>=,0.1,roc60_r02 >= 0.1,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1a26cd95c11581e6,False
momentum_rps__market_relative_ret60__gteq__0_1,momentum_rps,market_relative_ret_N,60,>=,0.1,market_relative_ret60_r02 >= 0.1,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,72af92a792a06e4c,False
momentum_rps__ret60__gteq__0_2,momentum_rps,ret_N,60,>=,0.2,ret60_r02 >= 0.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,7fc7bce200675c7a,False
momentum_rps__roc60__gteq__0_2,momentum_rps,roc_N,60,>=,0.2,roc60_r02 >= 0.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,254ef285343428d1,False
momentum_rps__market_relative_ret60__gteq__0_2,momentum_rps,market_relative_ret_N,60,>=,0.2,market_relative_ret60_r02 >= 0.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f81add411fc8e76d,False
momentum_rps__rps60__gteq__0_5,momentum_rps,rps_N,60,>=,0.5,rps60_r02 >= 0.5,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1f674019a6b2aeb1,False
momentum_rps__rps60__gteq__0_6,momentum_rps,rps_N,60,>=,0.6,rps60_r02 >= 0.6,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1aae5e893506357d,False
momentum_rps__rps60__gteq__0_7,momentum_rps,rps_N,60,>=,0.7,rps60_r02 >= 0.7,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,7cf6a4dc6bf56fdd,False
momentum_rps__rps60__gteq__0_8,momentum_rps,rps_N,60,>=,0.8,rps60_r02 >= 0.8,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,bec27ddcd7b0aecf,False
volatility_band__realized_vol60__lteq__0_03,volatility_band,realized_vol_N,60,<=,0.03,realized_vol60_r02 <= 0.03,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,13fcc971fc49c2b8,False
volatility_band__atr_ratio60__lteq__0_03,volatility_band,atr_ratio_N,60,<=,0.03,atr_ratio60_r02 <= 0.03,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,42bd46c98cb7b0de,False
volatility_band__realized_vol60__lteq__0_05,volatility_band,realized_vol_N,60,<=,0.05,realized_vol60_r02 <= 0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c097853cd6bf43bb,False
volatility_band__atr_ratio60__lteq__0_05,volatility_band,atr_ratio_N,60,<=,0.05,atr_ratio60_r02 <= 0.05,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1a2ddc2e4811ba50,False
volatility_band__realized_vol60__lteq__0_08,volatility_band,realized_vol_N,60,<=,0.08,realized_vol60_r02 <= 0.08,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b9300e73fffcda25,False
volatility_band__atr_ratio60__lteq__0_08,volatility_band,atr_ratio_N,60,<=,0.08,atr_ratio60_r02 <= 0.08,high|low|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,461072809e65f003,False
volatility_band__boll_pct_b60__gteq__0_5,volatility_band,boll_pct_b_N,60,>=,0.5,boll_pct_b60_r02 >= 0.5,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,562a4da714465105,False
volatility_band__boll_pct_b60__gteq__0_8,volatility_band,boll_pct_b_N,60,>=,0.8,boll_pct_b60_r02 >= 0.8,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5b2cfe804378b08c,False
volatility_band__boll_pct_b60__gteq__1,volatility_band,boll_pct_b_N,60,>=,1.0,boll_pct_b60_r02 >= 1.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,58a788ad7468589d,False
volatility_band__boll_pct_b60__gteq__1_2,volatility_band,boll_pct_b_N,60,>=,1.2,boll_pct_b60_r02 >= 1.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e6b1a12a36327a6f,False
volatility_band__boll_width60__gteq__0_8,volatility_band,boll_width_N,60,>=,0.8,boll_width60_r02 >= 0.8,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d926193dceca388f,False
volatility_band__boll_width60__gteq__1,volatility_band,boll_width_N,60,>=,1.0,boll_width60_r02 >= 1.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a5899c34b4f45162,False
volatility_band__boll_width60__gteq__1_2,volatility_band,boll_width_N,60,>=,1.2,boll_width60_r02 >= 1.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,72ae488bd544e1e4,False
volatility_band__price_channel_position60__gteq__0_7,volatility_band,price_channel_position_N,60,>=,0.7,price_channel_position60_r02 >= 0.7,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,7c0c07b330b12387,False
volatility_band__price_channel_position60__gteq__0_8,volatility_band,price_channel_position_N,60,>=,0.8,price_channel_position60_r02 >= 0.8,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,0a4294f656bb295e,False
volatility_band__price_channel_position60__gteq__0_9,volatility_band,price_channel_position_N,60,>=,0.9,price_channel_position60_r02 >= 0.9,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,64ff25da1bfe4eab,False
volume_money__volume_ratio60__gteq__1,volume_money,volume_ratio_N,60,>=,1.0,volume_ratio60_r02 >= 1.0,volume,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1ce5d5e8d3618568,False
volume_money__amount_ratio60__gteq__1,volume_money,amount_ratio_N,60,>=,1.0,amount_ratio60_r02 >= 1.0,money,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,089d1946cebae02c,False
volume_money__turnover_ratio60__gteq__1,volume_money,turnover_ratio_N,60,>=,1.0,turnover_ratio60_r02 >= 1.0,volume,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,32cf0961ef0e3fae,False
volume_money__volume_ratio60__gteq__1_2,volume_money,volume_ratio_N,60,>=,1.2,volume_ratio60_r02 >= 1.2,volume,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,264c9cde4e23b6e5,False
volume_money__amount_ratio60__gteq__1_2,volume_money,amount_ratio_N,60,>=,1.2,amount_ratio60_r02 >= 1.2,money,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d85036a67499e5b3,False
volume_money__turnover_ratio60__gteq__1_2,volume_money,turnover_ratio_N,60,>=,1.2,turnover_ratio60_r02 >= 1.2,volume,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,cacd2b05731d49d2,False
volume_money__volume_ratio60__gteq__1_5,volume_money,volume_ratio_N,60,>=,1.5,volume_ratio60_r02 >= 1.5,volume,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ba25b734ca466201,False
volume_money__amount_ratio60__gteq__1_5,volume_money,amount_ratio_N,60,>=,1.5,amount_ratio60_r02 >= 1.5,money,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d6bc62f2fe0596dc,False
volume_money__turnover_ratio60__gteq__1_5,volume_money,turnover_ratio_N,60,>=,1.5,turnover_ratio60_r02 >= 1.5,volume,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,de19776d036d84d4,False
volume_money__volume_ratio60__gteq__2,volume_money,volume_ratio_N,60,>=,2.0,volume_ratio60_r02 >= 2.0,volume,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,1dd2ae9611c8a3cc,False
volume_money__amount_ratio60__gteq__2,volume_money,amount_ratio_N,60,>=,2.0,amount_ratio60_r02 >= 2.0,money,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,57cb73d27999e94a,False
volume_money__turnover_ratio60__gteq__2,volume_money,turnover_ratio_N,60,>=,2.0,turnover_ratio60_r02 >= 2.0,volume,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,bc8546736d75b429,False
volume_money__money_zscore60__gteq__0,volume_money,money_zscore_N,60,>=,0.0,money_zscore60_r02 >= 0.0,money,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e0957bde9d58e7a1,False
volume_money__money_zscore60__gteq__1,volume_money,money_zscore_N,60,>=,1.0,money_zscore60_r02 >= 1.0,money,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,799cd686834444a2,False
volume_money__money_zscore60__gteq__2,volume_money,money_zscore_N,60,>=,2.0,money_zscore60_r02 >= 2.0,money,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e97c0cde0ef0e9a5,False
volume_money__money_price_coherence60__eqeq__1,volume_money,money_price_coherence_N,60,==,1.0,money_price_coherence60_r02 == 1.0,money|close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5eff94b74efd8cfe,True
range_breakout__close_near_high60__gteq__m0_05,range_breakout,close_near_high_N,60,>=,-0.05,close_near_high60_r02 >= -0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,4ead1f92c1c8bd9c,False
range_breakout__close_near_high60__gteq__m0_03,range_breakout,close_near_high_N,60,>=,-0.03,close_near_high60_r02 >= -0.03,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,3bb3fed29289750e,False
range_breakout__close_near_high60__gteq__0,range_breakout,close_near_high_N,60,>=,0.0,close_near_high60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8e90e8d979b3c560,False
range_breakout__close_breaks_high60__eqeq__1,range_breakout,close_breaks_high_N,60,==,1.0,close_breaks_high60_r02 == 1.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,3b2bb5b07739cbd1,True
range_breakout__new_high_flag60__eqeq__1,range_breakout,new_high_flag_N,60,==,1.0,new_high_flag60_r02 == 1.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,749e8e7a241a1218,True
range_breakout__close_near_low60__gteq__m0_05,range_breakout,close_near_low_N,60,>=,-0.05,close_near_low60_r02 >= -0.05,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,11484ba9fa2820fc,False
range_breakout__close_near_low60__gteq__m0_03,range_breakout,close_near_low_N,60,>=,-0.03,close_near_low60_r02 >= -0.03,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d4dc0dd0f6c3ba26,False
range_breakout__close_near_low60__gteq__0,range_breakout,close_near_low_N,60,>=,0.0,close_near_low60_r02 >= 0.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,3f91524d472f97a0,False
