condition_group_id,family_id,kind,n_terms,condition_text,coverage_t0_t30,covered_events_t0_t30,uncovered_events_t0_t30,eligible_day_density,eligible_day_trigger_count,eligible_day_denominator,global_eligible_day_denominator,feature_eligible_day_denominator,feature_eligible_day_density,feature_eligible_ratio,low_feature_coverage_warning,median_earliest_hit_offset,median_closest_hit_offset,offset_bucket_first_hit_distribution,market_context_decomposition_status,coverage_by_split_train,coverage_by_split_validation,coverage_by_split_robustness,coverage_by_year_min,coverage_by_year_max,rank_score,worker_id,chunk_id,chunk_sequence,result_hash
oscillator__and4__9d15142cd484,oscillator,same_family_and4,4,cci5_r02 >= 100 AND cci10_r02 >= 50 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258549,42,136,59f905c3aa36b031
oscillator__and4__9dba1c079631,oscillator,same_family_and4,4,cci5_r02 >= 50 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258549,42,166,e85d087bdb0f45d4
oscillator__and4__a906bec38835,oscillator,same_family_and4,4,cci5_r02 >= 100 AND cci10_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258559,43,144,8cd3c4f37b616a7b
oscillator__and4__a98bf0a25ae6,oscillator,same_family_and4,4,cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0 AND macd_hist60_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258559,43,161,b3e099f534a8dd51
oscillator__and4__b3ba8a958550,oscillator,same_family_and4,4,cci5_r02 >= 100 AND cci10_r02 >= 50 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258550,44,83,a04b29ecde0a071e
oscillator__and4__bfd40a81cb13,oscillator,same_family_and4,4,cci5_r02 >= 100 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 100 AND cci10_r02 >= 150,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258558,45,91,59689dd4e107f80d
oscillator__and4__c56873d43a6d,oscillator,same_family_and4,4,cci5_r02 >= 100 AND cci10_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258558,45,351,ab79dfe601dccd82
oscillator__and4__d4f968baa374,oscillator,same_family_and4,4,cci5_r02 >= 50 AND cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258548,46,493,32965b0368ddf9f2
oscillator__and4__d89cf13e8652,oscillator,same_family_and4,4,cci5_r02 >= 50 AND cci5_r02 >= 100 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258557,47,151,e71453c08654f25f
oscillator__and4__e9835617cff0,oscillator,same_family_and4,4,cci5_r02 >= 100 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258555,48,354,f9253ba1d172ab1b
oscillator__and4__f307aa771bb0,oscillator,same_family_and4,4,cci5_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0 AND macd_hist60_r02 >= 0.0,0.8804733727810651,744,101,0.0631686503821582,24976,395386,395386,395383,0.06316912967932359,0.9999924124779329,False,10.5,10.5,"{""D0-D5"": 243, ""D11-D20"": 226, ""D21-D30"": 146, ""D6-D10"": 129}",decomposition_only,0.8721973094170403,0.8734177215189873,0.9004149377593361,0.8207547169811321,0.9710144927536232,0.8173047223989068,258553,49,249,cbadc367278e68d4
oscillator__and4__7132ca18ac85,oscillator,same_family_and4,4,kdj_k5_r02 >= 55 AND rsi5_r02 >= 65 AND cci5_r02 >= 100 AND cci10_r02 >= 150,0.8650887573964497,731,114,0.06365425179444897,25168,395386,395386,395383,0.06365473477615376,0.9999924124779329,False,10.0,10.0,"{""D0-D5"": 245, ""D11-D20"": 231, ""D21-D30"": 133, ""D6-D10"": 122}",decomposition_only,0.8632286995515696,0.8354430379746836,0.8879668049792531,0.7924528301886793,0.9710144927536232,0.8014345056020008,258551,38,355,c4192f9f5d8bf355
oscillator__and4__d02a246c6ea2,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND cci5_r02 >= 100 AND rsi10_r02 >= 55 AND cci10_r02 >= 150,0.8544378698224852,722,123,0.06400833615757766,25308,395386,395386,395383,0.06400882182592575,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 242, ""D11-D20"": 231, ""D21-D30"": 134, ""D6-D10"": 115}",decomposition_only,0.8497757847533632,0.8417721518987342,0.8713692946058091,0.7830188679245284,0.9420289855072463,0.7904295336649075,258548,46,288,73fe152f920a4b1a
volume_money__and4__2b522f5747d5,volume_money,same_family_and4,4,volume_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND money_price_coherence5_r02 == 1.0 AND money_zscore10_r02 >= 1.0,0.9053254437869822,765,80,0.06410444477042687,25346,395386,395386,395386,0.06410444477042687,1.0,False,9.0,9.0,"{""D0-D5"": 254, ""D11-D20"": 234, ""D21-D30"": 114, ""D6-D10"": 163}",decomposition_only,0.8923766816143498,0.9177215189873418,0.921161825726141,0.8584905660377359,0.9629629629629629,0.8412209990165553,258553,159,307,d6277bb8cac3f9a0
volume_money__and4__5f3aa5b0f705,volume_money,same_family_and4,4,turnover_ratio5_r02 >= 1.5 AND money_zscore5_r02 >= 2.0 AND money_price_coherence5_r02 == 1.0 AND money_zscore10_r02 >= 1.0,0.9053254437869822,765,80,0.06410444477042687,25346,395386,395386,395386,0.06410444477042687,1.0,False,9.0,9.0,"{""D0-D5"": 254, ""D11-D20"": 234, ""D21-D30"": 114, ""D6-D10"": 163}",decomposition_only,0.8923766816143498,0.9177215189873418,0.921161825726141,0.8584905660377359,0.9629629629629629,0.8412209990165553,258557,163,436,7c2f1677dd84c4ff
oscillator__and4__0b0fa5239d34,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND rsi5_r02 >= 65 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8520710059171598,720,125,0.06439024143495217,25459,395386,395386,395386,0.06439024143495217,1.0,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 226, ""D21-D30"": 144, ""D6-D10"": 114}",decomposition_only,0.8497757847533632,0.8227848101265823,0.8755186721991701,0.7547169811320755,0.9710144927536232,0.7876807644822076,258554,30,178,801f01ab69068cf9
oscillator__and4__324bb7420a8f,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND rsi5_r02 >= 65 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8520710059171598,720,125,0.06439024143495217,25459,395386,395386,395386,0.06439024143495217,1.0,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 226, ""D21-D30"": 144, ""D6-D10"": 114}",decomposition_only,0.8497757847533632,0.8227848101265823,0.8755186721991701,0.7547169811320755,0.9710144927536232,0.7876807644822076,258558,33,279,abfc6ca58d72f592
oscillator__and4__cdd8d0958410,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND rsi5_r02 >= 65 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8520710059171598,720,125,0.06439024143495217,25459,395386,395386,395386,0.06439024143495217,1.0,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 226, ""D21-D30"": 144, ""D6-D10"": 114}",decomposition_only,0.8497757847533632,0.8227848101265823,0.8755186721991701,0.7547169811320755,0.9710144927536232,0.7876807644822076,258548,46,197,452e623219b46de9
oscillator__and4__d31d5485d5fc,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND rsi5_r02 >= 65 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150,0.8520710059171598,720,125,0.06439024143495217,25459,395386,395386,395386,0.06439024143495217,1.0,False,11.0,11.0,"{""D0-D5"": 236, ""D11-D20"": 226, ""D21-D30"": 144, ""D6-D10"": 114}",decomposition_only,0.8497757847533632,0.8227848101265823,0.8755186721991701,0.7547169811320755,0.9710144927536232,0.7876807644822076,258548,46,409,436ab8150f7127c3
oscillator__and4__22afd4fd9f8c,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND kdj_k10_r02 >= 55 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8591715976331361,726,119,0.06458498783467295,25536,395386,395386,395386,0.06458498783467295,1.0,False,11.0,11.0,"{""D0-D5"": 237, ""D11-D20"": 228, ""D21-D30"": 144, ""D6-D10"": 117}",decomposition_only,0.8565022421524664,0.8291139240506329,0.8838174273858921,0.7641509433962265,0.9565217391304348,0.7945866097984632,258552,32,142,d6e4b6497a940cd6
oscillator__and4__5742a04d38b5,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND kdj_k10_r02 >= 55 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8591715976331361,726,119,0.06458498783467295,25536,395386,395386,395386,0.06458498783467295,1.0,False,11.0,11.0,"{""D0-D5"": 237, ""D11-D20"": 228, ""D21-D30"": 144, ""D6-D10"": 117}",decomposition_only,0.8565022421524664,0.8291139240506329,0.8838174273858921,0.7641509433962265,0.9565217391304348,0.7945866097984632,258555,36,316,e0abb97ef5e807df
oscillator__and4__b3755563a70b,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND macd_hist5_r02 >= 0.0 AND kdj_k10_r02 >= 55 AND cci10_r02 >= 150,0.8591715976331361,726,119,0.06458498783467295,25536,395386,395386,395386,0.06458498783467295,1.0,False,11.0,11.0,"{""D0-D5"": 237, ""D11-D20"": 228, ""D21-D30"": 144, ""D6-D10"": 117}",decomposition_only,0.8565022421524664,0.8291139240506329,0.8838174273858921,0.7641509433962265,0.9565217391304348,0.7945866097984632,258550,44,70,2360b2a713b60a98
oscillator__and4__b5e8cf5117ac,oscillator,same_family_and4,4,kdj_k5_r02 >= 60 AND kdj_k10_r02 >= 55 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8591715976331361,726,119,0.06458498783467295,25536,395386,395386,395386,0.06458498783467295,1.0,False,11.0,11.0,"{""D0-D5"": 237, ""D11-D20"": 228, ""D21-D30"": 144, ""D6-D10"": 117}",decomposition_only,0.8565022421524664,0.8291139240506329,0.8838174273858921,0.7641509433962265,0.9565217391304348,0.7945866097984632,258550,44,175,7831a2b777d890e7
oscillator__and3__464370e5568d,oscillator,same_family_and3,3,rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258551,26,186,be0742edc5aa5d35
oscillator__and3__75eea29b3d2a,oscillator,same_family_and3,3,rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258559,27,72,1df8761266739062
oscillator__and3__a4809fb5e34f,oscillator,same_family_and3,3,rsi5_r02 >= 70 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258559,27,463,03e43a09444f9881
oscillator__and3__a8b1380164d4,oscillator,same_family_and3,3,rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258559,27,495,b5ecb84fe6f9f19e
oscillator__and4__01d37cbab872,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci10_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258550,29,245,f62431602412cc9d
oscillator__and4__0217565b7765,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci10_r02 >= 50 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258550,29,266,b9fc222676260337
oscillator__and4__07081ffefb70,oscillator,same_family_and4,4,rsi5_r02 >= 55 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258550,29,468,e010e1f9be63daa8
oscillator__and4__08479b56a0c3,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci10_r02 >= 50 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258554,30,35,df1e62b13207ebd6
oscillator__and4__1183aa564983,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND rsi5_r02 >= 70 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258554,30,418,ea1efac4cf840955
oscillator__and4__205e558f2e56,oscillator,same_family_and4,4,rsi5_r02 >= 55 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258552,32,41,d9c0620bd2648138
oscillator__and4__22dadeddf142,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258552,32,152,74c05914a279ffba
oscillator__and4__2ef3ff78d8e0,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci5_r02 >= 50 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395383,0.06459812384447484,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258558,33,148,73d93b342a5dcf33
oscillator__and4__3c6c98fcf4bc,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258556,34,205,a0f99d2d857f56a9
oscillator__and4__3f2f5eb0b703,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258556,34,323,691336710c996246
oscillator__and4__41d4a3f6bde8,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci5_r02 >= 50 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395383,0.06459812384447484,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258556,34,409,f2c1f4effb41cb9f
oscillator__and4__44917952b47d,oscillator,same_family_and4,4,rsi5_r02 >= 60 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258548,35,20,3788188e92af66d5
oscillator__and4__4811cc8a8bd4,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0 AND macd_hist60_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258548,35,180,72224be5e0dcc3eb
oscillator__and4__4acd52019886,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci10_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258548,35,293,5fb930e25ea97d50
oscillator__and4__72a4cff8f2ea,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist60_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258551,38,422,7eb2f4d5043107f5
oscillator__and4__7c94549710f0,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258556,39,325,57eaba6b3952ba8a
oscillator__and4__80296d7291f9,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND macd_hist5_r02 >= 0.0 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258556,39,477,e3e894e13674a2cf
oscillator__and4__84a0921f878a,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci5_r02 >= 50 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395383,0.06459812384447484,0.9999924124779329,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258554,40,160,728b56a008f66833
oscillator__and4__a78104de187d,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci10_r02 >= 100 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258559,43,73,6c1f1b8a4b24cbc5
oscillator__and4__acbffc490d20,oscillator,same_family_and4,4,rsi5_r02 >= 70 AND cci10_r02 >= 50 AND cci10_r02 >= 150 AND macd_hist10_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258559,43,301,a2524e62e059047c
oscillator__and4__af89101009bf,oscillator,same_family_and4,4,rsi5_r02 >= 65 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258559,43,426,ad7e34b9734a8b24
oscillator__and4__b334ef042a07,oscillator,same_family_and4,4,rsi5_r02 >= 55 AND rsi5_r02 >= 70 AND cci10_r02 >= 150 AND macd_hist30_r02 >= 0.0,0.8532544378698225,721,124,0.06459763370478469,25541,395386,395386,395386,0.06459763370478469,1.0,False,11.0,11.0,"{""D0-D5"": 234, ""D11-D20"": 225, ""D21-D30"": 145, ""D6-D10"": 117}",decomposition_only,0.8475336322869955,0.8291139240506329,0.8796680497925311,0.7641509433962265,0.9565217391304348,0.7886568041650378,258550,44,59,81ea5abace50b6f8
