condition_group_id,family_id,kind,n_terms,condition_text,coverage_t0_t30,covered_events_t0_t30,uncovered_events_t0_t30,eligible_day_density,eligible_day_trigger_count,eligible_day_denominator,global_eligible_day_denominator,feature_eligible_day_denominator,feature_eligible_day_density,feature_eligible_ratio,low_feature_coverage_warning,median_earliest_hit_offset,median_closest_hit_offset,offset_bucket_first_hit_distribution,market_context_decomposition_status,coverage_by_split_train,coverage_by_split_validation,coverage_by_split_robustness,coverage_by_year_min,coverage_by_year_max,rank_score,worker_id,chunk_id,chunk_sequence,result_hash
pullback_drawdown__and3__e3e42c86437d,pullback_drawdown,same_family_and3,3,drawdown_from_high5_r02 >= -0.2 AND pullback_depth5_r02 >= -0.05 AND pullback_depth10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258554,79,251,04bd2dbf6713aaeb
pullback_drawdown__and3__ec40d7cb9c31,pullback_drawdown,same_family_and3,3,pullback_depth5_r02 >= -0.05 AND drawdown_from_high10_r02 >= -0.2 AND pullback_depth10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258554,79,323,781dd3924df6cbaa
pullback_drawdown__and3__ec93788be8c7,pullback_drawdown,same_family_and3,3,pullback_depth5_r02 >= -0.2 AND pullback_depth5_r02 >= -0.05 AND drawdown_from_high10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258554,79,328,9c57d9d317f7f955
pullback_drawdown__and3__eceb3be342df,pullback_drawdown,same_family_and3,3,pullback_depth5_r02 >= -0.15 AND drawdown_from_high5_r02 >= -0.05 AND drawdown_from_high10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258554,79,332,3661884bcbeb3861
pullback_drawdown__and4__0138d8223558,pullback_drawdown,same_family_and4,4,pullback_depth5_r02 >= -0.15 AND pullback_depth5_r02 >= -0.05 AND days_since_high5_r02 <= 10 AND drawdown_from_high10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258556,80,35,70387e7f21536d02
pullback_drawdown__and4__0239fd510978,pullback_drawdown,same_family_and4,4,drawdown_from_high5_r02 >= -0.05 AND days_since_high5_r02 <= 20 AND drawdown_from_high10_r02 >= -0.2 AND pullback_depth10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258556,80,72,78aa09c0beea3640
pullback_drawdown__and4__03a748d093cc,pullback_drawdown,same_family_and4,4,pullback_depth5_r02 >= -0.05 AND days_since_high5_r02 <= 10 AND drawdown_from_high10_r02 >= -0.2 AND days_since_high10_r02 <= 10,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258556,80,137,e3878f4e9882c91f
pullback_drawdown__and4__0446cb6c33f3,pullback_drawdown,same_family_and4,4,pullback_depth5_r02 >= -0.05 AND days_since_high5_r02 <= 5 AND days_since_high5_r02 <= 10 AND drawdown_from_high10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258556,80,162,a42d886d75803734
pullback_drawdown__and4__04d73e6eb0ce,pullback_drawdown,same_family_and4,4,pullback_depth5_r02 >= -0.2 AND pullback_depth5_r02 >= -0.05 AND days_since_high5_r02 <= 10 AND drawdown_from_high10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258556,80,180,b9fa266de91c826c
pullback_drawdown__and4__07d8592603dc,pullback_drawdown,same_family_and4,4,pullback_depth5_r02 >= -0.2 AND drawdown_from_high5_r02 >= -0.05 AND days_since_high5_r02 <= 5 AND drawdown_from_high10_r02 >= -0.2,1.0,845,0,0.8425235086725377,333122,395386,395386,395386,0.8425235086725377,1.0,False,0.0,0.0,"{""D0-D5"": 794, ""D11-D20"": 4, ""D21-D30"": 0, ""D6-D10"": 47}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.15747649132746233,258556,80,316,ac4c21e95470f0c0
range_breakout__and3__04ea3cd95812,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.7 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,130,9e2bc939d172aad0
range_breakout__and3__08726000ba73,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.8 AND close_near_low10_r02 >= -0.05,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,156,f9fe00d2da9fd8f4
range_breakout__and3__09caaf23d86a,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.7 AND close_near_low10_r02 >= -0.03,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,169,9bd45254192c91cd
range_breakout__and3__15fb0626d1ec,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND close_near_low5_r02 >= -0.05 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,258,6ae9df754f384d64
range_breakout__and3__18d27cddf99f,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND close_near_low5_r02 >= 0.0 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,278,5049b097261afaf2
range_breakout__and3__1a4f0053e998,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND range_position5_r02 >= 0.8 AND close_near_low10_r02 >= -0.03,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,292,5140aa25724f81e7
range_breakout__and3__2106a289eeec,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.8 AND close_near_low10_r02 >= -0.05,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,340,244539cf5007bf8d
range_breakout__and3__21bea2bdf25d,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND close_near_low5_r02 >= -0.03 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,345,a5dae164512dc543
range_breakout__and3__23c874e4292c,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND close_near_low5_r02 >= -0.05 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,356,79fcaee9cee4c23e
range_breakout__and3__24caace1d430,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND range_position5_r02 >= 0.8 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,364,32eed059616c33a7
range_breakout__and3__2571c16ac818,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.7 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,369,6d2486c8c48397dd
range_breakout__and3__27987a065081,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND close_near_low5_r02 >= -0.03 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,389,97bb3ee4c0d3d881
range_breakout__and3__27a1a5fc8a56,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.03 AND close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,391,fbf60ef9b19f902f
range_breakout__and3__281ba9b64e1a,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.7,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,397,32884b4cd47e8ef1
range_breakout__and3__282fcab0d244,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND close_near_low5_r02 >= -0.05 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,400,44110cd90f362d75
range_breakout__and3__2a0a00a36b58,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.03 AND close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,422,2841b7a6791e0eb1
range_breakout__and3__2c79ab39c6a4,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.9 AND close_near_low10_r02 >= -0.03,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,444,80e3de9b8a555c21
range_breakout__and3__2c830cec5760,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.05 AND close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,446,29afe647d85d6b9d
range_breakout__and3__3035a86c7bd4,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.7,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,463,a612c2621c32f7e1
range_breakout__and3__30644c987bba,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.05 AND close_near_high5_r02 >= 0.0 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,469,54009f2a16a01a08
range_breakout__and3__314dadc4f4e4,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND range_position5_r02 >= 0.9 AND close_near_low10_r02 >= -0.05,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,479,1d22ada68fd9b70f
range_breakout__and3__32c702349536,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.05 AND new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258556,101,486,1ebd52fd53acbca8
range_breakout__and3__37fb27963edf,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.7 AND close_near_low10_r02 >= -0.05,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,36,6dd5301f03ecf7f5
range_breakout__and3__3a9d002f9dbd,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.8 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,49,fd347cc6793d9278
range_breakout__and3__3bf9362c5774,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND close_near_low5_r02 >= 0.0 AND range_position5_r02 >= 0.7,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,60,de42a8fefeae7095
range_breakout__and3__3dd31935b2ea,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND close_near_low5_r02 >= -0.05 AND range_position5_r02 >= 0.7,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,78,deacfcf690864696
range_breakout__and3__41044adcdcf6,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND close_near_low5_r02 >= -0.03 AND range_position5_r02 >= 0.7,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,91,ed631d6f73c4f1e6
range_breakout__and3__418f77801130,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND range_position5_r02 >= 0.8 AND close_near_low10_r02 >= -0.05,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,96,d97c793748a456d9
range_breakout__and3__41e88711d247,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND close_near_low5_r02 >= -0.05 AND range_position5_r02 >= 0.7,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,100,b4306affe2be5e9f
range_breakout__and3__425580fa7fa8,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND close_near_low5_r02 >= -0.03 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,104,995070de7bb5fe53
range_breakout__and3__4affcb51c806,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.8 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,167,c7c15ed468e71ae1
range_breakout__and3__60f71d2342b6,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND close_near_low5_r02 >= -0.03 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,349,5d10cfd383862476
range_breakout__and3__65d51147d5e5,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.7 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,388,b4d25a89666d4d2e
range_breakout__and3__6686157b0654,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.03 AND close_near_high5_r02 >= 0.0 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,392,5af172beae97cd74
range_breakout__and3__68274aba2383,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.05 AND close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,401,141d9705ba981373
range_breakout__and3__68d33840ed4d,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.7,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,408,51c8133b9b6717c4
range_breakout__and3__6a06c46ac962,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,418,7ac09235f5713a28
range_breakout__and3__6e7f6fd0e012,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.9 AND close_near_low10_r02 >= -0.05,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,461,6f2ba3b49b8f2b19
range_breakout__and3__707137b858d2,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND close_near_low5_r02 >= 0.0 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,477,243c35ab7ccf9c24
range_breakout__and3__70736f63f636,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND close_near_low5_r02 >= 0.0 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,478,0cb516420bab450f
range_breakout__and3__713d6623ae30,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.03 AND new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,484,71f17f95c7cb3e14
range_breakout__and3__71e865182fd1,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258559,102,490,c978b2d16e3bc402
range_breakout__and3__7bbe87277576,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND close_near_low5_r02 >= 0.0 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258558,103,63,4f276bb598727fa9
range_breakout__and3__7c87bdb9e562,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND range_position5_r02 >= 0.7 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258558,103,70,1591a166c4cc8130
