condition_group_id,family_id,kind,n_terms,condition_text,coverage_t0_t30,covered_events_t0_t30,uncovered_events_t0_t30,eligible_day_density,eligible_day_trigger_count,eligible_day_denominator,global_eligible_day_denominator,feature_eligible_day_denominator,feature_eligible_day_density,feature_eligible_ratio,low_feature_coverage_warning,median_earliest_hit_offset,median_closest_hit_offset,offset_bucket_first_hit_distribution,market_context_decomposition_status,coverage_by_split_train,coverage_by_split_validation,coverage_by_split_robustness,coverage_by_year_min,coverage_by_year_max,rank_score,worker_id,chunk_id,chunk_sequence,result_hash
range_breakout__and3__812af42d331a,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.7 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258558,103,106,1eeff397ff5ab310
range_breakout__and3__818b8b1b5313,range_breakout,same_family_and3,3,new_high_flag5_r02 == 1.0 AND close_near_low5_r02 >= -0.03 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258558,103,109,184881fa1fb2d771
range_breakout__and3__895db63594c5,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.8,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258558,103,169,6aecc050bdf32e73
range_breakout__and3__8a1c9a7980f8,range_breakout,same_family_and3,3,close_near_high5_r02 >= -0.05 AND new_high_flag5_r02 == 1.0 AND range_position5_r02 >= 0.9,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258558,103,177,e57662a91cc9ca34
range_breakout__and3__8f3962634fc3,range_breakout,same_family_and3,3,close_breaks_high5_r02 == 1.0 AND range_position5_r02 >= 0.7 AND close_near_low10_r02 >= -0.05,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258558,103,222,0ddc53f4e596f1c0
range_breakout__and3__8faadcfd4e97,range_breakout,same_family_and3,3,close_near_high5_r02 >= 0.0 AND range_position5_r02 >= 0.9 AND close_near_low10_r02 >= -0.03,1.0,845,0,0.24424739368616996,96572,395386,395386,395273,0.24431721873236978,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 533, ""D11-D20"": 97, ""D21-D30"": 8, ""D6-D10"": 207}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.75575260631383,258558,103,229,07aaa44b0bb5127c
volatility_band__and4__2d113410ba1d,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.2747062364373043,108615,395386,395386,395206,0.2748313537749933,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 517, ""D11-D20"": 105, ""D21-D30"": 12, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7252937635626957,258549,134,129,c751399c951eadc0
volatility_band__and3__0e299f6a8c14,volatility_band,same_family_and3,3,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27477199496188537,108641,395386,395386,395206,0.2748971422498646,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 518, ""D11-D20"": 105, ""D21-D30"": 11, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7252280050381146,258559,126,368,d6a5681bfe8a3677
volatility_band__and4__5f92d8ddac87,volatility_band,same_family_and4,4,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27477199496188537,108641,395386,395386,395206,0.2748971422498646,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 518, ""D11-D20"": 105, ""D21-D30"": 11, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7252280050381146,258557,138,252,b827a0292fe130ff
volatility_band__and4__91f9539686a1,volatility_band,same_family_and4,4,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27477199496188537,108641,395386,395386,395206,0.2748971422498646,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 518, ""D11-D20"": 105, ""D21-D30"": 11, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7252280050381146,258559,142,327,aff2a67d67bcc661
volatility_band__and3__a433941c6ff8,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27486557440071224,108678,395386,395386,395273,0.27494415252243387,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 517, ""D11-D20"": 105, ""D21-D30"": 12, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7251344255992878,258548,129,43,bd07c6c001d15162
volatility_band__and4__3bb2bab997fa,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27486557440071224,108678,395386,395386,395273,0.27494415252243387,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 517, ""D11-D20"": 105, ""D21-D30"": 12, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7251344255992878,258555,135,221,b6d2c9ddc1069c3d
volatility_band__and4__d6fe2d87da20,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27486557440071224,108678,395386,395386,395273,0.27494415252243387,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 517, ""D11-D20"": 105, ""D21-D30"": 12, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7251344255992878,258553,148,207,a5b2bf1eafbdcf32
volatility_band__and3__42668b0d5a5f,volatility_band,same_family_and3,3,price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27493133292529326,108704,395386,395386,395273,0.27500992984595457,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 518, ""D11-D20"": 105, ""D21-D30"": 11, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7250686670747067,258558,127,249,bff3108b5eb0e146
volatility_band__and3__8944f119ee40,volatility_band,same_family_and3,3,price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27493133292529326,108704,395386,395386,395273,0.27500992984595457,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 518, ""D11-D20"": 105, ""D21-D30"": 11, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7250686670747067,258557,128,324,7e3d2acde7899063
volatility_band__and4__37f28379a942,volatility_band,same_family_and4,4,price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.27493133292529326,108704,395386,395386,395273,0.27500992984595457,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 518, ""D11-D20"": 105, ""D21-D30"": 11, ""D6-D10"": 211}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7250686670747067,258555,135,81,4b1e7d69349bbc0a
volatility_band__and3__4c6c13d81cd7,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.28790852483395973,113835,395386,395386,395206,0.28803965526839165,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 563, ""D11-D20"": 78, ""D21-D30"": 6, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7120914751660403,258558,127,328,0aac42e82d5af13f
volatility_band__and4__9a19fee86921,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.28790852483395973,113835,395386,395386,395206,0.28803965526839165,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 563, ""D11-D20"": 78, ""D21-D30"": 6, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7120914751660403,258550,143,188,67684f9d00b083cd
volatility_band__and4__d1d6232b0876,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.28790852483395973,113835,395386,395386,395206,0.28803965526839165,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 563, ""D11-D20"": 78, ""D21-D30"": 6, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7120914751660403,258555,147,499,17d0c2456d286430
volatility_band__and3__c614ecd04d36,volatility_band,same_family_and3,3,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.28797428335854075,113861,395386,395386,395206,0.288105443743263,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 564, ""D11-D20"": 78, ""D21-D30"": 5, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7120257166414592,258548,129,321,561a6fe47d0bce13
volatility_band__and3__cc6065af7062,volatility_band,same_family_and3,3,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.28797428335854075,113861,395386,395386,395206,0.288105443743263,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 564, ""D11-D20"": 78, ""D21-D30"": 5, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7120257166414592,258548,129,365,5846c5ed4aaceb98
volatility_band__and4__818f48428d3a,volatility_band,same_family_and4,4,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.28797428335854075,113861,395386,395386,395206,0.288105443743263,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 564, ""D11-D20"": 78, ""D21-D30"": 5, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7120257166414592,258548,141,196,3928fccb75c466c8
volatility_band__and3__6ef1aff0182b,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.2880906253635688,113907,395386,395386,395273,0.28817298424127125,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 563, ""D11-D20"": 78, ""D21-D30"": 6, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7119093746364312,258557,128,89,6e82985ff7e588be
volatility_band__and3__f10b6235a6cc,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.2880906253635688,113907,395386,395386,395273,0.28817298424127125,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 563, ""D11-D20"": 78, ""D21-D30"": 6, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7119093746364312,258554,130,137,04cf49a643a94295
volatility_band__and4__5daa49beba71,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.2880906253635688,113907,395386,395386,395273,0.28817298424127125,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 563, ""D11-D20"": 78, ""D21-D30"": 6, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7119093746364312,258557,138,167,6bb5325780384590
volatility_band__and3__e427a56418eb,volatility_band,same_family_and3,3,price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8 AND price_channel_position5_r02 >= 0.9,1.0,845,0,0.2881563838881498,113933,395386,395386,395273,0.28823876156479195,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 564, ""D11-D20"": 78, ""D21-D30"": 5, ""D6-D10"": 198}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.7118436161118502,258554,130,38,490b09fcd556c54b
volatility_band__and4__29a82047df62,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.8 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.3204008234990617,126682,395386,395386,395206,0.3205467528326999,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 529, ""D11-D20"": 101, ""D21-D30"": 9, ""D6-D10"": 206}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6795991765009384,258552,133,483,1fe4880291a01e09
volatility_band__and3__808b26aa6f3d,volatility_band,same_family_and3,3,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.8 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.32048428624179914,126715,395386,395386,395206,0.3206302535892674,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 530, ""D11-D20"": 101, ""D21-D30"": 8, ""D6-D10"": 206}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6795157137582009,258557,128,248,b09808ffca873746
volatility_band__and4__b943ddcd0723,volatility_band,same_family_and4,4,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.32048428624179914,126715,395386,395386,395206,0.3206302535892674,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 530, ""D11-D20"": 101, ""D21-D30"": 8, ""D6-D10"": 206}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6795157137582009,258552,145,494,3027759d81b3c4a2
volatility_band__and3__b3c92af2c852,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.8 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.3222395330133085,127409,395386,395386,395273,0.3223316543249855,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 529, ""D11-D20"": 101, ""D21-D30"": 9, ""D6-D10"": 206}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6777604669866915,258548,129,168,2308fcfc951b7001
volatility_band__and4__dacf6803e538,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.3222395330133085,127409,395386,395386,395273,0.3223316543249855,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 529, ""D11-D20"": 101, ""D21-D30"": 9, ""D6-D10"": 206}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6777604669866915,258553,148,355,901aa15001e2939d
volatility_band__and3__fca827982095,volatility_band,same_family_and3,3,price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.322322995756046,127442,395386,395386,395273,0.3224151409279156,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 530, ""D11-D20"": 101, ""D21-D30"": 8, ""D6-D10"": 206}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6776770042439539,258554,130,241,82aaa8a48c77c570
volatility_band__and3__f5317972b470,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.8,1.0,845,0,0.34014355591750844,134488,395386,395386,395206,0.3402984772498393,0.9995447486759774,False,3.0,3.0,"{""D0-D5"": 589, ""D11-D20"": 67, ""D21-D30"": 5, ""D6-D10"": 184}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6598564440824916,258554,130,174,d4202ac36a2a8ed3
volatility_band__and4__d432c8f108b7,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8,1.0,845,0,0.34014355591750844,134488,395386,395386,395206,0.3402984772498393,0.9995447486759774,False,3.0,3.0,"{""D0-D5"": 589, ""D11-D20"": 67, ""D21-D30"": 5, ""D6-D10"": 184}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6598564440824916,258553,148,90,28e2da034277beb3
volatility_band__and3__757c17165943,volatility_band,same_family_and3,3,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8,1.0,845,0,0.34022701866024596,134521,395386,395386,395206,0.3403819780064068,0.9995447486759774,False,3.0,3.0,"{""D0-D5"": 590, ""D11-D20"": 67, ""D21-D30"": 4, ""D6-D10"": 184}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.659772981339754,258557,128,158,0b000b40b0ead70c
volatility_band__and3__ee8e72aae6dd,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.7 AND price_channel_position5_r02 >= 0.8,1.0,845,0,0.34209101991471624,135258,395386,395386,395273,0.3421888163370632,0.9997142033354747,False,3.0,3.0,"{""D0-D5"": 590, ""D11-D20"": 67, ""D21-D30"": 5, ""D6-D10"": 183}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6579089800852838,258554,130,119,5c4babc5212ee465
volatility_band__and4__13bcb6d6ce70,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.3573166475292499,141278,395386,395386,395206,0.3574793904950836,0.9995447486759774,False,3.0,3.0,"{""D0-D5"": 543, ""D11-D20"": 93, ""D21-D30"": 6, ""D6-D10"": 203}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.64268335247075,258551,132,74,a5ab13f77a8041be
volatility_band__and3__864349071b9c,volatility_band,same_family_and3,3,boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.35742034366416614,141319,395386,395386,395206,0.35758313385930374,0.9995447486759774,False,3.0,3.0,"{""D0-D5"": 544, ""D11-D20"": 93, ""D21-D30"": 6, ""D6-D10"": 202}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6425796563358339,258557,128,293,a1047ae41d1ddb59
volatility_band__and3__32f1e86df8d0,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.7 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.36434269296333205,144056,395386,395386,395273,0.36444685065764676,0.9997142033354747,False,3.0,3.0,"{""D0-D5"": 544, ""D11-D20"": 92, ""D21-D30"": 6, ""D6-D10"": 203}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.635657307036668,258558,127,133,871fe8528c34c2cd
volatility_band__and3__7b11258a3000,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7,1.0,845,0,0.3862605150409979,152722,395386,395386,395206,0.38643644074229644,0.9995447486759774,False,3.0,3.0,"{""D0-D5"": 621, ""D11-D20"": 52, ""D21-D30"": 2, ""D6-D10"": 170}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.6137394849590021,258557,128,203,8bfd1b1c9b72efa3
volatility_band__and3__ef537ed306ef,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND boll_pct_b10_r02 >= 0.5,1.0,845,0,0.4065343740041377,160738,395386,395386,395273,0.40665059338735504,0.9997142033354747,False,3.0,3.0,"{""D0-D5"": 556, ""D11-D20"": 83, ""D21-D30"": 5, ""D6-D10"": 201}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.5934656259958623,258554,130,127,8fc2e659774e7174
volatility_band__and3__44f692afa4db,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.05 AND realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5,1.0,845,0,0.48048742241758685,189978,395386,395386,395273,0.48062478337756437,0.9997142033354747,False,2.0,2.0,"{""D0-D5"": 699, ""D11-D20"": 26, ""D21-D30"": 1, ""D6-D10"": 119}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.5195125775824132,258558,127,267,f443239ddc310f26
volatility_band__and3__a23470700f67,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.05 AND realized_vol5_r02 <= 0.08 AND boll_width5_r02 >= 0.8,1.0,845,0,0.6224423727699008,246105,395386,395386,395386,0.6224423727699008,1.0,False,0.0,0.0,"{""D0-D5"": 819, ""D11-D20"": 8, ""D21-D30"": 0, ""D6-D10"": 18}",decomposition_only,1.0,1.0,1.0,1.0,1.0,0.3775576272300992,258548,129,30,5ad9aadb7c25b39e
volatility_band__and4__da7adb262847,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.05 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7 AND boll_pct_b10_r02 >= 0.5,0.9988165680473373,844,1,0.3494888539300835,138183,395386,395386,395206,0.34964803165943836,0.9995447486759774,False,4.0,4.0,"{""D0-D5"": 523, ""D11-D20"": 99, ""D21-D30"": 8, ""D6-D10"": 214}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.6493277141172538,258553,148,341,ccb956dcad00b3ab
volatility_band__and3__1dbc6338e5f7,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.05 AND price_channel_position5_r02 >= 0.7 AND boll_pct_b10_r02 >= 0.5,0.9988165680473373,844,1,0.35638844066304826,140911,395386,395386,395273,0.3564903244086998,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 525, ""D11-D20"": 98, ""D21-D30"": 8, ""D6-D10"": 213}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.6424281273842891,258559,126,477,e942f81a2d641d94
volatility_band__and4__415fab746250,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.05 AND realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.7 AND boll_pct_b10_r02 >= 0.5,0.9988165680473373,844,1,0.35638844066304826,140911,395386,395386,395273,0.3564903244086998,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 525, ""D11-D20"": 98, ""D21-D30"": 8, ""D6-D10"": 213}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.6424281273842891,258555,135,485,1401f8e737c4e916
volatility_band__and3__b0a095184751,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.05 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7,0.9988165680473373,844,1,0.3780027618580324,149457,395386,395386,395206,0.37817492649403095,0.9995447486759774,False,3.0,3.0,"{""D0-D5"": 596, ""D11-D20"": 58, ""D21-D30"": 4, ""D6-D10"": 186}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.6208138061893049,258548,129,149,a65606ada751c379
volatility_band__and4__a4aaa8e13c37,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.05 AND realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND price_channel_position5_r02 >= 0.7,0.9988165680473373,844,1,0.3780027618580324,149457,395386,395386,395206,0.37817492649403095,0.9995447486759774,False,3.0,3.0,"{""D0-D5"": 596, ""D11-D20"": 58, ""D21-D30"": 4, ""D6-D10"": 186}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.6208138061893049,258551,144,105,2479230009a95c2a
volatility_band__and3__4a2e56443b71,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.05 AND realized_vol5_r02 <= 0.08 AND price_channel_position5_r02 >= 0.7,0.9988165680473373,844,1,0.38550176283429355,152422,395386,395386,395273,0.38561196944896314,0.9997142033354747,False,3.0,3.0,"{""D0-D5"": 600, ""D11-D20"": 57, ""D21-D30"": 4, ""D6-D10"": 183}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.6133148052130437,258558,127,309,8018bc9d313d4d09
volatility_band__and3__3fa5298e94c1,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.05 AND boll_pct_b5_r02 >= 0.5 AND boll_pct_b10_r02 >= 0.5,0.9988165680473373,844,1,0.3970525005943559,156989,395386,395386,395273,0.39716600931508095,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 536, ""D11-D20"": 88, ""D21-D30"": 7, ""D6-D10"": 213}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.6017640674529814,258558,127,231,5085c615e1b30a48
volatility_band__and4__967c17c99cae,volatility_band,same_family_and4,4,realized_vol5_r02 <= 0.05 AND realized_vol5_r02 <= 0.08 AND boll_pct_b5_r02 >= 0.5 AND boll_pct_b10_r02 >= 0.5,0.9988165680473373,844,1,0.3970525005943559,156989,395386,395386,395273,0.39716600931508095,0.9997142033354747,False,4.0,4.0,"{""D0-D5"": 536, ""D11-D20"": 88, ""D21-D30"": 7, ""D6-D10"": 213}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.6017640674529814,258550,143,27,07a74cd1f53d9f1a
volatility_band__and3__182e1dd4db77,volatility_band,same_family_and3,3,realized_vol5_r02 <= 0.05 AND boll_width5_r02 >= 0.8 AND boll_width5_r02 >= 1.0,0.9988165680473373,844,1,0.47096002387540276,186211,395386,395386,395386,0.47096002387540276,1.0,False,0.0,0.0,"{""D0-D5"": 772, ""D11-D20"": 23, ""D21-D30"": 5, ""D6-D10"": 44}",decomposition_only,0.9977578475336323,1.0,1.0,0.9905660377358491,1.0,0.5278565441719345,258559,126,439,cf95e4a357872fde
