topk,n_drop,report_path,analysis_path,rows,turnover_mean,cost_mean,excess_return_without_cost.mean,excess_return_without_cost.std,excess_return_without_cost.annualized_return,excess_return_without_cost.information_ratio,excess_return_without_cost.max_drawdown,excess_return_with_cost.mean,excess_return_with_cost.std,excess_return_with_cost.annualized_return,excess_return_with_cost.information_ratio,excess_return_with_cost.max_drawdown,benchmark.mean,benchmark.std,benchmark.annualized_return,benchmark.information_ratio,benchmark.max_drawdown,strategy_return_without_cost.mean,strategy_return_without_cost.std,strategy_return_without_cost.annualized_return,strategy_return_without_cost.information_ratio,strategy_return_without_cost.max_drawdown,strategy_return_with_cost.mean,strategy_return_with_cost.std,strategy_return_with_cost.annualized_return,strategy_return_with_cost.information_ratio,strategy_return_with_cost.max_drawdown,indicator.ffr,indicator.pa,indicator.pos,indicator.deal_amount,indicator.value,indicator.count
20,1,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop001/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop001/port_analysis_1day.pkl,319,0.10833772794941188,0.0001068426305974993,0.002055922264069098,0.011503090928120782,0.4893094988484454,2.757278379393121,-0.12456543678393245,0.001949079633471599,0.011505375186296537,0.4638809527662406,2.613468539697328,-0.126592263497419,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002733295419226492,0.017560698171724613,0.650524309775905,2.4012273073339396,-0.2114791299264106,0.0026264527886289933,0.017560843025977144,0.6250957636937005,2.3073459571591064,-0.21292850009209993,1.0,0.0,0.0,7800.211619124466,163463.48453881018,2.043887147335423
20,3,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop003/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop003/port_analysis_1day.pkl,319,0.3001158585005393,0.0002987380241253995,0.0021555016014134284,0.010178272696409345,0.5130093811363959,3.267102395351558,-0.11187355667121973,0.001856763577288029,0.010177023496968885,0.4419097313945509,2.8146494252391174,-0.12115491359325788,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002832874756570823,0.016186921163407437,0.6742241920638559,2.6999243858227504,-0.19192062765129175,0.002534136732445423,0.01618289964982655,0.6031245423220107,2.4158067006428756,-0.20075647464971857,1.0,0.0,0.0,21859.898093600397,446381.8268766219,6.015673981191223
20,5,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop005/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop005/port_analysis_1day.pkl,319,0.49091907450369615,0.0004896467183272357,0.0020912893196314976,0.009965531721738545,0.49772685807229644,3.237442935539598,-0.08890501735344364,0.001601642601304262,0.009964133672504429,0.38119093911041435,2.4797879498299866,-0.1043790198823484,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002768662474788892,0.015312528168793948,0.6589416689997564,2.789405111559455,-0.16629795684782178,0.002279015756461656,0.015304755681329779,0.5424057500378742,2.297256056688035,-0.1810318065883793,1.0,0.0,0.0,37883.76684564103,718192.7377794553,9.956112852664576
20,10,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop010/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop010/port_analysis_1day.pkl,319,0.9241635596722674,0.0009231771180229511,0.002087085210632885,0.010040958089632231,0.49672628013062664,3.206664359045052,-0.0927307996457375,0.0011639080926099336,0.010040320473130745,0.2770101260411642,1.7883791223802183,-0.11676663948438418,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002764458365790279,0.015168167667937327,0.6579410910580864,2.811676890962407,-0.16659849958645753,0.0018412812477673279,0.015157130530514255,0.438224936968624,1.8740950691465543,-0.19344235909507176,1.0,0.0,0.0,67538.64393412948,1236041.1155230685,19.24137931034483
20,20,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop020/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk020_drop020/port_analysis_1day.pkl,319,1.1308566535155602,0.0011300351791685924,0.0021850627033677484,0.009901326366179769,0.5200449234015241,3.40454443472031,-0.08906497092288851,0.0010550275241991557,0.00990695097647993,0.2510965507593991,1.6429042554037034,-0.1233602981086233,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002862435858525142,0.015101821708103239,0.6812597343289838,2.924118063592668,-0.16820111836697188,0.0017324006793565498,0.015090279958246876,0.41231136168685883,1.7710854977360833,-0.20094989189309015,1.0,0.0,0.0,80235.42683727933,1466898.5330591786,23.84012539184953
30,1,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop001/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop001/port_analysis_1day.pkl,319,0.07043869319553146,6.891807554193975e-05,0.0021452983977104435,0.010452573220327348,0.5105810186550855,3.166306616476576,-0.09457237527343118,0.0020763803221685037,0.010451131764775528,0.4941785166761039,3.065011156864081,-0.09579599551767329,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0028226715528678376,0.01640098569409769,0.6717958295825454,2.6550877265805597,-0.18460163074323463,0.002753753477325898,0.016399795186816286,0.6553933276035637,2.590449395888742,-0.18544315897839375,1.0,0.0,0.0,5254.643495181608,110254.74987783037,2.084639498432602
30,3,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop003/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop003/port_analysis_1day.pkl,319,0.20161243337737908,0.0002001794392601298,0.0021026328401463797,0.009284439882488617,0.5004266159548384,3.4937853002672274,-0.08421831086167966,0.00190245340088625,0.00928325200592666,0.4527839094109275,3.1615668287071577,-0.08996899381194404,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002780005995303774,0.01562502285491948,0.6616414268822982,2.7448179791074163,-0.16288363830810965,0.0025798265560436438,0.015622456817603665,0.6139987203383872,2.54759069860982,-0.16882575662855237,1.0,0.0,0.0,15523.71907982563,309216.7485287691,6.056426332288401
30,5,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop005/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop005/port_analysis_1day.pkl,319,0.33217864012936277,0.00033082018452329796,0.002126369096265947,0.009151755572936689,0.5060758449112954,3.5844515782456057,-0.08441849753992747,0.0017955489117426487,0.009151466258114568,0.4273406409947504,3.026878829087609,-0.09231694575793531,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002803742251423341,0.014997110726965421,0.6672906558387551,2.8841574599334105,-0.1623324800894457,0.0024729220669000435,0.01499238947036561,0.5885554519222104,2.544649978624122,-0.17236401673800733,1.0,0.0,0.0,26729.560541338975,498818.00051980454,10.025078369905955
30,10,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop010/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop010/port_analysis_1day.pkl,319,0.6436637268292175,0.0006424861717394301,0.0018849796420940398,0.00899204707694809,0.44862515481838144,3.233974348042883,-0.09646835904170781,0.0012424934703546095,0.008990987569411156,0.2957134459443971,2.131941071943376,-0.10451094005521322,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0025623527972514337,0.014436009614572285,0.6098399657458412,2.738295049127333,-0.15312052170404578,0.0019198666255120038,0.01442656035289431,0.4569282568718569,2.053036831063589,-0.17062555332062515,1.0,0.0,0.0,50235.26353977634,888388.8665760834,19.884012539184955
30,20,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop020/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk030_drop020/port_analysis_1day.pkl,319,1.022379705416768,0.0010215143375884173,0.001773066923904472,0.008765449671211954,0.42198992788926437,3.120609356274019,-0.09273822577070645,0.0007515525863160544,0.008762044057224859,0.17886951554322095,1.3232515751787906,-0.10447175337594264,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0024504400790618663,0.013996990636517305,0.5832047388167242,2.7008340086189406,-0.15081058983147833,0.0014289257414734488,0.0139769571307069,0.3400843264706808,1.5771954129823964,-0.16504038664532594,1.0,0.0,0.0,75024.0450400539,1265964.5402028423,32.457680250783696
50,1,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop001/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop001/port_analysis_1day.pkl,319,0.04404853921374048,4.250986528215823e-05,0.001603387006470013,0.008164259623241745,0.3816061075398631,3.0297725850537005,-0.09139890695742764,0.0015608771411878548,0.008162371047153467,0.37148875960270944,2.9501280429566785,-0.09239060335389498,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002280760161627407,0.014657940410502739,0.5428209184673228,2.4004637126264345,-0.1687175361913756,0.002238250296345249,0.014657050909624391,0.5327035705301693,2.3558657201664697,-0.1696807826493425,1.0,0.0,0.0,3151.365912016803,62329.92087053299,2.1598746081504703
50,3,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop003/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop003/port_analysis_1day.pkl,319,0.12205938407794635,0.00012061789712387652,0.0016261676389004776,0.007952442728023763,0.38702789805831367,3.1546649654691703,-0.09833722869403558,0.0015055497417766012,0.007950592803737975,0.3583208385428311,2.921353256333258,-0.10177851051545428,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0023035407940578717,0.014498318739877851,0.5482427089857734,2.451132243336913,-0.17745323539480795,0.0021829228969339953,0.01449602394596433,0.5195356494702909,2.3231538783328887,-0.1809832903319221,1.0,0.0,0.0,9205.638514875125,171099.71009321432,6.247648902821316
50,5,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop005/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop005/port_analysis_1day.pkl,319,0.2008139914454277,0.00019941125057062415,0.001862735493779111,0.007907816160300826,0.4433310475194284,3.633984780918871,-0.08266254076478918,0.0016633242432084875,0.007907242313190893,0.39587116988362003,3.2451916382712107,-0.0852133330779688,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0025401086489365053,0.014105050804863219,0.6045458584468882,2.77821669644892,-0.1481845604115537,0.0023406973983658816,0.01410190868213683,0.5570859808110799,2.5606832042379533,-0.15155799089635566,1.0,0.0,0.0,16880.657639662226,294951.1388501836,10.253918495297805
50,10,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop010/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop010/port_analysis_1day.pkl,319,0.3932993682093527,0.0003920289465416419,0.001739324818922473,0.007534823601703518,0.4139593069035486,3.5611976911216305,-0.08439415843502363,0.001347295872380831,0.00753659361999625,0.32065641762663777,2.757886312657361,-0.08902966654282918,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0024166979740798673,0.013445064983932664,0.5751741178310085,2.7729877491439145,-0.14321084124529693,0.0020246690275382254,0.013440725850347519,0.48187122855409764,2.3239126227200453,-0.14900259250909198,1.0,0.0,0.0,32742.304660958333,549363.0225275535,20.294670846394986
50,20,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop020/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk050_drop020/port_analysis_1day.pkl,319,0.7471153735725673,0.0007461245385021748,0.0016115426784028349,0.0070299103043644845,0.3835471574598747,3.5365557291532816,-0.07369751475818842,0.0008654181399006601,0.007037511609394899,0.20596951729635712,1.8971223844449203,-0.08273617726012539,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002288915833560229,0.012713272689462258,0.5447619683873345,2.7775439494109735,-0.13380339179494993,0.0015427912950580543,0.012706324830677298,0.3671843282238169,1.873163577638455,-0.14468445134432578,1.0,0.0,0.0,60278.75352227976,956060.9545518914,39.63949843260188
