topk,n_drop,report_path,analysis_path,rows,turnover_mean,cost_mean,excess_return_without_cost.mean,excess_return_without_cost.std,excess_return_without_cost.annualized_return,excess_return_without_cost.information_ratio,excess_return_without_cost.max_drawdown,excess_return_with_cost.mean,excess_return_with_cost.std,excess_return_with_cost.annualized_return,excess_return_with_cost.information_ratio,excess_return_with_cost.max_drawdown,benchmark.mean,benchmark.std,benchmark.annualized_return,benchmark.information_ratio,benchmark.max_drawdown,strategy_return_without_cost.mean,strategy_return_without_cost.std,strategy_return_without_cost.annualized_return,strategy_return_without_cost.information_ratio,strategy_return_without_cost.max_drawdown,strategy_return_with_cost.mean,strategy_return_with_cost.std,strategy_return_with_cost.annualized_return,strategy_return_with_cost.information_ratio,strategy_return_with_cost.max_drawdown,indicator.ffr,indicator.pa,indicator.pos,indicator.deal_amount,indicator.value,indicator.count
80,1,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop001/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop001/port_analysis_1day.pkl,319,0.03186173573985993,3.0440589171863762e-05,0.0014494218927468424,0.006433553829557102,0.3449624104737485,3.475620549366063,-0.07482345756040379,0.0014189813035749782,0.006432907851625131,0.3377175502508448,3.402967656783862,-0.07541198372370662,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002126795047904236,0.012912335275395525,0.5061772214012081,2.541027263401051,-0.14865831336530344,0.0020963544587323723,0.012913977682102938,0.49893236117830464,2.5043392692605746,-0.14923057963002748,1.0,0.0,0.0,2517.8766966853977,43657.755313907095,2.35423197492163
80,3,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop003/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop003/port_analysis_1day.pkl,319,0.07810336440716742,7.672535668263085e-05,0.0015067097918998879,0.006577539582481501,0.35859693047217334,3.533902953705153,-0.07412105752020338,0.001429984435217257,0.006576538825539507,0.3403362955817072,3.354458323872437,-0.07623350419534614,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002184082947057282,0.013114038738062696,0.5198117413996332,2.56933743335238,-0.15581196767521416,0.002107357590374651,0.01311404582794699,0.5015511065091669,2.479077006869404,-0.15682892402482906,1.0,0.0,0.0,6334.779118690284,107527.25621022747,6.554858934169279
80,5,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop005/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop005/port_analysis_1day.pkl,319,0.12781047593986322,0.00012646169714440773,0.0015428941884502272,0.00659909497161525,0.3672088168511541,3.606951005068526,-0.06924447578033621,0.0014164324913058194,0.006598269661678048,0.33711093293078503,3.3117252428314132,-0.07088274072990702,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0022202673436076212,0.013026025990946157,0.5284236277786138,2.6295522777024702,-0.1436091475913994,0.0020938056464632135,0.013024660447175561,0.4983257438582448,2.480038570071618,-0.1470489748676779,1.0,0.0,0.0,11141.3927570606,178125.08228875807,10.589341692789969
80,10,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop010/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop010/port_analysis_1day.pkl,319,0.24923557888484058,0.00024801686851703264,0.0015627086816742781,0.006384489244656264,0.3719246662384782,3.776072670785073,-0.06749647030201117,0.0013146918131572455,0.006385977282776454,0.31289665153142443,3.1760334499889145,-0.07044425368931068,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002240081836831672,0.012441315880409242,0.533139477165938,2.7777045257390216,-0.12033709481015198,0.00199206496831464,0.012439112113513688,0.4741114624588843,2.4706008961101142,-0.12405961519184583,1.0,0.0,0.0,22031.05293819509,343180.1720263532,21.0
80,20,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop020/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk080_drop020/port_analysis_1day.pkl,319,0.4819225202941053,0.00048102906240602263,0.00134799208787237,0.005857338278568176,0.32082211691362406,3.550385531636637,-0.05865356856560905,0.0008669630254663473,0.0058626265099913895,0.20633720006099066,2.2813757819796447,-0.07289656473462003,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002025365243029764,0.011677839868802888,0.4820369278410839,2.675650077639462,-0.12481474037695828,0.0015443361806237415,0.01167303141208079,0.3675520109884505,2.0410172277548115,-0.13199493297645426,1.0,0.0,0.0,42424.564250608055,623604.8119557219,41.60501567398119
100,1,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop001/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop001/port_analysis_1day.pkl,319,0.026453532914899457,2.5427019087202253e-05,0.0014952829835339011,0.006149150166097788,0.35587735008106847,3.751429339329575,-0.07765932648200191,0.0014698559644466987,0.006148362174484471,0.34982571953831426,3.688109573962495,-0.07804766987421147,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0021726561386912952,0.012583213940837546,0.5170921610085283,2.6637158500307074,-0.1444977101566235,0.002147229119604093,0.012583783707589308,0.5110405304657741,2.6324226673906153,-0.1448860535488331,1.0,0.0,0.0,2091.820902406399,37214.988139278634,2.5329153605015673
100,3,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop003/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop003/port_analysis_1day.pkl,319,0.0645957586105711,6.360219754295166e-05,0.0014289795566852636,0.005818002308482612,0.34009713449109275,3.7891395922124254,-0.07078379630800608,0.0013653773591423121,0.005817212515619482,0.3249598114758703,3.6209809979932825,-0.07175109204276969,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002106352711842658,0.012357686121428756,0.5013119454185526,2.6295559418522862,-0.13762217998262738,0.0020427505142997064,0.012357452256976651,0.48617462240333015,2.550203666459543,-0.13858947571739133,1.0,0.0,0.0,5626.34727830068,89123.69993321072,6.971786833855799
100,5,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop005/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop005/port_analysis_1day.pkl,319,0.10308610028710707,0.00010220054831500312,0.0013476037933004667,0.005808246526850052,0.32072970280551105,3.579362319613169,-0.07113043028970012,0.0012454032449854637,0.005807670678034283,0.29640597230654037,3.308236048212529,-0.07248657705829387,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.002024976948457861,0.012145385460291548,0.48194451373297087,2.572155732468205,-0.13721142991951485,0.0019227764001428576,0.012144634592200448,0.45762078323400013,2.442490084120275,-0.13865855275898287,1.0,0.0,0.0,9412.845123214107,140893.70522055693,11.316614420062695
100,10,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop010/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop010/port_analysis_1day.pkl,319,0.19958392630504565,0.0001991690675204169,0.0013653810175043113,0.0055727115887426815,0.3249606821660261,3.7798605011890527,-0.056485035530194405,0.0011662119499838944,0.00557409163755555,0.27755844409616687,3.227690333511989,-0.05881421463807618,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0020427541726617056,0.011544984121340005,0.48617549309348596,2.7296769022011382,-0.11371533088896169,0.0018435851051412885,0.011543636359680106,0.4387732550236267,2.4638203148431455,-0.11663688005117784,1.0,0.0,0.0,18346.721774811762,267608.2750057426,22.16614420062696
100,20,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop020/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk100_drop020/port_analysis_1day.pkl,319,0.38708343054899186,0.00038781520190140034,0.001164052057281234,0.005187056629600523,0.2770443896329337,3.462102262861444,-0.05270284482051696,0.0007762368553798336,0.005192591944177183,0.1847443715804004,2.3062083608939554,-0.06437639075270019,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0018414252124386286,0.010909695753400818,0.4382592005603936,2.603933712777342,-0.11194147211870753,0.001453610010537228,0.010906652387489845,0.34595918250786023,2.0561032141803612,-0.1177304733300853,1.0,0.0,0.0,36041.00393378319,493558.6878323833,43.26332288401254
150,1,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop001/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop001/port_analysis_1day.pkl,319,0.0178444958846585,1.8081048899070165e-05,0.0009956326430521276,0.004500385135040355,0.23696056904640636,3.4130128551662953,-0.04373361976206391,0.0009775515941530574,0.004495550125927099,0.23265727940842765,3.3546353749744546,-0.04392655844546817,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0016730057982095217,0.011370060750340132,0.39817537997386615,2.269985795090294,-0.11906982383331584,0.0016549247493104517,0.011369828327918273,0.3938720903358875,2.2454987726779683,-0.11926548141237804,1.0,0.0,0.0,1328.8747112954534,22379.607488050977,2.799373040752351
150,3,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop003/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop003/port_analysis_1day.pkl,319,0.04547959807929851,4.681331893786099e-05,0.0011333003360624481,0.004478799087204878,0.26972547998286267,3.903659375149565,-0.05270094764485561,0.0010864870171245873,0.0044757380846805975,0.2585839100756518,3.744970107509699,-0.053393397525411335,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0018106734912198422,0.010949113696465835,0.43094029091032243,2.551230254252348,-0.11941062612995029,0.0017638601722819813,0.01094860178678931,0.41979872100311155,2.485386713260408,-0.12012901180545121,1.0,0.0,0.0,4280.23434808159,59841.87140943183,7.827586206896552
150,5,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop005/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop005/port_analysis_1day.pkl,319,0.07046395618248931,7.354407726418523e-05,0.0010061260796016666,0.004546631540214862,0.23945800694519664,3.4139025861972825,-0.048346771353735774,0.0009325820023374811,0.004544090098307992,0.22195451655632048,3.1661287733841066,-0.050413553338605976,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.001683499234759061,0.010736133168516961,0.4006728178726565,2.4190982767687697,-0.1111405059195094,0.0016099551574948754,0.010735159499759431,0.38316932748378035,2.3136291997480893,-0.11207299319355225,1.0,0.0,0.0,6694.499011346253,90681.11229705918,12.843260188087774
150,10,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop010/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop010/port_analysis_1day.pkl,319,0.13440631190297653,0.00014139839129040008,0.0010846970788373333,0.004455063262748246,0.2581579047632853,3.756151265711955,-0.04705602920511548,0.0009432986875469333,0.004453963878853811,0.22450508763617014,3.2673150865251306,-0.05110189012485211,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0017620702339947276,0.01028524721225207,0.4193727156907452,2.6429987559569996,-0.09823937724328197,0.0016206718427043275,0.010283946776259552,0.3857198985636299,2.431217118648357,-0.10021793700608717,1.0,0.0,0.0,13492.87322386314,174485.60664630178,24.661442006269592
150,20,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop020/report_normal_1day.pkl,Explore2/outputs/backtests/alpha360_grid_expanded_low_lr_deep/topk150_drop020/port_analysis_1day.pkl,319,0.2591420997395545,0.00027715586267535234,0.0009620744482173454,0.004307334978106942,0.22897371867572822,3.445787657462934,-0.03426419722567253,0.0006849185855419933,0.004310596601737308,0.1630106233589944,2.4512637762780582,-0.042279212973178965,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0016394476033747398,0.00968468076369126,0.39018852960318806,2.611564221345906,-0.08790099913447919,0.0013622917406993875,0.009682134757113256,0.32422543428645423,2.170638387576605,-0.09180604661461389,1.0,0.0,0.0,26541.933762373796,321058.03431656084,47.63322884012539
