code,name,instrument,exchange,base_date,price_date,close,shares_date,total_shares,shares_source,market_cap,included,reason
600815,厦工股份,SH600815,SH,2025-12-31,2025-12-31,3.45,2019-12-23,1774094480.0,stock_zh_a_gbjg_em,6120625956.0,False,below_threshold
600816,建元信托,SH600816,SH,2025-12-31,2025-12-31,2.83,2024-04-11,9844448254.0,stock_zh_a_gbjg_em,27859788558.82,False,below_threshold
600817,宇通重工,SH600817,SH,2025-12-31,2025-12-31,11.37,2025-09-18,533304346.0,stock_zh_a_gbjg_em,6063670414.0199995,False,below_threshold
600819,耀皮玻璃,SH600819,SH,2025-12-31,2025-12-31,8.08,2017-01-10,934916069.0,stock_zh_a_gbjg_em,7554121837.52,False,below_threshold
600820,隧道股份,SH600820,SH,2025-12-31,2025-12-31,6.49,2015-06-26,3144096094.0,stock_zh_a_gbjg_em,20405183650.06,False,below_threshold
600821,金开新能,SH600821,SH,2025-12-31,2025-12-31,5.1,2023-08-28,1997263453.0,stock_zh_a_gbjg_em,10186043610.3,False,below_threshold
600822,上海物贸,SH600822,SH,2025-12-31,2025-12-31,10.71,2012-11-12,495972914.0,stock_zh_a_gbjg_em,5311869908.940001,False,below_threshold
600824,益民集团,SH600824,SH,2025-12-31,2025-12-31,4.53,2015-05-29,1054027073.0,stock_zh_a_gbjg_em,4774742640.690001,False,below_threshold
600825,新华传媒,SH600825,SH,2025-12-31,2025-12-31,6.18,2011-01-24,1044887850.0,stock_zh_a_gbjg_em,6457406913.0,False,below_threshold
600826,兰生股份,SH600826,SH,2025-12-31,2025-12-31,10.54,2024-06-28,735533549.0,stock_zh_a_gbjg_em,7752523606.459999,False,below_threshold
600827,百联股份,SH600827,SH,2025-12-31,2025-12-31,8.99,2019-06-14,1784168117.0,stock_zh_a_gbjg_em,16039671371.83,False,below_threshold
600828,茂业商业,SH600828,SH,2025-12-31,2025-12-31,5.84,2020-08-14,1731982546.0,stock_zh_a_gbjg_em,10114778068.64,False,below_threshold
600829,人民同泰,SH600829,SH,2025-12-31,2025-12-31,10.81,2011-06-14,579888597.0,stock_zh_a_gbjg_em,6268595733.570001,False,below_threshold
600830,香溢融通,SH600830,SH,2025-12-31,2025-12-31,9.57,2011-02-14,454322747.0,stock_zh_a_gbjg_em,4347868688.79,False,below_threshold
600831,广电网络,SH600831,SH,2025-12-31,2025-12-31,4.2,2024-06-26,710946992.0,stock_zh_a_gbjg_em,2985977366.4,False,below_threshold
600833,第一医药,SH600833,SH,2025-12-31,2025-12-31,12.93,2011-07-15,223086347.0,stock_zh_a_gbjg_em,2884506466.71,False,below_threshold
600834,申通地铁,SH600834,SH,2025-12-31,2025-12-31,8.48,2008-11-19,477381905.0,stock_zh_a_gbjg_em,4048198554.4,False,below_threshold
600835,上海机电,SH600835,SH,2025-12-31,2025-12-31,30.01,2009-08-17,1022739308.0,stock_zh_a_gbjg_em,30692406633.08,False,below_threshold
600838,上海九百,SH600838,SH,2025-12-31,2025-12-31,10.82,2009-03-25,400881981.0,stock_zh_a_gbjg_em,4337543034.42,False,below_threshold
600839,四川长虹,SH600839,SH,2025-12-31,2025-12-31,9.1,2020-11-25,4616244222.0,stock_zh_a_gbjg_em,42007822420.2,False,below_threshold
600841,动力新科,SH600841,SH,2025-12-31,2025-12-31,6.09,2025-03-07,1387821784.0,stock_zh_a_gbjg_em,8451834664.559999,False,below_threshold
600843,上工申贝,SH600843,SH,2025-12-31,2025-12-31,12.54,2022-03-08,713166480.0,stock_zh_a_gbjg_em,8943107659.199999,False,below_threshold
600844,金煤科技,SH600844,SH,2025-12-31,2025-12-31,2.88,2017-09-01,1016524240.0,stock_zh_a_gbjg_em,2927589811.2,False,below_threshold
600845,宝信软件,SH600845,SH,2025-12-31,2025-12-31,20.71,2025-12-29,2870778802.0,stock_zh_a_gbjg_em,59453828989.420006,True,
600846,同济科技,SH600846,SH,2025-12-31,2025-12-31,13.15,2012-05-22,624761516.0,stock_zh_a_gbjg_em,8215613935.400001,False,below_threshold
600847,万里股份,SH600847,SH,2025-12-31,2025-12-31,11.62,2016-10-10,153287400.0,stock_zh_a_gbjg_em,1781199587.9999998,False,below_threshold
600848,上海临港,SH600848,SH,2025-12-31,2025-12-31,11.7,2022-12-02,2522487004.0,stock_zh_a_gbjg_em,29513097946.8,False,below_threshold
600850,电科数字,SH600850,SH,2025-12-31,2025-12-31,29.64,2025-09-30,680198741.0,stock_zh_a_gbjg_em,20161090683.24,False,below_threshold
600851,海欣股份,SH600851,SH,2025-12-31,2025-12-31,6.83,2009-02-09,1207056692.0,stock_zh_a_gbjg_em,8244197206.36,False,below_threshold
600853,龙建股份,SH600853,SH,2025-12-31,2025-12-31,4.33,2025-12-23,1014031746.0,stock_zh_a_gbjg_em,4390757460.18,False,below_threshold
600854,春兰股份,SH600854,SH,2025-12-31,2025-12-31,4.99,2009-12-10,519458538.0,stock_zh_a_gbjg_em,2592098104.62,False,below_threshold
600855,航天长峰,SH600855,SH,2025-12-31,2025-12-31,21.04,2024-08-07,468542728.0,stock_zh_a_gbjg_em,9858138997.119999,False,below_threshold
600857,宁波中百,SH600857,SH,2025-12-31,2025-12-31,13.71,2009-08-11,224319919.0,stock_zh_a_gbjg_em,3075426089.4900002,False,below_threshold
600858,银座股份,SH600858,SH,2025-12-31,2025-12-31,6.25,2013-03-04,520066589.0,stock_zh_a_gbjg_em,3250416181.25,False,below_threshold
600859,王府井,SH600859,SH,2025-12-31,2025-12-31,15.53,2025-05-16,1123931424.0,stock_zh_a_gbjg_em,17454655014.719997,False,below_threshold
600860,京城股份,SH600860,SH,2025-12-31,2025-12-31,12.54,2025-11-14,547485988.0,stock_zh_a_gbjg_em,6865474289.5199995,False,below_threshold
600861,北京人力,SH600861,SH,2025-12-31,2025-12-31,18.34,2024-08-22,566112718.0,stock_zh_a_gbjg_em,10382507248.12,False,below_threshold
600862,中航高科,SH600862,SH,2025-12-31,2025-12-31,23.63,2018-12-17,1393049107.0,stock_zh_a_gbjg_em,32917750398.41,False,below_threshold
600863,华能蒙电,SH600863,SH,2025-12-31,2025-12-31,4.48,2021-11-04,6526887811.0,stock_zh_a_gbjg_em,29240457393.280003,False,below_threshold
600864,哈投股份,SH600864,SH,2025-12-31,2025-12-31,6.63,2019-08-06,2080570520.0,stock_zh_a_gbjg_em,13794182547.6,False,below_threshold
600865,百大集团,SH600865,SH,2025-12-31,2025-12-31,16.4,2011-06-16,376240316.0,stock_zh_a_gbjg_em,6170341182.4,False,below_threshold
600866,星湖科技,SH600866,SH,2025-12-31,2025-12-31,6.95,2025-07-29,1661472616.0,stock_zh_a_gbjg_em,11547234681.2,False,below_threshold
600867,通化东宝,SH600867,SH,2025-12-31,2025-12-31,8.17,2025-01-03,1958542829.0,stock_zh_a_gbjg_em,16001294912.93,False,below_threshold
600868,梅雁吉祥,SH600868,SH,2025-12-31,2025-12-31,3.34,2009-09-02,1898148679.0,stock_zh_a_gbjg_em,6339816587.86,False,below_threshold
600869,远东股份,SH600869,SH,2025-12-31,2025-12-31,8.05,2019-01-14,2219352746.0,stock_zh_a_gbjg_em,17865789605.300003,False,below_threshold
600871,石化油服,SH600871,SH,2025-12-31,2025-12-31,2.16,2025-06-06,18957045833.0,stock_zh_a_gbjg_em,40947218999.28001,False,below_threshold
600872,中炬高新,SH600872,SH,2025-12-31,2025-12-31,17.55,2025-11-10,778509228.0,stock_zh_a_gbjg_em,13662836951.4,False,below_threshold
600873,梅花生物,SH600873,SH,2025-12-31,2025-12-31,10.13,2025-09-04,2804241650.0,stock_zh_a_gbjg_em,28406967914.500004,False,below_threshold
600874,创业环保,SH600874,SH,2025-12-31,2025-12-31,5.94,2023-03-28,1570418085.0,stock_zh_a_gbjg_em,9328283424.900002,False,below_threshold
600875,东方电气,SH600875,SH,2025-12-31,2025-12-31,24.28,2025-10-15,3458360326.0,stock_zh_a_gbjg_em,83968988715.28,True,
600876,凯盛新能,SH600876,SH,2025-12-31,2025-12-31,9.86,2024-08-20,645674963.0,stock_zh_a_gbjg_em,6366355135.179999,False,below_threshold
600877,电科芯片,SH600877,SH,2025-12-31,2025-12-31,17.55,2024-12-25,1184059492.0,stock_zh_a_gbjg_em,20780244084.600002,False,below_threshold
600879,航天电子,SH600879,SH,2025-12-31,2025-12-31,21.32,2025-02-11,3299299334.0,stock_zh_a_gbjg_em,70341061800.88,True,
600880,博瑞传播,SH600880,SH,2025-12-31,2025-12-31,4.94,2019-01-15,1093332092.0,stock_zh_a_gbjg_em,5401060534.4800005,False,below_threshold
600881,亚泰集团,SH600881,SH,2025-12-31,2025-12-31,1.86,2025-04-29,3232150988.0,stock_zh_a_gbjg_em,6011800837.68,False,below_threshold
600882,妙可蓝多,SH600882,SH,2025-12-31,2025-12-31,25.14,2025-09-23,510053647.0,stock_zh_a_gbjg_em,12822748685.58,False,below_threshold
600883,博闻科技,SH600883,SH,2025-12-31,2025-12-31,8.06,2009-07-07,236088000.0,stock_zh_a_gbjg_em,1902869280.0,False,below_threshold
600884,杉杉股份,SH600884,SH,2025-12-31,2025-12-31,13.51,2025-11-27,2249412863.0,stock_zh_a_gbjg_em,30389567779.13,False,below_threshold
600885,宏发股份,SH600885,SH,2025-12-31,2025-12-31,30.4,2025-12-11,1547594313.0,stock_zh_a_gbjg_em,47046867115.2,False,below_threshold
600886,国投电力,SH600886,SH,2025-12-31,2025-12-31,13.12,2025-03-04,8004494262.0,stock_zh_a_gbjg_em,105018964717.43999,True,
600887,伊利股份,SH600887,SH,2025-12-31,2025-12-31,28.6,2025-05-20,6325360667.0,stock_zh_a_gbjg_em,180905315076.2,True,
600888,新疆众和,SH600888,SH,2025-12-31,2025-12-31,8.19,2025-12-31,1403713211.0,stock_zh_a_gbjg_em,11496411198.09,False,below_threshold
600893,航发动力,SH600893,SH,2025-12-31,2025-12-31,40.03,2023-09-25,2665594238.0,stock_zh_a_gbjg_em,106703737347.14,True,
600894,广日股份,SH600894,SH,2025-12-31,2025-12-31,9.25,2025-08-01,851678362.0,stock_zh_a_gbjg_em,7878024848.5,False,below_threshold
600895,张江高科,SH600895,SH,2025-12-31,2025-12-31,43.9,2008-10-24,1548689550.0,stock_zh_a_gbjg_em,67987471245.0,True,
600897,厦门空港,SH600897,SH,2025-12-31,2025-12-31,17.2,2023-07-14,416934000.0,stock_zh_a_gbjg_em,7171264800.0,False,below_threshold
600900,长江电力,SH600900,SH,2025-12-31,2025-12-31,27.19,2024-02-20,24468217716.0,stock_zh_a_gbjg_em,665290839698.04,True,
600901,江苏金租,SH600901,SH,2025-12-31,2025-12-31,6.12,2025-11-26,5791866431.0,stock_zh_a_gbjg_em,35446222557.72,False,below_threshold
600903,贵州燃气,SH600903,SH,2025-12-31,2025-12-31,6.61,2025-09-30,1150009408.0,stock_zh_a_gbjg_em,7601562186.88,False,below_threshold
600905,三峡能源,SH600905,SH,2025-12-31,2025-12-31,4.09,2025-07-14,28587650142.0,stock_zh_a_gbjg_em,116923489080.78,True,
600906,财达证券,SH600906,SH,2025-12-31,2025-12-31,6.67,2024-05-07,3245000000.0,stock_zh_a_gbjg_em,21644150000.0,False,below_threshold
600908,无锡银行,SH600908,SH,2025-12-31,2025-12-31,5.93,2024-09-23,2194681695.0,stock_zh_a_gbjg_em,13014462451.349998,False,below_threshold
600909,华安证券,SH600909,SH,2025-12-31,2025-12-31,6.78,2025-12-31,4678417025.0,stock_zh_a_gbjg_em,31719667429.5,False,below_threshold
600916,中国黄金,SH600916,SH,2025-12-31,2025-12-31,8.15,2024-02-05,1680000000.0,stock_zh_a_gbjg_em,13692000000.0,False,below_threshold
600917,重庆燃气,SH600917,SH,2025-12-31,2025-12-31,5.49,2025-04-16,1561039760.0,stock_zh_a_gbjg_em,8570108282.400001,False,below_threshold
600918,中泰证券,SH600918,SH,2025-12-31,2025-12-31,6.5,2025-12-31,7918340996.0,stock_zh_a_gbjg_em,51469216474.0,True,
600919,江苏银行,SH600919,SH,2025-12-31,2025-12-31,10.4,2024-08-02,18351324463.0,stock_zh_a_gbjg_em,190853774415.2,True,
600925,苏能股份,SH600925,SH,2025-12-31,2025-12-31,4.54,2024-03-29,6888888889.0,stock_zh_a_gbjg_em,31275555556.06,False,below_threshold
600926,杭州银行,SH600926,SH,2025-12-31,2025-12-31,15.28,2025-07-04,7249002548.0,stock_zh_a_gbjg_em,110764758933.44,True,
600927,永安期货,SH600927,SH,2025-12-31,2025-12-31,16.07,2024-12-23,1455555556.0,stock_zh_a_gbjg_em,23390777784.920002,False,below_threshold
600928,西安银行,SH600928,SH,2025-12-31,2025-12-31,3.7,2025-03-03,4444444445.0,stock_zh_a_gbjg_em,16444444446.5,False,below_threshold
600929,雪天盐业,SH600929,SH,2025-12-31,2025-12-31,5.65,2025-10-27,1640113256.0,stock_zh_a_gbjg_em,9266639896.400002,False,below_threshold
600930,华电新能,SH600930,SH,2025-12-31,2025-12-31,6.29,2025-08-14,41714285714.0,stock_zh_a_gbjg_em,262382857141.06,True,
600933,爱柯迪,SH600933,SH,2025-12-31,2025-12-31,20.1,2025-12-12,1030132570.0,stock_zh_a_gbjg_em,20705664657.0,False,below_threshold
600935,华塑股份,SH600935,SH,2025-12-31,2025-12-31,2.45,2025-06-30,3594738056.0,stock_zh_a_gbjg_em,8807108237.2,False,below_threshold
600936,北投科技,SH600936,SH,2025-12-31,2025-12-31,4.22,2019-08-23,1671026239.0,stock_zh_a_gbjg_em,7051730728.58,False,below_threshold
600938,中国海油,SH600938,SH,2025-12-31,2025-12-31,30.18,2025-04-21,47529953984.0,stock_zh_a_gbjg_em,1434454011237.1199,True,
600939,重庆建工,SH600939,SH,2025-12-31,2025-12-31,3.17,2025-12-19,1902474944.0,stock_zh_a_gbjg_em,6030845572.48,False,below_threshold
600941,中国移动,SH600941,SH,2025-12-31,2025-12-31,101.05,2025-12-31,21644606612.0,stock_zh_a_gbjg_em,2187187498142.5999,True,
600955,维远股份,SH600955,SH,2025-12-31,2025-12-31,16.2,2024-09-23,550000000.0,stock_zh_a_gbjg_em,8910000000.0,False,below_threshold
600956,新天绿能,SH600956,SH,2025-12-31,2025-12-31,7.25,2025-11-07,4512693073.0,stock_zh_a_gbjg_em,32717024779.25,False,below_threshold
600958,东方证券,SH600958,SH,2025-12-31,2025-12-31,10.9,2022-05-31,8496645292.0,stock_zh_a_gbjg_em,92613433682.8,True,
600959,江苏有线,SH600959,SH,2025-12-31,2025-12-31,3.44,2021-12-13,5000717686.0,stock_zh_a_gbjg_em,17202468839.84,False,below_threshold
600960,渤海汽车,SH600960,SH,2025-12-31,2025-12-31,5.58,2020-06-15,950515518.0,stock_zh_a_gbjg_em,5303876590.440001,False,below_threshold
600961,株冶集团,SH600961,SH,2025-12-31,2025-12-31,16.1,2024-03-08,1072872703.0,stock_zh_a_gbjg_em,17273250518.300003,False,below_threshold
600962,国投中鲁,SH600962,SH,2025-12-31,2025-12-31,21.93,2022-09-07,262210000.0,stock_zh_a_gbjg_em,5750265300.0,False,below_threshold
600963,岳阳林纸,SH600963,SH,2025-12-31,2025-12-31,4.67,2025-05-12,1757567854.0,stock_zh_a_gbjg_em,8207841878.18,False,below_threshold
600965,福成股份,SH600965,SH,2025-12-31,2025-12-31,5.95,2018-07-23,818700955.0,stock_zh_a_gbjg_em,4871270682.25,False,below_threshold
600966,博汇纸业,SH600966,SH,2025-12-31,2025-12-31,6.83,2015-05-14,1336844288.0,stock_zh_a_gbjg_em,9130646487.04,False,below_threshold
600967,内蒙一机,SH600967,SH,2025-12-31,2025-12-31,16.8,2025-07-18,1701794667.0,stock_zh_a_gbjg_em,28590150405.600002,False,below_threshold
600968,海油发展,SH600968,SH,2025-12-31,2025-12-31,3.84,2022-06-27,10165104199.0,stock_zh_a_gbjg_em,39034000124.159996,False,below_threshold
600969,郴电国际,SH600969,SH,2025-12-31,2025-12-31,10.23,2018-05-29,370050484.0,stock_zh_a_gbjg_em,3785616451.32,False,below_threshold
600970,中材国际,SH600970,SH,2025-12-31,2025-12-31,10.39,2025-09-29,2621819524.0,stock_zh_a_gbjg_em,27240704854.36,False,below_threshold
600971,恒源煤电,SH600971,SH,2025-12-31,2025-12-31,6.24,2019-05-28,1200004884.0,stock_zh_a_gbjg_em,7488030476.16,False,below_threshold
600973,宝胜股份,SH600973,SH,2025-12-31,2025-12-31,7.3,2023-02-23,1371366248.0,stock_zh_a_gbjg_em,10010973610.4,False,below_threshold
600975,新五丰,SH600975,SH,2025-12-31,2025-12-31,5.89,2025-10-14,1249661740.0,stock_zh_a_gbjg_em,7360507648.599999,False,below_threshold
600976,健民集团,SH600976,SH,2025-12-31,2025-12-31,33.57,2024-09-23,153398600.0,stock_zh_a_gbjg_em,5149591002.0,False,below_threshold
600977,中国电影,SH600977,SH,2025-12-31,2025-12-31,15.72,2019-08-09,1867000000.0,stock_zh_a_gbjg_em,29349240000.0,False,below_threshold
600979,广安爱众,SH600979,SH,2025-12-31,2025-12-31,4.39,2024-03-20,1261656994.0,stock_zh_a_gbjg_em,5538674203.66,False,below_threshold
600980,北矿科技,SH600980,SH,2025-12-31,2025-12-31,22.98,2025-08-11,189263526.0,stock_zh_a_gbjg_em,4349275827.4800005,False,below_threshold
600981,苏豪汇鸿,SH600981,SH,2025-12-31,2025-12-31,3.14,2020-11-17,2242433192.0,stock_zh_a_gbjg_em,7041240222.88,False,below_threshold
600982,宁波能源,SH600982,SH,2025-12-31,2025-12-31,4.34,2024-04-12,1117627485.0,stock_zh_a_gbjg_em,4850503284.9,False,below_threshold
600983,惠而浦,SH600983,SH,2025-12-31,2025-12-31,9.56,2021-02-09,766439000.0,stock_zh_a_gbjg_em,7327156840.0,False,below_threshold
600984,建设机械,SH600984,SH,2025-12-31,2025-12-31,4.09,2023-04-28,1257043925.0,stock_zh_a_gbjg_em,5141309653.25,False,below_threshold
600985,淮北矿业,SH600985,SH,2025-12-31,2025-12-31,11.11,2024-04-02,2693258709.0,stock_zh_a_gbjg_em,29922104256.989998,False,below_threshold
600986,浙文互联,SH600986,SH,2025-12-31,2025-12-31,7.82,2025-02-24,1487374062.0,stock_zh_a_gbjg_em,11631265164.84,False,below_threshold
600987,航民股份,SH600987,SH,2025-12-31,2025-12-31,6.89,2024-11-04,1020818873.0,stock_zh_a_gbjg_em,7033442034.969999,False,below_threshold
600988,赤峰黄金,SH600988,SH,2025-12-31,2025-12-31,31.24,2025-09-10,1900411178.0,stock_zh_a_gbjg_em,59368845200.71999,True,
600989,宝丰能源,SH600989,SH,2025-12-31,2025-12-31,19.63,2023-01-12,7333360000.0,stock_zh_a_gbjg_em,143953856800.0,True,
600990,四创电子,SH600990,SH,2025-12-31,2025-12-31,31.65,2025-07-28,271075062.0,stock_zh_a_gbjg_em,8579525712.299999,False,below_threshold
600992,贵绳股份,SH600992,SH,2025-12-31,2025-12-31,13.57,2014-12-16,245090000.0,stock_zh_a_gbjg_em,3325871300.0,False,below_threshold
600993,马应龙,SH600993,SH,2025-12-31,2025-12-31,28.0,2019-06-30,431053891.0,stock_zh_a_gbjg_em,12069508948.0,False,below_threshold
600995,南网储能,SH600995,SH,2025-12-31,2025-12-31,12.57,2025-09-08,3196005805.0,stock_zh_a_gbjg_em,40173792968.85,False,below_threshold
600996,贵广网络,SH600996,SH,2025-12-31,2025-12-31,10.04,2025-03-04,1246799854.0,stock_zh_a_gbjg_em,12517870534.16,False,below_threshold
600997,开滦股份,SH600997,SH,2025-12-31,2025-12-31,5.75,2020-02-10,1587799851.0,stock_zh_a_gbjg_em,9129849143.25,False,below_threshold
600998,九州通,SH600998,SH,2025-12-31,2025-12-31,5.12,2024-06-07,5042470234.0,stock_zh_a_gbjg_em,25817447598.08,False,below_threshold
600999,招商证券,SH600999,SH,2025-12-31,2025-12-31,16.64,2020-08-20,8696526806.0,stock_zh_a_gbjg_em,144710206051.84,True,
601000,唐山港,SH601000,SH,2025-12-31,2025-12-31,3.84,2019-12-17,5925928614.0,stock_zh_a_gbjg_em,22755565877.76,False,below_threshold
601001,晋控煤业,SH601001,SH,2025-12-31,2025-12-31,13.15,2010-07-26,1673700000.0,stock_zh_a_gbjg_em,22009155000.0,False,below_threshold
601002,晋亿实业,SH601002,SH,2025-12-31,2025-12-31,5.14,2024-08-09,954440720.0,stock_zh_a_gbjg_em,4905825300.799999,False,below_threshold
601003,柳钢股份,SH601003,SH,2025-12-31,2025-12-31,5.03,2010-03-03,2562793200.0,stock_zh_a_gbjg_em,12890849796.0,False,below_threshold
601005,重庆钢铁,SH601005,SH,2025-12-31,2025-12-31,1.46,2025-02-18,8851763767.0,stock_zh_a_gbjg_em,12923575099.82,False,below_threshold
601006,大秦铁路,SH601006,SH,2025-12-31,2025-12-31,5.16,2025-02-10,20147177716.0,stock_zh_a_gbjg_em,103959437014.56,True,
601007,金陵饭店,SH601007,SH,2025-12-31,2025-12-31,7.81,2021-07-19,390000000.0,stock_zh_a_gbjg_em,3045900000.0,False,below_threshold
601008,连云港,SH601008,SH,2025-12-31,2025-12-31,5.32,2022-12-26,1240638006.0,stock_zh_a_gbjg_em,6600194191.92,False,below_threshold
601009,南京银行,SH601009,SH,2025-12-31,2025-12-31,11.43,2025-07-17,12363567245.0,stock_zh_a_gbjg_em,141315573610.35,True,
601011,宝泰隆,SH601011,SH,2025-12-31,2025-12-31,3.4,2022-09-09,1915664539.0,stock_zh_a_gbjg_em,6513259432.599999,False,below_threshold
601012,隆基绿能,SH601012,SH,2025-12-31,2025-12-31,18.2,2025-12-31,7578064239.0,stock_zh_a_gbjg_em,137920769149.8,True,
601015,陕西黑猫,SH601015,SH,2025-12-31,2025-12-31,3.62,2021-07-08,2042497639.0,stock_zh_a_gbjg_em,7393841453.18,False,below_threshold
601016,节能风电,SH601016,SH,2025-12-31,2025-12-31,2.95,2025-12-31,6440380390.0,stock_zh_a_gbjg_em,18999122150.5,False,below_threshold
601018,宁波港,SH601018,SH,2025-12-31,2025-12-31,3.63,2025-09-29,19454388399.0,stock_zh_a_gbjg_em,70619429888.37,True,
601019,山东出版,SH601019,SH,2025-12-31,2025-12-31,8.64,2020-11-23,2086900000.0,stock_zh_a_gbjg_em,18030816000.0,False,below_threshold
601020,华钰矿业,SH601020,SH,2025-12-31,2025-12-31,26.86,2024-06-12,819964698.0,stock_zh_a_gbjg_em,22024251788.28,False,below_threshold
601021,春秋航空,SH601021,SH,2025-12-31,2025-12-31,59.5,2025-01-27,978333423.0,stock_zh_a_gbjg_em,58210838668.5,True,
601022,宁波远洋,SH601022,SH,2025-12-31,2025-12-31,9.17,2025-12-09,1308633334.0,stock_zh_a_gbjg_em,12000167672.78,False,below_threshold
601026,道生天合,SH601026,SH,2025-12-31,2025-12-31,20.01,2025-09-29,659400000.0,stock_zh_a_gbjg_em,13194594000.000002,False,below_threshold
601033,永兴股份,SH601033,SH,2025-12-31,2025-12-31,15.13,2025-01-27,900000000.0,stock_zh_a_gbjg_em,13617000000.0,False,below_threshold
601038,一拖股份,SH601038,SH,2025-12-31,2025-12-31,14.17,2024-02-23,1123645275.0,stock_zh_a_gbjg_em,15922053546.75,False,below_threshold
601058,赛轮轮胎,SH601058,SH,2025-12-31,2025-12-31,16.18,2024-02-22,3288100259.0,stock_zh_a_gbjg_em,53201462190.62,True,
601059,信达证券,SH601059,SH,2025-12-31,2025-12-31,17.71,2024-02-01,3243000000.0,stock_zh_a_gbjg_em,57433530000.0,True,
601061,中信金属,SH601061,SH,2025-12-31,2025-12-31,14.4,2023-12-31,4900000000.0,stock_zh_a_gbjg_em,70560000000.0,True,
601065,江盐集团,SH601065,SH,2025-12-31,2025-12-31,8.3,2024-04-11,642776079.0,stock_zh_a_gbjg_em,5335041455.700001,False,below_threshold
601066,中信建投,SH601066,SH,2025-12-31,2025-12-31,26.77,2024-12-02,7756694797.0,stock_zh_a_gbjg_em,207646719715.69,True,
601068,中铝国际,SH601068,SH,2025-12-31,2025-12-31,5.29,2025-06-13,2987836267.0,stock_zh_a_gbjg_em,15805653852.43,False,below_threshold
601069,西部黄金,SH601069,SH,2025-12-31,2025-12-31,26.68,2025-09-09,910999123.0,stock_zh_a_gbjg_em,24305456601.64,False,below_threshold
601077,渝农商行,SH601077,SH,2025-12-31,2025-12-31,6.46,2025-10-30,11357000000.0,stock_zh_a_gbjg_em,73366220000.0,True,
601083,锦江航运,SH601083,SH,2025-12-31,2025-12-31,11.16,2024-06-05,1294120000.0,stock_zh_a_gbjg_em,14442379200.0,False,below_threshold
601086,国芳集团,SH601086,SH,2025-12-31,2025-12-31,10.17,2020-09-29,666000000.0,stock_zh_a_gbjg_em,6773220000.0,False,below_threshold
601088,中国神华,SH601088,SH,2025-12-31,2025-12-31,40.5,2021-03-08,19868519955.0,stock_zh_a_gbjg_em,804675058177.5,True,
601089,福元医药,SH601089,SH,2025-12-31,2025-12-31,24.0,2025-06-30,480000000.0,stock_zh_a_gbjg_em,11520000000.0,False,below_threshold
601096,宏盛华源,SH601096,SH,2025-12-31,2025-12-31,4.15,2024-12-23,2675155088.0,stock_zh_a_gbjg_em,11101893615.2,False,below_threshold
601098,中南传媒,SH601098,SH,2025-12-31,2025-12-31,11.26,2013-10-28,1796000000.0,stock_zh_a_gbjg_em,20222960000.0,False,below_threshold
601099,太平洋,SH601099,SH,2025-12-31,2025-12-31,4.11,2019-04-22,6816316370.0,stock_zh_a_gbjg_em,28015060280.7,False,below_threshold
601100,恒立液压,SH601100,SH,2025-12-31,2025-12-31,109.91,2023-07-07,1340820992.0,stock_zh_a_gbjg_em,147369635230.72,True,
601101,昊华能源,SH601101,SH,2025-12-31,2025-12-31,7.16,2022-07-01,1439997926.0,stock_zh_a_gbjg_em,10310385150.16,False,below_threshold
601106,中国一重,SH601106,SH,2025-12-31,2025-12-31,3.99,2020-10-26,6857782927.0,stock_zh_a_gbjg_em,27362553878.730003,False,below_threshold
601107,四川成渝,SH601107,SH,2025-12-31,2025-12-31,6.08,2012-07-30,3058060000.0,stock_zh_a_gbjg_em,18593004800.0,False,below_threshold
601108,财通证券,SH601108,SH,2025-12-31,2025-12-31,8.72,2025-12-31,4643763517.0,stock_zh_a_gbjg_em,40493617868.240005,False,below_threshold
601111,中国国航,SH601111,SH,2025-12-31,2025-12-31,9.37,2024-12-10,17448421000.0,stock_zh_a_gbjg_em,163491704770.0,True,
601112,振石股份,SH601112,SH,2025-12-31,,,,,,,False,"stock_zh_a_daily: empty price table; stock_zh_a_hist: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
601113,华鼎股份,SH601113,SH,2025-12-31,2025-12-31,4.68,2023-02-13,1104152226.0,stock_zh_a_gbjg_em,5167432417.679999,False,below_threshold
601116,三江购物,SH601116,SH,2025-12-31,2025-12-31,13.77,2021-08-30,547678400.0,stock_zh_a_gbjg_em,7541531568.0,False,below_threshold
601117,中国化学,SH601117,SH,2025-12-31,2025-12-31,7.53,2025-11-11,6106877362.0,stock_zh_a_gbjg_em,45984786535.86,False,below_threshold
601118,海南橡胶,SH601118,SH,2025-12-31,2025-12-31,5.85,2019-02-12,4279427797.0,stock_zh_a_gbjg_em,25034652612.449997,False,below_threshold
601121,宝地矿业,SH601121,SH,2025-12-31,2025-12-31,7.38,2024-08-01,800000000.0,stock_zh_a_gbjg_em,5904000000.0,False,below_threshold
601126,四方股份,SH601126,SH,2025-12-31,2025-12-31,30.08,2025-12-18,833183500.0,stock_zh_a_gbjg_em,25062159680.0,False,below_threshold
601127,赛力斯,SH601127,SH,2025-12-31,2025-12-31,120.96,2025-11-05,1741985086.0,stock_zh_a_gbjg_em,210710516002.56,True,
601128,常熟银行,SH601128,SH,2025-12-31,2025-12-31,7.04,2025-12-31,3316519976.0,stock_zh_a_gbjg_em,23348300631.04,False,below_threshold
