code,name,instrument,exchange,base_date,price_date,close,shares_date,total_shares,shares_source,market_cap,included,reason
605289,罗曼股份,SH605289,SH,2025-12-31,2025-12-31,65.76,2025-06-27,109007500.0,stock_zh_a_gbjg_em,7168333200.000001,False,below_threshold
605296,神农集团,SH605296,SH,2025-12-31,2025-12-31,29.32,2025-10-09,524764418.0,stock_zh_a_gbjg_em,15386092735.76,False,below_threshold
605298,必得科技,SH605298,SH,2025-12-31,2025-12-31,39.97,2025-01-07,187850000.0,stock_zh_a_gbjg_em,7508364500.0,False,below_threshold
605299,舒华体育,SH605299,SH,2025-12-31,2025-12-31,11.49,2025-06-11,409226523.0,stock_zh_a_gbjg_em,4702012749.27,False,below_threshold
605300,佳禾食品,SH605300,SH,2025-12-31,2025-12-31,11.6,2025-09-18,454398597.0,stock_zh_a_gbjg_em,5271023725.2,False,below_threshold
605303,园林股份,SH605303,SH,2025-12-31,2025-12-31,17.3,2024-09-02,161237408.0,stock_zh_a_gbjg_em,2789407158.4,False,below_threshold
605305,中际联合,SH605305,SH,2025-12-31,2025-12-31,41.66,2024-05-29,212520000.0,stock_zh_a_gbjg_em,8853583200.0,False,below_threshold
605318,法狮龙,SH605318,SH,2025-12-31,2025-12-31,65.17,2025-01-07,125729028.0,stock_zh_a_gbjg_em,8193760754.76,False,below_threshold
605319,无锡振华,SH605319,SH,2025-12-31,2025-12-31,21.04,2025-12-31,350086304.0,stock_zh_a_gbjg_em,7365815836.16,False,below_threshold
605333,沪光股份,SH605333,SH,2025-12-31,2025-12-31,29.83,2025-12-31,464040406.0,stock_zh_a_gbjg_em,13842325310.98,False,below_threshold
605337,李子园,SH605337,SH,2025-12-31,2025-12-31,11.89,2025-09-30,390102273.0,stock_zh_a_gbjg_em,4638316025.97,False,below_threshold
605338,巴比食品,SH605338,SH,2025-12-31,2025-12-31,31.32,2025-04-21,239566662.0,stock_zh_a_gbjg_em,7503227853.84,False,below_threshold
605339,南侨食品,SH605339,SH,2025-12-31,2025-12-31,19.62,2024-07-24,424290616.0,stock_zh_a_gbjg_em,8324581885.92,False,below_threshold
605358,立昂微,SH605358,SH,2025-12-31,2025-12-31,34.82,2025-12-31,671377396.0,stock_zh_a_gbjg_em,23377360928.72,False,below_threshold
605365,立达信,SH605365,SH,2025-12-31,2025-12-31,26.46,2025-01-09,502012876.0,stock_zh_a_gbjg_em,13283260698.960001,False,below_threshold
605366,宏柏新材,SH605366,SH,2025-12-31,2025-12-31,6.2,2025-12-31,650158729.0,stock_zh_a_gbjg_em,4030984119.8,False,below_threshold
605368,蓝天燃气,SH605368,SH,2025-12-31,2025-12-31,7.72,2025-09-19,714635915.0,stock_zh_a_gbjg_em,5516989263.8,False,below_threshold
605369,拱东医疗,SH605369,SH,2025-12-31,2025-12-31,18.66,2025-06-26,220492949.0,stock_zh_a_gbjg_em,4114398428.34,False,below_threshold
605376,博迁新材,SH605376,SH,2025-12-31,2025-12-31,65.4,2023-12-08,261600000.0,stock_zh_a_gbjg_em,17108640000.000002,False,below_threshold
605377,华旺科技,SH605377,SH,2025-12-31,2025-12-31,8.54,2025-06-04,556670268.0,stock_zh_a_gbjg_em,4753964088.719999,False,below_threshold
605378,野马电池,SH605378,SH,2025-12-31,2025-12-31,22.48,2025-06-04,261346400.0,stock_zh_a_gbjg_em,5875067072.0,False,below_threshold
605388,均瑶健康,SH605388,SH,2025-12-31,2025-12-31,7.44,2024-06-05,600484000.0,stock_zh_a_gbjg_em,4467600960.0,False,below_threshold
605389,长龄液压,SH605389,SH,2025-12-31,2025-12-31,78.0,2024-03-22,144087070.0,stock_zh_a_gbjg_em,11238791460.0,False,below_threshold
605398,新炬网络,SH605398,SH,2025-12-31,2025-12-31,28.53,2024-08-16,162716379.0,stock_zh_a_gbjg_em,4642298292.87,False,below_threshold
605399,晨光新材,SH605399,SH,2025-12-31,2025-12-31,13.52,2025-12-25,312235328.0,stock_zh_a_gbjg_em,4221421634.56,False,below_threshold
605488,福莱新材,SH605488,SH,2025-12-31,2025-12-31,34.35,2025-12-31,280219389.0,stock_zh_a_gbjg_em,9625536012.15,False,below_threshold
605499,东鹏饮料,SH605499,SH,2025-12-31,2025-12-31,267.39,2024-10-09,520013000.0,stock_zh_a_gbjg_em,139046276070.0,True,
605500,森林包装,SH605500,SH,2025-12-31,2025-12-31,8.95,2024-06-24,414400000.0,stock_zh_a_gbjg_em,3708879999.9999995,False,below_threshold
605507,国邦医药,SH605507,SH,2025-12-31,2025-12-31,24.8,2023-02-02,558823500.0,stock_zh_a_gbjg_em,13858822800.0,False,below_threshold
605555,德昌股份,SH605555,SH,2025-12-31,2025-12-31,18.3,2025-06-17,484069040.0,stock_zh_a_gbjg_em,8858463432.0,False,below_threshold
605566,福莱蒽特,SH605566,SH,2025-12-31,2025-12-31,31.49,2025-04-25,133340000.0,stock_zh_a_gbjg_em,4198876600.0,False,below_threshold
605567,春雪食品,SH605567,SH,2025-12-31,2025-12-31,11.0,2024-10-14,200000000.0,stock_zh_a_gbjg_em,2200000000.0,False,below_threshold
605577,龙版传媒,SH605577,SH,2025-12-31,2025-12-31,13.07,2024-09-30,444444445.0,stock_zh_a_gbjg_em,5808888896.150001,False,below_threshold
605580,恒盛能源,SH605580,SH,2025-12-31,2025-12-31,22.56,2024-08-26,280000000.0,stock_zh_a_gbjg_em,6316800000.0,False,below_threshold
605588,冠石科技,SH605588,SH,2025-12-31,2025-12-31,50.49,2025-07-21,73468201.0,stock_zh_a_gbjg_em,3709409468.4900002,False,below_threshold
605589,圣泉集团,SH605589,SH,2025-12-31,2025-12-31,28.3,2025-12-04,846388498.0,stock_zh_a_gbjg_em,23952794493.4,False,below_threshold
605598,上海港湾,SH605598,SH,2025-12-31,2025-12-31,69.48,2025-07-22,244584809.0,stock_zh_a_gbjg_em,16993752529.320002,False,below_threshold
605599,菜百股份,SH605599,SH,2025-12-31,2025-12-31,16.37,2024-09-09,777777800.0,stock_zh_a_gbjg_em,12732222586.0,False,below_threshold
000001,平安银行,SZ000001,SZ,2025-12-31,2025-12-31,11.41,2025-06-30,19405918198.0,stock_zh_a_gbjg_em,221421526639.18,True,
000002,万 科Ａ,SZ000002,SZ,2025-12-31,2025-12-31,4.65,2025-12-31,11930709471.0,stock_zh_a_gbjg_em,55477799040.15,True,
000006,深振业Ａ,SZ000006,SZ,2025-12-31,2025-12-31,9.95,2025-12-31,1349995046.0,stock_zh_a_gbjg_em,13432450707.699999,False,below_threshold
000007,全新好,SZ000007,SZ,2025-12-31,2025-12-31,11.44,2024-11-21,346448044.0,stock_zh_a_gbjg_em,3963365623.3599997,False,below_threshold
000008,神州高铁,SZ000008,SZ,2025-12-31,2025-12-31,2.85,2025-03-07,2716377683.0,stock_zh_a_gbjg_em,7741676396.55,False,below_threshold
000009,中国宝安,SZ000009,SZ,2025-12-31,2025-12-31,9.85,2025-07-09,2579213965.0,stock_zh_a_gbjg_em,25405257555.25,False,below_threshold
000011,深物业A,SZ000011,SZ,2025-12-31,2025-12-31,9.01,2024-06-30,595979092.0,stock_zh_a_gbjg_em,5369771618.92,False,below_threshold
000012,南 玻Ａ,SZ000012,SZ,2025-12-31,2025-12-31,4.43,2025-06-30,3070692107.0,stock_zh_a_gbjg_em,13603166034.009998,False,below_threshold
000014,沙河股份,SZ000014,SZ,2025-12-31,2025-12-31,13.45,2022-05-27,242046224.0,stock_zh_a_gbjg_em,3255521712.7999997,False,below_threshold
000017,深中华A,SZ000017,SZ,2025-12-31,2025-12-31,7.87,2025-11-07,689184933.0,stock_zh_a_gbjg_em,5423885422.71,False,below_threshold
000019,深粮控股,SZ000019,SZ,2025-12-31,2025-12-31,6.95,2025-12-31,1152535254.0,stock_zh_a_gbjg_em,8010120015.3,False,below_threshold
000020,深华发Ａ,SZ000020,SZ,2025-12-31,2025-12-31,13.87,2015-12-29,283161227.0,stock_zh_a_gbjg_em,3927446218.49,False,below_threshold
000021,深科技,SZ000021,SZ,2025-12-31,2025-12-31,25.28,2025-12-31,1573728420.0,stock_zh_a_gbjg_em,39783854457.6,False,below_threshold
000025,特 力Ａ,SZ000025,SZ,2025-12-31,2025-12-31,17.46,2019-05-15,431058320.0,stock_zh_a_gbjg_em,7526278267.200001,False,below_threshold
000026,飞亚达,SZ000026,SZ,2025-12-31,2025-12-31,16.38,2025-12-31,405764007.0,stock_zh_a_gbjg_em,6646414434.66,False,below_threshold
000027,深圳能源,SZ000027,SZ,2025-12-31,2025-12-31,6.52,2020-06-11,4757389916.0,stock_zh_a_gbjg_em,31018182252.32,False,below_threshold
000028,国药一致,SZ000028,SZ,2025-12-31,2025-12-31,24.56,2025-12-31,556565077.0,stock_zh_a_gbjg_em,13669238291.119999,False,below_threshold
000029,深深房Ａ,SZ000029,SZ,2025-12-31,2025-12-31,22.02,2009-12-31,1011660000.0,stock_zh_a_gbjg_em,22276753200.0,False,below_threshold
000030,富奥股份,SZ000030,SZ,2025-12-31,2025-12-31,5.74,2025-12-31,1719810845.0,stock_zh_a_gbjg_em,9871714250.300001,False,below_threshold
000031,大悦城,SZ000031,SZ,2025-12-31,2025-12-31,2.82,2025-08-04,4286313339.0,stock_zh_a_gbjg_em,12087403615.98,False,below_threshold
000032,深桑达Ａ,SZ000032,SZ,2025-12-31,2025-12-31,19.35,2025-12-23,1137959234.0,stock_zh_a_gbjg_em,22019511177.9,False,below_threshold
000034,神州数码,SZ000034,SZ,2025-12-31,2025-12-31,38.91,2025-10-30,723444335.0,stock_zh_a_gbjg_em,28149219074.85,False,below_threshold
000035,中国天楹,SZ000035,SZ,2025-12-31,2025-12-31,5.52,2025-10-28,2388032769.0,stock_zh_a_gbjg_em,13181940884.88,False,below_threshold
000036,华联控股,SZ000036,SZ,2025-12-31,2025-12-31,6.6,2025-12-31,1403818725.0,stock_zh_a_gbjg_em,9265203585.0,False,below_threshold
000037,深南电A,SZ000037,SZ,2025-12-31,2025-12-31,8.28,2024-10-26,602762596.0,stock_zh_a_gbjg_em,4990874294.879999,False,below_threshold
000039,中集集团,SZ000039,SZ,2025-12-31,2025-12-31,10.09,2023-06-30,5392520385.0,stock_zh_a_gbjg_em,54410530684.65,True,
000042,中洲控股,SZ000042,SZ,2025-12-31,2025-12-31,7.62,2025-12-31,664831139.0,stock_zh_a_gbjg_em,5066013279.18,False,below_threshold
000045,深纺织Ａ,SZ000045,SZ,2025-12-31,2025-12-31,12.22,2025-05-31,506521849.0,stock_zh_a_gbjg_em,6189696994.780001,False,below_threshold
000048,京基智农,SZ000048,SZ,2025-12-31,2025-12-31,17.6,2025-12-08,530282250.0,stock_zh_a_gbjg_em,9332967600.0,False,below_threshold
000049,德赛电池,SZ000049,SZ,2025-12-31,2025-12-31,26.88,2024-12-31,384638534.0,stock_zh_a_gbjg_em,10339083793.92,False,below_threshold
000050,深天马Ａ,SZ000050,SZ,2025-12-31,2025-12-31,9.03,2025-12-31,2457747661.0,stock_zh_a_gbjg_em,22193461378.829998,False,below_threshold
000055,方大集团,SZ000055,SZ,2025-12-31,2025-12-31,4.1,2025-12-31,1073874227.0,stock_zh_a_gbjg_em,4402884330.7,False,below_threshold
000058,深 赛 格,SZ000058,SZ,2025-12-31,2025-12-31,9.4,2025-09-03,1231200672.0,stock_zh_a_gbjg_em,11573286316.800001,False,below_threshold
000059,华锦股份,SZ000059,SZ,2025-12-31,2025-12-31,5.35,2025-12-31,1599442537.0,stock_zh_a_gbjg_em,8557017572.95,False,below_threshold
000060,中金岭南,SZ000060,SZ,2025-12-31,2025-12-31,5.85,2025-11-25,4441172458.0,stock_zh_a_gbjg_em,25980858879.3,False,below_threshold
000061,农 产 品,SZ000061,SZ,2025-12-31,2025-12-31,10.29,2025-12-31,1984961198.0,stock_zh_a_gbjg_em,20425250727.42,False,below_threshold
000062,深圳华强,SZ000062,SZ,2025-12-31,2025-12-31,24.62,2025-12-31,1045909322.0,stock_zh_a_gbjg_em,25750287507.64,False,below_threshold
000063,中兴通讯,SZ000063,SZ,2025-12-31,2025-12-31,37.84,2025-12-12,4783534887.0,stock_zh_a_gbjg_em,181008960124.08002,True,
000065,北方国际,SZ000065,SZ,2025-12-31,2025-12-31,12.46,2025-04-03,1071385874.0,stock_zh_a_gbjg_em,13349467990.04,False,below_threshold
000066,中国长城,SZ000066,SZ,2025-12-31,2025-12-31,14.41,2025-12-31,3225799088.0,stock_zh_a_gbjg_em,46483764858.08,False,below_threshold
000068,华控赛格,SZ000068,SZ,2025-12-31,2025-12-31,3.38,2018-06-30,1006671464.0,stock_zh_a_gbjg_em,3402549548.3199997,False,below_threshold
000069,华侨城Ａ,SZ000069,SZ,2025-12-31,2025-12-31,2.48,2025-06-30,8037758053.0,stock_zh_a_gbjg_em,19933639971.44,False,below_threshold
000070,特发信息,SZ000070,SZ,2025-12-31,2025-12-31,11.74,2025-06-30,900344760.0,stock_zh_a_gbjg_em,10570047482.4,False,below_threshold
000078,海王生物,SZ000078,SZ,2025-12-31,2025-12-31,3.46,2025-12-31,2631123257.0,stock_zh_a_gbjg_em,9103686469.22,False,below_threshold
000088,盐 田 港,SZ000088,SZ,2025-12-31,2025-12-31,4.45,2025-12-31,5199483346.0,stock_zh_a_gbjg_em,23137700889.7,False,below_threshold
000089,深圳机场,SZ000089,SZ,2025-12-31,2025-12-31,6.99,2025-12-31,2050769509.0,stock_zh_a_gbjg_em,14334878867.91,False,below_threshold
000090,天健集团,SZ000090,SZ,2025-12-31,2025-12-31,3.7,2025-12-31,1868545434.0,stock_zh_a_gbjg_em,6913618105.8,False,below_threshold
000096,广聚能源,SZ000096,SZ,2025-12-31,2025-12-31,10.27,2010-12-31,528000000.0,stock_zh_a_gbjg_em,5422560000.0,False,below_threshold
000099,中信海直,SZ000099,SZ,2025-12-31,2025-12-31,20.75,2024-09-09,775770137.0,stock_zh_a_gbjg_em,16097230342.75,False,below_threshold
000100,TCL科技,SZ000100,SZ,2025-12-31,2025-12-31,4.54,2025-12-31,20800862447.0,stock_zh_a_gbjg_em,94435915509.38,True,
000151,中成股份,SZ000151,SZ,2025-12-31,2025-12-31,11.88,2024-06-11,337370728.0,stock_zh_a_gbjg_em,4007964248.6400003,False,below_threshold
000153,丰原药业,SZ000153,SZ,2025-12-31,2025-12-31,6.27,2025-12-31,464773722.0,stock_zh_a_gbjg_em,2914131236.9399996,False,below_threshold
000155,川能动力,SZ000155,SZ,2025-12-31,2025-12-31,11.65,2025-04-29,1846168342.0,stock_zh_a_gbjg_em,21507861184.3,False,below_threshold
000156,华数传媒,SZ000156,SZ,2025-12-31,2025-12-31,7.57,2024-10-17,1852932442.0,stock_zh_a_gbjg_em,14026698585.94,False,below_threshold
000157,中联重科,SZ000157,SZ,2025-12-31,2025-12-31,8.63,2025-12-31,8648535236.0,stock_zh_a_gbjg_em,74636859086.68001,True,
000158,常山北明,SZ000158,SZ,2025-12-31,2025-12-31,20.39,2025-12-31,1598616721.0,stock_zh_a_gbjg_em,32595794941.190002,False,below_threshold
000159,国际实业,SZ000159,SZ,2025-12-31,2025-12-31,5.78,2025-12-31,480685993.0,stock_zh_a_gbjg_em,2778365039.54,False,below_threshold
000166,申万宏源,SZ000166,SZ,2025-12-31,2025-12-31,5.27,2020-07-31,25039944560.0,stock_zh_a_gbjg_em,131960507831.2,True,
000301,东方盛虹,SZ000301,SZ,2025-12-31,2025-12-31,10.89,2025-12-10,6611230317.0,stock_zh_a_gbjg_em,71996298152.13,True,
000333,美的集团,SZ000333,SZ,2025-12-31,2025-12-31,78.15,2025-12-31,759714.5346,stock_share_change_cninfo,59371690.87899,False,below_threshold
000338,潍柴动力,SZ000338,SZ,2025-12-31,2025-12-31,17.2,2025-12-31,8713581296.0,stock_zh_a_gbjg_em,149873598291.19998,True,
000400,许继电气,SZ000400,SZ,2025-12-31,2025-12-31,25.71,2025-09-30,1018622249.0,stock_zh_a_gbjg_em,26188778021.79,False,below_threshold
000401,金隅冀东,SZ000401,SZ,2025-12-31,2025-12-31,4.41,2025-12-31,2658216778.0,stock_zh_a_gbjg_em,11722735990.98,False,below_threshold
000402,金 融 街,SZ000402,SZ,2025-12-31,2025-12-31,2.75,2025-12-31,2988929907.0,stock_zh_a_gbjg_em,8219557244.25,False,below_threshold
000403,派林生物,SZ000403,SZ,2025-12-31,2025-12-31,13.69,2025-06-25,950397386.0,stock_zh_a_gbjg_em,13010940214.34,False,below_threshold
000404,长虹华意,SZ000404,SZ,2025-12-31,2025-12-31,6.77,2025-12-31,695995979.0,stock_zh_a_gbjg_em,4711892777.83,False,below_threshold
000407,胜利股份,SZ000407,SZ,2025-12-31,2025-12-31,5.02,2025-12-31,880084656.0,stock_zh_a_gbjg_em,4418024973.12,False,below_threshold
000408,藏格矿业,SZ000408,SZ,2025-12-31,2025-12-31,84.4,2025-12-31,1570225745.0,stock_zh_a_gbjg_em,132527052878.00002,True,
000409,云鼎科技,SZ000409,SZ,2025-12-31,2025-12-31,11.14,2025-12-31,677990505.0,stock_zh_a_gbjg_em,7552814225.700001,False,below_threshold
000410,沈阳机床,SZ000410,SZ,2025-12-31,2025-12-31,7.15,2025-12-31,2649073009.0,stock_zh_a_gbjg_em,18940872014.350002,False,below_threshold
000411,英特集团,SZ000411,SZ,2025-12-31,2025-12-31,12.75,2025-12-31,540779291.0,stock_zh_a_gbjg_em,6894935960.25,False,below_threshold
000415,渤海租赁,SZ000415,SZ,2025-12-31,2025-12-31,4.05,2025-12-31,6184521282.0,stock_zh_a_gbjg_em,25047311192.1,False,below_threshold
000417,合百集团,SZ000417,SZ,2025-12-31,2025-12-31,8.1,2017-12-31,779884200.0,stock_zh_a_gbjg_em,6317062020.0,False,below_threshold
000419,通程控股,SZ000419,SZ,2025-12-31,2025-12-31,6.39,2023-12-31,543582655.0,stock_zh_a_gbjg_em,3473493165.45,False,below_threshold
000420,吉林化纤,SZ000420,SZ,2025-12-31,2025-12-31,4.53,2025-12-31,2458868343.0,stock_zh_a_gbjg_em,11138673593.79,False,below_threshold
000421,南京公用,SZ000421,SZ,2025-12-31,2025-12-31,6.91,2025-05-27,574415734.0,stock_zh_a_gbjg_em,3969212721.94,False,below_threshold
000422,湖北宜化,SZ000422,SZ,2025-12-31,2025-12-31,14.21,2025-12-31,1088248412.0,stock_zh_a_gbjg_em,15464009934.52,False,below_threshold
000423,东阿阿胶,SZ000423,SZ,2025-12-31,2025-12-31,49.08,2025-07-18,643976824.0,stock_zh_a_gbjg_em,31606382521.92,False,below_threshold
000425,徐工机械,SZ000425,SZ,2025-12-31,2025-12-31,11.58,2025-12-31,11752972482.0,stock_zh_a_gbjg_em,136099421341.56,True,
000426,兴业银锡,SZ000426,SZ,2025-12-31,2025-12-31,35.6,2024-12-31,1775635739.0,stock_zh_a_gbjg_em,63212632308.4,True,
000428,华天酒店,SZ000428,SZ,2025-12-31,2025-12-31,3.3,2024-12-16,1018926000.0,stock_zh_a_gbjg_em,3362455800.0,False,below_threshold
000429,粤高速Ａ,SZ000429,SZ,2025-12-31,2025-12-31,11.78,2025-06-30,2090806126.0,stock_zh_a_gbjg_em,24629696164.28,False,below_threshold
000498,山东路桥,SZ000498,SZ,2025-12-31,2025-12-31,6.03,2025-12-31,1552441068.0,stock_zh_a_gbjg_em,9361219640.04,False,below_threshold
000501,武商集团,SZ000501,SZ,2025-12-31,2025-12-31,10.12,2025-12-31,768992731.0,stock_zh_a_gbjg_em,7782206437.719999,False,below_threshold
000503,国新健康,SZ000503,SZ,2025-12-31,2025-12-31,8.88,2025-11-05,979252472.0,stock_zh_a_gbjg_em,8695761951.36,False,below_threshold
000505,京粮控股,SZ000505,SZ,2025-12-31,2025-12-31,8.51,2025-06-30,726950251.0,stock_zh_a_gbjg_em,6186346636.01,False,below_threshold
000506,招金黄金,SZ000506,SZ,2025-12-31,2025-12-31,13.06,2025-12-31,929017761.0,stock_zh_a_gbjg_em,12132971958.66,False,below_threshold
000507,珠海港,SZ000507,SZ,2025-12-31,2025-12-31,5.21,2025-03-04,919734895.0,stock_zh_a_gbjg_em,4791818802.95,False,below_threshold
000509,华塑控股,SZ000509,SZ,2025-12-31,2025-12-31,3.47,2023-10-26,1073128052.0,stock_zh_a_gbjg_em,3723754340.44,False,below_threshold
000510,新金路,SZ000510,SZ,2025-12-31,2025-12-31,11.58,2025-12-31,648543589.0,stock_zh_a_gbjg_em,7510134760.62,False,below_threshold
000513,丽珠集团,SZ000513,SZ,2025-12-31,2025-12-31,34.46,2025-12-31,887907171.0,stock_zh_a_gbjg_em,30597281112.66,False,below_threshold
000514,渝 开 发,SZ000514,SZ,2025-12-31,2025-12-31,4.92,2016-12-31,843770965.0,stock_zh_a_gbjg_em,4151353147.7999997,False,below_threshold
000516,国际医学,SZ000516,SZ,2025-12-31,2025-12-31,4.29,2025-09-30,2238896753.0,stock_zh_a_gbjg_em,9604867070.37,False,below_threshold
000517,荣安地产,SZ000517,SZ,2025-12-31,2025-12-31,1.81,2022-12-31,3183922485.0,stock_zh_a_gbjg_em,5762899697.85,False,below_threshold
000519,中兵红箭,SZ000519,SZ,2025-12-31,2025-12-31,18.21,2023-11-03,1392558982.0,stock_zh_a_gbjg_em,25358499062.22,False,below_threshold
000520,凤凰航运,SZ000520,SZ,2025-12-31,2025-12-31,4.84,2015-01-28,1012083455.0,stock_zh_a_gbjg_em,4898483922.2,False,below_threshold
000521,长虹美菱,SZ000521,SZ,2025-12-31,2025-12-31,6.55,2025-12-31,1029923715.0,stock_zh_a_gbjg_em,6746000333.25,False,below_threshold
000523,红棉股份,SZ000523,SZ,2025-12-31,2025-12-31,3.77,2024-12-31,1835468461.0,stock_zh_a_gbjg_em,6919716097.97,False,below_threshold
000524,岭南控股,SZ000524,SZ,2025-12-31,2025-12-31,11.99,2025-12-31,670208597.0,stock_zh_a_gbjg_em,8035801078.03,False,below_threshold
000525,红太阳,SZ000525,SZ,2025-12-31,2025-12-31,5.46,2025-11-27,1303158541.0,stock_zh_a_gbjg_em,7115245633.86,False,below_threshold
000526,学大教育,SZ000526,SZ,2025-12-31,2025-12-31,39.22,2025-11-05,121861109.0,stock_zh_a_gbjg_em,4779392694.98,False,below_threshold
000528,柳 工,SZ000528,SZ,2025-12-31,2025-12-31,11.87,2025-12-31,2035965825.0,stock_zh_a_gbjg_em,24166914342.75,False,below_threshold
000529,广弘控股,SZ000529,SZ,2025-12-31,2025-12-31,6.01,2022-06-30,583790330.0,stock_zh_a_gbjg_em,3508579883.2999997,False,below_threshold
000530,冰山冷热,SZ000530,SZ,2025-12-31,2025-12-31,7.32,2025-12-31,843212507.0,stock_zh_a_gbjg_em,6172315551.24,False,below_threshold
000531,穗恒运Ａ,SZ000531,SZ,2025-12-31,2025-12-31,6.41,2024-12-21,1041401332.0,stock_zh_a_gbjg_em,6675382538.12,False,below_threshold
000532,华金资本,SZ000532,SZ,2025-12-31,2025-12-31,16.12,2020-05-29,344708340.0,stock_zh_a_gbjg_em,5556698440.8,False,below_threshold
000533,顺钠股份,SZ000533,SZ,2025-12-31,2025-12-31,8.33,2015-06-30,690816000.0,stock_zh_a_gbjg_em,5754497280.0,False,below_threshold
000534,万泽股份,SZ000534,SZ,2025-12-31,2025-12-31,22.0,2025-12-02,509548516.0,stock_zh_a_gbjg_em,11210067352.0,False,below_threshold
000536,华映科技,SZ000536,SZ,2025-12-31,2025-12-31,4.88,2025-12-31,2766032803.0,stock_zh_a_gbjg_em,13498240078.64,False,below_threshold
000537,绿发电力,SZ000537,SZ,2025-12-31,2025-12-31,8.21,2024-12-31,2066602352.0,stock_zh_a_gbjg_em,16966805309.920002,False,below_threshold
000538,云南白药,SZ000538,SZ,2025-12-31,2025-12-31,56.76,2025-12-31,1784262603.0,stock_zh_a_gbjg_em,101274745346.28,True,
000539,粤电力Ａ,SZ000539,SZ,2025-12-31,2025-12-31,4.42,2025-10-29,5250283986.0,stock_zh_a_gbjg_em,23206255218.12,False,below_threshold
000541,佛山照明,SZ000541,SZ,2025-12-31,2025-12-31,6.01,2025-12-31,1535778230.0,stock_zh_a_gbjg_em,9230027162.3,False,below_threshold
000543,皖能电力,SZ000543,SZ,2025-12-31,2025-12-31,7.95,2022-07-19,2266863331.0,stock_zh_a_gbjg_em,18021563481.45,False,below_threshold
000544,中原环保,SZ000544,SZ,2025-12-31,2025-12-31,8.32,2019-09-09,974684488.0,stock_zh_a_gbjg_em,8109374940.16,False,below_threshold
000545,金浦钛业,SZ000545,SZ,2025-12-31,2025-12-31,2.82,2021-07-26,986833096.0,stock_zh_a_gbjg_em,2782869330.72,False,below_threshold
000546,金圆股份,SZ000546,SZ,2025-12-31,2025-12-31,6.38,2025-03-10,777648262.0,stock_zh_a_gbjg_em,4961395911.559999,False,below_threshold
000547,航天发展,SZ000547,SZ,2025-12-31,2025-12-31,33.01,2025-12-22,1598468269.0,stock_zh_a_gbjg_em,52765437559.689995,True,
000548,湖南投资,SZ000548,SZ,2025-12-31,2025-12-31,5.44,2025-11-26,499215811.0,stock_zh_a_gbjg_em,2715734011.84,False,below_threshold
000550,江铃汽车,SZ000550,SZ,2025-12-31,2025-12-31,18.6,2023-06-30,863214000.0,stock_zh_a_gbjg_em,16055780400.000002,False,below_threshold
000551,创元科技,SZ000551,SZ,2025-12-31,2025-12-31,14.7,2025-12-31,484733046.0,stock_zh_a_gbjg_em,7125575776.2,False,below_threshold
000552,甘肃能化,SZ000552,SZ,2025-12-31,2025-12-31,2.31,2025-12-31,5351810636.0,stock_zh_a_gbjg_em,12362682569.16,False,below_threshold
000553,安道麦A,SZ000553,SZ,2025-12-31,2025-12-31,5.48,2024-11-13,2329811766.0,stock_zh_a_gbjg_em,12767368477.68,False,below_threshold
000554,泰山石油,SZ000554,SZ,2025-12-31,2025-12-31,6.48,2023-12-31,480793318.0,stock_zh_a_gbjg_em,3115540700.6400003,False,below_threshold
000555,神州信息,SZ000555,SZ,2025-12-31,2025-12-31,16.55,2025-12-31,975774437.0,stock_zh_a_gbjg_em,16149066932.35,False,below_threshold
000557,西部创业,SZ000557,SZ,2025-12-31,2025-12-31,4.98,2019-12-06,1458374735.0,stock_zh_a_gbjg_em,7262706180.3,False,below_threshold
000558,天府文旅,SZ000558,SZ,2025-12-31,2025-12-31,5.15,2023-06-30,1289223949.0,stock_zh_a_gbjg_em,6639503337.35,False,below_threshold
000559,万向钱潮,SZ000559,SZ,2025-12-31,2025-12-31,17.2,2025-12-31,3315358444.0,stock_zh_a_gbjg_em,57024165236.799995,True,
000560,我爱我家,SZ000560,SZ,2025-12-31,2025-12-31,2.92,2025-12-31,2355500851.0,stock_zh_a_gbjg_em,6878062484.92,False,below_threshold
000561,烽火电子,SZ000561,SZ,2025-12-31,2025-12-31,12.22,2025-12-27,864018238.0,stock_zh_a_gbjg_em,10558302868.36,False,below_threshold
000563,陕国投Ａ,SZ000563,SZ,2025-12-31,2025-12-31,3.45,2023-06-29,5113970358.0,stock_zh_a_gbjg_em,17643197735.100002,False,below_threshold
000564,供销大集,SZ000564,SZ,2025-12-31,2025-12-31,2.5,2025-06-30,18058063354.0,stock_zh_a_gbjg_em,45145158385.0,False,below_threshold
000565,渝三峡Ａ,SZ000565,SZ,2025-12-31,2025-12-31,7.3,2015-08-31,433592220.0,stock_zh_a_gbjg_em,3165223206.0,False,below_threshold
000566,海南海药,SZ000566,SZ,2025-12-31,2025-12-31,7.15,2025-12-26,1297365126.0,stock_zh_a_gbjg_em,9276160650.9,False,below_threshold
000567,海德股份,SZ000567,SZ,2025-12-31,2025-12-31,6.42,2025-12-31,1954592155.0,stock_zh_a_gbjg_em,12548481635.1,False,below_threshold
000568,泸州老窖,SZ000568,SZ,2025-12-31,2025-12-31,116.22,2025-11-22,1471941963.0,stock_zh_a_gbjg_em,171069094939.86,True,
