instrument,path,rows,start,end,duplicate_dates,missing_values,max_abs_close_jump,max_abs_factor_jump,errors
SZ000063,Explore1/data/interim/qlib_csv/day/SZ000063.csv,2214,2017-01-03,2026-04-30,0,0,0.10062893081761004,0.024597594266223544,
SZ000100,Explore1/data/interim/qlib_csv/day/SZ000100.csv,2187,2017-01-03,2026-04-30,0,0,0.10161662817551953,0.10010193186647531,
SZ000157,Explore1/data/interim/qlib_csv/day/SZ000157.csv,2263,2017-01-03,2026-04-30,0,0,0.10140405616224646,0.05430242272501684,
SZ000166,Explore1/data/interim/qlib_csv/day/SZ000166.csv,2246,2017-01-26,2026-04-30,0,0,0.101123595505618,0.026132495473849326,
SZ000301,Explore1/data/interim/qlib_csv/day/SZ000301.csv,2092,2017-01-03,2026-04-30,0,0,0.10104529616724744,0.02085748419507838,
SZ000338,Explore1/data/interim/qlib_csv/day/SZ000338.csv,2263,2017-01-03,2026-04-30,0,0,0.10058675607711653,1.034816085279021,
SZ000408,Explore1/data/interim/qlib_csv/day/SZ000408.csv,2225,2017-01-03,2026-04-30,0,0,0.10132158590308371,0.05745590285766955,
SZ000425,Explore1/data/interim/qlib_csv/day/SZ000425.csv,2240,2017-01-03,2026-04-30,0,0,0.10115606936416177,0.04831792248071798,
SZ000426,Explore1/data/interim/qlib_csv/day/SZ000426.csv,2214,2017-01-03,2026-04-30,0,0,0.10212765957446801,0.004526374486455431,
SZ000538,Explore1/data/interim/qlib_csv/day/SZ000538.csv,2210,2017-01-03,2026-04-30,0,0,0.10001513088213043,0.4299944809086256,
SZ000547,Explore1/data/interim/qlib_csv/day/SZ000547.csv,2160,2017-01-03,2026-04-30,0,0,0.10103626943005173,0.0071154756878053504,
SZ000559,Explore1/data/interim/qlib_csv/day/SZ000559.csv,2248,2017-01-03,2026-04-30,0,0,0.1014686248331107,0.2105835376526648,
SZ000568,Explore1/data/interim/qlib_csv/day/SZ000568.csv,2263,2017-01-03,2026-04-30,0,0,0.10008489765116502,0.04605527956552291,
SZ000596,Explore1/data/interim/qlib_csv/day/SZ000596.csv,2263,2017-01-03,2026-04-30,0,0,0.10006671114076049,0.037368728892578584,
SZ000617,Explore1/data/interim/qlib_csv/day/SZ000617.csv,2262,2017-01-03,2026-04-30,0,0,0.10200668896321052,0.4316657288076078,
SZ000625,Explore1/data/interim/qlib_csv/day/SZ000625.csv,2263,2017-01-03,2026-04-30,0,0,0.10120481927710845,0.41618094839164477,
SZ000630,Explore1/data/interim/qlib_csv/day/SZ000630.csv,2253,2017-01-03,2026-04-30,0,0,0.10360360360360366,0.03181357649856853,
SZ000651,Explore1/data/interim/qlib_csv/day/SZ000651.csv,2256,2017-01-03,2026-04-30,0,0,0.1001464128843339,0.06518459887022043,
SZ000657,Explore1/data/interim/qlib_csv/day/SZ000657.csv,2248,2017-01-03,2026-04-30,0,0,0.10193321616871698,0.3995552104309841,
SZ000708,Explore1/data/interim/qlib_csv/day/SZ000708.csv,2257,2017-01-03,2026-04-30,0,0,0.10011061946902666,0.762226621339654,
SZ000725,Explore1/data/interim/qlib_csv/day/SZ000725.csv,2263,2017-01-03,2026-04-30,0,0,0.10218978102189791,0.056656189926340916,
SZ000768,Explore1/data/interim/qlib_csv/day/SZ000768.csv,2263,2017-01-03,2026-04-30,0,0,0.10074880871341074,0.006759885853172776,
SZ000776,Explore1/data/interim/qlib_csv/day/SZ000776.csv,2263,2017-01-03,2026-04-30,0,0,0.10049321824907542,0.03185703196633227,
SZ000792,Explore1/data/interim/qlib_csv/day/SZ000792.csv,1944,2017-01-03,2026-04-30,0,0,3.0610859728506785,0.5015353121988932,
SZ000807,Explore1/data/interim/qlib_csv/day/SZ000807.csv,2236,2017-01-03,2026-04-30,0,0,0.10144927536231885,0.017246937922802852,
SZ000858,Explore1/data/interim/qlib_csv/day/SZ000858.csv,2263,2017-01-03,2026-04-30,0,0,0.10010562140593815,0.037165456278539066,
SZ000895,Explore1/data/interim/qlib_csv/day/SZ000895.csv,2248,2017-01-03,2026-04-30,0,0,0.10018214936247716,0.05843420391556986,
SZ000933,Explore1/data/interim/qlib_csv/day/SZ000933.csv,2251,2017-01-03,2026-04-30,0,0,0.10126582278481,0.07120184282205044,
SZ000938,Explore1/data/interim/qlib_csv/day/SZ000938.csv,2228,2017-01-03,2026-04-30,0,0,0.10043196544276456,0.40567882347886286,
SZ000963,Explore1/data/interim/qlib_csv/day/SZ000963.csv,2263,2017-01-03,2026-04-30,0,0,0.10038281582305397,1.0294225950563476,
SZ000975,Explore1/data/interim/qlib_csv/day/SZ000975.csv,2243,2017-01-03,2026-04-30,0,0,0.1011396011396013,0.4184684080890164,
SZ000977,Explore1/data/interim/qlib_csv/day/SZ000977.csv,2251,2017-01-03,2026-04-30,0,0,0.10344827586206895,0.09484310032162901,
SZ000988,Explore1/data/interim/qlib_csv/day/SZ000988.csv,2263,2017-01-03,2026-04-30,0,0,0.10040160642570284,0.005118449876232223,
SZ001280,Explore1/data/interim/qlib_csv/day/SZ001280.csv,98,2025-12-03,2026-04-30,0,0,0.10002667377967456,0.0,
SZ001289,Explore1/data/interim/qlib_csv/day/SZ001289.csv,1032,2022-01-24,2026-04-30,0,0,0.10047619047619039,0.014038005976305445,
SZ001309,Explore1/data/interim/qlib_csv/day/SZ001309.csv,929,2022-07-01,2026-04-30,0,0,0.10038824181919015,0.4034846768967668,
SZ001391,Explore1/data/interim/qlib_csv/day/SZ001391.csv,322,2024-12-30,2026-04-30,0,0,0.132404181184669,0.008670520191858211,
SZ001965,Explore1/data/interim/qlib_csv/day/SZ001965.csv,2024,2017-12-25,2026-04-30,0,0,0.10144927536231885,0.04521016617935203,
SZ001979,Explore1/data/interim/qlib_csv/day/SZ001979.csv,2247,2017-01-03,2026-04-30,0,0,0.10070810385523221,0.06315052309449021,
SZ002001,Explore1/data/interim/qlib_csv/day/SZ002001.csv,2263,2017-01-03,2026-04-30,0,0,0.10059171597633154,0.7339963097756048,
SZ002027,Explore1/data/interim/qlib_csv/day/SZ002027.csv,2263,2017-01-03,2026-04-30,0,0,0.10109289617486339,0.4432249196789495,
SZ002028,Explore1/data/interim/qlib_csv/day/SZ002028.csv,2263,2017-01-03,2026-04-30,0,0,0.1007147498375569,0.010461003691485393,
SZ002049,Explore1/data/interim/qlib_csv/day/SZ002049.csv,2137,2017-01-03,2026-04-30,0,0,0.10041265474552974,0.4018686552312376,
SZ002050,Explore1/data/interim/qlib_csv/day/SZ002050.csv,2225,2017-01-03,2026-04-30,0,0,0.10022853411687893,0.32224779060893094,
SZ002064,Explore1/data/interim/qlib_csv/day/SZ002064.csv,2248,2017-01-03,2026-04-30,0,0,0.10126582278481,0.03592905047703221,
SZ002074,Explore1/data/interim/qlib_csv/day/SZ002074.csv,2250,2017-01-03,2026-04-30,0,0,0.10059171597633143,0.14192985951275028,
SZ002080,Explore1/data/interim/qlib_csv/day/SZ002080.csv,2251,2017-01-03,2026-04-30,0,0,0.10053475935828882,0.6245878367926634,
SZ002128,Explore1/data/interim/qlib_csv/day/SZ002128.csv,2137,2017-01-03,2026-04-30,0,0,0.10112359550561811,0.05044112691168512,
SZ002142,Explore1/data/interim/qlib_csv/day/SZ002142.csv,2257,2017-01-03,2026-04-30,0,0,0.10007468259895447,0.32377739932271465,
SZ002156,Explore1/data/interim/qlib_csv/day/SZ002156.csv,2261,2017-01-05,2026-04-30,0,0,0.100677637947725,0.00467211187003036,
SZ002179,Explore1/data/interim/qlib_csv/day/SZ002179.csv,2263,2017-01-03,2026-04-30,0,0,0.10011280315848836,0.4085591746728219,
SZ002202,Explore1/data/interim/qlib_csv/day/SZ002202.csv,2257,2017-01-03,2026-04-30,0,0,0.10067114093959728,0.3171080591360582,
SZ002230,Explore1/data/interim/qlib_csv/day/SZ002230.csv,2263,2017-01-03,2026-04-30,0,0,0.10047619047619039,0.5024490002096218,
SZ002236,Explore1/data/interim/qlib_csv/day/SZ002236.csv,2261,2017-01-03,2026-04-30,0,0,0.10048361096184855,0.028872676476810577,
SZ002241,Explore1/data/interim/qlib_csv/day/SZ002241.csv,2263,2017-01-03,2026-04-30,0,0,0.10064935064935066,1.0086355787084265,
SZ002281,Explore1/data/interim/qlib_csv/day/SZ002281.csv,2263,2017-01-03,2026-04-30,0,0,0.10044977511244357,2.0215935667950156,
SZ002294,Explore1/data/interim/qlib_csv/day/SZ002294.csv,2263,2017-01-03,2026-04-30,0,0,0.10011507479861903,0.03010567753154203,
SZ002304,Explore1/data/interim/qlib_csv/day/SZ002304.csv,2263,2017-01-03,2026-04-30,0,0,0.10006872852233673,0.05669434359664849,
SZ002311,Explore1/data/interim/qlib_csv/day/SZ002311.csv,2263,2017-01-03,2026-04-30,0,0,0.10001526950679507,0.01897800399991012,
SZ002352,Explore1/data/interim/qlib_csv/day/SZ002352.csv,2260,2017-01-03,2026-04-30,0,0,0.10016936849745939,0.03139969638528206,
SZ002353,Explore1/data/interim/qlib_csv/day/SZ002353.csv,2263,2017-01-03,2026-04-30,0,0,0.1007194244604317,0.02056582843372956,
SZ002371,Explore1/data/interim/qlib_csv/day/SZ002371.csv,2263,2017-01-03,2026-04-30,0,0,0.10041647385469687,0.35327079663465355,
SZ002384,Explore1/data/interim/qlib_csv/day/SZ002384.csv,2193,2017-01-03,2026-04-30,0,0,0.10090909090909084,0.5035080847069311,
SZ002414,Explore1/data/interim/qlib_csv/day/SZ002414.csv,2263,2017-01-03,2026-04-30,0,0,0.102439024390244,0.7077687442595477,
SZ002415,Explore1/data/interim/qlib_csv/day/SZ002415.csv,2261,2017-01-03,2026-04-30,0,0,0.10021041557075228,0.5226260203666435,
SZ002460,Explore1/data/interim/qlib_csv/day/SZ002460.csv,2262,2017-01-03,2026-04-30,0,0,0.10025839793281643,0.5086814691096488,
SZ002463,Explore1/data/interim/qlib_csv/day/SZ002463.csv,2263,2017-01-03,2026-04-30,0,0,0.10162601626016254,0.11527867601505637,
SZ002466,Explore1/data/interim/qlib_csv/day/SZ002466.csv,2238,2017-01-03,2026-04-30,0,0,0.10369381397418787,0.19231755523349148,
SZ002475,Explore1/data/interim/qlib_csv/day/SZ002475.csv,2262,2017-01-03,2026-04-30,0,0,0.1005405405405404,0.5050520648938142,
SZ002493,Explore1/data/interim/qlib_csv/day/SZ002493.csv,2263,2017-01-03,2026-04-30,0,0,0.10054137664346485,0.5132223312002646,
SZ002532,Explore1/data/interim/qlib_csv/day/SZ002532.csv,2180,2017-01-03,2026-04-30,0,0,0.10207612456747395,0.6051806154835031,
SZ002555,Explore1/data/interim/qlib_csv/day/SZ002555.csv,2252,2017-01-03,2026-04-30,0,0,0.10041194644696205,0.02511880514578846,
SZ002558,Explore1/data/interim/qlib_csv/day/SZ002558.csv,2228,2017-01-03,2026-04-30,0,0,0.1004842615012107,0.20447352444725664,
SZ002594,Explore1/data/interim/qlib_csv/day/SZ002594.csv,2263,2017-01-03,2026-04-30,0,0,0.10009813542688906,2.0357625438219835,
SZ002595,Explore1/data/interim/qlib_csv/day/SZ002595.csv,2263,2017-01-03,2026-04-30,0,0,0.10021097046413496,0.02276019758520742,
SZ002600,Explore1/data/interim/qlib_csv/day/SZ002600.csv,2146,2017-01-03,2026-04-30,0,0,0.10245901639344268,1.0169599999215628,
SZ002602,Explore1/data/interim/qlib_csv/day/SZ002602.csv,2157,2017-01-09,2026-04-30,0,0,0.1011764705882352,0.6087443351622217,
SZ002625,Explore1/data/interim/qlib_csv/day/SZ002625.csv,2100,2017-01-03,2026-04-30,0,0,0.10107015457788338,0.7014545327293527,
SZ002648,Explore1/data/interim/qlib_csv/day/SZ002648.csv,2261,2017-01-03,2026-04-30,0,0,0.10158013544018063,0.4287424512804643,
SZ002653,Explore1/data/interim/qlib_csv/day/SZ002653.csv,2263,2017-01-03,2026-04-30,0,0,0.1005475360876058,0.03594593690643855,
SZ002709,Explore1/data/interim/qlib_csv/day/SZ002709.csv,2263,2017-01-03,2026-04-30,0,0,0.10149253731343277,1.013295557208787,
SZ002714,Explore1/data/interim/qlib_csv/day/SZ002714.csv,2263,2017-01-03,2026-04-30,0,0,0.10022779043280194,0.8270528501254342,
SZ002736,Explore1/data/interim/qlib_csv/day/SZ002736.csv,2253,2017-01-03,2026-04-30,0,0,0.10073937153419599,0.05100269011921155,
SZ002738,Explore1/data/interim/qlib_csv/day/SZ002738.csv,2146,2017-01-04,2026-04-30,0,0,0.10089399744572147,0.4190483525431028,
SZ002812,Explore1/data/interim/qlib_csv/day/SZ002812.csv,2167,2017-01-03,2026-04-30,0,0,0.10009789525208035,1.0180755286955332,
SZ002837,Explore1/data/interim/qlib_csv/day/SZ002837.csv,2187,2017-01-03,2026-04-30,0,0,0.10215053763440851,1.471613750866565,
SZ002916,Explore1/data/interim/qlib_csv/day/SZ002916.csv,2030,2017-12-13,2026-04-30,0,0,0.10030864197530853,0.4063436655503958,
SZ002920,Explore1/data/interim/qlib_csv/day/SZ002920.csv,2023,2017-12-26,2026-04-30,0,0,0.10024375380865325,0.012164011549256282,
SZ002938,Explore1/data/interim/qlib_csv/day/SZ002938.csv,1844,2018-09-18,2026-04-30,0,0,0.10038424591738715,0.03340013364761374,
SZ003816,Explore1/data/interim/qlib_csv/day/SZ003816.csv,1618,2019-08-26,2026-04-30,0,0,0.10215053763440851,0.03046114091219554,
