name,market,rebalance,rows,report_path,analysis_path,turnover_mean,cost_mean,excess_return_without_cost.mean,excess_return_without_cost.std,excess_return_without_cost.annualized_return,excess_return_without_cost.information_ratio,excess_return_without_cost.max_drawdown,excess_return_with_cost.mean,excess_return_with_cost.std,excess_return_with_cost.annualized_return,excess_return_with_cost.information_ratio,excess_return_with_cost.max_drawdown,benchmark.mean,benchmark.std,benchmark.annualized_return,benchmark.information_ratio,benchmark.max_drawdown,strategy_return_without_cost.mean,strategy_return_without_cost.std,strategy_return_without_cost.annualized_return,strategy_return_without_cost.information_ratio,strategy_return_without_cost.max_drawdown,strategy_return_with_cost.mean,strategy_return_with_cost.std,strategy_return_with_cost.annualized_return,strategy_return_with_cost.information_ratio,strategy_return_with_cost.max_drawdown,indicator.ffr,indicator.pa,indicator.pos,indicator.deal_amount,indicator.value,indicator.count
equal_weight_monthly,mcap500_mainboard_20251231,monthly,319,Explore2/outputs/backtests/equal_weight_monthly/report_normal_1day.pkl,Explore2/outputs/backtests/equal_weight_monthly/port_analysis_1day.pkl,0.0028775690570629025,7.566941414489622e-06,0.00046964633822180424,0.004674159610710824,0.11177582849678941,1.550086310033573,-0.047385930926031536,0.00046207939680731455,0.0046709325436225324,0.10997489644014086,1.5261649939067017,-0.048445930926031534,0.0006773731551573942,0.009719353201924266,0.16121481092745982,1.0751748451146768,-0.10799944400787354,0.0011470194933791984,0.007342437079927157,0.2729906394242492,2.4100111045342474,-0.08583291008549077,0.0011394525519647085,0.007341059125876796,0.2711897073676006,2.3945615352022536,-0.08583291008549077,1.0,0.0,0.0,330.7701304340153,3088.3855831688584,1.6739811912225706
