version,fold,calendar_year,pullback_class,trades,net_pnl_sum,win_rate,avg_cost_after_return,avg_r_multiple,stop_time_trade_ratio,yearly_expectancy
pit_breakdown_repair_diagnostic,WF1,2019,breakdown_repair,296,150172.9488183379,0.3108108108108108,0.01724548985492503,0.22616370595641122,0.43243243243243246,507.3410433051956
pit_breakdown_repair_diagnostic,WF1,2020,breakdown_repair,281,244705.23934363129,0.36298932384341637,0.027501347032943598,0.289440083020571,0.4306049822064057,870.8371506890793
pit_breakdown_repair_diagnostic,WF2,2020,breakdown_repair,302,286441.1458045006,0.3609271523178808,0.03273587505830496,0.28975173585331854,0.4304635761589404,948.4806152466908
pit_breakdown_repair_diagnostic,WF2,2021,breakdown_repair,378,-73431.03676718476,0.2328042328042328,-0.005785776188311485,-0.039825578988416016,0.48412698412698413,-194.26200202958933
pit_breakdown_repair_diagnostic,WF3,2021,breakdown_repair,396,-57742.28386591672,0.23737373737373738,-0.0052558989610788,-0.01910546119751912,0.49747474747474746,-145.81384814625434
pit_breakdown_repair_diagnostic,WF3,2022,breakdown_repair,427,-204576.621550703,0.15456674473067916,-0.020540703591480945,-0.29690224673940796,0.4262295081967213,-479.1021581983677
pit_breakdown_repair_diagnostic,WF4,2022,breakdown_repair,425,-190209.81886689665,0.17176470588235293,-0.0179626706991422,-0.25037506327177034,0.4611764705882353,-447.55251498093327
pit_breakdown_repair_diagnostic,WF4,2023,breakdown_repair,381,-118838.83438389303,0.16010498687664043,-0.015027236632301976,-0.18065391581735035,0.4776902887139108,-311.9129511388268
pit_breakdown_repair_diagnostic,WF5,2023,breakdown_repair,394,-122864.63481554984,0.17766497461928935,-0.012022868816132034,-0.11374217427865606,0.467005076142132,-311.83917465875595
pit_breakdown_repair_diagnostic,WF5,2024,breakdown_repair,293,115476.13385195733,0.35494880546075086,0.016294684033071813,0.4337853583950337,0.4300341296928328,394.1164977882503
pit_original_pullback_baseline,WF1,2019,breakdown_repair,6,2920.200931167603,0.3333333333333333,0.018182094205056017,0.5972471120855843,0.5,486.7001551946005
pit_original_pullback_baseline,WF1,2019,strong_trend_continuation,3,1848.9790282249428,1.0,0.022612654938456517,0.5632092230805009,0.0,616.3263427416476
pit_original_pullback_baseline,WF1,2019,unclassified_pullback,4,-1254.2381620883943,0.25,-0.011095079798678936,-0.24478769562484956,0.75,-313.5595405220986
pit_original_pullback_baseline,WF1,2019,weak_volume_rebound,6,-5875.922700786596,0.16666666666666666,-0.03839833399035693,-0.8554190578215412,0.8333333333333334,-979.3204501310993
pit_original_pullback_baseline,WF1,2020,breakdown_repair,9,-5043.845430517192,0.3333333333333333,-0.018184621960662267,-0.0018307552588265885,0.5555555555555556,-560.4272700574658
pit_original_pullback_baseline,WF1,2020,strong_trend_continuation,3,-5464.898668813707,0.0,-0.06300826347894617,-1.1405576873754748,1.0,-1821.632889604569
pit_original_pullback_baseline,WF1,2020,unclassified_pullback,4,-6463.747283840178,0.0,-0.057703009493289596,-1.233215168334623,1.0,-1615.9368209600445
pit_original_pullback_baseline,WF1,2020,weak_volume_rebound,18,10166.453460526462,0.3888888888888889,0.023976183159597993,0.6671052278364262,0.5555555555555556,564.8029700292478
pit_original_pullback_baseline,WF2,2020,breakdown_repair,9,5936.514666748048,0.3333333333333333,0.024488242356520924,0.5434246111022638,0.5555555555555556,659.612740749783
pit_original_pullback_baseline,WF2,2020,strong_trend_continuation,3,-5489.684693598748,0.0,-0.06300826347894616,-1.1405576873754748,1.0,-1829.8948978662493
pit_original_pullback_baseline,WF2,2020,unclassified_pullback,4,-6463.747283840178,0.0,-0.057703009493289596,-1.233215168334623,1.0,-1615.9368209600445
pit_original_pullback_baseline,WF2,2020,weak_volume_rebound,18,15175.261833918092,0.3888888888888889,0.03417484693743333,0.8891168512073807,0.5555555555555556,843.0701018843384
pit_original_pullback_baseline,WF2,2021,breakdown_repair,3,1880.841725540161,0.3333333333333333,0.023268235760764765,0.7878930495038853,0.3333333333333333,626.9472418467203
pit_original_pullback_baseline,WF2,2021,unclassified_pullback,1,82.1787322998047,1.0,0.0033104008175268945,0.06500897952122836,1.0,82.1787322998047
pit_original_pullback_baseline,WF2,2021,weak_volume_rebound,7,381.81026477813384,0.42857142857142855,0.004834693744650449,0.19728031629311973,0.42857142857142855,54.544323539733405
pit_original_pullback_baseline,WF3,2021,breakdown_repair,3,1880.841725540161,0.3333333333333333,0.023268235760764765,0.7878930495038853,0.3333333333333333,626.9472418467203
pit_original_pullback_baseline,WF3,2021,unclassified_pullback,1,82.1787322998047,1.0,0.0033104008175268945,0.06500897952122836,1.0,82.1787322998047
pit_original_pullback_baseline,WF3,2021,weak_volume_rebound,7,471.65394763946233,0.42857142857142855,0.004834693744650453,0.19728031629311973,0.42857142857142855,67.37913537706605
pit_original_pullback_baseline,WF3,2022,breakdown_repair,3,-807.3965826034539,0.3333333333333333,-0.010774282246346842,-0.033452282009963495,0.3333333333333333,-269.1321942011513
pit_original_pullback_baseline,WF3,2022,strong_trend_continuation,1,-41.930586433410646,0.0,-0.0013992265342827868,0.0364973570654327,0.0,-41.930586433410646
pit_original_pullback_baseline,WF3,2022,unclassified_pullback,1,-940.2903957366958,0.0,-0.03262359386161149,-0.7379282987355716,1.0,-940.2903957366958
pit_original_pullback_baseline,WF3,2022,weak_volume_rebound,6,-3078.8941277027125,0.16666666666666666,-0.022938945220310036,-0.7772140488766565,0.6666666666666666,-513.1490212837854
