datetime,instruments,breakout_entry,original_pullback_entry,raw_pullback_shape,combined_entry,trend_score_median
2022-12-09,193,0,0,18,0,
2022-12-12,194,2,1,2,3,0.40424909755054556
2022-12-13,194,0,1,29,1,0.3982584567434105
2022-12-14,194,1,0,21,1,0.31977306700179997
2022-12-15,193,0,1,5,1,0.2953014335871753
2022-12-16,192,0,2,52,2,0.3380141225889556
2022-12-19,192,0,0,2,0,
2022-12-20,192,0,0,1,0,
2022-12-21,192,0,0,15,0,
2022-12-22,189,0,0,7,0,
2022-12-23,188,0,0,17,0,
2022-12-26,190,0,0,6,0,
2022-12-27,189,0,0,33,0,
2022-12-28,191,0,0,23,0,
2022-12-29,191,0,0,15,0,
2022-12-30,190,0,0,28,0,0.5132583363381319
2023-01-03,190,0,0,16,0,0.4992038803009564
2023-01-04,191,0,1,32,1,0.5099678170790427
2023-01-05,192,2,0,22,2,0.4040009103462764
2023-01-06,192,0,0,9,0,0.3985370180995478
2023-01-09,192,1,0,17,1,0.2439365758469134
2023-01-10,192,0,0,4,0,0.3651792170526471
2023-01-11,192,0,0,17,0,0.374851829137245
2023-01-12,191,0,0,15,0,0.3293562540556027
2023-01-13,191,1,0,28,1,0.42420449244512826
2023-01-16,194,1,0,16,1,0.2645567420616637
2023-01-17,193,0,0,12,0,0.35526538700056665
2023-01-18,194,0,0,16,0,0.5500832851394917
2023-01-19,195,0,0,21,0,0.4850129644593381
2023-01-20,196,1,0,24,1,0.3137844992509409
2023-01-30,196,0,0,0,0,0.3142382143596082
2023-01-31,196,0,0,13,0,0.3374289486163725
2023-02-01,196,0,0,31,0,0.2658549962652134
2023-02-02,196,0,0,6,0,0.34488655351004943
2023-02-03,195,1,2,11,3,0.337981767995276
2023-02-06,196,0,0,16,0,0.48139891208285823
2023-02-07,195,1,1,21,2,0.34304305779407385
2023-02-08,195,0,0,7,0,0.32073198654750124
2023-02-09,196,1,0,55,1,0.20979244295817895
2023-02-10,199,0,0,18,0,0.23466268463798934
2023-02-13,199,1,2,48,3,0.15900410670831233
2023-02-14,199,0,0,22,0,0.09456850311855328
2023-02-15,200,0,3,12,3,0.038644930236843095
2023-02-16,199,0,0,9,0,0.22269218706122657
2023-02-17,197,0,0,12,0,0.427752719473275
2023-02-20,202,1,2,61,3,0.24077940197726355
2023-02-21,201,0,0,37,0,0.2269369546986369
2023-02-22,202,0,1,16,1,0.12916584846722498
2023-02-23,202,0,0,24,0,0.25487991866479165
2023-02-24,202,0,1,4,1,0.3358504019396795
2023-02-27,201,0,1,22,1,0.3722348145337861
2023-02-28,201,0,1,46,1,0.2842517269003681
2023-03-01,203,2,2,55,4,0.1340042947760739
2023-03-02,203,0,1,34,1,0.07353887709060926
2023-03-03,202,0,0,37,0,0.081716618829899
2023-03-06,202,1,0,9,1,0.15258378585983995
2023-03-07,200,0,0,8,0,0.1451037397271268
2023-03-08,201,0,0,21,0,
2023-03-09,200,0,0,8,0,
2023-03-10,199,0,0,2,0,
2023-03-13,200,0,0,40,0,
2023-03-14,200,0,0,10,0,
2023-03-15,200,0,0,18,0,
2023-03-16,199,0,0,12,0,
2023-03-17,200,0,0,10,0,
2023-03-20,199,0,0,6,0,
2023-03-21,202,0,0,9,0,
2023-03-22,204,0,0,18,0,
2023-03-23,205,0,0,31,0,
2023-03-24,204,0,0,7,0,
2023-03-27,201,0,0,9,0,
2023-03-28,202,0,0,18,0,
2023-03-29,203,0,0,7,0,
2023-03-30,203,0,0,25,0,
2023-03-31,204,0,0,22,0,
2023-04-03,203,0,0,25,0,
2023-04-04,203,0,0,44,0,
2023-04-06,203,0,0,16,0,
2023-04-07,204,0,0,13,0,
2023-04-10,203,0,0,15,0,
2023-04-11,203,0,0,21,0,0.40846352959180476
2023-04-12,203,0,0,28,0,0.34256808462642985
2023-04-13,203,0,0,14,0,0.4797743172372724
2023-04-14,204,0,1,12,1,0.5329936004876409
2023-04-17,206,0,0,35,0,0.4248664120331838
2023-04-18,206,0,0,17,0,0.42018843587597954
2023-04-19,207,0,0,8,0,0.5271988628048392
2023-04-20,205,0,0,21,0,0.1502116954830092
2023-04-21,204,0,0,2,0,
2023-04-24,204,0,0,10,0,
2023-04-25,204,0,0,16,0,
2023-04-26,202,0,0,6,0,
2023-04-27,201,0,0,23,0,
2023-04-28,203,0,0,26,0,
2023-05-04,203,0,0,25,0,
2023-05-05,202,0,0,5,0,
2023-05-08,204,1,0,18,1,0.3134122617246944
2023-05-09,203,0,0,3,0,
2023-05-10,202,0,0,3,0,
2023-05-11,203,0,0,8,0,
2023-05-12,203,0,0,7,0,
2023-05-15,204,0,0,35,0,
2023-05-16,203,0,0,8,0,
2023-05-17,203,0,0,12,0,
2023-05-18,203,0,0,17,0,
2023-05-19,202,0,0,8,0,
2023-05-22,202,0,0,21,0,
2023-05-23,200,0,0,1,0,
2023-05-24,200,0,0,2,0,
2023-05-25,199,0,0,18,0,
2023-05-26,200,0,0,13,0,
2023-05-29,199,0,0,19,0,
2023-05-30,198,0,0,11,0,
2023-05-31,198,0,0,9,0,
2023-06-01,200,0,0,8,0,
2023-06-02,200,0,0,7,0,
2023-06-05,201,0,0,18,0,
2023-06-06,200,0,0,7,0,
2023-06-07,200,0,0,15,0,
2023-06-08,201,0,0,32,0,
2023-06-09,201,0,0,28,0,
2023-06-12,201,0,0,4,0,
2023-06-13,201,0,0,18,0,
2023-06-14,202,0,0,7,0,
2023-06-15,202,0,0,12,0,
2023-06-16,202,0,0,10,0,
2023-06-19,202,0,0,5,0,
2023-06-20,199,0,0,5,0,
2023-06-21,198,0,0,5,0,
2023-06-26,198,0,0,9,0,
2023-06-27,201,0,0,13,0,
2023-06-28,203,0,0,14,0,
2023-06-29,201,0,0,7,0,
2023-06-30,202,0,0,10,0,
2023-07-03,202,0,0,22,0,
2023-07-04,202,0,0,9,0,
2023-07-05,202,0,0,9,0,
2023-07-06,202,0,0,8,0,
2023-07-07,202,0,0,20,0,
2023-07-10,202,0,0,17,0,
2023-07-11,202,0,0,24,0,
2023-07-12,202,0,0,7,0,
2023-07-13,203,0,0,33,0,
2023-07-14,203,0,0,19,0,
2023-07-17,202,0,0,22,0,
2023-07-18,203,0,0,24,0,
2023-07-19,204,0,0,27,0,
2023-07-20,203,0,0,7,0,
2023-07-21,203,0,0,21,0,
2023-07-24,204,0,0,27,0,
2023-07-25,205,0,0,30,0,
2023-07-26,205,0,0,10,0,
2023-07-27,204,0,0,10,0,
2023-07-28,207,0,0,41,0,
2023-07-31,207,0,0,17,0,
2023-08-01,207,0,0,17,0,
2023-08-02,207,0,0,9,0,
2023-08-03,208,0,0,36,0,
2023-08-04,208,0,0,12,0,0.33955913606913823
2023-08-07,206,0,2,13,2,0.29418161081222527
2023-08-08,207,0,0,23,0,0.3165385207630905
2023-08-09,207,0,0,22,0,0.3470944177507098
2023-08-10,207,0,0,37,0,0.2686475694240848
2023-08-11,207,0,0,0,0,
2023-08-14,206,0,0,29,0,
2023-08-15,206,0,0,30,0,
2023-08-16,204,0,0,29,0,
2023-08-17,206,0,0,18,0,
2023-08-18,201,0,0,13,0,
2023-08-21,200,0,0,3,0,
2023-08-22,200,0,0,20,0,
2023-08-23,200,0,0,7,0,
2023-08-24,200,0,0,9,0,
2023-08-25,198,0,0,26,0,
2023-08-28,202,0,0,0,0,
2023-08-29,204,0,0,19,0,
2023-08-30,203,0,0,12,0,
2023-08-31,204,0,0,14,0,
2023-09-01,204,0,0,26,0,
2023-09-04,205,0,0,30,0,
2023-09-05,205,0,0,8,0,
2023-09-06,205,0,0,16,0,
2023-09-07,200,0,0,12,0,
2023-09-08,203,0,0,17,0,
2023-09-11,204,0,0,26,0,
2023-09-12,204,0,0,12,0,
2023-09-13,203,0,0,15,0,
2023-09-14,205,0,0,23,0,
2023-09-15,204,0,0,5,0,
2023-09-18,204,0,0,17,0,
2023-09-19,204,0,0,31,0,
2023-09-20,203,0,0,17,0,
2023-09-21,201,0,0,4,0,
2023-09-22,204,0,0,28,0,
2023-09-25,202,0,0,24,0,
2023-09-26,201,0,0,5,0,
2023-09-27,202,0,0,9,0,
2023-09-28,203,0,0,6,0,
2023-10-09,203,0,0,19,0,
2023-10-10,200,0,0,4,0,
2023-10-11,201,0,0,4,0,
2023-10-12,202,0,0,16,0,
2023-10-13,200,0,0,22,0,
2023-10-16,200,0,0,14,0,
2023-10-17,200,0,0,12,0,
2023-10-18,196,0,0,8,0,
2023-10-19,194,0,0,2,0,
2023-10-20,196,0,0,5,0,
2023-10-23,190,0,0,4,0,
2023-10-24,191,0,0,4,0,
2023-10-25,192,0,0,6,0,
2023-10-26,193,0,0,10,0,
2023-10-27,195,0,0,11,0,
2023-10-30,194,0,0,7,0,
2023-10-31,195,0,0,5,0,
2023-11-01,195,0,0,7,0,
2023-11-02,195,0,0,6,0,
2023-11-03,196,0,0,7,0,
2023-11-06,199,0,0,4,0,
2023-11-07,198,0,0,8,0,
2023-11-08,197,0,0,4,0,
2023-11-09,199,0,0,10,0,
2023-11-10,200,0,0,14,0,
2023-11-13,200,0,0,5,0,
2023-11-14,198,0,0,13,0,
2023-11-15,200,0,0,13,0,
2023-11-16,198,0,0,13,0,
2023-11-17,198,0,0,13,0,
2023-11-20,198,0,0,13,0,
2023-11-21,197,0,0,12,0,
2023-11-22,198,0,0,9,0,
2023-11-23,199,0,0,12,0,
2023-11-24,195,0,0,11,0,
2023-11-27,194,0,0,6,0,
2023-11-28,194,0,0,11,0,
2023-11-29,194,0,0,5,0,
2023-11-30,195,0,0,19,0,
2023-12-01,195,0,0,8,0,
2023-12-04,195,0,0,12,0,
2023-12-05,193,0,0,2,0,
2023-12-06,193,0,0,3,0,
2023-12-07,194,0,0,10,0,
2023-12-08,194,0,0,10,0,
2023-12-11,195,0,0,10,0,
2023-12-12,194,0,0,12,0,
2023-12-13,193,0,0,7,0,
2023-12-14,191,0,0,5,0,
2023-12-15,192,0,0,1,0,
2023-12-18,191,0,0,15,0,
2023-12-19,191,0,0,14,0,
2023-12-20,185,0,0,4,0,
2023-12-21,188,0,0,9,0,
2023-12-22,189,0,0,16,0,
2023-12-25,189,0,0,16,0,
2023-12-26,186,0,0,11,0,
2023-12-27,188,0,0,18,0,
2023-12-28,189,0,0,5,0,
2023-12-29,190,0,0,12,0,
2024-01-02,191,0,0,19,0,
2024-01-03,192,0,0,13,0,
2024-01-04,188,0,0,9,0,
2024-01-05,188,0,0,4,0,
2024-01-08,186,0,0,4,0,
2024-01-09,187,0,0,11,0,
2024-01-10,187,0,0,8,0,
2024-01-11,188,0,0,5,0,
2024-01-12,187,0,0,15,0,
2024-01-15,186,0,0,24,0,
2024-01-16,186,0,0,18,0,
2024-01-17,182,0,0,0,0,
2024-01-18,184,0,0,12,0,
2024-01-19,183,0,0,8,0,
2024-01-22,181,0,0,1,0,
2024-01-23,181,0,0,10,0,
2024-01-24,183,0,0,23,0,
2024-01-25,186,0,0,14,0,
2024-01-26,184,0,0,10,0,
2024-01-29,182,0,0,3,0,
2024-01-30,181,0,0,0,0,
2024-01-31,179,0,0,8,0,
2024-02-01,180,0,0,7,0,
2024-02-02,178,0,0,18,0,
2024-02-05,177,0,0,16,0,
2024-02-06,181,0,0,12,0,
2024-02-07,181,0,0,7,0,
2024-02-08,182,0,0,14,0,
2024-02-19,184,0,0,34,0,
2024-02-20,185,0,0,6,0,
2024-02-21,186,0,0,4,0,
2024-02-22,191,0,0,3,0,
2024-02-23,192,0,0,2,0,
2024-02-26,192,0,0,0,0,
2024-02-27,193,0,0,35,0,
2024-02-28,191,0,0,20,0,
2024-02-29,195,0,0,50,0,
2024-03-01,199,0,0,16,0,
2024-03-04,197,0,0,23,0,
2024-03-05,199,0,0,39,0,0.4594397716759321
2024-03-06,198,0,0,7,0,0.4543145082262803
2024-03-07,196,0,0,20,0,0.32504859354451326
2024-03-08,199,0,0,30,0,0.2777770370654016
2024-03-11,199,0,0,26,0,0.24685732555500095
2024-03-12,199,0,0,18,0,0.22790328095842471
2024-03-13,200,0,1,11,1,0.2727659958468178
2024-03-14,199,0,2,22,2,0.23673068664576682
2024-03-15,202,1,1,45,2,0.38813842838412177
2024-03-18,203,0,1,41,1,0.16529516184322418
2024-03-19,199,0,0,6,0,0.21141743948186775
2024-03-20,197,0,1,35,1,0.24922913748775313
2024-03-21,199,0,1,28,1,0.17720889638403436
2024-03-22,199,0,0,14,0,0.20697386060192696
2024-03-25,196,0,0,35,0,0.21903004864174963
2024-03-26,197,0,2,43,2,0.2874231946538726
2024-03-27,197,0,0,20,0,0.3430522253001982
2024-03-28,197,0,0,35,0,0.4268781577686936
2024-03-29,200,1,1,43,2,0.08055885709729432
2024-04-01,203,0,0,40,0,0.1677256895961931
2024-04-02,201,1,0,24,1,0.17736018440419876
2024-04-03,204,0,0,13,0,0.21825343218551574
2024-04-08,201,1,0,31,1,0.2485084170722115
2024-04-09,201,0,0,9,0,0.22321271748690497
2024-04-10,200,0,0,22,0,0.2843538715546359
2024-04-11,205,0,0,37,0,0.2610346989528677
2024-04-12,207,0,0,18,0,
2024-04-15,209,2,0,44,2,0.29458314177977246
2024-04-16,204,0,0,13,0,0.4708034698570164
2024-04-17,207,0,2,58,2,0.43170054249360934
2024-04-18,209,0,2,19,2,0.444923562632281
2024-04-19,207,0,0,12,0,0.2851361310723212
2024-04-22,206,0,0,6,0,0.49998798419984214
2024-04-23,199,0,0,10,0,0.4776193037228743
2024-04-24,203,0,3,53,3,0.4214997270931488
2024-04-25,202,0,4,43,4,0.31486993813496567
2024-04-26,205,0,1,41,1,0.32985600254741543
2024-04-29,204,0,1,23,1,0.41939467174446127
2024-04-30,204,0,0,24,0,0.45185620869614673
2024-05-06,208,0,0,31,0,0.5534096569939964
2024-05-07,209,0,0,19,0,0.5617124495867966
2024-05-08,207,0,1,12,1,0.4202558186838099
2024-05-09,211,0,2,37,2,0.5055916425854413
2024-05-10,211,0,1,25,1,0.39126912010942116
2024-05-13,210,0,0,50,0,0.24783441911694615
2024-05-14,210,0,0,16,0,0.2565501860058259
2024-05-15,208,0,0,10,0,0.26195588325614133
2024-05-16,208,1,0,22,1,0.19395406530272352
2024-05-17,211,0,4,54,4,0.16225186230653668
2024-05-20,211,1,0,36,1,0.053327350291985876
2024-05-21,211,0,1,23,1,0.21789988316164288
2024-05-22,209,0,0,25,0,0.19273608718986623
2024-05-23,206,0,1,9,1,0.1843654478850775
2024-05-24,206,0,1,17,1,0.28609177349702686
2024-05-27,209,0,2,53,2,0.33134279985318565
2024-05-28,208,0,0,5,0,0.2965677970548307
2024-05-29,208,1,2,26,3,0.27915599840474803
2024-05-30,208,0,1,15,1,0.3280844315393699
2024-05-31,208,0,1,18,1,0.3443499308212862
2024-06-03,207,0,0,24,0,0.28066769509014694
2024-06-04,208,1,4,43,5,0.23175949723364966
2024-06-05,204,1,0,13,1,0.3504443099983119
2024-06-06,207,0,0,22,0,0.39701899426310494
2024-06-07,206,0,0,27,0,
2024-06-11,206,0,0,13,0,
2024-06-12,206,0,0,26,0,
2024-06-13,205,0,0,12,0,
2024-06-14,207,0,0,12,0,
2024-06-17,208,0,0,21,0,
2024-06-18,207,0,0,28,0,
2024-06-19,205,0,0,17,0,
2024-06-20,205,0,0,25,0,
2024-06-21,205,0,0,14,0,
2024-06-24,204,0,0,13,0,
2024-06-25,203,0,0,20,0,
2024-06-26,205,0,0,21,0,
2024-06-27,203,0,0,18,0,
2024-06-28,201,0,0,36,0,
2024-07-01,202,0,0,29,0,
2024-07-02,200,0,0,12,0,
2024-07-03,198,0,0,10,0,
2024-07-04,198,0,0,9,0,
2024-07-05,198,0,0,8,0,
2024-07-08,200,0,0,15,0,
2024-07-09,202,0,0,32,0,
2024-07-10,200,0,0,10,0,
2024-07-11,203,0,0,7,0,
2024-07-12,200,0,0,24,0,
2024-07-15,202,0,0,25,0,
2024-07-16,201,0,0,17,0,
2024-07-17,202,0,0,14,0,
2024-07-18,202,0,0,35,0,
2024-07-19,201,0,0,23,0,
2024-07-22,200,0,0,5,0,
2024-07-23,198,0,0,16,0,
2024-07-24,198,0,0,18,0,
2024-07-25,197,0,0,7,0,
2024-07-26,199,0,0,10,0,
2024-07-29,198,0,0,33,0,
2024-07-30,196,0,0,8,0,
2024-07-31,200,0,0,18,0,
2024-08-01,201,0,0,25,0,
2024-08-02,195,0,0,19,0,
2024-08-05,194,0,0,6,0,
2024-08-06,194,0,0,6,0,
2024-08-07,196,0,0,14,0,
2024-08-08,196,0,0,11,0,
2024-08-09,195,0,0,9,0,
2024-08-12,195,0,0,13,0,
2024-08-13,193,0,0,17,0,
2024-08-14,190,0,0,11,0,
2024-08-15,191,0,0,26,0,
2024-08-16,193,0,0,16,0,
2024-08-19,191,0,0,16,0,
2024-08-20,192,0,0,2,0,
2024-08-21,193,0,0,12,0,
2024-08-22,190,0,0,17,0,
2024-08-23,190,0,0,14,0,
2024-08-26,190,0,0,11,0,
2024-08-27,188,0,0,11,0,
2024-08-28,188,0,0,7,0,
2024-08-29,189,0,0,5,0,
2024-08-30,192,0,0,8,0,
2024-09-02,190,0,0,8,0,
2024-09-03,188,0,0,7,0,
2024-09-04,188,0,0,6,0,
2024-09-05,189,0,0,9,0,
2024-09-06,187,0,0,1,0,
2024-09-09,182,0,0,4,0,
2024-09-10,184,0,0,7,0,
2024-09-11,181,0,0,7,0,
2024-09-12,182,0,0,1,0,
2024-09-13,178,0,0,7,0,
2024-09-18,183,0,0,14,0,
2024-09-19,185,0,0,10,0,
2024-09-20,186,0,0,7,0,
2024-09-23,186,0,0,9,0,
2024-09-24,191,0,0,14,0,
2024-09-25,192,0,0,1,0,
2024-09-26,197,0,0,9,0,
2024-09-27,204,0,0,3,0,
2024-09-30,217,0,0,5,0,
2024-10-08,219,0,0,0,0,
2024-10-09,213,0,0,0,0,-0.0024056598787453413
2024-10-10,213,0,0,10,0,-0.15868699738232223
2024-10-11,212,0,0,1,0,0.10298982085108838
2024-10-14,214,0,0,14,0,-0.16361672066791735
2024-10-15,209,0,0,1,0,0.11798773644901306
2024-10-16,210,0,0,29,0,0.08128480706268582
2024-10-17,209,0,0,2,0,0.17853973574900478
2024-10-18,212,0,0,64,0,0.18369869905035324
2024-10-21,212,0,0,8,0,0.12786789968330933
2024-10-22,214,0,0,31,0,0.17319087171267117
2024-10-23,213,0,0,18,0,0.13379442827612872
2024-10-24,212,0,0,13,0,0.22201060681850662
2024-10-25,212,0,0,19,0,0.2394920586159598
2024-10-28,214,0,0,29,0,0.2032213071847847
2024-10-29,211,0,1,9,1,0.1932492281586898
2024-10-30,209,0,0,21,0,0.3044689903080199
2024-10-31,212,0,2,29,2,0.224146635916098
2024-11-01,211,0,1,41,1,0.18570160343876366
2024-11-04,216,0,6,74,6,0.16473338081558714
2024-11-05,220,1,2,72,3,0.0953154119439412
2024-11-06,219,0,0,11,0,0.07664405817123172
2024-11-07,221,0,0,54,0,-0.1092038631675451
2024-11-08,221,0,0,1,0,0.023216071633728193
2024-11-11,222,0,1,33,1,0.03425167240090165
2024-11-12,220,0,0,7,0,0.0525150008229496
2024-11-13,220,0,2,53,2,0.060179827798069935
2024-11-14,215,0,0,10,0,0.042247620387830954
2024-11-15,214,0,0,16,0,0.03609492863662875
2024-11-18,211,0,1,30,1,0.11354394485302584
2024-11-19,212,0,6,45,6,0.13180692661590948
2024-11-20,213,0,5,43,5,0.015787658392878233
2024-11-21,214,0,3,35,3,0.06688014204382665
2024-11-22,210,0,0,3,0,0.25738660471549407
2024-11-25,208,0,0,14,0,0.19950041911371813
2024-11-26,207,0,0,16,0,0.16294881939479988
2024-11-27,210,0,1,39,1,0.11524637238314538
2024-11-28,209,0,0,8,0,0.13661106170411863
2024-11-29,209,0,3,22,3,0.07096516475219591
2024-12-02,211,0,8,41,8,0.05126310531675053
2024-12-03,212,0,3,51,3,0.07275139428948972
2024-12-04,211,0,1,19,1,0.10366175924205977
2024-12-05,211,0,6,28,6,0.09871651064230802
2024-12-06,213,0,3,55,3,0.12131767733321598
2024-12-09,212,0,0,26,0,0.08022894935467739
2024-12-10,213,0,0,4,0,0.061300724456710386
2024-12-11,214,0,1,37,1,0.06815912473015423
2024-12-12,214,1,4,77,5,0.0926110803413452
2024-12-13,213,0,0,6,0,0.1478967395949541
2024-12-16,213,0,2,23,2,0.20202142170284657
2024-12-17,211,0,1,14,1,0.22263536287333657
2024-12-18,211,0,0,29,0,0.1611180922238534
2024-12-19,213,0,1,27,1,0.18347170857357553
2024-12-20,212,0,0,15,0,0.30141043470512374
2024-12-23,211,0,1,28,1,0.2705791513863526
2024-12-24,212,0,1,43,1,0.17262177328249245
2024-12-25,214,0,1,22,1,0.17255251074043754
2024-12-26,215,1,2,18,3,0.20156165483610192
2024-12-27,216,0,1,37,1,0.23303003834297673
2024-12-30,214,2,2,42,4,0.10997837239451402
2024-12-31,210,0,0,7,0,0.24629002028866553
2025-01-02,210,0,0,0,0,
2025-01-03,208,0,0,2,0,
2025-01-06,208,0,0,17,0,
2025-01-07,210,0,0,19,0,
2025-01-08,210,0,0,19,0,
2025-01-09,210,0,0,2,0,
2025-01-10,208,0,0,2,0,
2025-01-13,206,0,0,6,0,
2025-01-14,212,0,0,26,0,
2025-01-15,209,0,0,19,0,
2025-01-16,211,0,0,15,0,
2025-01-17,212,0,0,12,0,
2025-01-20,212,0,0,14,0,
2025-01-21,212,0,0,9,0,
2025-01-22,209,0,0,3,0,
2025-01-23,210,0,0,18,0,
2025-01-24,212,0,0,20,0,
2025-01-27,212,0,0,19,0,
2025-02-05,213,0,0,4,0,
2025-02-06,212,0,0,16,0,
2025-02-07,213,0,0,20,0,
2025-02-10,215,0,0,12,0,
2025-02-11,215,0,0,23,0,
2025-02-12,215,0,0,22,0,
2025-02-13,215,0,0,7,0,
2025-02-14,215,0,0,20,0,
2025-02-17,214,0,0,12,0,
2025-02-18,214,1,0,15,1,0.4058436767333062
2025-02-19,215,0,1,16,1,0.28931719060987127
2025-02-20,215,0,1,9,1,0.24018799198012808
2025-02-21,215,1,0,8,1,0.28247761044975706
2025-02-24,216,0,0,14,0,0.26894551742407014
2025-02-25,216,0,0,9,0,
2025-02-26,216,0,1,19,1,0.35514843373260374
2025-02-27,217,2,0,17,2,0.3185255292068827
2025-02-28,217,0,0,6,0,
2025-03-03,216,0,0,8,0,
2025-03-04,216,0,0,15,0,
2025-03-05,216,1,2,25,3,0.36033710960024107
2025-03-06,216,0,0,27,0,0.2980144444615851
2025-03-07,216,0,1,10,1,0.25067787156480414
2025-03-10,216,0,0,6,0,
2025-03-11,217,0,1,24,1,0.26743559466304945
2025-03-12,216,0,0,9,0,0.3064661408954869
2025-03-13,215,0,1,11,1,0.3146351290010798
2025-03-14,217,0,1,22,1,0.268095445964131
2025-03-17,217,0,1,19,1,0.3117426661566043
2025-03-18,218,0,1,11,1,0.24926727369054352
2025-03-19,219,0,1,23,1,0.29780777889326215
2025-03-20,219,0,2,11,2,0.3795894031974978
2025-03-21,220,0,1,2,1,0.3634181062525532
2025-03-24,220,0,1,32,1,0.4378574285662741
2025-03-25,220,0,0,17,0,0.4126126864059588
2025-03-26,219,0,1,18,1,0.5029518317745856
2025-03-27,220,1,4,31,5,0.39801346614704947
2025-03-28,219,1,0,13,1,0.4243154036988616
2025-03-31,218,0,0,19,0,
2025-04-01,219,0,0,16,0,
2025-04-02,219,0,0,20,0,
2025-04-03,218,0,0,28,0,
2025-04-07,204,0,0,7,0,
2025-04-08,205,0,0,8,0,
2025-04-09,204,0,0,9,0,
2025-04-10,210,0,0,10,0,
2025-04-11,211,0,0,9,0,
2025-04-14,212,0,0,20,0,
2025-04-15,211,0,0,24,0,
2025-04-16,210,0,0,36,0,
2025-04-17,211,0,0,14,0,
2025-04-18,213,0,0,13,0,
2025-04-21,213,0,0,14,0,
2025-04-22,213,0,0,18,0,
2025-04-23,212,0,0,4,0,
2025-04-24,213,0,0,30,0,
2025-04-25,213,0,0,11,0,
2025-04-28,213,0,0,20,0,
2025-04-29,211,0,0,11,0,
2025-04-30,210,0,0,12,0,
2025-05-06,214,0,0,15,0,
2025-05-07,215,0,0,25,0,
2025-05-08,213,0,0,25,0,
2025-05-09,213,0,0,28,0,
2025-05-12,214,0,0,17,0,
2025-05-13,215,0,0,14,0,
2025-05-14,217,0,0,25,0,
2025-05-15,215,0,0,14,0,
2025-05-16,212,0,0,13,0,
2025-05-19,213,0,0,17,0,
2025-05-20,213,0,0,23,0,
2025-05-21,216,0,0,22,0,
2025-05-22,214,0,1,17,1,0.4355210527083346
2025-05-23,214,0,0,6,0,0.5129414566768931
2025-05-26,211,0,1,19,1,0.5488334818125632
2025-05-27,210,0,0,16,0,
2025-05-28,210,0,0,15,0,
2025-05-29,213,0,1,19,1,0.4461641083290281
2025-05-30,212,0,0,17,0,
2025-06-03,216,0,0,24,0,
2025-06-04,217,0,0,12,0,0.43879739979682
2025-06-05,216,0,0,15,0,0.5679165369604741
2025-06-06,216,0,0,20,0,0.48086195818889554
2025-06-09,217,0,0,18,0,0.4139014715492685
2025-06-10,217,0,0,19,0,0.4489481872837586
2025-06-11,218,0,0,29,0,0.38906590736203694
2025-06-12,221,1,1,22,2,0.3719016384656969
2025-06-13,220,0,0,10,0,0.35661329208671716
2025-06-16,220,0,1,21,1,0.34804956770922024
2025-06-17,219,0,0,22,0,0.4193104343896127
2025-06-18,219,1,1,19,2,0.35674640315377093
2025-06-19,218,0,0,5,0,
2025-06-20,217,0,0,20,0,
2025-06-23,218,0,0,23,0,
2025-06-24,218,0,0,27,0,0.4034138628938503
2025-06-25,217,1,0,28,1,0.43736993665197976
2025-06-26,217,0,2,15,2,0.3214623603435729
2025-06-27,217,0,0,9,0,0.49819438714253533
2025-06-30,217,1,1,27,2,0.4529849753037254
2025-07-01,218,2,1,26,3,0.37671482629836894
2025-07-02,218,0,0,16,0,0.3504982447943995
2025-07-03,218,0,0,20,0,0.4063983182415573
2025-07-04,219,1,1,24,2,0.4020128708131576
2025-07-07,218,0,1,22,1,0.24178090628646987
2025-07-08,221,1,0,22,1,0.32556811516753853
2025-07-09,219,0,0,8,0,0.3110369147811647
2025-07-10,220,0,0,34,0,0.17439271646027174
2025-07-11,219,0,0,17,0,0.26202497451911244
2025-07-14,219,0,1,25,1,0.2040473872285206
2025-07-15,220,0,1,11,1,0.13521739579656256
2025-07-16,219,0,0,14,0,0.18122131854465479
2025-07-17,220,2,1,37,3,0.0853637457846867
2025-07-18,221,1,2,46,3,0.09002075330945301
2025-07-21,221,0,1,32,1,0.051211269493889114
2025-07-22,224,1,0,31,1,0.01027038781953779
2025-07-23,223,2,1,17,3,0.01755127814904646
2025-07-24,225,1,0,25,1,-0.0921471009820859
2025-07-25,225,1,0,9,1,-0.004220998195140088
2025-07-28,225,0,0,17,0,-0.09080254895271107
2025-07-29,225,0,1,28,1,-0.06193600485825365
2025-07-30,225,1,1,34,2,-0.046660251675653026
2025-07-31,223,0,0,6,0,0.09215393503996813
2025-08-01,224,0,0,16,0,0.1139412516033532
2025-08-04,222,0,3,47,3,0.04829626377134499
2025-08-05,225,0,2,57,2,0.042239003115727265
2025-08-06,227,1,3,51,4,0.030526182957000218
2025-08-07,226,0,1,31,1,0.036936854344407764
2025-08-08,227,0,2,48,2,0.03602019699211205
2025-08-11,227,1,2,44,3,-0.008588860529979231
2025-08-12,228,0,3,44,3,0.0005741729802289097
2025-08-13,229,1,0,27,1,0.045424727000078345
2025-08-14,228,0,0,11,0,0.11141431706799998
2025-08-15,232,4,1,52,5,0.011921412233883967
2025-08-18,235,0,0,23,0,0.04905676787616349
2025-08-19,235,0,0,15,0,0.035967472262238454
2025-08-20,236,1,3,66,4,0.04224799194095662
2025-08-21,236,0,0,32,0,0.05330601362710517
2025-08-22,238,0,1,45,1,0.07228869729276746
