instrument,path,rows,start,end,duplicate_dates,missing_values,max_abs_close_jump,max_abs_factor_jump,errors
SH601186,Explore7/data/interim/qlib_csv/day/SH601186.csv,2263,2017-01-03,2026-04-30,0,0,0.10063694267515944,0.04261766000813605,
SH601198,Explore7/data/interim/qlib_csv/day/SH601198.csv,2243,2017-01-03,2026-04-30,0,0,0.11455525606469008,0.032002786530813676,
SH601211,Explore7/data/interim/qlib_csv/day/SH601211.csv,2244,2017-01-03,2026-04-30,0,0,0.10034602076124566,0.047768294967247105,
SH601212,Explore7/data/interim/qlib_csv/day/SH601212.csv,2194,2017-02-15,2026-04-30,0,0,0.10317460317460303,0.0038022813810347778,
SH601216,Explore7/data/interim/qlib_csv/day/SH601216.csv,2182,2017-01-03,2026-04-30,0,0,0.23636363636363633,0.12237266269090896,
SH601225,Explore7/data/interim/qlib_csv/day/SH601225.csv,2263,2017-01-03,2026-04-30,0,0,0.10108695652173938,0.12963467442699872,
SH601229,Explore7/data/interim/qlib_csv/day/SH601229.csv,2263,2017-01-03,2026-04-30,0,0,0.09950248756218916,0.4451605068560831,
SH601231,Explore7/data/interim/qlib_csv/day/SH601231.csv,2255,2017-01-03,2026-04-30,0,0,0.1007194244604317,0.03158645958278683,
SH601233,Explore7/data/interim/qlib_csv/day/SH601233.csv,2263,2017-01-03,2026-04-30,0,0,0.10828025477707004,0.41009432809400637,
SH601236,Explore7/data/interim/qlib_csv/day/SH601236.csv,1648,2019-07-05,2026-04-30,0,0,0.10546378653113075,0.11786263087379867,
SH601238,Explore7/data/interim/qlib_csv/day/SH601238.csv,2263,2017-01-03,2026-04-30,0,0,0.10090984284532678,0.4318949342833529,
SH601288,Explore7/data/interim/qlib_csv/day/SH601288.csv,2263,2017-01-03,2026-04-30,0,0,0.07565789473684204,0.07813484563101292,
SH601298,Explore7/data/interim/qlib_csv/day/SH601298.csv,1757,2019-01-21,2026-04-30,0,0,0.10110294117647056,0.05025432681546427,
SH601318,Explore7/data/interim/qlib_csv/day/SH601318.csv,2263,2017-01-03,2026-04-30,0,0,0.09995903318312171,0.036018496055913785,
SH601319,Explore7/data/interim/qlib_csv/day/SH601319.csv,1807,2018-11-16,2026-04-30,0,0,0.10089686098654704,0.03138037727136145,
SH601328,Explore7/data/interim/qlib_csv/day/SH601328.csv,2263,2017-01-03,2026-04-30,0,0,0.06763285024154597,0.07543103442618637,
SH601336,Explore7/data/interim/qlib_csv/day/SH601336.csv,2263,2017-01-03,2026-04-30,0,0,0.10017186349128426,0.052344111683301664,
SH601360,Explore7/data/interim/qlib_csv/day/SH601360.csv,2141,2017-01-03,2026-04-30,0,0,0.10081190798376194,0.01354489163658612,
SH601377,Explore7/data/interim/qlib_csv/day/SH601377.csv,2252,2017-01-03,2026-04-30,0,0,0.1013384321223707,0.0423055596353592,
SH601390,Explore7/data/interim/qlib_csv/day/SH601390.csv,2189,2017-01-03,2026-04-30,0,0,0.10211946050096321,0.036469248310695646,
SH601398,Explore7/data/interim/qlib_csv/day/SH601398.csv,2263,2017-01-03,2026-04-30,0,0,0.0854922279792747,0.06771865651258069,
SH601456,Explore7/data/interim/qlib_csv/day/SH601456.csv,1373,2020-07-31,2026-04-30,0,0,0.10098176718092566,0.014083572286454515,
SH601555,Explore7/data/interim/qlib_csv/day/SH601555.csv,2241,2017-01-03,2026-04-30,0,0,0.10935251798561141,0.07175143181685883,
SH601567,Explore7/data/interim/qlib_csv/day/SH601567.csv,2263,2017-01-03,2026-04-30,0,0,0.21359223300970887,0.12804436945454545,
SH601598,Explore7/data/interim/qlib_csv/day/SH601598.csv,1764,2019-01-18,2026-04-30,0,0,0.16500000000000004,0.06024523163096385,
SH601600,Explore7/data/interim/qlib_csv/day/SH601600.csv,2154,2017-01-03,2026-04-30,0,0,0.10204081632653073,0.01780821916690445,
SH601601,Explore7/data/interim/qlib_csv/day/SH601601.csv,2263,2017-01-03,2026-04-30,0,0,0.10007757951900698,0.04581874970820299,
SH601606,Explore7/data/interim/qlib_csv/day/SH601606.csv,1875,2018-08-06,2026-04-30,0,0,0.10434782608695659,0.005079309626079276,
SH601607,Explore7/data/interim/qlib_csv/day/SH601607.csv,2263,2017-01-03,2026-04-30,0,0,0.10034431874077732,0.030516489917357337,
SH601611,Explore7/data/interim/qlib_csv/day/SH601611.csv,2263,2017-01-03,2026-04-30,0,0,0.10977701543739271,0.011682528942408732,
SH601615,Explore7/data/interim/qlib_csv/day/SH601615.csv,1753,2019-01-23,2026-04-30,0,0,0.12363636363636354,0.03237054088547553,
SH601618,Explore7/data/interim/qlib_csv/day/SH601618.csv,2263,2017-01-03,2026-04-30,0,0,0.10212765957446812,0.02823627115091787,
SH601628,Explore7/data/interim/qlib_csv/day/SH601628.csv,2263,2017-01-03,2026-04-30,0,0,0.10012771392081743,0.022405056839228443,
SH601633,Explore7/data/interim/qlib_csv/day/SH601633.csv,2256,2017-01-03,2026-04-30,0,0,0.10107015457788338,0.03510895878828513,
SH601636,Explore7/data/interim/qlib_csv/day/SH601636.csv,2263,2017-01-03,2026-04-30,0,0,0.24271844660194164,0.16694293188919218,
SH601658,Explore7/data/interim/qlib_csv/day/SH601658.csv,1548,2019-12-10,2026-04-30,0,0,0.10136986301369855,0.05507794818305389,
SH601668,Explore7/data/interim/qlib_csv/day/SH601668.csv,2263,2017-01-03,2026-04-30,0,0,0.09328968903436996,0.4405886510232726,
SH601669,Explore7/data/interim/qlib_csv/day/SH601669.csv,2263,2017-01-03,2026-04-30,0,0,0.10220994475138123,0.026369168352001315,
SH601688,Explore7/data/interim/qlib_csv/day/SH601688.csv,2263,2017-01-03,2026-04-30,0,0,0.10041103934233697,0.03578134169224256,
SH601689,Explore7/data/interim/qlib_csv/day/SH601689.csv,2263,2017-01-03,2026-04-30,0,0,0.10055180870631508,0.48923570408402295,
SH601696,Explore7/data/interim/qlib_csv/day/SH601696.csv,1499,2020-02-26,2026-04-30,0,0,0.10394736842105279,0.005248606212234774,
SH601698,Explore7/data/interim/qlib_csv/day/SH601698.csv,1659,2019-06-28,2026-04-30,0,0,0.10097087378640768,0.0028609900749798634,
SH601699,Explore7/data/interim/qlib_csv/day/SH601699.csv,2173,2017-01-03,2026-04-30,0,0,4.500000000000001,4.254545453652182,
SH601727,Explore7/data/interim/qlib_csv/day/SH601727.csv,2132,2017-05-08,2026-04-30,0,0,0.10082644628099169,0.01812543637107855,
SH601728,Explore7/data/interim/qlib_csv/day/SH601728.csv,1135,2021-08-20,2026-04-30,0,0,0.10132158590308371,0.045454545438038174,
SH601766,Explore7/data/interim/qlib_csv/day/SH601766.csv,2263,2017-01-03,2026-04-30,0,0,0.10196779964221825,0.03672596854473853,
SH601788,Explore7/data/interim/qlib_csv/day/SH601788.csv,2263,2017-01-03,2026-04-30,0,0,0.10059171597633143,0.019892087166145878,
SH601799,Explore7/data/interim/qlib_csv/day/SH601799.csv,2263,2017-01-03,2026-04-30,0,0,0.11551215917464996,0.02016082568668387,
SH601800,Explore7/data/interim/qlib_csv/day/SH601800.csv,2263,2017-01-03,2026-04-30,0,0,0.1015625,0.03518110986013134,
SH601808,Explore7/data/interim/qlib_csv/day/SH601808.csv,2263,2017-01-03,2026-04-30,0,0,0.10111524163568775,0.017049666423188947,
SH601816,Explore7/data/interim/qlib_csv/day/SH601816.csv,1522,2020-01-16,2026-04-30,0,0,0.10064935064935066,0.021818501756044384,
SH601818,Explore7/data/interim/qlib_csv/day/SH601818.csv,2263,2017-01-03,2026-04-30,0,0,0.09931506849315075,0.06487912564946607,
SH601825,Explore7/data/interim/qlib_csv/day/SH601825.csv,1136,2021-08-19,2026-04-30,0,0,0.10070257611241229,0.06288411730260801,
SH601828,Explore7/data/interim/qlib_csv/day/SH601828.csv,2002,2018-01-17,2026-04-30,0,0,0.10771704180064301,0.12691416692417978,
SH601838,Explore7/data/interim/qlib_csv/day/SH601838.csv,1998,2018-01-31,2026-04-30,0,0,0.10137457044673526,0.061118275162063807,
SH601857,Explore7/data/interim/qlib_csv/day/SH601857.csv,2263,2017-01-03,2026-04-30,0,0,0.10041841004184104,0.03918348603698396,
SH601865,Explore7/data/interim/qlib_csv/day/SH601865.csv,1749,2019-02-15,2026-04-30,0,0,0.17901234567901225,0.07115317208888872,
SH601866,Explore7/data/interim/qlib_csv/day/SH601866.csv,2252,2017-01-03,2026-04-30,0,0,0.128834355828221,0.07486617113127059,
SH601868,Explore7/data/interim/qlib_csv/day/SH601868.csv,1110,2021-09-28,2026-04-30,0,0,0.10317460317460303,0.013392857179451934,
SH601869,Explore7/data/interim/qlib_csv/day/SH601869.csv,1886,2018-07-20,2026-04-30,0,0,0.10032467532467537,0.02159612199605654,
SH601872,Explore7/data/interim/qlib_csv/day/SH601872.csv,2163,2017-01-03,2026-04-30,0,0,0.10131332082551592,0.22686553103017593,
SH601877,Explore7/data/interim/qlib_csv/day/SH601877.csv,2263,2017-01-03,2026-04-30,0,0,0.10029940119760483,0.030035768916915284,
SH601878,Explore7/data/interim/qlib_csv/day/SH601878.csv,2149,2017-06-26,2026-04-30,0,0,0.11904761904761907,0.017857775335244574,
SH601881,Explore7/data/interim/qlib_csv/day/SH601881.csv,2249,2017-01-23,2026-04-30,0,0,0.10144927536231862,0.03536614449803466,
SH601888,Explore7/data/interim/qlib_csv/day/SH601888.csv,2263,2017-01-03,2026-04-30,0,0,0.1003026372676179,1.0356032107005104,
SH601898,Explore7/data/interim/qlib_csv/day/SH601898.csv,2263,2017-01-03,2026-04-30,0,0,0.10133333333333328,0.04845688582160301,
SH601899,Explore7/data/interim/qlib_csv/day/SH601899.csv,2259,2017-01-03,2026-04-30,0,0,0.1024930747922439,0.028938906747229654,
SH601901,Explore7/data/interim/qlib_csv/day/SH601901.csv,2253,2017-01-03,2026-04-30,0,0,0.10173160173160167,0.00742422222620176,
SH601916,Explore7/data/interim/qlib_csv/day/SH601916.csv,1552,2019-11-26,2026-04-30,0,0,0.10303030303030303,0.0667464832051925,
SH601919,Explore7/data/interim/qlib_csv/day/SH601919.csv,2213,2017-01-03,2026-04-30,0,0,0.10300429184549342,0.2996532937675953,
SH601933,Explore7/data/interim/qlib_csv/day/SH601933.csv,2257,2017-01-03,2026-04-30,0,0,0.11087420042643914,0.018099043106054147,
SH601939,Explore7/data/interim/qlib_csv/day/SH601939.csv,2263,2017-01-03,2026-04-30,0,0,0.08649789029535859,0.0644333147753604,
SH601958,Explore7/data/interim/qlib_csv/day/SH601958.csv,2263,2017-01-03,2026-04-30,0,0,0.10069444444444442,0.04990631927499756,
SH601966,Explore7/data/interim/qlib_csv/day/SH601966.csv,2254,2017-01-03,2026-04-30,0,0,0.1103344982526211,0.022499883906420326,
SH601969,Explore7/data/interim/qlib_csv/day/SH601969.csv,2245,2017-01-03,2026-04-30,0,0,0.10945273631840813,0.014483807855303121,
SH601985,Explore7/data/interim/qlib_csv/day/SH601985.csv,2263,2017-01-03,2026-04-30,0,0,0.09981515711645095,0.02714677126249021,
SH601988,Explore7/data/interim/qlib_csv/day/SH601988.csv,2263,2017-01-03,2026-04-30,0,0,0.1020408163265305,0.07241106725683366,
SH601989,Explore7/data/interim/qlib_csv/day/SH601989.csv,1967,2017-01-03,2025-08-12,0,0,0.10068649885583514,0.004474272946378921,
SH601990,Explore7/data/interim/qlib_csv/day/SH601990.csv,1912,2018-06-13,2026-04-30,0,0,0.1207349081364828,0.21355555551646432,
SH601991,Explore7/data/interim/qlib_csv/day/SH601991.csv,2263,2017-01-03,2026-04-30,0,0,0.1026785714285714,0.03597081769186672,
SH601992,Explore7/data/interim/qlib_csv/day/SH601992.csv,2261,2017-01-03,2026-04-30,0,0,0.1188118811881188,0.0412213740395877,
SH601995,Explore7/data/interim/qlib_csv/day/SH601995.csv,1313,2020-11-02,2026-04-30,0,0,0.10028860028860032,0.0070220228104420634,
SH601998,Explore7/data/interim/qlib_csv/day/SH601998.csv,2263,2017-01-03,2026-04-30,0,0,0.10034602076124566,0.06829675456367434,
SH603019,Explore7/data/interim/qlib_csv/day/SH603019.csv,2250,2017-01-03,2026-04-30,0,0,0.10036663611365726,0.4035054127719837,
SH603026,Explore7/data/interim/qlib_csv/day/SH603026.csv,2263,2017-01-03,2026-04-30,0,0,0.11440426793123892,0.022832522382470133,
SH603049,Explore7/data/interim/qlib_csv/day/SH603049.csv,221,2025-06-05,2026-04-30,0,0,0.055808034902744996,0.028824833724782062,
SH603083,Explore7/data/interim/qlib_csv/day/SH603083.csv,2055,2017-11-10,2026-04-30,0,0,0.10686274509803928,0.30798992804212233,
SH603087,Explore7/data/interim/qlib_csv/day/SH603087.csv,1417,2020-06-29,2026-04-30,0,0,0.1053804520853232,0.40487566860965507,
SH603127,Explore7/data/interim/qlib_csv/day/SH603127.csv,2105,2017-08-25,2026-04-30,0,0,0.16901408450704225,0.41522062088569345,
SH603160,Explore7/data/interim/qlib_csv/day/SH603160.csv,2253,2017-01-03,2026-04-30,0,0,0.10375794418347617,0.009432603122426553,
SH603179,Explore7/data/interim/qlib_csv/day/SH603179.csv,2215,2017-03-17,2026-04-30,0,0,0.13239875389408096,0.4236575479126474,
SH603185,Explore7/data/interim/qlib_csv/day/SH603185.csv,1777,2018-12-28,2026-04-30,0,0,0.14824120603015079,0.44473542747299666,
SH603195,Explore7/data/interim/qlib_csv/day/SH603195.csv,1513,2020-02-06,2026-04-30,0,0,0.1001499250374811,0.5127877781991568,
SH603198,Explore7/data/interim/qlib_csv/day/SH603198.csv,2263,2017-01-03,2026-04-30,0,0,0.18907563025210083,0.1028070802229486,
SH603228,Explore7/data/interim/qlib_csv/day/SH603228.csv,2260,2017-01-06,2026-04-30,0,0,0.10033444816053505,0.419045143694867,
SH603233,Explore7/data/interim/qlib_csv/day/SH603233.csv,2124,2017-07-31,2026-04-30,0,0,0.1334681496461072,0.3146295926493552,
SH603256,Explore7/data/interim/qlib_csv/day/SH603256.csv,1644,2019-07-19,2026-04-30,0,0,0.10666666666666669,0.014458939504853552,
SH603259,Explore7/data/interim/qlib_csv/day/SH603259.csv,1938,2018-05-08,2026-04-30,0,0,0.1004464285714286,0.40920322057666914,
SH603260,Explore7/data/interim/qlib_csv/day/SH603260.csv,2064,2017-10-30,2026-04-30,0,0,0.10033444816053505,0.42478235550259424,
SH603288,Explore7/data/interim/qlib_csv/day/SH603288.csv,2263,2017-01-03,2026-04-30,0,0,0.10011848341232232,0.3078252736201925,
SH603290,Explore7/data/interim/qlib_csv/day/SH603290.csv,1515,2020-02-04,2026-04-30,0,0,0.1396588486140724,0.41670683999744296,
SH603296,Explore7/data/interim/qlib_csv/day/SH603296.csv,660,2023-08-08,2026-04-30,0,0,0.10013991605036976,0.419962629953913,
SH603308,Explore7/data/interim/qlib_csv/day/SH603308.csv,2235,2017-02-14,2026-04-30,0,0,0.11128048780487798,0.40625488761387385,
SH603317,Explore7/data/interim/qlib_csv/day/SH603317.csv,1708,2019-04-16,2026-04-30,0,0,0.125,0.4562400044186439,
SH603338,Explore7/data/interim/qlib_csv/day/SH603338.csv,2263,2017-01-03,2026-04-30,0,0,0.11677078327727064,0.4171256098590448,
SH603345,Explore7/data/interim/qlib_csv/day/SH603345.csv,2193,2017-02-22,2026-04-30,0,0,0.33402922755741127,0.21282271048247137,
SH603369,Explore7/data/interim/qlib_csv/day/SH603369.csv,2263,2017-01-03,2026-04-30,0,0,0.14636542239685657,0.05137546562233275,
SH603392,Explore7/data/interim/qlib_csv/day/SH603392.csv,1455,2020-04-29,2026-04-30,0,0,0.10091743119266039,0.4511189218663869,
SH603456,Explore7/data/interim/qlib_csv/day/SH603456.csv,2240,2017-01-03,2026-04-30,0,0,0.14010507880910672,0.8135755734774008,
SH603486,Explore7/data/interim/qlib_csv/day/SH603486.csv,1924,2018-05-28,2026-04-30,0,0,0.12075029308323582,0.4155809067341256,
SH603501,Explore7/data/interim/qlib_csv/day/SH603501.csv,2013,2017-05-04,2026-04-30,0,0,0.10069177555726361,0.35497632557816483,
SH603516,Explore7/data/interim/qlib_csv/day/SH603516.csv,1996,2018-02-02,2026-04-30,0,0,0.11275272161741845,0.415121628228569,
SH603517,Explore7/data/interim/qlib_csv/day/SH603517.csv,2214,2017-03-17,2026-04-30,0,0,0.13053797468354422,0.4205553332729568,
SH603568,Explore7/data/interim/qlib_csv/day/SH603568.csv,2263,2017-01-03,2026-04-30,0,0,0.12204234122042346,0.36203280656918135,
SH603589,Explore7/data/interim/qlib_csv/day/SH603589.csv,2263,2017-01-03,2026-04-30,0,0,0.13561741613133482,0.039631039287340686,
SH603605,Explore7/data/interim/qlib_csv/day/SH603605.csv,2052,2017-11-15,2026-04-30,0,0,0.19152542372881354,0.40750136102462786,
SH603606,Explore7/data/interim/qlib_csv/day/SH603606.csv,2263,2017-01-03,2026-04-30,0,0,0.1381322957198443,0.3610393696022669,
SH603613,Explore7/data/interim/qlib_csv/day/SH603613.csv,1637,2019-07-30,2026-04-30,0,0,0.11264367816091969,0.45559790411650547,
SH603638,Explore7/data/interim/qlib_csv/day/SH603638.csv,2250,2017-01-20,2026-04-30,0,0,0.18103448275862077,0.4907307573761106,
SH603658,Explore7/data/interim/qlib_csv/day/SH603658.csv,2263,2017-01-03,2026-04-30,0,0,0.11838006230529596,0.31043157383527564,
SH603659,Explore7/data/interim/qlib_csv/day/SH603659.csv,2004,2017-11-03,2026-04-30,0,0,0.10044843049327357,1.0080616234726731,
SH603688,Explore7/data/interim/qlib_csv/day/SH603688.csv,2262,2017-01-03,2026-04-30,0,0,6.374999999999999,5.791366905914014,
SH603707,Explore7/data/interim/qlib_csv/day/SH603707.csv,2132,2017-07-19,2026-04-30,0,0,0.13658536585365866,0.30665791841943757,
SH603737,Explore7/data/interim/qlib_csv/day/SH603737.csv,2263,2017-01-03,2026-04-30,0,0,0.11795543905635641,0.41370737847567907,
SH603799,Explore7/data/interim/qlib_csv/day/SH603799.csv,2251,2017-01-03,2026-04-30,0,0,0.1002913025384935,0.4075932683711554,
SH603806,Explore7/data/interim/qlib_csv/day/SH603806.csv,2263,2017-01-03,2026-04-30,0,0,0.12820512820512842,0.41784834828089834,
SH603816,Explore7/data/interim/qlib_csv/day/SH603816.csv,2259,2017-01-03,2026-04-30,0,0,0.12684251357641585,0.4221286970792162,
SH603833,Explore7/data/interim/qlib_csv/day/SH603833.csv,2202,2017-03-28,2026-04-30,0,0,0.13435950952256714,0.4087765899046354,
SH603858,Explore7/data/interim/qlib_csv/day/SH603858.csv,2263,2017-01-03,2026-04-30,0,0,0.13021167415009616,0.3861121923166355,
SH603882,Explore7/data/interim/qlib_csv/day/SH603882.csv,2095,2017-09-08,2026-04-30,0,0,0.27548209366391196,0.15931796849355728,
SH603893,Explore7/data/interim/qlib_csv/day/SH603893.csv,1512,2020-02-07,2026-04-30,0,0,0.10072342793544808,0.008353611363160374,
SH603899,Explore7/data/interim/qlib_csv/day/SH603899.csv,2263,2017-01-03,2026-04-30,0,0,0.110065851364064,0.035143769985248374,
SH603920,Explore7/data/interim/qlib_csv/day/SH603920.csv,2186,2017-04-26,2026-04-30,0,0,0.16909090909090896,0.35709202070229495,
SH603939,Explore7/data/interim/qlib_csv/day/SH603939.csv,2196,2017-01-03,2026-04-30,0,0,0.11257897759908109,0.41160139294963094,
SH603979,Explore7/data/interim/qlib_csv/day/SH603979.csv,2263,2017-01-03,2026-04-30,0,0,0.11500701262272095,0.3026441036570653,
SH603986,Explore7/data/interim/qlib_csv/day/SH603986.csv,2127,2017-03-13,2026-04-30,0,0,0.10028348688873145,1.0056779045923632,
SH603993,Explore7/data/interim/qlib_csv/day/SH603993.csv,2263,2017-01-03,2026-04-30,0,0,0.10133333333333328,0.031645569592829714,
SH605117,Explore7/data/interim/qlib_csv/day/SH605117.csv,1219,2021-04-20,2026-04-30,0,0,0.10058737151248165,0.8163840744452715,
SH605358,Explore7/data/interim/qlib_csv/day/SH605358.csv,1363,2020-09-11,2026-04-30,0,0,0.12532637075718012,0.49088533327490746,
SH605499,Explore7/data/interim/qlib_csv/day/SH605499.csv,1195,2021-05-27,2026-04-30,0,0,0.10015694107575968,0.3114591386916141,
SZ000001,Explore7/data/interim/qlib_csv/day/SZ000001.csv,2263,2017-01-03,2026-04-30,0,0,0.10034013605442182,0.07109384338466529,
SZ000002,Explore7/data/interim/qlib_csv/day/SZ000002.csv,2258,2017-01-03,2026-04-30,0,0,0.10062893081761026,0.061900128353221895,
SZ000009,Explore7/data/interim/qlib_csv/day/SZ000009.csv,2263,2017-01-03,2026-04-30,0,0,0.10704225352112673,0.20424880872448536,
SZ000021,Explore7/data/interim/qlib_csv/day/SZ000021.csv,2262,2017-01-03,2026-04-30,0,0,0.11363636363636354,0.01891843384597791,
SZ000027,Explore7/data/interim/qlib_csv/day/SZ000027.csv,2263,2017-01-03,2026-04-30,0,0,0.12239583333333326,0.2089371980678134,
SZ000039,Explore7/data/interim/qlib_csv/day/SZ000039.csv,2258,2017-01-03,2026-04-30,0,0,0.10093457943925233,0.5785813532444746,
SZ000063,Explore7/data/interim/qlib_csv/day/SZ000063.csv,2214,2017-01-03,2026-04-30,0,0,0.10062893081761004,0.024597594266223544,
SZ000066,Explore7/data/interim/qlib_csv/day/SZ000066.csv,2263,2017-01-03,2026-04-30,0,0,0.10557184750733128,0.009833676181112416,
SZ000069,Explore7/data/interim/qlib_csv/day/SZ000069.csv,2263,2017-01-03,2026-04-30,0,0,0.11305732484076436,0.05171849424094033,
SZ000100,Explore7/data/interim/qlib_csv/day/SZ000100.csv,2187,2017-01-03,2026-04-30,0,0,0.10161662817551953,0.10010193186647531,
SZ000157,Explore7/data/interim/qlib_csv/day/SZ000157.csv,2263,2017-01-03,2026-04-30,0,0,0.10140405616224646,0.05430242272501684,
SZ000158,Explore7/data/interim/qlib_csv/day/SZ000158.csv,2254,2017-01-03,2026-04-30,0,0,0.10166177908113383,0.30554428965919866,
SZ000166,Explore7/data/interim/qlib_csv/day/SZ000166.csv,2246,2017-01-26,2026-04-30,0,0,0.101123595505618,0.026132495473849326,
SZ000301,Explore7/data/interim/qlib_csv/day/SZ000301.csv,2092,2017-01-03,2026-04-30,0,0,0.10104529616724744,0.02085748419507838,
SZ000333,Explore7/data/interim/qlib_csv/day/SZ000333.csv,2223,2017-01-03,2026-04-30,0,0,0.16348884381338735,0.07054315968881875,
SZ000338,Explore7/data/interim/qlib_csv/day/SZ000338.csv,2263,2017-01-03,2026-04-30,0,0,0.10058675607711653,1.034816085279021,
SZ000408,Explore7/data/interim/qlib_csv/day/SZ000408.csv,2225,2017-01-03,2026-04-30,0,0,0.10132158590308371,0.05745590285766955,
SZ000413,Explore7/data/interim/qlib_csv/day/SZ000413.csv,1746,2017-01-03,2024-08-14,0,0,0.10270270270270276,0.014056224859891442,
SZ000425,Explore7/data/interim/qlib_csv/day/SZ000425.csv,2240,2017-01-03,2026-04-30,0,0,0.10115606936416177,0.04831792248071798,
SZ000426,Explore7/data/interim/qlib_csv/day/SZ000426.csv,2214,2017-01-03,2026-04-30,0,0,0.10212765957446801,0.004526374486455431,
SZ000513,Explore7/data/interim/qlib_csv/day/SZ000513.csv,2259,2017-01-03,2026-04-30,0,0,0.14080834419817467,0.33465837401745224,
SZ000519,Explore7/data/interim/qlib_csv/day/SZ000519.csv,2263,2017-01-03,2026-04-30,0,0,0.1038461538461537,0.007259528068715104,
SZ000537,Explore7/data/interim/qlib_csv/day/SZ000537.csv,2257,2017-01-03,2026-04-30,0,0,0.11999999999999988,0.048721561367522925,
SZ000538,Explore7/data/interim/qlib_csv/day/SZ000538.csv,2210,2017-01-03,2026-04-30,0,0,0.10001513088213043,0.4299944809086256,
SZ000547,Explore7/data/interim/qlib_csv/day/SZ000547.csv,2160,2017-01-03,2026-04-30,0,0,0.10103626943005173,0.0071154756878053504,
SZ000559,Explore7/data/interim/qlib_csv/day/SZ000559.csv,2248,2017-01-03,2026-04-30,0,0,0.1014686248331107,0.2105835376526648,
SZ000568,Explore7/data/interim/qlib_csv/day/SZ000568.csv,2263,2017-01-03,2026-04-30,0,0,0.10008489765116502,0.04605527956552291,
SZ000596,Explore7/data/interim/qlib_csv/day/SZ000596.csv,2263,2017-01-03,2026-04-30,0,0,0.10006671114076049,0.037368728892578584,
SZ000617,Explore7/data/interim/qlib_csv/day/SZ000617.csv,2262,2017-01-03,2026-04-30,0,0,0.10200668896321052,0.4316657288076078,
SZ000625,Explore7/data/interim/qlib_csv/day/SZ000625.csv,2263,2017-01-03,2026-04-30,0,0,0.10120481927710845,0.41618094839164477,
SZ000627,Explore7/data/interim/qlib_csv/day/SZ000627.csv,2036,2017-01-03,2025-08-13,0,0,0.10553633217993086,0.034482758585017814,
SZ000629,Explore7/data/interim/qlib_csv/day/SZ000629.csv,1931,2017-01-03,2026-04-30,0,0,0.2508143322475571,0.0,
SZ000630,Explore7/data/interim/qlib_csv/day/SZ000630.csv,2253,2017-01-03,2026-04-30,0,0,0.10360360360360366,0.03181357649856853,
SZ000651,Explore7/data/interim/qlib_csv/day/SZ000651.csv,2256,2017-01-03,2026-04-30,0,0,0.1001464128843339,0.06518459887022043,
SZ000656,Explore7/data/interim/qlib_csv/day/SZ000656.csv,2208,2017-01-03,2026-04-30,0,0,0.15506329113924044,0.08522727271124109,
SZ000657,Explore7/data/interim/qlib_csv/day/SZ000657.csv,2248,2017-01-03,2026-04-30,0,0,0.10193321616871698,0.3995552104309841,
SZ000661,Explore7/data/interim/qlib_csv/day/SZ000661.csv,2254,2017-01-03,2026-04-30,0,0,0.1150720091259092,1.0033745501810891,
SZ000688,Explore7/data/interim/qlib_csv/day/SZ000688.csv,2154,2017-01-03,2026-04-30,0,0,0.10372960372960383,0.00833044853120124,
SZ000703,Explore7/data/interim/qlib_csv/day/SZ000703.csv,2200,2017-01-03,2026-04-30,0,0,0.11188118811881176,0.40941058418521514,
SZ000708,Explore7/data/interim/qlib_csv/day/SZ000708.csv,2257,2017-01-03,2026-04-30,0,0,0.10011061946902666,0.762226621339654,
SZ000709,Explore7/data/interim/qlib_csv/day/SZ000709.csv,2263,2017-01-03,2026-04-30,0,0,0.11920529801324498,0.041939633920864416,
SZ000723,Explore7/data/interim/qlib_csv/day/SZ000723.csv,2115,2017-01-03,2026-04-30,0,0,0.11143695014662747,0.8134420649496443,
SZ000725,Explore7/data/interim/qlib_csv/day/SZ000725.csv,2263,2017-01-03,2026-04-30,0,0,0.10218978102189791,0.056656189926340916,
SZ000732,Explore7/data/interim/qlib_csv/day/SZ000732.csv,1544,2017-01-03,2023-06-02,0,0,0.1032186459489457,1.0253317251591838,
SZ000733,Explore7/data/interim/qlib_csv/day/SZ000733.csv,2242,2017-01-03,2026-04-30,0,0,0.1307929969104018,0.03421444101799298,
SZ000768,Explore7/data/interim/qlib_csv/day/SZ000768.csv,2263,2017-01-03,2026-04-30,0,0,0.10074880871341074,0.006759885853172776,
SZ000776,Explore7/data/interim/qlib_csv/day/SZ000776.csv,2263,2017-01-03,2026-04-30,0,0,0.10049321824907542,0.03185703196633227,
SZ000783,Explore7/data/interim/qlib_csv/day/SZ000783.csv,2263,2017-01-03,2026-04-30,0,0,0.13043478260869557,0.05385996413953986,
SZ000785,Explore7/data/interim/qlib_csv/day/SZ000785.csv,2252,2017-01-03,2026-04-30,0,0,0.11111111111111116,0.05132406222662733,
SZ000786,Explore7/data/interim/qlib_csv/day/SZ000786.csv,2261,2017-01-03,2026-04-30,0,0,0.15999999999999992,0.05446808506910239,
SZ000792,Explore7/data/interim/qlib_csv/day/SZ000792.csv,1944,2017-01-03,2026-04-30,0,0,3.0610859728506785,0.5015353121988932,
SZ000799,Explore7/data/interim/qlib_csv/day/SZ000799.csv,2263,2017-01-03,2026-04-30,0,0,0.148285449490269,0.050244787048725814,
