date,instrument,missing_fields,missing_field_count
2018-12-14,SZ000069,"open,high,low,close,volume,money,factor",7
2018-12-14,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-14,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-14,SZ002252,"open,high,low,close,volume,money,factor",7
2018-12-17,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-17,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-17,SH600518,"open,high,low,close,volume,money,factor",7
2018-12-17,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-17,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-17,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-17,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-17,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-17,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-17,SZ000069,"open,high,low,close,volume,money,factor",7
2018-12-17,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-17,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-18,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-18,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-18,SH600518,"open,high,low,close,volume,money,factor",7
2018-12-18,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-18,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-18,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-18,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-18,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-18,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-18,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-18,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-19,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-19,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-19,SH600518,"open,high,low,close,volume,money,factor",7
2018-12-19,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-19,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-19,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-19,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-19,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-19,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-19,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-19,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-19,SZ002120,"open,high,low,close,volume,money,factor",7
2018-12-20,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-20,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-20,SH600518,"open,high,low,close,volume,money,factor",7
2018-12-20,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-20,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-20,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-20,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-20,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-20,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-20,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-20,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-20,SZ002120,"open,high,low,close,volume,money,factor",7
2018-12-21,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-21,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-21,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-21,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-21,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-21,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-21,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-21,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-21,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-21,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-21,SZ002120,"open,high,low,close,volume,money,factor",7
2018-12-24,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-24,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-24,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-24,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-24,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-24,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-24,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-24,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-24,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-24,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-24,SZ002120,"open,high,low,close,volume,money,factor",7
2018-12-25,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-25,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-25,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-25,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-25,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-25,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-25,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-25,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-25,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-25,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-25,SZ002120,"open,high,low,close,volume,money,factor",7
2018-12-26,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-26,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-26,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-26,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-26,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-26,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-26,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-26,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-26,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-26,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-27,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-27,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-27,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-27,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-27,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-27,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-27,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-27,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-27,SZ000069,"open,high,low,close,volume,money,factor",7
2018-12-27,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-27,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-27,SZ002120,"open,high,low,close,volume,money,factor",7
2018-12-28,SH600332,"open,high,low,close,volume,money,factor",7
2018-12-28,SH600340,"open,high,low,close,volume,money,factor",7
2018-12-28,SH600606,"open,high,low,close,volume,money,factor",7
2018-12-28,SH600688,"open,high,low,close,volume,money,factor",7
2018-12-28,SH600837,"open,high,low,close,volume,money,factor",7
2018-12-28,SH601155,"open,high,low,close,volume,money,factor",7
2018-12-28,SH601933,"open,high,low,close,volume,money,factor",7
2018-12-28,SH601989,"open,high,low,close,volume,money,factor",7
2018-12-28,SZ000069,"open,high,low,close,volume,money,factor",7
2018-12-28,SZ000333,"open,high,low,close,volume,money,factor",7
2018-12-28,SZ002024,"open,high,low,close,volume,money,factor",7
2018-12-28,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-02,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-02,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-02,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-02,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-02,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-02,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-02,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-02,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-02,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-02,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-02,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-03,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-03,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-03,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-03,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-03,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-03,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-03,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-03,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-03,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-03,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-03,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-04,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-04,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-04,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-04,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-04,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-04,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-04,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-04,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-04,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-04,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-04,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-04,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-07,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-07,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-07,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-07,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-07,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-07,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-07,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-07,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-07,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-07,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-07,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-07,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-08,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-08,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-08,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-08,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-08,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-08,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-08,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-08,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-08,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-08,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-08,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-08,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-09,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-09,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-09,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-09,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-09,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-09,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-09,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-09,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-09,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-09,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-09,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-09,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-10,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-10,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-10,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-10,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-10,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-10,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-10,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-10,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-10,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-10,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-10,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-10,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-11,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-11,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-11,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-11,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-11,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-11,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-11,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-11,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-11,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-11,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-11,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-11,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-14,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-14,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-14,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-14,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-14,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-14,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-14,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-14,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-14,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-14,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-14,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-14,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-15,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-15,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-15,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-15,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-15,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-15,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-15,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-15,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-15,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-15,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-15,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-15,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-16,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-16,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-16,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-16,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-16,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-16,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-16,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-16,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-16,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-16,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-16,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-16,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-17,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-17,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-17,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-17,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-17,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-17,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-17,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-17,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-17,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-17,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-17,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-17,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-18,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-18,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-18,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-18,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-18,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-18,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-18,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-18,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-18,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-18,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-18,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-18,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-21,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-21,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-21,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-21,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-21,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-21,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-21,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-21,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-21,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-21,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-21,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-21,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-22,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-22,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-22,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-22,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-22,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-22,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-22,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-22,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-22,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-22,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-22,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-22,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-23,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-23,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-23,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-23,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-23,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-23,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-23,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-23,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-23,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-23,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-23,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-23,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-24,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-24,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-24,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-24,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-24,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-24,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-24,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-24,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-24,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-24,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-24,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-24,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-25,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-25,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-25,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-25,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-25,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-25,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-25,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-25,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-25,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-25,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-25,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-25,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-28,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-28,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-28,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-28,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-28,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-28,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-28,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-28,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-28,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-28,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-28,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-28,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-29,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-29,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-29,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-29,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-29,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-29,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-29,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-29,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-29,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-29,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-29,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-29,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-30,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-30,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-30,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-30,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-30,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-30,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-30,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-30,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-30,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-30,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-30,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-30,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-31,SH600332,"open,high,low,close,volume,money,factor",7
2019-01-31,SH600340,"open,high,low,close,volume,money,factor",7
2019-01-31,SH600606,"open,high,low,close,volume,money,factor",7
2019-01-31,SH600688,"open,high,low,close,volume,money,factor",7
2019-01-31,SH600837,"open,high,low,close,volume,money,factor",7
2019-01-31,SH601155,"open,high,low,close,volume,money,factor",7
2019-01-31,SH601933,"open,high,low,close,volume,money,factor",7
2019-01-31,SH601989,"open,high,low,close,volume,money,factor",7
2019-01-31,SZ000069,"open,high,low,close,volume,money,factor",7
2019-01-31,SZ000333,"open,high,low,close,volume,money,factor",7
2019-01-31,SZ002024,"open,high,low,close,volume,money,factor",7
2019-01-31,SZ002120,"open,high,low,close,volume,money,factor",7
2019-01-31,SZ002607,"open,high,low,close,volume,money,factor",7
2019-02-01,SH600332,"open,high,low,close,volume,money,factor",7
2019-02-01,SH600340,"open,high,low,close,volume,money,factor",7
2019-02-01,SH600606,"open,high,low,close,volume,money,factor",7
2019-02-01,SH600688,"open,high,low,close,volume,money,factor",7
2019-02-01,SH600837,"open,high,low,close,volume,money,factor",7
2019-02-01,SH601155,"open,high,low,close,volume,money,factor",7
2019-02-01,SH601933,"open,high,low,close,volume,money,factor",7
2019-02-01,SH601989,"open,high,low,close,volume,money,factor",7
2019-02-01,SZ000069,"open,high,low,close,volume,money,factor",7
2019-02-01,SZ000333,"open,high,low,close,volume,money,factor",7
2019-02-01,SZ002024,"open,high,low,close,volume,money,factor",7
2019-02-01,SZ002120,"open,high,low,close,volume,money,factor",7
2019-02-01,SZ002607,"open,high,low,close,volume,money,factor",7
2019-02-11,SH600332,"open,high,low,close,volume,money,factor",7
2019-02-11,SH600340,"open,high,low,close,volume,money,factor",7
2019-02-11,SH600588,"open,high,low,close,volume,money,factor",7
2019-02-11,SH600606,"open,high,low,close,volume,money,factor",7
2019-02-11,SH600688,"open,high,low,close,volume,money,factor",7
2019-02-11,SH600837,"open,high,low,close,volume,money,factor",7
2019-02-11,SH601155,"open,high,low,close,volume,money,factor",7
2019-02-11,SH601933,"open,high,low,close,volume,money,factor",7
2019-02-11,SH601989,"open,high,low,close,volume,money,factor",7
2019-02-11,SZ000069,"open,high,low,close,volume,money,factor",7
2019-02-11,SZ000333,"open,high,low,close,volume,money,factor",7
2019-02-11,SZ002024,"open,high,low,close,volume,money,factor",7
2019-02-11,SZ002044,"open,high,low,close,volume,money,factor",7
2019-02-11,SZ002120,"open,high,low,close,volume,money,factor",7
2019-02-11,SZ002607,"open,high,low,close,volume,money,factor",7
2019-02-12,SH600332,"open,high,low,close,volume,money,factor",7
2019-02-12,SH600340,"open,high,low,close,volume,money,factor",7
2019-02-12,SH600383,"open,high,low,close,volume,money,factor",7
2019-02-12,SH600588,"open,high,low,close,volume,money,factor",7
2019-02-12,SH600606,"open,high,low,close,volume,money,factor",7
2019-02-12,SH600688,"open,high,low,close,volume,money,factor",7
2019-02-12,SH600837,"open,high,low,close,volume,money,factor",7
2019-02-12,SH601155,"open,high,low,close,volume,money,factor",7
2019-02-12,SH601933,"open,high,low,close,volume,money,factor",7
2019-02-12,SH601989,"open,high,low,close,volume,money,factor",7
2019-02-12,SZ000069,"open,high,low,close,volume,money,factor",7
2019-02-12,SZ000333,"open,high,low,close,volume,money,factor",7
2019-02-12,SZ002024,"open,high,low,close,volume,money,factor",7
2019-02-12,SZ002044,"open,high,low,close,volume,money,factor",7
2019-02-12,SZ002120,"open,high,low,close,volume,money,factor",7
2019-02-12,SZ002607,"open,high,low,close,volume,money,factor",7
2019-02-13,SH600332,"open,high,low,close,volume,money,factor",7
2019-02-13,SH600340,"open,high,low,close,volume,money,factor",7
2019-02-13,SH600383,"open,high,low,close,volume,money,factor",7
2019-02-13,SH600588,"open,high,low,close,volume,money,factor",7
2019-02-13,SH600606,"open,high,low,close,volume,money,factor",7
2019-02-13,SH600688,"open,high,low,close,volume,money,factor",7
2019-02-13,SH600837,"open,high,low,close,volume,money,factor",7
2019-02-13,SH601155,"open,high,low,close,volume,money,factor",7
2019-02-13,SH601933,"open,high,low,close,volume,money,factor",7
2019-02-13,SH601989,"open,high,low,close,volume,money,factor",7
2019-02-13,SZ000069,"open,high,low,close,volume,money,factor",7
2019-02-13,SZ000333,"open,high,low,close,volume,money,factor",7
2019-02-13,SZ002024,"open,high,low,close,volume,money,factor",7
2019-02-13,SZ002044,"open,high,low,close,volume,money,factor",7
2019-02-13,SZ002120,"open,high,low,close,volume,money,factor",7
2019-02-13,SZ002607,"open,high,low,close,volume,money,factor",7
2019-02-14,SH600332,"open,high,low,close,volume,money,factor",7
2019-02-14,SH600340,"open,high,low,close,volume,money,factor",7
2019-02-14,SH600383,"open,high,low,close,volume,money,factor",7
2019-02-14,SH600588,"open,high,low,close,volume,money,factor",7
2019-02-14,SH600606,"open,high,low,close,volume,money,factor",7
