version,period,direction,instrument,signal_date,order_date,status,reason,open,prev_close_for_limit,limit_threshold,entry_type,exit_reason,fold,candidate_type,train_start,train_end,valid_start,valid_end,valid_executable_end
pit_breakout_core_baseline,WF1,buy,SZ000895,2019-02-11,2019-02-12,executed,executed,17.56999969482422,17.6200008392334,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600406,2019-02-12,2019-02-13,executed,executed,10.069999694824219,10.069999694824219,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SZ000895,2019-02-22,2019-02-25,executed,executed,16.5,16.59000015258789,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH600406,2019-02-26,2019-02-27,executed,executed,9.880000114440918,9.930000305175781,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600585,2019-03-21,2019-03-22,executed,executed,26.84000015258789,27.329999923706055,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600276,2019-03-27,2019-03-28,executed,executed,41.95000076293945,42.029998779296875,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SZ001979,2019-03-29,2019-04-01,executed,executed,17.989999771118164,17.8700008392334,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SZ002415,2019-04-01,2019-04-02,executed,executed,31.280000686645508,30.979999542236328,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SZ001979,2019-04-11,2019-04-12,executed,executed,17.719999313354492,17.610000610351562,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SZ002415,2019-04-12,2019-04-15,executed,executed,29.43000030517578,29.010000228881836,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SZ002475,2019-04-16,2019-04-17,executed,executed,15.229999542236328,14.960000038146973,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SZ002475,2019-04-29,2019-04-30,executed,executed,15.020000457763672,15.029999732971191,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH601888,2019-04-29,2019-04-30,executed,executed,74.0,74.4000015258789,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH600585,2019-05-09,2019-05-10,executed,executed,27.420000076293945,27.079999923706055,0.095,,ema60_exit,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH601888,2019-05-10,2019-05-13,executed,executed,71.1500015258789,71.7699966430664,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH600276,2019-05-20,2019-05-21,executed,executed,40.9900016784668,40.97999954223633,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH603288,2019-07-01,2019-07-02,executed,executed,47.93000030517578,48.310001373291016,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH603288,2019-07-12,2019-07-15,executed,executed,45.529998779296875,45.4900016784668,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600519,2019-09-18,2019-09-19,skipped,zero_lot,994.6400146484375,995.4199829101562,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH603259,2019-10-10,2019-10-11,executed,executed,49.22999954223633,48.84000015258789,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600276,2019-10-10,2019-10-11,executed,executed,57.06999969482422,56.459999084472656,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH603259,2019-10-21,2019-10-22,executed,executed,47.279998779296875,47.189998626708984,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH600276,2019-10-21,2019-10-22,executed,executed,56.72999954223633,56.189998626708984,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600276,2019-10-25,2019-10-28,executed,executed,59.43000030517578,59.540000915527344,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600809,2019-10-29,2019-10-30,executed,executed,57.959999084472656,58.11000061035156,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SZ002142,2019-11-01,2019-11-04,executed,executed,23.75,23.729999542236328,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH601818,2019-11-05,2019-11-06,executed,executed,3.200000047683716,3.200000047683716,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SZ002142,2019-11-15,2019-11-18,executed,executed,23.469999313354492,23.459999084472656,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH601818,2019-11-18,2019-11-19,executed,executed,2.9700000286102295,2.990000009536743,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH600276,2019-11-29,2019-12-02,executed,executed,56.5099983215332,58.43000030517578,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH600809,2019-12-02,2019-12-03,executed,executed,58.09000015258789,57.88999938964844,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600585,2019-12-23,2019-12-24,executed,executed,37.36000061035156,37.220001220703125,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600309,2019-12-27,2019-12-30,executed,executed,47.91999816894531,47.75,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SZ002027,2020-01-02,2020-01-03,executed,executed,5.070000171661377,5.059999942779541,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SH600309,2020-01-10,2020-01-13,executed,executed,47.83000183105469,47.709999084472656,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,buy,SH600703,2020-01-10,2020-01-13,executed,executed,19.059999465942383,19.440000534057617,0.095,breakout,,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
pit_breakout_core_baseline,WF1,sell,SZ002027,2020-01-17,2020-01-20,executed,executed,5.090000152587891,5.070000171661377,0.095,,time_stop,WF1,baseline,2017-01-01,2018-12-31,2019-01-01,2020-12-31,2020-12-30
