stage,model_id,score_source_mode,fit_split,feature_order_hash,feature_list_hash_expected,feature_list_hash_reproduced,train_imputation_median_hash,sklearn_version,numpy_version,pandas_version,split,reference_selected_n,reproduced_selected_n,selected_n_abs_diff,reference_target_rate,reproduced_target_rate,target_rate_abs_diff,reference_score_threshold,reproduced_score_threshold,score_threshold_abs_diff,score_reproduction_status,score_source_caveat,failure_reason
stage_1,logistic_regression_l2,reproduce_12A6c_v1,train,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,0acebc5c6eecca2b3ef0972390795590f5658c4f3013add37fff60f512b904c7,1.4.2,1.26.2,2.3.1,all,9621,9621,0,0.2531961334580604,0.25319613345806047,5.551115123125783e-17,0.4025786597533958,0.4025786597533958,0.0,pass_exact,,
stage_1,logistic_regression_l2,reproduce_12A6c_v1,train,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,0acebc5c6eecca2b3ef0972390795590f5658c4f3013add37fff60f512b904c7,1.4.2,1.26.2,2.3.1,train,4152,4152,0,0.2516859344894027,0.2516859344894027,0.0,0.4025786597533958,0.4025786597533958,0.0,pass_exact,,
stage_1,logistic_regression_l2,reproduce_12A6c_v1,train,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,0acebc5c6eecca2b3ef0972390795590f5658c4f3013add37fff60f512b904c7,1.4.2,1.26.2,2.3.1,validation,1818,1818,0,0.2893289328932893,0.2893289328932893,0.0,0.4025786597533958,0.4025786597533958,0.0,pass_exact,,
stage_1,logistic_regression_l2,reproduce_12A6c_v1,train,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,0acebc5c6eecca2b3ef0972390795590f5658c4f3013add37fff60f512b904c7,1.4.2,1.26.2,2.3.1,robustness,3651,3651,0,0.2369213913996165,0.23692139139961654,5.551115123125783e-17,0.4025786597533958,0.4025786597533958,0.0,pass_exact,,
stage_2,logistic_regression_l2,reproduce_12A6c_v1,train,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,b9f50f86d28590c5e50b0d0261a565df0193babd90465a77c97768c2c554ca8c,1.4.2,1.26.2,2.3.1,all,2923,2958,35,0.1902155319876839,0.18999323867478027,0.00022229331290363197,0.1378149349527423,0.1383439698632986,0.0005290349105563086,pass_near_miss,numerical_near_miss,
stage_2,logistic_regression_l2,reproduce_12A6c_v1,train,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,b9f50f86d28590c5e50b0d0261a565df0193babd90465a77c97768c2c554ca8c,1.4.2,1.26.2,2.3.1,train,1554,1554,0,0.2271557271557271,0.2277992277992278,0.0006435006435006885,0.1378149349527423,0.1383439698632986,0.0005290349105563086,pass_near_miss,numerical_near_miss,
stage_2,logistic_regression_l2,reproduce_12A6c_v1,train,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,b9f50f86d28590c5e50b0d0261a565df0193babd90465a77c97768c2c554ca8c,1.4.2,1.26.2,2.3.1,validation,487,490,3,0.1108829568788501,0.11020408163265306,0.0006788752461970304,0.1378149349527423,0.1383439698632986,0.0005290349105563086,pass_near_miss,numerical_near_miss,
stage_2,logistic_regression_l2,reproduce_12A6c_v1,train,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,b9f50f86d28590c5e50b0d0261a565df0193babd90465a77c97768c2c554ca8c,1.4.2,1.26.2,2.3.1,robustness,882,914,32,0.1689342403628118,0.16849015317286653,0.00044408718994526364,0.1378149349527423,0.1383439698632986,0.0005290349105563086,pass_near_miss,numerical_near_miss,
