stage,split,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_gate_source,stage1_budget_X,stage2_budget_X,budget_tuple_role,model_id,score_id,target_id,denominator_n,rank_evaluable_n,rank_not_evaluable_n,denominator_positive_n,rank_evaluable_positive_n,selected_n,selected_positive_n,selected_budget_total,selected_budget_rank_evaluable,selected_rate,base_rate,delta_vs_base,random_p05,random_p50,random_p95,delta_vs_random_p50,single_feature_name,single_feature_common_denominator_n,single_feature_matched_selected_n,single_feature_actual_budget_common,single_feature_selected_rate,delta_vs_single_feature,relative_lift_vs_random_p50,relative_lift_vs_single_feature,bootstrap_ci95_low,bootstrap_ci95_high,bootstrap_random_ci95_low,bootstrap_random_ci95_high,bootstrap_single_feature_ci95_low,bootstrap_single_feature_ci95_high,bootstrap_positive_n,bootstrap_status,readout_status,diagnostic_only_flag
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1243,1234,9,123,120,579,71,0.4658085277554304,0.4692058346839546,0.1226252158894646,0.09724473257698542,0.025380483312479177,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,-0.0014442630187239958,,-0.0116407599309154,,,,,,,71,pending,ok,True
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,5888,5778,110,727,713,1572,318,0.2669836956521739,0.2720664589823468,0.20229007633587787,0.12339910003461406,0.07889097630126381,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.038187512233313764,,0.23270515267175584,,,,,,,318,pending,ok,True
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2875,2784,91,439,427,842,220,0.2928695652173913,0.3024425287356322,0.26128266033254155,0.1533764367816092,0.10790622355093235,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.04894909340892556,,0.23052922869484083,,,,,,,220,pending,ok,True
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1064,1051,13,80,79,241,28,0.22650375939849623,0.22930542340627974,0.11618257261410789,0.07516650808753568,0.04101606452657221,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.025639313056763827,,0.2831719686491472,,,,,,,28,pending,ok,True
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1949,1943,6,208,207,489,70,0.2508978963571062,0.251672671127123,0.14314928425357873,0.1065362840967576,0.03661300015682113,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.01907980534539014,,0.1537832310838445,,,,,,,70,pending,ok,True
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,5888,5778,110,727,713,2683,474,0.4556725543478261,0.4643475250951887,0.17666790905702573,0.12339910003461406,0.05326880902241167,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.012565344954461627,,0.07657007081625045,,,,,,,474,pending,ok,True
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2875,2784,91,439,427,1406,319,0.4890434782608696,0.5050287356321839,0.22688477951635846,0.1533764367816092,0.07350834273474927,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.014551212592742474,,0.06852996821730528,,,,,,,319,pending,ok,True
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1064,1051,13,80,79,421,44,0.3956766917293233,0.4005708848715509,0.10451306413301663,0.07516650808753568,0.029346556045480948,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.013969804575672568,,0.15428873053576142,,,,,,,44,pending,ok,True
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1949,1943,6,208,207,856,111,0.4391995895330939,0.44055584148224397,0.12967289719626168,0.1065362840967576,0.023136613099504086,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.005603418288073092,,0.04516355140186912,,,,,,,111,pending,ok,True
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,5888,5778,110,727,713,3873,580,0.6577785326086957,0.670301142263759,0.14975471210947586,0.12339910003461406,0.026355612074861798,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,-0.014347851993088245,,-0.08743222308288146,,,,,,,580,pending,ok,True
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2875,2784,91,439,427,1952,372,0.6789565217391305,0.7011494252873564,0.19057377049180327,0.1533764367816092,0.03719733371019407,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-0.021759796431812722,,-0.10247930530758009,,,,,,,372,pending,ok,True
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1064,1051,13,80,79,655,57,0.6156015037593985,0.6232159847764034,0.08702290076335878,0.07516650808753568,0.0118563926758231,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,-0.0035203587939852815,,-0.03888040712468188,,,,,,,57,pending,ok,True
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1949,1943,6,208,207,1266,151,0.6495638789122627,0.6515697375193,0.11927330173775672,0.1065362840967576,0.012737017640999118,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,-0.004796177170431876,,-0.0386571879936809,,,,,,,151,pending,ok,True
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,7579,7464,115,980,966,3531,640,0.46589259796806964,0.47307073954983925,0.18125177003681678,0.12942122186495178,0.051830548171865,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.017149205934252676,,0.10450297366185235,,,,,,,640,pending,ok,True
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,3809,3713,96,578,566,1887,406,0.49540561827251245,0.5082143819014274,0.21515633280339164,0.15243738217075142,0.06271895063264021,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.002822765879775646,,0.013294016206072179,,,,,,,406,pending,ok,True
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1245,1233,12,101,100,503,59,0.40401606425702813,0.40794809407948096,0.1172962226640159,0.08110300081103,0.0361932218529859,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.026752963106671843,,0.2954716147559091,,,,,,,59,pending,ok,True
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2525,2518,7,301,300,1141,175,0.4518811881188119,0.45313741064336777,0.15337423312883436,0.11914217633042097,0.03423205679841339,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.029304754220645768,,0.23619631901840488,,,,,,,175,pending,ok,True
stage_1,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,5487,1091,0.3630649110037716,0.37011804384485664,0.19883360670676142,0.3672849915682968,-0.16845138486153538,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,-0.04217047391646103,,-0.17497825683038504,,,,,,,1091,pending,ok,True
stage_1,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,2225,441,0.26797543056726486,0.27639751552795033,0.19820224719101123,0.4111801242236025,-0.21297787703259127,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,-0.06543183172328884,,-0.2481918574136952,,,,,,,441,pending,ok,True
stage_1,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1274,303,0.592282659228266,0.5972808251289264,0.23783359497645212,0.336615096108767,-0.09878150113231488,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,-0.03938234791468409,,-0.14206379151198278,,,,,,,303,pending,ok,True
stage_1,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,1988,347,0.4267010088001717,0.42826367944851357,0.17454728370221329,0.3052563550193882,-0.1307090713171749,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,-0.004274306738660222,,-0.023902632384166678,,,,,,,347,pending,ok,True
stage_1,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,8730,2173,0.5776483821875207,0.5888701517706577,0.24891179839633448,0.3672849915682968,-0.11837319317196232,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,0.007907717773112027,,0.03281155137565772,,,,,,,2173,pending,ok,True
stage_1,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,4036,1041,0.48608936528965435,0.5013664596273292,0.2579286422200198,0.4111801242236025,-0.15325148200358268,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,-0.005705436694280253,,-0.021641499148275622,,,,,,,1041,pending,ok,True
stage_1,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1726,488,0.802417480241748,0.8091889357712142,0.2827346465816918,0.336615096108767,-0.053880449527075214,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,0.005518703690555571,,0.019907598506059943,,,,,,,488,pending,ok,True
stage_1,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,2968,644,0.6370465765185662,0.6393795777682033,0.2169811320754717,0.3052563550193882,-0.08827522294391649,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,0.0381595416345982,,0.21339448743587508,,,,,,,644,pending,ok,True
stage_1,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,11588,3450,0.7667570965394032,0.7816526138279932,0.2977217811529168,0.3672849915682968,-0.06956321041538,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,0.056717700529694354,,0.23533917095107149,,,,,,,3450,pending,ok,True
stage_1,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,5870,1904,0.706973383114537,0.7291925465838509,0.3243611584327087,0.4111801242236025,-0.08681896579089382,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,0.06072707951840861,,0.23034609094732872,,,,,,,1904,pending,ok,True
stage_1,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1962,612,0.9121338912133892,0.919831223628692,0.3119266055045872,0.336615096108767,-0.024688490604179825,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,0.03471066261345096,,0.1252116391699809,,,,,,,612,pending,ok,True
stage_1,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,3756,934,0.8061815840309079,0.8091339939681171,0.24866879659211927,0.3052563550193882,-0.056587558427268925,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,0.06984720615124576,,0.39059716435270375,,,,,,,934,pending,ok,True
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,4396,4290,106,477,462,1843,280,0.4192447679708826,0.4296037296037296,0.1519262072707542,0.1076923076923077,0.044233899578446506,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,-0.012176356831809898,,-0.07419967444384157,,,,,,,280,pending,ok,True
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1784,1698,86,239,227,792,163,0.4439461883408072,0.4664310954063604,0.2058080808080808,0.1336866902237927,0.0721213905842881,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-0.0065254861155351895,,-0.030732239890655877,,,,,,,163,pending,ok,True
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,971,959,12,70,70,398,36,0.4098867147270855,0.41501564129301355,0.09045226130653267,0.072992700729927,0.017459560576605665,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,-9.099825081139434e-05,,-0.0010050251256280562,,,,,,,36,pending,ok,True
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1641,1633,8,168,165,653,81,0.3979280926264473,0.3998775260257195,0.12404287901990811,0.10104102878138396,0.02300185023852415,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,-2.65998882804791e-05,,-0.00021439509954068736,,,,,,,81,pending,ok,True
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6557,6447,110,802,788,1579,326,0.2408113466524325,0.24492011788428728,0.2064597846738442,0.12222739258569877,0.08423239208814544,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.04235722057128011,,0.2581143128562382,,,,,,,326,pending,ok,True
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2995,2904,91,451,439,843,220,0.28146911519198664,0.2902892561983471,0.2609727164887307,0.1511707988980716,0.1098019175906591,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.048639149565114725,,0.22906952616969867,,,,,,,220,pending,ok,True
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1238,1225,13,99,98,281,36,0.22697899838449112,0.22938775510204082,0.12811387900355872,0.08,0.04811387900355872,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.03757061944621466,,0.41494661921708187,,,,,,,36,pending,ok,True
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.3,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2324,2318,6,252,251,455,70,0.19578313253012047,0.19628990509059535,0.15384615384615385,0.10828300258843832,0.04556315125771554,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.029776674937965264,,0.24,,,,,,,70,pending,ok,True
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6557,6447,110,802,788,2792,496,0.4258044837578161,0.43306964479602916,0.17765042979942694,0.12222739258569877,0.05542303721372817,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.013547865696862837,,0.08255730659025784,,,,,,,496,pending,ok,True
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2995,2904,91,451,439,1437,324,0.47979966611018365,0.49483471074380164,0.2254697286012526,0.1511707988980716,0.074298929703181,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.01313616167763662,,0.061865685524711056,,,,,,,324,pending,ok,True
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1238,1225,13,99,98,492,52,0.3974151857835218,0.4016326530612245,0.10569105691056911,0.08,0.02569105691056911,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.015147797353225051,,0.16729900632339678,,,,,,,52,pending,ok,True
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.5,primary,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2324,2318,6,252,251,863,120,0.37134251290877796,0.3723037100949094,0.13904982618771727,0.10828300258843832,0.03076682359927896,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.014980347279528683,,0.1207415990730012,,,,,,,120,pending,ok,True
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,6557,6447,110,802,788,4175,639,0.6367241116364191,0.6475880254381883,0.15305389221556887,0.12222739258569877,0.030826499629870094,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,-0.011048671886995237,,-0.06732784431137717,,,,,,,639,pending,ok,True
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2995,2904,91,451,439,1991,382,0.6647746243739566,0.6856060606060606,0.19186338523355098,0.1511707988980716,0.04069258633547937,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,-0.02047018169006501,,-0.09640577317400256,,,,,,,382,pending,ok,True
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1238,1225,13,99,98,788,76,0.6365105008077544,0.643265306122449,0.09644670050761421,0.08,0.01644670050761421,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.00590344095027015,,0.06520022560631689,,,,,,,76,pending,ok,True
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.7,stage_2_chained_curve,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2324,2318,6,252,251,1396,181,0.6006884681583476,0.6022433132010354,0.1296561604584527,0.10828300258843832,0.021373157870014398,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.005586681550264122,,0.04502865329512873,,,,,,,181,pending,ok,True
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,8138,8023,115,1067,1053,3558,665,0.4372081592528877,0.4434750093481241,0.18690275435637999,0.13124766296896423,0.055655091387415756,,,,,distance_to_120d_low,6008.0,2730.0,0.4543941411451398,0.1641025641025641,0.022800190253815883,,0.13893865935919059,,,,,,,665,pending,ok,True
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,3966,3870,96,604,592,1973,423,0.49747856782652544,0.5098191214470285,0.21439432336543335,0.1529715762273902,0.06142274713804316,,,,,distance_to_120d_low,2867.0,1427.0,0.49773282176491107,0.212333566923616,0.0020607564418173574,,0.00970527868803095,,,,,,,423,pending,ok,True
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,1350,1338,12,112,111,521,59,0.38592592592592595,0.38938714499252614,0.11324376199616124,0.08295964125560538,0.03028412074055585,,,,,distance_to_120d_low,1197.0,497.0,0.4152046783625731,0.09054325955734406,0.022700502438817174,,0.25071443804649185,,,,,,,59,pending,ok,True
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,0.5,paired_grid_diagnostic,logistic_regression_l2,stage2_continuation_score,stage_2_continuation_target,2822,2815,7,351,350,1064,183,0.3770375620127569,0.37797513321492004,0.17199248120300753,0.12433392539964476,0.04765855580336277,,,,,distance_to_120d_low,1944.0,806.0,0.41460905349794236,0.12406947890818859,0.04792300229481894,,0.3862593984962406,,,,,,,183,pending,ok,True
stage_1,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,5807,1159,0.3842387348640243,0.39170320404721753,0.19958670570001721,0.3672849915682968,-0.1676982858682796,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,-0.04141737492320524,,-0.17185341765210915,,,,,,,1159,pending,ok,True
stage_1,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,2225,441,0.26797543056726486,0.27639751552795033,0.19820224719101123,0.4111801242236025,-0.21297787703259127,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,-0.06543183172328884,,-0.2481918574136952,,,,,,,441,pending,ok,True
stage_1,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1281,304,0.595536959553696,0.60056258790436,0.2373145979703357,0.336615096108767,-0.09930049813843131,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,-0.039901344920800524,,-0.14393596740743708,,,,,,,304,pending,ok,True
stage_1,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.3,,stage_1_curve,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,2301,414,0.49388280746941404,0.49569151227919,0.17992177314211213,0.3052563550193882,-0.12533458187727606,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,0.0011001827012386278,,0.006152404184115445,,,,,,,414,pending,ok,True
stage_1,all,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,15113,14825,288,5632,5445,9030,2243,0.5974988420565076,0.609106239460371,0.24839424141749722,0.3672849915682968,-0.11889075015079958,,,,,volatility_60d,14825.0,8087.0,0.5454974704890387,0.24100408062322246,0.007390160794274764,,0.03066404840600301,,,,,,,2243,pending,ok,True
stage_1,train,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,8303,8050,253,3476,3310,4036,1041,0.48608936528965435,0.5013664596273292,0.2579286422200198,0.4111801242236025,-0.15325148200358268,,,,,volatility_60d,8050.0,3979.0,0.4942857142857143,0.2636340789143001,-0.005705436694280253,,-0.021641499148275622,,,,,,,1041,pending,ok,True
stage_1,validation,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,2151,2133,18,731,718,1743,497,0.810320781032078,0.8171589310829818,0.285140562248996,0.336615096108767,-0.05147453385977102,,,,,volatility_60d,2133.0,1681.0,0.7880918893577121,0.2772159428911362,0.007924619357859763,,0.028586448799489794,,,,,,,497,pending,ok,True
stage_1,robustness,board_then_global_expanding_from_inception,expanding_from_inception,,primary_model_trailing_rank_keep,0.5,,primary,logistic_regression_l2,stage1_fast_fail_score,stage_1_fast_fail_target,4659,4642,17,1425,1417,3251,705,0.6977892251556128,0.7003446790176648,0.2168563518917256,0.3052563550193882,-0.08840000312766258,,,,,volatility_60d,4642.0,2427.0,0.522834984920293,0.1788215904408735,0.038034761450852106,,0.21269669594750695,,,,,,,705,pending,ok,True
