stage,split,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_gate_source,stage1_budget_X,stage2_budget_X,budget_tuple_role,denominator_n,rank_evaluable_n,rank_not_evaluable_n,rank_not_evaluable_rate,selected_n,actual_budget_total,actual_budget_rank_evaluable,budget_abs_delta_total_vs_X,budget_abs_delta_rank_evaluable_vs_X,board_history_used_rate,global_fallback_rate,history_n_p05,history_n_p50,history_n_p95,budget_drift_status
stage_1,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,,,15113,14825,288,0.019056441474227487,4942,0.3270032422417786,0.3333558178752108,0.027003242241778636,0.0333558178752108,0.9796863627340701,0.0012571957917025078,385.0,2506.0,4535.0,readout
stage_1,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,,,8303,8050,253,0.030470914127423823,2220,0.267373238588462,0.27577639751552796,0.032626761411537974,0.02422360248447203,0.9676020715404071,0.0019270143321690955,246.0,2624.0,4576.0,readout
stage_1,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,,,2151,2133,18,0.008368200836820083,1189,0.5527661552766155,0.5574308485700891,0.25276615527661556,0.2574308485700891,0.9911668991166899,0.00046490004649000463,641.5,2998.0,4502.0,readout
stage_1,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,,,4659,4642,17,0.003648851684910925,1533,0.3290405666452028,0.3302455838000862,0.029040566645202825,0.030245583800086184,0.995921871646276,0.00042927666881305,517.0,2403.0,3151.0,readout
stage_1,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,,,15113,14825,288,0.019056441474227487,8087,0.5351022298683252,0.5454974704890387,0.03510222986832523,0.04549747048903874,0.9796863627340701,0.0012571957917025078,385.0,2506.0,4535.0,readout
stage_1,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,,,8303,8050,253,0.030470914127423823,3979,0.4792243767313019,0.4942857142857143,0.020775623268698085,0.005714285714285727,0.9676020715404071,0.0019270143321690955,246.0,2624.0,4576.0,readout
stage_1,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,,,2151,2133,18,0.008368200836820083,1681,0.7814969781496978,0.7880918893577121,0.28149697814969776,0.2880918893577121,0.9911668991166899,0.00046490004649000463,641.5,2998.0,4502.0,readout
stage_1,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,,,4659,4642,17,0.003648851684910925,2427,0.5209272376046362,0.522834984920293,0.020927237604636217,0.02283498492029301,0.995921871646276,0.00042927666881305,517.0,2403.0,3151.0,readout
stage_1,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,,,15113,14825,288,0.019056441474227487,10957,0.7250049626149673,0.7390893760539629,0.02500496261496732,0.0390893760539629,0.9796863627340701,0.0012571957917025078,385.0,2506.0,4535.0,readout
stage_1,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,,,8303,8050,253,0.030470914127423823,5736,0.6908346380826207,0.7125465838509317,0.009165361917379267,0.01254658385093177,0.9676020715404071,0.0019270143321690955,246.0,2624.0,4576.0,readout
stage_1,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,,,2151,2133,18,0.008368200836820083,1942,0.902835890283589,0.9104547585560244,0.20283589028358906,0.21045475855602447,0.9911668991166899,0.00046490004649000463,641.5,2998.0,4502.0,readout
stage_1,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,,,4659,4642,17,0.003648851684910925,3279,0.7037990985189955,0.7063765618267988,0.003799098518995514,0.006376561826798799,0.995921871646276,0.00042927666881305,517.0,2403.0,3151.0,readout
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,0.5,,3988,3882,106,0.02657973921765296,1726,0.4327983951855567,0.4446161772282329,0.06720160481444332,0.05538382277176712,0.9618856569709128,0.011534603811434303,111.0,815.0,1042.0,readout
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,0.5,,1781,1695,86,0.04828747894441325,810,0.454800673778776,0.4778761061946903,0.04519932622122402,0.022123893805309713,0.9264458169567659,0.025266704098820886,76.0,696.0,1073.0,readout
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,0.5,,922,910,12,0.013015184381778741,384,0.4164859002169197,0.421978021978022,0.08351409978308028,0.07802197802197802,0.9859002169197397,0.0010845986984815619,173.0,871.0,1028.7999999999997,readout
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.3,0.5,,1285,1277,8,0.0062256809338521405,532,0.4140077821011673,0.41660140955364133,0.08599221789883271,0.08339859044635867,0.9937743190661479,0.0,125.0,810.0,995.8,readout
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.3,,6118,6008,110,0.017979731938542007,1549,0.2531873161163779,0.2578229027962716,0.046812683883622086,0.042177097203728364,0.9749918273945734,0.007028440666884603,162.0,1201.0,1714.0,readout
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.3,,2958,2867,91,0.030764029749830966,845,0.2856659905341447,0.2947331705615626,0.01433400946585528,0.00526682943843737,0.9563894523326572,0.012846517917511832,104.0,1093.0,1789.0,readout
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.3,,1210,1197,13,0.010743801652892562,292,0.2413223140495868,0.24394319131161235,0.0586776859504132,0.05605680868838764,0.9884297520661157,0.0008264462809917355,255.0,1278.0,1663.55,readout
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.3,,1950,1944,6,0.003076923076923077,412,0.21128205128205127,0.21193415637860083,0.08871794871794872,0.08806584362139916,0.9948717948717949,0.0020512820512820513,178.0,1165.0,1497.1,readout
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.5,,6118,6008,110,0.017979731938542007,2730,0.4462242562929062,0.4543941411451398,0.053775743707093815,0.04560585885486018,0.9749918273945734,0.007028440666884603,162.0,1201.0,1714.0,readout
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.5,,2958,2867,91,0.030764029749830966,1427,0.482420554428668,0.49773282176491107,0.01757944557133201,0.002267178235088929,0.9563894523326572,0.012846517917511832,104.0,1093.0,1789.0,readout
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.5,,1210,1197,13,0.010743801652892562,497,0.41074380165289254,0.4152046783625731,0.08925619834710746,0.08479532163742692,0.9884297520661157,0.0008264462809917355,255.0,1278.0,1663.55,readout
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.5,,1950,1944,6,0.003076923076923077,806,0.41333333333333333,0.41460905349794236,0.08666666666666667,0.08539094650205764,0.9948717948717949,0.0020512820512820513,178.0,1165.0,1497.1,readout
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.7,,6118,6008,110,0.017979731938542007,3943,0.6444916639424648,0.6562916111850865,0.055508336057535135,0.04370838881491346,0.9749918273945734,0.007028440666884603,162.0,1201.0,1714.0,readout
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.7,,2958,2867,91,0.030764029749830966,1967,0.664976335361731,0.6860830136030694,0.035023664638269,0.013916986396930509,0.9563894523326572,0.012846517917511832,104.0,1093.0,1789.0,readout
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.7,,1210,1197,13,0.010743801652892562,762,0.6297520661157024,0.6365914786967418,0.07024793388429751,0.06340852130325814,0.9884297520661157,0.0008264462809917355,255.0,1278.0,1663.55,readout
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.5,0.7,,1950,1944,6,0.003076923076923077,1214,0.6225641025641026,0.6244855967078189,0.0774358974358974,0.07551440329218106,0.9948717948717949,0.0020512820512820513,178.0,1165.0,1497.1,readout
stage_2,all,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,0.5,,7780,7665,115,0.014781491002570694,3539,0.45488431876606683,0.46170906718851923,0.04511568123393317,0.03829093281148077,0.9803341902313625,0.004884318766066838,203.0,1495.0,2259.0,readout
stage_2,train,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,0.5,,3903,3807,96,0.024596464258262875,1936,0.49602869587496795,0.5085369057000263,0.003971304125032049,0.008536905700026298,0.9674609274916731,0.007942608250064053,128.20000000000005,1418.0,2325.0,readout
stage_2,validation,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,0.5,,1341,1329,12,0.008948545861297539,533,0.39746457867263235,0.40105342362678703,0.10253542132736765,0.09894657637321297,0.9888143176733781,0.0022371364653243847,307.0,1591.0,2202.0,readout
stage_2,robustness,board_then_global_rolling_504_sessions,rolling_sessions,504,primary_model_trailing_rank_keep,0.7,0.5,,2536,2529,7,0.0027602523659305996,1070,0.4219242902208202,0.42309213127718465,0.07807570977917982,0.07690786872281535,0.9956624605678234,0.0015772870662460567,220.0,1429.0,1810.5,readout
stage_1,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,,,15113,14825,288,0.019056441474227487,4667,0.3088069873618739,0.3148060708263069,0.008806987361873908,0.014806070826306916,0.9796863627340701,0.0012571957917025078,249.0,1334.0,2490.0,readout
stage_1,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,,,8303,8050,253,0.030470914127423823,2228,0.2683367457545465,0.27677018633540373,0.031663254245453465,0.023229813664596255,0.9676020715404071,0.0019270143321690955,246.0,1760.0,2528.0,readout
stage_1,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,,,2151,2133,18,0.008368200836820083,946,0.4397954439795444,0.4435067979371777,0.1397954439795444,0.1435067979371777,0.9911668991166899,0.00046490004649000463,254.0,1093.0,2101.0,readout
stage_1,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,,,4659,4642,17,0.003648851684910925,1493,0.3204550332689418,0.3216286083584662,0.020455033268941825,0.021628608358466195,0.995921871646276,0.00042927666881305,235.0,1234.0,2091.0,readout
