stage,split,history_policy_id,history_window_mode,trailing_history_window_sessions,stage1_gate_source,stage1_budget_X,stage2_budget_X,budget_tuple_role,denominator_n,rank_evaluable_n,rank_not_evaluable_n,rank_not_evaluable_rate,selected_n,actual_budget_total,actual_budget_rank_evaluable,budget_abs_delta_total_vs_X,budget_abs_delta_rank_evaluable_vs_X,board_history_used_rate,global_fallback_rate,history_n_p05,history_n_p50,history_n_p95,budget_drift_status
stage_1,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,,,15113,14825,288,0.019056441474227487,7761,0.5135313968106928,0.5235075885328836,0.01353139681069282,0.023507588532883594,0.9796863627340701,0.0012571957917025078,249.0,1334.0,2490.0,readout
stage_1,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,,,8303,8050,253,0.030470914127423823,3887,0.46814404432132967,0.4828571428571429,0.031855955678670334,0.017142857142857126,0.9676020715404071,0.0019270143321690955,246.0,1760.0,2528.0,readout
stage_1,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,,,2151,2133,18,0.008368200836820083,1444,0.6713156671315668,0.6769807782466011,0.17131566713156676,0.17698077824660108,0.9911668991166899,0.00046490004649000463,254.0,1093.0,2101.0,readout
stage_1,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,,,4659,4642,17,0.003648851684910925,2430,0.5215711526078558,0.5234812580784145,0.021571152607855804,0.023481258078414502,0.995921871646276,0.00042927666881305,235.0,1234.0,2091.0,readout
stage_1,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,,,15113,14825,288,0.019056441474227487,10621,0.7027724475617019,0.716424957841484,0.0027724475617019184,0.01642495784148401,0.9796863627340701,0.0012571957917025078,249.0,1334.0,2490.0,readout
stage_1,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,,,8303,8050,253,0.030470914127423823,5568,0.6706009875948452,0.6916770186335404,0.029399012405154745,0.008322981366459592,0.9676020715404071,0.0019270143321690955,246.0,1760.0,2528.0,readout
stage_1,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,,,2151,2133,18,0.008368200836820083,1779,0.8270571827057183,0.8340365682137834,0.1270571827057183,0.1340365682137834,0.9911668991166899,0.00046490004649000463,254.0,1093.0,2101.0,readout
stage_1,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,,,4659,4642,17,0.003648851684910925,3274,0.7027259068469629,0.7052994398965963,0.0027259068469629444,0.005299439896596314,0.995921871646276,0.00042927666881305,235.0,1234.0,2091.0,readout
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,0.5,,3762,3655,107,0.028442317916002127,1728,0.45933014354066987,0.4727770177838577,0.040669856459330134,0.027222982216142277,0.9175970228601807,0.05396065922381712,85.05000000000001,388.0,563.9499999999998,readout
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,0.5,,1775,1689,86,0.048450704225352116,839,0.47267605633802817,0.49674363528715215,0.027323943661971828,0.003256364712847848,0.9267605633802817,0.024788732394366197,76.0,419.0,575.0,readout
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,0.5,,744,732,12,0.016129032258064516,310,0.4166666666666667,0.42349726775956287,0.08333333333333331,0.07650273224043713,0.9045698924731183,0.0793010752688172,91.0,389.0,533.0,readout
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.3,0.5,,1243,1234,9,0.007240547063555913,579,0.4658085277554304,0.4692058346839546,0.03419147224456959,0.030794165316045397,0.912308930008045,0.08045052292839903,93.0,358.0,543.0,readout
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.3,,5888,5778,110,0.018682065217391304,1572,0.2669836956521739,0.2720664589823468,0.0330163043478261,0.027933541017653163,0.9624660326086957,0.018851902173913044,103.35000000000002,592.0,912.0,readout
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.3,,2875,2784,91,0.03165217391304348,842,0.2928695652173913,0.3024425287356322,0.007130434782608663,0.002442528735632221,0.9551304347826087,0.013217391304347827,103.0,684.0,917.0,readout
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.3,,1064,1051,13,0.012218045112781954,241,0.22650375939849623,0.22930542340627974,0.07349624060150375,0.07069457659372025,0.9868421052631579,0.0009398496240601503,96.15,546.0,849.6999999999998,readout
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.3,,1949,1943,6,0.0030785017957927143,489,0.2508978963571062,0.251672671127123,0.0491021036428938,0.048327328872876996,0.9599794766546947,0.03694202154951257,112.0,551.0,909.0,readout
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.5,,5888,5778,110,0.018682065217391304,2683,0.4556725543478261,0.4643475250951887,0.04432744565217389,0.035652474904811327,0.9624660326086957,0.018851902173913044,103.35000000000002,592.0,912.0,readout
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.5,,2875,2784,91,0.03165217391304348,1406,0.4890434782608696,0.5050287356321839,0.01095652173913042,0.005028735632183867,0.9551304347826087,0.013217391304347827,103.0,684.0,917.0,readout
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.5,,1064,1051,13,0.012218045112781954,421,0.3956766917293233,0.4005708848715509,0.1043233082706767,0.0994291151284491,0.9868421052631579,0.0009398496240601503,96.15,546.0,849.6999999999998,readout
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.5,,1949,1943,6,0.0030785017957927143,856,0.4391995895330939,0.44055584148224397,0.060800410466906096,0.05944415851775603,0.9599794766546947,0.03694202154951257,112.0,551.0,909.0,readout
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.7,,5888,5778,110,0.018682065217391304,3873,0.6577785326086957,0.670301142263759,0.04222146739130428,0.029698857736240925,0.9624660326086957,0.018851902173913044,103.35000000000002,592.0,912.0,readout
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.7,,2875,2784,91,0.03165217391304348,1952,0.6789565217391305,0.7011494252873564,0.021043478260869497,0.0011494252873563982,0.9551304347826087,0.013217391304347827,103.0,684.0,917.0,readout
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.7,,1064,1051,13,0.012218045112781954,655,0.6156015037593985,0.6232159847764034,0.08439849624060147,0.07678401522359657,0.9868421052631579,0.0009398496240601503,96.15,546.0,849.6999999999998,readout
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.5,0.7,,1949,1943,6,0.0030785017957927143,1266,0.6495638789122627,0.6515697375193,0.05043612108773721,0.048430262480699926,0.9599794766546947,0.03694202154951257,112.0,551.0,909.0,readout
stage_2,all,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,0.5,,7579,7464,115,0.015173505739543475,3531,0.46589259796806964,0.47307073954983925,0.034107402031930356,0.026929260450160752,0.9759862778730704,0.0088402163873862,117.0,765.0,1223.0,readout
stage_2,train,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,0.5,,3809,3713,96,0.02520346547650302,1887,0.49540561827251245,0.5082143819014274,0.004594381727487551,0.008214381901427426,0.9666579154633762,0.008138619060120767,126.0,926.0,1232.0,readout
stage_2,validation,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,0.5,,1245,1233,12,0.00963855421686747,503,0.40401606425702813,0.40794809407948096,0.09598393574297187,0.09205190592051904,0.9879518072289156,0.0024096385542168677,110.2,660.0,1101.8,readout
stage_2,robustness,board_then_global_rolling_252_sessions,rolling_sessions,252,primary_model_trailing_rank_keep,0.7,0.5,,2525,2518,7,0.002772277227722772,1141,0.4518811881188119,0.45313741064336777,0.048118811881188106,0.046862589356632234,0.9841584158415841,0.013069306930693069,121.0,738.0,1211.0,readout
stage_1,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,,,15113,14825,288,0.019056441474227487,5487,0.3630649110037716,0.37011804384485664,0.0630649110037716,0.07011804384485665,0.9796863627340701,0.0012571957917025078,385.0,4441.0,7189.0,readout
stage_1,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,,,8303,8050,253,0.030470914127423823,2225,0.26797543056726486,0.27639751552795033,0.03202456943273513,0.023602484472049656,0.9676020715404071,0.0019270143321690955,246.0,2624.0,6586.0,readout
stage_1,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,,,2151,2133,18,0.008368200836820083,1274,0.592282659228266,0.5972808251289264,0.29228265922826596,0.29728082512892645,0.9911668991166899,0.00046490004649000463,1200.0,7027.0,7537.0,readout
stage_1,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,,,4659,4642,17,0.003648851684910925,1988,0.4267010088001717,0.42826367944851357,0.1267010088001717,0.12826367944851358,0.995921871646276,0.00042927666881305,1257.0,5590.0,6916.199999999999,readout
stage_1,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,,,15113,14825,288,0.019056441474227487,8730,0.5776483821875207,0.5888701517706577,0.07764838218752068,0.08887015177065771,0.9796863627340701,0.0012571957917025078,385.0,4441.0,7189.0,readout
stage_1,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,,,8303,8050,253,0.030470914127423823,4036,0.48608936528965435,0.5013664596273292,0.013910634710345648,0.0013664596273291751,0.9676020715404071,0.0019270143321690955,246.0,2624.0,6586.0,readout
stage_1,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,,,2151,2133,18,0.008368200836820083,1726,0.802417480241748,0.8091889357712142,0.30241748024174797,0.3091889357712142,0.9911668991166899,0.00046490004649000463,1200.0,7027.0,7537.0,readout
stage_1,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,,,4659,4642,17,0.003648851684910925,2968,0.6370465765185662,0.6393795777682033,0.13704657651856622,0.1393795777682033,0.995921871646276,0.00042927666881305,1257.0,5590.0,6916.199999999999,readout
stage_1,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,,,15113,14825,288,0.019056441474227487,11588,0.7667570965394032,0.7816526138279932,0.0667570965394032,0.08165261382799327,0.9796863627340701,0.0012571957917025078,385.0,4441.0,7189.0,readout
stage_1,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,,,8303,8050,253,0.030470914127423823,5870,0.706973383114537,0.7291925465838509,0.006973383114536991,0.029192546583850953,0.9676020715404071,0.0019270143321690955,246.0,2624.0,6586.0,readout
stage_1,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,,,2151,2133,18,0.008368200836820083,1962,0.9121338912133892,0.919831223628692,0.21213389121338921,0.219831223628692,0.9911668991166899,0.00046490004649000463,1200.0,7027.0,7537.0,readout
stage_1,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.7,,,4659,4642,17,0.003648851684910925,3756,0.8061815840309079,0.8091339939681171,0.10618158403090794,0.10913399396811718,0.995921871646276,0.00042927666881305,1257.0,5590.0,6916.199999999999,readout
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,0.5,,4396,4290,106,0.024112829845313922,1843,0.4192447679708826,0.4296037296037296,0.08075523202911739,0.07039627039627039,0.9654231119199272,0.010464058234758872,132.5,1541.0,2113.0,readout
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,0.5,,1784,1698,86,0.04820627802690583,792,0.4439461883408072,0.4664310954063604,0.05605381165919282,0.03356890459363959,0.9265695067264574,0.02522421524663677,76.15,707.0,1650.6999999999998,readout
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,0.5,,971,959,12,0.012358393408856848,398,0.4098867147270855,0.41501564129301355,0.09011328527291451,0.08498435870698645,0.9866117404737385,0.0010298661174047373,286.0,1868.0,2104.0,readout
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.3,0.5,,1641,1633,8,0.004875076173065204,653,0.3979280926264473,0.3998775260257195,0.1020719073735527,0.10012247397428048,0.9951249238269348,0.0,328.0,1916.0,2143.0,readout
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.3,,6557,6447,110,0.016775964617965534,1579,0.2408113466524325,0.24492011788428728,0.05918865334756748,0.055079882115712714,0.9766661583041025,0.006557877077931981,184.8,2265.0,3102.7999999999993,readout
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.3,,2995,2904,91,0.030383973288814693,843,0.28146911519198664,0.2902892561983471,0.018530884808013348,0.009710743801652877,0.9569282136894824,0.012687813021702838,106.10000000000005,1119.0,2635.0,readout
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.3,,1238,1225,13,0.01050080775444265,281,0.22697899838449112,0.22938775510204082,0.07302100161550887,0.07061224489795917,0.9886914378029079,0.0008077544426494346,503.55,2949.0,3266.2999999999997,readout
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.3,,2324,2318,6,0.0025817555938037868,455,0.19578313253012047,0.19628990509059535,0.10421686746987951,0.10371009490940464,0.995697074010327,0.0017211703958691911,459.15,2733.0,2991.85,readout
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.5,,6557,6447,110,0.016775964617965534,2792,0.4258044837578161,0.43306964479602916,0.0741955162421839,0.06693035520397084,0.9766661583041025,0.006557877077931981,184.8,2265.0,3102.7999999999993,readout
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.5,,2995,2904,91,0.030383973288814693,1437,0.47979966611018365,0.49483471074380164,0.020200333889816346,0.005165289256198358,0.9569282136894824,0.012687813021702838,106.10000000000005,1119.0,2635.0,readout
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.5,,1238,1225,13,0.01050080775444265,492,0.3974151857835218,0.4016326530612245,0.10258481421647819,0.09836734693877552,0.9886914378029079,0.0008077544426494346,503.55,2949.0,3266.2999999999997,readout
stage_2,robustness,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.5,,2324,2318,6,0.0025817555938037868,863,0.37134251290877796,0.3723037100949094,0.12865748709122204,0.12769628990509058,0.995697074010327,0.0017211703958691911,459.15,2733.0,2991.85,readout
stage_2,all,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.7,,6557,6447,110,0.016775964617965534,4175,0.6367241116364191,0.6475880254381883,0.06327588836358089,0.05241197456181168,0.9766661583041025,0.006557877077931981,184.8,2265.0,3102.7999999999993,readout
stage_2,train,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.7,,2995,2904,91,0.030383973288814693,1991,0.6647746243739566,0.6856060606060606,0.03522537562604333,0.014393939393939403,0.9569282136894824,0.012687813021702838,106.10000000000005,1119.0,2635.0,readout
stage_2,validation,board_then_global_rolling_1008_sessions,rolling_sessions,1008,primary_model_trailing_rank_keep,0.5,0.7,,1238,1225,13,0.01050080775444265,788,0.6365105008077544,0.643265306122449,0.06348949919224556,0.056734693877550924,0.9886914378029079,0.0008077544426494346,503.55,2949.0,3266.2999999999997,readout
