period,version,instrument,signal_date,order_date,entry_type,status,skip_reason,entry_price,initial_stop,initial_risk_per_share,initial_risk_pct,account_value_before,cash_before,raw_risk_budget_value,raw_position_value,after_single_stock_cap,after_industry_cap,after_daily_new_cap,after_cash_cap,rounded_value,rounded_amount,entry_cost,cash_after,blocked_layer,industry_name,industry_exposure_before,daily_new_value_before
valid,risk_unit_rb050_sw03_cap20,SZ000963,2023-01-09,2023-01-10,breakout,executed,,45.529998779296875,38.611749744415285,6.91824903488159,0.15194924709788077,1000000.0,1000000.0,5000.0,32905.72408548469,30000.0,30000.0,30000.0,30000.0,27317.999267578125,600,13.658999633789064,972668.3417327881,none,医药生物,0.0,0.0
valid,risk_unit_rb050_sw03_cap20,SZ002027,2023-01-13,2023-01-16,pullback,executed,,6.010000228881836,5.548249864578247,0.4617503643035885,0.07683034055216624,1000520.3406341553,972668.3417327881,5002.601703170777,65112.319784318955,30015.61021902466,30015.61021902466,30015.61021902466,30015.61021902466,29449.001121520996,4900,14.724500560760498,943204.6161107064,none,传媒,0.0,0.0
valid,risk_unit_rb050_sw03_cap20,SH601601,2023-01-13,2023-01-16,breakout,executed,,23.450000762939453,20.817749071121217,2.6322516918182366,0.11224953544471801,1000554.6149186135,943204.6161107064,5002.773074593068,44568.31874424008,30016.638447558402,30016.638447558402,30016.638447558402,30016.638447558402,28140.000915527344,1200,14.070000457763673,915050.5451947212,none,非银金融,0.0,29449.001121520996
valid,risk_unit_rb050_sw03_cap20,SH600570,2023-01-16,2023-01-17,breakout,executed,,43.189998626708984,35.22524890899658,7.964749717712401,0.18441190023069245,999648.5454827308,915050.5451947212,4998.242727413654,27103.688651117627,27103.688651117627,27103.688651117627,27103.688651117627,27103.688651117627,25913.99917602539,600,12.956999588012696,889123.5890191077,none,计算机,0.0,0.0
valid,risk_unit_rb050_sw03_cap20,SH601336,2023-01-19,2023-01-20,pullback,executed,,29.700000762939453,28.420749950408936,1.2792508125305169,0.0430724168238677,1001763.5900300025,889123.5890191077,5008.817950150013,116288.29583982105,30052.907700900076,30052.907700900076,30052.907700900076,30052.907700900076,29700.000762939453,1000,14.850000381469727,859408.7382557868,none,非银金融,28428.00064086914,0.0
valid,risk_unit_rb050_sw03_cap20,SZ002027,2023-01-31,2023-02-01,pullback,executed,,5.940000057220459,5.598500049114227,0.34150000810623204,0.05749158330244735,1000531.2368359804,972241.2359204531,5002.656184179902,87015.45333796617,30015.93710507941,30015.93710507941,30015.93710507941,30015.93710507941,29700.000286102295,5000,14.850000143051147,942526.3856342077,none,传媒,0.0,0.0
valid,risk_unit_rb050_sw03_cap20,SZ002555,2023-02-01,2023-02-02,pullback,executed,,17.690000534057617,16.80575075149536,0.8842497825622573,0.04998585392125106,999586.3855769873,942526.3856342077,4997.931927884936,99986.92701656754,29987.591567309617,29987.591567309617,29987.591567309617,29987.591567309617,28304.000854492188,1600,14.152000427246094,914208.2327792883,none,传媒,29100.000858306885,0.0
valid,risk_unit_rb050_sw03_cap20,SH600958,2023-02-03,2023-02-06,pullback,executed,,9.890000343322754,9.699000120162964,0.19100022315979004,0.01931245869862321,1001560.2316806555,914208.2327792883,5007.801158403277,259304.1743959968,30046.806950419665,30046.806950419665,30046.806950419665,30046.806950419665,29670.00102996826,3000,14.83500051498413,884523.3967488051,none,非银金融,0.0,0.0
valid,risk_unit_rb050_sw03_cap20,SZ000858,2023-02-07,2023-02-08,pullback,executed,,178.77999877929688,170.70825653076173,8.071742248535145,0.04514902284175354,999999.8790591002,913489.8819773436,4999.999395295501,110744.35459700652,29999.996371773002,29999.996371773002,29999.996371773002,29999.996371773002,17877.999877929688,100,8.938999938964844,895602.9430994749,none,食品饮料,0.0,0.0
valid,risk_unit_rb050_sw03_cap20,SZ002415,2023-02-07,2023-02-08,breakout,executed,,34.310001373291016,29.080750751495362,5.229250621795654,0.1524118453071943,999672.940791583,895602.9430994749,4998.3647039579155,32795.1196567658,29990.18822374749,29990.18822374749,29990.18822374749,29990.18822374749,27448.001098632812,800,13.724000549316406,868141.2180002928,none,计算机,28301.998901367188,17877.999877929688
