version,period,stage,sizing,risk_budget_per_trade,single_stock_max_weight,max_positions,max_daily_new_weight,max_industry_weight,rows,trades,win_rate,total_return_with_cost,total_return_without_cost,annual_return_with_cost,max_drawdown,return_drawdown_ratio,turnover_mean,cost_sum,cost_ratio,avg_positions,avg_cash_ratio,max_single_stock_weight_observed,max_industry_weight_observed,ending_account,remove_top5_trade_return_sum,diagnostic_scope,observed_scope,diagnostic_base_version,input_period
breakout_only,valid,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,484,32,0.28125,0.001519066073989661,0.003176929240089832,0.0007906309624874375,-0.02875229762295506,0.027498009823612116,0.0034867970261984516,1674.9405120849608,0.0016749405120849608,1.1115702479338843,0.9674548128244277,0.05453527356357429,0.10963046111872216,1001519.0660739897,-0.8113997373871734,diagnostic_only,not_run,risk_unit_rb050_sw03_cap20,valid_only
pullback_only,valid,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,484,155,0.2709677419354839,-0.05348918537199521,-0.04599236200154466,-0.02821650839835199,-0.06753099952664487,-0.4178304570661501,0.016871246993971894,7677.191510796547,0.007677191510796547,2.940082644628099,0.9147547673614157,0.037070940619251036,0.21437072104382388,946510.8146280048,-2.708036658441403,diagnostic_only,not_run,risk_unit_rb050_sw03_cap20,valid_only
pullback_strict_money,valid,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,484,140,0.2714285714285714,-0.030012393064761222,-0.023107891945835957,-0.015740383089623222,-0.06684191843655363,-0.2354867044183359,0.01509914115159856,7072.4020197629925,0.007072402019762993,3.059917355371901,0.9116688601489719,0.05425338290228507,0.2038697084898393,969987.6069352388,-2.502219108074865,diagnostic_only,not_run,risk_unit_rb050_sw03_cap20,valid_only
pullback_strict_trend,valid,diagnostic_only,risk_unit,0.005,0.03,20,0.2,0.2,484,124,0.29838709677419356,-0.02004603847254527,-0.0138213638511413,-0.010487840196407472,-0.05111275476951149,-0.2051902747895603,0.013486797693297681,6349.041020762921,0.0063490410207629215,2.772727272727273,0.9193349218487825,0.05457250465065894,0.20286566100123132,979953.9615274548,-1.9104295096931345,diagnostic_only,not_run,risk_unit_rb050_sw03_cap20,valid_only
