threshold_id,cluster_split_bucket,anchor_n,mean_membership_vector,sharp_share,mean_membership_entropy,mean_top1_membership,out_of_prototype_residual_share,low_confidence_share,split_stability_status
up100pct,train,29613,"{""choppy_reversal_winner"": 0.2609403261718645, ""jump_repricing_winner"": 0.07966473467264028, ""late_rescue_winner"": 0.22400799277573238, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.08599262954663664, ""stair_step_winner"": 0.3493943168331262}",0.06882112585688718,0.7476856588921234,0.482061970982695,0.15817377503123628,0.0,pass
up100pct,robustness,5640,"{""choppy_reversal_winner"": 0.21748412983171245, ""jump_repricing_winner"": 0.11114778775677314, ""late_rescue_winner"": 0.15026440339248484, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.10616939353056651, ""stair_step_winner"": 0.41493428548846306}",0.038652482269503546,0.7762956245106635,0.47985407336646935,0.17872340425531916,0.0,pass
up100pct,validation,253,"{""choppy_reversal_winner"": 0.07172703050985454, ""jump_repricing_winner"": 0.29179049840368837, ""late_rescue_winner"": 0.05278761252027849, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.39841120873425506, ""stair_step_winner"": 0.1852836498319236}",0.3952569169960474,0.648614600669092,0.5426727130394945,0.05533596837944664,0.0,pass
up150pct,train,16461,"{""choppy_reversal_winner"": 0.27552938669672244, ""jump_repricing_winner"": 0.062321388753007925, ""late_rescue_winner"": 0.23869819658684446, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.06553177898493112, ""stair_step_winner"": 0.3579192489784939}",0.042524755482655975,0.7636354100202819,0.46588593115972676,0.3123139541947634,0.0,pass
up150pct,robustness,3646,"{""choppy_reversal_winner"": 0.24648209089298678, ""jump_repricing_winner"": 0.07823134047390808, ""late_rescue_winner"": 0.1798526676789154, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07413837617651718, ""stair_step_winner"": 0.42129552477767257}",0.009873834339001646,0.798699334557739,0.4489897720513253,0.3754799780581459,0.0,pass
up150pct,validation,155,"{""choppy_reversal_winner"": 0.08276141189940722, ""jump_repricing_winner"": 0.24225926407664994, ""late_rescue_winner"": 0.05555714931534842, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.4081843080856035, ""stair_step_winner"": 0.21123786662299085}",0.3096774193548387,0.6923988956174522,0.5391102481367731,0.08387096774193549,0.0,pass
up50pct,train,56987,"{""choppy_reversal_winner"": 0.22116883232722898, ""jump_repricing_winner"": 0.1517808569799325, ""late_rescue_winner"": 0.18706874916999, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.15167959758965935, ""stair_step_winner"": 0.28830196393318924}",0.14787583132995244,0.7320084853112269,0.4864232278346399,0.06517275869935249,0.0,pass
up50pct,robustness,11179,"{""choppy_reversal_winner"": 0.17440534852640768, ""jump_repricing_winner"": 0.2126709613840013, ""late_rescue_winner"": 0.1159775627948217, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.17765537491051947, ""stair_step_winner"": 0.31929075238424987}",0.12183558457822703,0.7655506009954949,0.4723904917226433,0.11190625279541998,0.0,pass
up50pct,validation,1065,"{""choppy_reversal_winner"": 0.20462957622057226, ""jump_repricing_winner"": 0.21767185734307395, ""late_rescue_winner"": 0.2117749713408151, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.18204159167647918, ""stair_step_winner"": 0.1838820034190595}",0.21784037558685446,0.6790890059540517,0.5029350931903181,0.08169014084507042,0.0,pass
