threshold_id,cluster_split_bucket,prototype_type,prototype_train_anchor_n,prototype_underpopulated,prototype_dropped,median_top1_distance_for_hard_type,p90_top1_distance_for_hard_type,p95_top1_distance_for_hard_type,prototype_fit_quality_status
up50pct,train,smooth_trend_winner,9964,False,False,1.7853018112345023,3.8598176460650713,4.9505276453176466,pass
up50pct,train,stair_step_winner,10046,False,False,0.9823530263079929,1.7138506947637584,2.0640319368966114,pass
up50pct,train,jump_repricing_winner,3294,False,False,1.5101034352720437,2.704201799291148,3.2239402423983052,pass
up50pct,train,choppy_reversal_winner,1142,False,False,0.8958230899989954,1.643006969215159,1.8723401446954064,pass
up50pct,train,slow_grind_winner,14,True,True,,,,dropped_not_required
up50pct,train,late_rescue_winner,9948,False,False,1.2958196824291761,2.6631422659467154,3.30244263614151,pass
