threshold_id,cluster_split_bucket,anchor_n,sharp_share,mean_membership_entropy,mean_top1_membership,mean_top2_membership_gap,out_of_prototype_residual_share,low_confidence_share,short_path_excluded_share
up100pct,train,29613,0.06882112585688718,0.7476856588921234,0.482061970982695,0.20418530462887194,0.15817377503123628,0.0,
up100pct,robustness,5640,0.038652482269503546,0.7762956245106635,0.47985407336646935,0.2271978702970181,0.17872340425531916,0.0,
up100pct,validation,253,0.3952569169960474,0.648614600669092,0.5426727130394945,0.22925687620015092,0.05533596837944664,0.0,
up150pct,train,16461,0.042524755482655975,0.7636354100202819,0.46588593115972676,0.18491723785989428,0.3123139541947634,0.0,
up150pct,robustness,3646,0.009873834339001646,0.798699334557739,0.4489897720513253,0.18752453004181,0.3754799780581459,0.0,
up150pct,validation,155,0.3096774193548387,0.6923988956174522,0.5391102481367731,0.25836389796074255,0.08387096774193549,0.0,
up50pct,train,56987,0.14787583132995244,0.7320084853112269,0.4864232278346399,0.1964639047653505,0.06517275869935249,0.0,
up50pct,robustness,11179,0.12183558457822703,0.7655506009954949,0.4723904917226433,0.197457539070019,0.11190625279541998,0.0,
up50pct,validation,1065,0.21784037558685446,0.6790890059540517,0.5029350931903181,0.17249156590742074,0.08169014084507042,0.0,
