threshold_id,prototype_type,bootstrap_repeat_n,center_coordinate_median_shift,center_coordinate_p90_shift,top1_assignment_agreement_mean,prototype_stability_status
up50pct,smooth_trend_winner,20,0.0039306510670353845,0.01761836611736196,0.9982846965097304,pass
up50pct,stair_step_winner,20,0.0022291877651595027,0.007514003414976683,0.9989295804306243,pass
up50pct,jump_repricing_winner,20,0.00573098720600973,0.017252166594385852,0.9980723673820346,pass
up50pct,choppy_reversal_winner,20,0.001683798121441732,0.011306343556238949,0.9974889009774157,pass
up50pct,slow_grind_winner,20,,,,dropped_not_required
up50pct,late_rescue_winner,20,0.0011752539926214722,0.01293391751867825,0.998895362100128,pass
