threshold_id,cluster_split_bucket,phase_scheme,entry_phase,phase_stratification_role,anchor_n,mean_membership_vector,top1_prototype_by_soft_mass,sharp_share,mean_membership_entropy,out_of_prototype_residual_share
up100pct,validation,pit,undetermined_pit,descriptive_only_not_t0_feature,127,"{""choppy_reversal_winner"": 0.07556559101274975, ""jump_repricing_winner"": 0.2918524497131529, ""late_rescue_winner"": 0.054648906359686625, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.384512362332546, ""stair_step_winner"": 0.1934206905818647}",smooth_trend_winner,0.3779527559055118,0.6580137072823066,0.06299212598425197
up100pct,validation,pit,early_base_pit,descriptive_only_not_t0_feature,44,"{""choppy_reversal_winner"": 0.1423385656434607, ""jump_repricing_winner"": 0.16736550202973038, ""late_rescue_winner"": 0.08449772563675538, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.19043291570593662, ""stair_step_winner"": 0.4153652909841169}",stair_step_winner,0.0,0.7802500368051408,0.022727272727272728
up100pct,validation,pit,breakout_pit,descriptive_only_not_t0_feature,8,"{""choppy_reversal_winner"": 0.02182429638819449, ""jump_repricing_winner"": 0.3742199144347128, ""late_rescue_winner"": 0.017370008607764605, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.5155051445250295, ""stair_step_winner"": 0.07108063604429851}",smooth_trend_winner,0.5,0.6301563489577855,0.125
up100pct,validation,pit,late_chase_pit,descriptive_only_not_t0_feature,53,"{""choppy_reversal_winner"": 0.023176830369296183, ""jump_repricing_winner"": 0.3568594326491963, ""late_rescue_winner"": 0.029150482085647317, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.5408709248561067, ""stair_step_winner"": 0.04994233003975365}",smooth_trend_winner,0.6415094339622641,0.5626052532671009,0.018867924528301886
up100pct,validation,pit,mid_trend_pit,descriptive_only_not_t0_feature,21,"{""choppy_reversal_winner"": 0.04210692339921234, ""jump_repricing_winner"": 0.35649255463664187, ""late_rescue_winner"": 0.048239014882456785, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.5140817775665758, ""stair_step_winner"": 0.03907972951511326}",smooth_trend_winner,0.6666666666666666,0.54006772905631,0.14285714285714285
up150pct,train,pit,early_base_pit,descriptive_only_not_t0_feature,2388,"{""choppy_reversal_winner"": 0.27202201788271907, ""jump_repricing_winner"": 0.06918232554915899, ""late_rescue_winner"": 0.2313713018369663, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07188175199316112, ""stair_step_winner"": 0.3555426027379946}",stair_step_winner,0.05485762144053601,0.7587490223702499,0.2696817420435511
up150pct,train,pit,undetermined_pit,descriptive_only_not_t0_feature,6383,"{""choppy_reversal_winner"": 0.2781351392751977, ""jump_repricing_winner"": 0.06461334178136782, ""late_rescue_winner"": 0.23934343944567898, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.06444505651406887, ""stair_step_winner"": 0.35346302298368665}",stair_step_winner,0.03321322262259126,0.7593829270772688,0.2683691054363152
up150pct,train,pit,breakout_pit,descriptive_only_not_t0_feature,1048,"{""choppy_reversal_winner"": 0.2819911168612345, ""jump_repricing_winner"": 0.05480528848924333, ""late_rescue_winner"": 0.2127422776763453, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.05536728269668805, ""stair_step_winner"": 0.39509403427648876}",stair_step_winner,0.030534351145038167,0.7723173071034561,0.3511450381679389
up150pct,train,pit,mid_trend_pit,descriptive_only_not_t0_feature,3888,"{""choppy_reversal_winner"": 0.2766620809403102, ""jump_repricing_winner"": 0.0577125425097886, ""late_rescue_winner"": 0.2415942826576347, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.06127959411507748, ""stair_step_winner"": 0.362751499777189}",stair_step_winner,0.05324074074074074,0.7669819224995973,0.3816872427983539
up150pct,train,pit,late_chase_pit,descriptive_only_not_t0_feature,2754,"{""choppy_reversal_winner"": 0.26847320281435333, ""jump_repricing_winner"": 0.06042691308882209, ""late_rescue_winner"": 0.24934447831151382, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07241547574307572, ""stair_step_winner"": 0.349339930042235}",stair_step_winner,0.042846768336964415,0.7697001971193324,0.3384168482207698
up150pct,robustness,pit,late_chase_pit,descriptive_only_not_t0_feature,806,"{""choppy_reversal_winner"": 0.24311857496233785, ""jump_repricing_winner"": 0.0758598049981207, ""late_rescue_winner"": 0.184552886838046, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07888982884108765, ""stair_step_winner"": 0.4175789043604078}",stair_step_winner,0.00620347394540943,0.8016084183006923,0.2977667493796526
up150pct,robustness,pit,mid_trend_pit,descriptive_only_not_t0_feature,783,"{""choppy_reversal_winner"": 0.25402706036046435, ""jump_repricing_winner"": 0.06579347305010333, ""late_rescue_winner"": 0.17839775772889815, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.05625321838181378, ""stair_step_winner"": 0.4455284904787204}",stair_step_winner,0.001277139208173691,0.7931419173072164,0.30395913154533843
up150pct,robustness,pit,undetermined_pit,descriptive_only_not_t0_feature,1413,"{""choppy_reversal_winner"": 0.2462863678711327, ""jump_repricing_winner"": 0.08409113113601849, ""late_rescue_winner"": 0.18189777251604158, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07944018449508869, ""stair_step_winner"": 0.40828454398171854}",stair_step_winner,0.014154281670205236,0.7998191986789889,0.45010615711252655
up150pct,robustness,pit,early_base_pit,descriptive_only_not_t0_feature,552,"{""choppy_reversal_winner"": 0.2457391106589874, ""jump_repricing_winner"": 0.08182934339587943, ""late_rescue_winner"": 0.17416161781404013, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07358618781977709, ""stair_step_winner"": 0.42468374031131595}",stair_step_winner,0.009057971014492754,0.803572930829197,0.4148550724637681
up150pct,robustness,pit,breakout_pit,descriptive_only_not_t0_feature,92,"{""choppy_reversal_winner"": 0.21919909595946024, ""jump_repricing_winner"": 0.09327836186340334, ""late_rescue_winner"": 0.15379336593061155, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.10661403405029911, ""stair_step_winner"": 0.4271151421962257}",stair_step_winner,0.05434782608695652,0.7740704548313081,0.2826086956521739
up150pct,validation,pit,early_base_pit,descriptive_only_not_t0_feature,32,"{""choppy_reversal_winner"": 0.1349889725271326, ""jump_repricing_winner"": 0.1737749685094619, ""late_rescue_winner"": 0.07927531947488767, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.25165571692812805, ""stair_step_winner"": 0.36030502256038976}",stair_step_winner,0.0,0.7870664531845111,0.03125
up150pct,validation,pit,undetermined_pit,descriptive_only_not_t0_feature,91,"{""choppy_reversal_winner"": 0.08319761377441234, ""jump_repricing_winner"": 0.24946039467662187, ""late_rescue_winner"": 0.05814825775281053, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.40198105195672407, ""stair_step_winner"": 0.2072126818394312}",smooth_trend_winner,0.3076923076923077,0.6915742941780655,0.10989010989010989
up150pct,validation,pit,breakout_pit,descriptive_only_not_t0_feature,1,"{""choppy_reversal_winner"": 0.054002057789895565, ""jump_repricing_winner"": 0.26016929245527354, ""late_rescue_winner"": 0.05505061502006885, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.4955186466280011, ""stair_step_winner"": 0.13525938810676086}",smooth_trend_winner,0.0,0.7990727884294815,1.0
up150pct,validation,pit,late_chase_pit,descriptive_only_not_t0_feature,29,"{""choppy_reversal_winner"": 0.0171361846993593, ""jump_repricing_winner"": 0.3011697361799913, ""late_rescue_winner"": 0.011005267730711407, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.6024460914580476, ""stair_step_winner"": 0.0682427199318902}",smooth_trend_winner,0.6551724137931034,0.5903030951913236,0.0
up150pct,validation,pit,mid_trend_pit,descriptive_only_not_t0_feature,2,"{""choppy_reversal_winner"": 0.19321872799851994, ""jump_repricing_winner"": 0.14719969116517398, ""late_rescue_winner"": 0.20442654298307217, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.33442689229758876, ""stair_step_winner"": 0.12072814555564523}",smooth_trend_winner,0.5,0.6422894998094437,0.5
up50pct,train,pit,undetermined_pit,descriptive_only_not_t0_feature,22041,"{""choppy_reversal_winner"": 0.22403126727345257, ""jump_repricing_winner"": 0.15423310377607374, ""late_rescue_winner"": 0.1867765693669773, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.15066667699953576, ""stair_step_winner"": 0.28429238258396067}",stair_step_winner,0.15412186379928317,0.7255044659897399,0.05226623111474071
up50pct,train,pit,breakout_pit,descriptive_only_not_t0_feature,3366,"{""choppy_reversal_winner"": 0.24321315633450713, ""jump_repricing_winner"": 0.12433979230320465, ""late_rescue_winner"": 0.17692254001886817, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.1283885100068777, ""stair_step_winner"": 0.3271360013365423}",stair_step_winner,0.10962566844919786,0.7296590167582806,0.034759358288770054
up50pct,train,pit,late_chase_pit,descriptive_only_not_t0_feature,9907,"{""choppy_reversal_winner"": 0.20373942062922754, ""jump_repricing_winner"": 0.1593261801540654, ""late_rescue_winner"": 0.18769968058702313, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.1679723650318606, ""stair_step_winner"": 0.2812623535978233}",stair_step_winner,0.14777430099929342,0.7445365127432023,0.10356313717573433
up50pct,train,pit,mid_trend_pit,descriptive_only_not_t0_feature,13305,"{""choppy_reversal_winner"": 0.22105948407655052, ""jump_repricing_winner"": 0.14080111932865333, ""late_rescue_winner"": 0.19344523525023347, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.14246878002894825, ""stair_step_winner"": 0.3022253813156144}",stair_step_winner,0.13137918075911312,0.7421403971515841,0.07613679068019541
up50pct,train,pit,early_base_pit,descriptive_only_not_t0_feature,8368,"{""choppy_reversal_winner"": 0.2255708324358768, ""jump_repricing_winner"": 0.1648844115726966, ""late_rescue_winner"": 0.181034128017348, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.15907217217449798, ""stair_step_winner"": 0.26943845579958065}",stair_step_winner,0.17315965583173995,0.7191431825160045,0.04851816443594646
up50pct,robustness,pit,early_base_pit,descriptive_only_not_t0_feature,2254,"{""choppy_reversal_winner"": 0.17021671249434944, ""jump_repricing_winner"": 0.22378912272793822, ""late_rescue_winner"": 0.10211597503147637, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.17389095573074964, ""stair_step_winner"": 0.3299872340154863}",stair_step_winner,0.10070984915705412,0.756385696105288,0.051907719609582965
up50pct,robustness,pit,undetermined_pit,descriptive_only_not_t0_feature,4014,"{""choppy_reversal_winner"": 0.18140342580826416, ""jump_repricing_winner"": 0.20092108716280838, ""late_rescue_winner"": 0.11942101628681923, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.16783251199380556, ""stair_step_winner"": 0.3304219587483026}",stair_step_winner,0.12556053811659193,0.7602278829491352,0.10288988540109616
up50pct,robustness,pit,breakout_pit,descriptive_only_not_t0_feature,309,"{""choppy_reversal_winner"": 0.1439540519090571, ""jump_repricing_winner"": 0.22216178997266525, ""late_rescue_winner"": 0.0879467650801609, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.2148063614578624, ""stair_step_winner"": 0.3311310315802543}",stair_step_winner,0.20388349514563106,0.7212194416153926,0.016181229773462782
up50pct,robustness,pit,mid_trend_pit,descriptive_only_not_t0_feature,2459,"{""choppy_reversal_winner"": 0.1740455413587258, ""jump_repricing_winner"": 0.21548997373451867, ""late_rescue_winner"": 0.11948862790450746, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.17703050638368453, ""stair_step_winner"": 0.31394535061856355}",stair_step_winner,0.10492069947132981,0.7795262384351584,0.14802765351769012
up50pct,robustness,pit,late_chase_pit,descriptive_only_not_t0_feature,2143,"{""choppy_reversal_winner"": 0.1705066643859403, ""jump_repricing_winner"": 0.21838213359623423, ""late_rescue_winner"": 0.12412026176393748, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.19537393274684653, ""stair_step_winner"": 0.2916170075070415}",stair_step_winner,0.14465702286514232,0.7755157534196347,0.16425571628558097
up50pct,validation,pit,early_base_pit,descriptive_only_not_t0_feature,295,"{""choppy_reversal_winner"": 0.27151771275238035, ""jump_repricing_winner"": 0.14056908489080822, ""late_rescue_winner"": 0.2970703160203428, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.09722907000722078, ""stair_step_winner"": 0.19361381632924787}",late_rescue_winner,0.20677966101694914,0.673640015771788,0.03389830508474576
up50pct,validation,pit,undetermined_pit,descriptive_only_not_t0_feature,482,"{""choppy_reversal_winner"": 0.20424616610711924, ""jump_repricing_winner"": 0.2220402065413472, ""late_rescue_winner"": 0.20208349523042327, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.19303700951913413, ""stair_step_winner"": 0.17859312260197616}",jump_repricing_winner,0.2074688796680498,0.6836267535498514,0.08298755186721991
up50pct,validation,pit,mid_trend_pit,descriptive_only_not_t0_feature,121,"{""choppy_reversal_winner"": 0.16134528334072049, ""jump_repricing_winner"": 0.2409484330506449, ""late_rescue_winner"": 0.15926643706561405, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.21493519972784492, ""stair_step_winner"": 0.22350464681517562}",jump_repricing_winner,0.10743801652892562,0.6983713708050437,0.15702479338842976
up50pct,validation,pit,breakout_pit,descriptive_only_not_t0_feature,20,"{""choppy_reversal_winner"": 0.14188983895585733, ""jump_repricing_winner"": 0.2934776127126404, ""late_rescue_winner"": 0.1375863325317543, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.21863717897167723, ""stair_step_winner"": 0.20840903682807074}",jump_repricing_winner,0.5,0.6832142263441665,0.05
up50pct,validation,pit,late_chase_pit,descriptive_only_not_t0_feature,147,"{""choppy_reversal_winner"": 0.11582003595905745, ""jump_repricing_winner"": 0.3286051416413274, ""late_rescue_winner"": 0.12569653751924223, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.2841359057727534, ""stair_step_winner"": 0.14574237910761956}",jump_repricing_winner,0.32653061224489793,0.6587120481841207,0.11564625850340136
up100pct,train,outcome,early_cluster_entry,descriptive_only_not_t0_feature,9935,"{""choppy_reversal_winner"": 0.3224758976072439, ""jump_repricing_winner"": 0.044961739456191765, ""late_rescue_winner"": 0.3376594608717699, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.04350129294090985, ""stair_step_winner"": 0.25140160912388454}",late_rescue_winner,0.10397584297936588,0.7180893881853043,0.19003522898842476
up100pct,train,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,11831,"{""choppy_reversal_winner"": 0.27778121536340583, ""jump_repricing_winner"": 0.06062836300389629, ""late_rescue_winner"": 0.21465692346847914, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0582294375593731, ""stair_step_winner"": 0.3887040606048456}",stair_step_winner,0.03355591243343758,0.7579177118159864,0.17555574338601979
up100pct,train,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,5707,"{""choppy_reversal_winner"": 0.18539157353510183, ""jump_repricing_winner"": 0.11746806047981867, ""late_rescue_winner"": 0.11130142246113334, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.11759198223522083, ""stair_step_winner"": 0.4682469612887253}",stair_step_winner,0.030664096723322237,0.7820336048023249,0.09900122656386894
up100pct,train,outcome,late_cluster_entry,descriptive_only_not_t0_feature,2140,"{""choppy_reversal_winner"": 0.08363017152811869, ""jump_repricing_winner"": 0.24520211332065833, ""late_rescue_winner"": 0.04864423680629192, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.3524787266426461, ""stair_step_winner"": 0.2700447517022849}",smooth_trend_winner,0.20233644859813085,0.7369192121727316,0.07196261682242991
up100pct,robustness,outcome,early_cluster_entry,descriptive_only_not_t0_feature,2004,"{""choppy_reversal_winner"": 0.2844899472619962, ""jump_repricing_winner"": 0.06485755664247406, ""late_rescue_winner"": 0.21317894697356177, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.052461604219929396, ""stair_step_winner"": 0.38501194490203855}",stair_step_winner,0.004491017964071856,0.7887073129035314,0.27844311377245506
up100pct,robustness,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,2364,"{""choppy_reversal_winner"": 0.20725866022150252, ""jump_repricing_winner"": 0.11532340958115676, ""late_rescue_winner"": 0.13808697654516175, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.10498320923613255, ""stair_step_winner"": 0.43434774441604646}",stair_step_winner,0.02284263959390863,0.7813032179322595,0.15947546531302875
up100pct,robustness,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,1190,"{""choppy_reversal_winner"": 0.13664733757489309, ""jump_repricing_winner"": 0.17023831452259555, ""late_rescue_winner"": 0.07692707117560324, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.17447456081562018, ""stair_step_winner"": 0.4417127159112879}",stair_step_winner,0.0957983193277311,0.7542466787370269,0.05042016806722689
up100pct,validation,outcome,early_cluster_entry,descriptive_only_not_t0_feature,112,"{""choppy_reversal_winner"": 0.13217961535416964, ""jump_repricing_winner"": 0.23046093606677953, ""late_rescue_winner"": 0.09994185419589886, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.23829485482176457, ""stair_step_winner"": 0.2991227395613874}",stair_step_winner,0.32142857142857145,0.6764480797021611,0.0625
up100pct,robustness,outcome,late_cluster_entry,descriptive_only_not_t0_feature,82,"{""choppy_reversal_winner"": 0.0478394324397929, ""jump_repricing_winner"": 0.26452249884072254, ""late_rescue_winner"": 0.02804631886422576, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.46167427622989377, ""stair_step_winner"": 0.1979174736253652}",smooth_trend_winner,0.5,0.6485794182017265,0.15853658536585366
up100pct,validation,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,68,"{""choppy_reversal_winner"": 0.027090889242622068, ""jump_repricing_winner"": 0.37334791883695995, ""late_rescue_winner"": 0.015287950315887677, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.4671365659208395, ""stair_step_winner"": 0.11713667568369086}",smooth_trend_winner,0.36764705882352944,0.6474236040859777,0.04411764705882353
up100pct,validation,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,63,"{""choppy_reversal_winner"": 0.02096525562526289, ""jump_repricing_winner"": 0.309956018230306, ""late_rescue_winner"": 0.015932883401424094, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.5787581053468053, ""stair_step_winner"": 0.07438773739620157}",smooth_trend_winner,0.5555555555555556,0.6081484857923868,0.047619047619047616
up100pct,validation,outcome,late_cluster_entry,descriptive_only_not_t0_feature,10,"{""choppy_reversal_winner"": 0.017983022643633804, ""jump_repricing_winner"": 0.3096483627231283, ""late_rescue_winner"": 0.011842602191970508, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.5881964950263071, ""stair_step_winner"": 0.07232951741496033}",smooth_trend_winner,0.4,0.5999149359871367,0.1
up150pct,train,outcome,early_cluster_entry,descriptive_only_not_t0_feature,5928,"{""choppy_reversal_winner"": 0.3206021292702592, ""jump_repricing_winner"": 0.040426222722120195, ""late_rescue_winner"": 0.32674358846483614, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0378845264823348, ""stair_step_winner"": 0.2743435330604497}",late_rescue_winner,0.07388663967611336,0.7355849132597554,0.35526315789473684
up150pct,train,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,6947,"{""choppy_reversal_winner"": 0.28250157135124204, ""jump_repricing_winner"": 0.05127262765916405, ""late_rescue_winner"": 0.22565926392309651, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.046498352891915756, ""stair_step_winner"": 0.39406818417458167}",stair_step_winner,0.016409961134302577,0.7707577170967923,0.3168274075140348
up150pct,train,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,2835,"{""choppy_reversal_winner"": 0.21412323211928375, ""jump_repricing_winner"": 0.09425249164168427, ""late_rescue_winner"": 0.13545015632154866, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.09195446985566809, ""stair_step_winner"": 0.4642196500618152}",stair_step_winner,0.006349206349206349,0.8087594964275906,0.25008818342151673
up150pct,train,outcome,late_cluster_entry,descriptive_only_not_t0_feature,751,"{""choppy_reversal_winner"": 0.08705996386871409, ""jump_repricing_winner"": 0.21681621013867844, ""late_rescue_winner"": 0.054086447338424264, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.36008543449096236, ""stair_step_winner"": 0.2819519441632209}",smooth_trend_winner,0.17310252996005326,0.7488256797555205,0.16644474034620507
up150pct,robustness,outcome,early_cluster_entry,descriptive_only_not_t0_feature,1438,"{""choppy_reversal_winner"": 0.29108706063423495, ""jump_repricing_winner"": 0.05385167376931463, ""late_rescue_winner"": 0.2279736717050601, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.04316221827074923, ""stair_step_winner"": 0.3839253756206411}",stair_step_winner,0.0006954102920723226,0.8002783147425193,0.5236439499304589
up150pct,robustness,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,1563,"{""choppy_reversal_winner"": 0.24190926886237474, ""jump_repricing_winner"": 0.07536013332496101, ""late_rescue_winner"": 0.17135485621661856, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.06811645962077276, ""stair_step_winner"": 0.443259281975273}",stair_step_winner,0.004478566858605247,0.8058253903628615,0.35764555342290466
up150pct,robustness,outcome,breakout_cluster_entry,descriptive_only_not_t0_feature,608,"{""choppy_reversal_winner"": 0.1659723488885495, ""jump_repricing_winner"": 0.1304933549452152, ""late_rescue_winner"": 0.09778906075069382, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.13402733197057026, ""stair_step_winner"": 0.47171790344497116}",stair_step_winner,0.02631578947368421,0.7865178065108391,0.09375
up150pct,robustness,outcome,late_cluster_entry,descriptive_only_not_t0_feature,37,"{""choppy_reversal_winner"": 0.029057698585679605, ""jump_repricing_winner"": 0.28824087281052774, ""late_rescue_winner"": 0.017116141687902715, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.5482866335370191, ""stair_step_winner"": 0.11729865337887077}",smooth_trend_winner,0.32432432432432434,0.6364769108656976,0.0
up150pct,validation,outcome,early_cluster_entry,descriptive_only_not_t0_feature,56,"{""choppy_reversal_winner"": 0.17662529558699275, ""jump_repricing_winner"": 0.1634409313467609, ""late_rescue_winner"": 0.1175746385165268, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.15451298149034903, ""stair_step_winner"": 0.3878461530593706}",stair_step_winner,0.125,0.7544096407596271,0.14285714285714285
up150pct,validation,outcome,mid_cluster_entry,descriptive_only_not_t0_feature,38,"{""choppy_reversal_winner"": 0.03620225397402875, ""jump_repricing_winner"": 0.30149552729548834, ""late_rescue_winner"": 0.021043132529536043, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.49137494509077423, ""stair_step_winner"": 0.14988414111017265}",smooth_trend_winner,0.34210526315789475,0.6887651153403194,0.0
