threshold_id,cluster_split_bucket,episode_cluster_id,cluster_anchor_n,cluster_mean_membership_vector,cluster_top1_prototype,cluster_top2_prototype,cluster_membership_entropy,cluster_within_membership_dispersion,cluster_sharp_anchor_share,cluster_out_of_prototype_residual_share
up100pct,train,up100pct::SZ300602::000000,30,"{""choppy_reversal_winner"": 0.3504297506348684, ""jump_repricing_winner"": 0.010636586842244613, ""late_rescue_winner"": 0.5296858134894298, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.006365289864331827, ""stair_step_winner"": 0.10288255916912534}",late_rescue_winner,choppy_reversal_winner,0.5684616812771025,0.036894972771639445,0.5333333333333333,0.0
up100pct,train,up100pct::SZ300618::000000,27,"{""choppy_reversal_winner"": 0.21348081740656663, ""jump_repricing_winner"": 0.10369531185918045, ""late_rescue_winner"": 0.11107102918431025, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.05818065842901635, ""stair_step_winner"": 0.5135721831209263}",stair_step_winner,choppy_reversal_winner,0.7347277298270545,0.018844172532954142,0.0,0.0
up100pct,robustness,up100pct::SZ300620::000000,27,"{""choppy_reversal_winner"": 0.15336043921047904, ""jump_repricing_winner"": 0.1372598665858147, ""late_rescue_winner"": 0.0826221598358061, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.08802390949532034, ""stair_step_winner"": 0.5387336248725797}",stair_step_winner,choppy_reversal_winner,0.7329552273087364,0.03691850613923354,0.0,0.0
up100pct,robustness,up100pct::SZ300627::000000,2,"{""choppy_reversal_winner"": 0.27655269296731944, ""jump_repricing_winner"": 0.04378486136959833, ""late_rescue_winner"": 0.16035992103538052, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.028941602037125647, ""stair_step_winner"": 0.4903609225905762}",stair_step_winner,choppy_reversal_winner,0.690897779574436,0.0009558930690434378,0.0,0.0
up100pct,robustness,up100pct::SZ300628::000000,6,"{""choppy_reversal_winner"": 0.14528352657794222, ""jump_repricing_winner"": 0.28208355781474415, ""late_rescue_winner"": 0.07696018995176665, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.13406547384455475, ""stair_step_winner"": 0.3616072518109923}",stair_step_winner,jump_repricing_winner,0.8214470474512312,0.0039057668114687977,0.0,0.0
up100pct,train,up100pct::SZ300634::000000,9,"{""choppy_reversal_winner"": 0.32576508037015034, ""jump_repricing_winner"": 0.013437006960826428, ""late_rescue_winner"": 0.5014025507064759, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.008998241821370411, ""stair_step_winner"": 0.15039712014117695}",late_rescue_winner,choppy_reversal_winner,0.612099166611729,0.051240084499734516,0.3333333333333333,0.0
up100pct,train,up100pct::SZ300653::000000,15,"{""choppy_reversal_winner"": 0.27279900586890016, ""jump_repricing_winner"": 0.030141764127170238, ""late_rescue_winner"": 0.20031729803757747, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.022773737225248513, ""stair_step_winner"": 0.4739681947411036}",stair_step_winner,choppy_reversal_winner,0.6820163374922485,0.03304597175058038,0.0,0.0
up100pct,robustness,up100pct::SZ300661::000000,1,"{""choppy_reversal_winner"": 0.426983208636139, ""jump_repricing_winner"": 0.03349576262656698, ""late_rescue_winner"": 0.2833671600734761, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.01775482484184822, ""stair_step_winner"": 0.23839904382196966}",choppy_reversal_winner,late_rescue_winner,0.6964381605944184,0.0,0.0,0.0
up100pct,train,up100pct::SZ300671::000000,32,"{""choppy_reversal_winner"": 0.02421533272594602, ""jump_repricing_winner"": 0.2983283371302492, ""late_rescue_winner"": 0.021842739799851324, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.6159809418417208, ""stair_step_winner"": 0.039632648502232734}",smooth_trend_winner,jump_repricing_winner,0.5362746649398388,0.06662661491016421,0.71875,0.28125
up100pct,train,up100pct::SZ300672::000000,113,"{""choppy_reversal_winner"": 0.24613233066168563, ""jump_repricing_winner"": 0.18633705998558364, ""late_rescue_winner"": 0.14990804881892314, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.12889287726280432, ""stair_step_winner"": 0.28872968327100323}",stair_step_winner,choppy_reversal_winner,0.8736490949460316,0.10354271398113175,0.09734513274336283,0.23008849557522124
up100pct,train,up100pct::SZ300676::000000,41,"{""choppy_reversal_winner"": 0.11427901454261645, ""jump_repricing_winner"": 0.183910392906321, ""late_rescue_winner"": 0.06317135476221587, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.16723478194088953, ""stair_step_winner"": 0.4714044558479572}",stair_step_winner,jump_repricing_winner,0.7743024939739089,0.03357273391771346,0.0,0.0
up100pct,robustness,up100pct::SZ300677::000000,6,"{""choppy_reversal_winner"": 0.15676514736276526, ""jump_repricing_winner"": 0.14449387477411083, ""late_rescue_winner"": 0.07908935625609355, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.08156560361461862, ""stair_step_winner"": 0.5380860179924117}",stair_step_winner,choppy_reversal_winner,0.7303324262198989,0.02225502638873496,0.0,0.0
up100pct,train,up100pct::SZ300695::000000,15,"{""choppy_reversal_winner"": 0.354881623342577, ""jump_repricing_winner"": 0.008582175805777859, ""late_rescue_winner"": 0.5293481149302626, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.00537190626012633, ""stair_step_winner"": 0.10181617966125629}",late_rescue_winner,choppy_reversal_winner,0.5613974779163107,0.008125429439343234,0.13333333333333333,0.0
up100pct,train,up100pct::SZ300697::000000,12,"{""choppy_reversal_winner"": 0.32425696667642295, ""jump_repricing_winner"": 0.010692841652860578, ""late_rescue_winner"": 0.5256921044189237, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.00763480398334632, ""stair_step_winner"": 0.1317232832684465}",late_rescue_winner,choppy_reversal_winner,0.5893542854797288,0.0072917154116714155,0.0,0.0
up100pct,train,up100pct::SZ300698::000000,3,"{""choppy_reversal_winner"": 0.3126406575391592, ""jump_repricing_winner"": 0.018921021670851416, ""late_rescue_winner"": 0.47310748101632033, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.01527447743577553, ""stair_step_winner"": 0.18005636233789343}",late_rescue_winner,choppy_reversal_winner,0.6503332600962612,0.0004665503794434765,0.0,1.0
up100pct,train,up100pct::SZ300699::000000,170,"{""choppy_reversal_winner"": 0.23311284836955073, ""jump_repricing_winner"": 0.05514745105820218, ""late_rescue_winner"": 0.16395347652064793, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.04754739440469667, ""stair_step_winner"": 0.5002388296469026}",stair_step_winner,choppy_reversal_winner,0.7183201356365956,0.056966944051511766,0.0,0.1
up100pct,train,up100pct::SZ300712::000000,1,"{""choppy_reversal_winner"": 0.0066319214167970195, ""jump_repricing_winner"": 0.30094609417870266, ""late_rescue_winner"": 0.004461396691972961, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.6624059038252266, ""stair_step_winner"": 0.025554683887300794}",smooth_trend_winner,jump_repricing_winner,0.43830183655837524,0.0,1.0,0.0
up100pct,train,up100pct::SZ300735::000000,43,"{""choppy_reversal_winner"": 0.42917692422421133, ""jump_repricing_winner"": 0.011425775050264755, ""late_rescue_winner"": 0.41963373271588145, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.006803786170623428, ""stair_step_winner"": 0.132959781839019}",choppy_reversal_winner,late_rescue_winner,0.6031808363286284,0.013028148489279273,0.0,0.0
up100pct,robustness,up100pct::SZ300735::000001,14,"{""choppy_reversal_winner"": 0.17843023838935515, ""jump_repricing_winner"": 0.16858562462374152, ""late_rescue_winner"": 0.1031822364065128, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.12202582057686169, ""stair_step_winner"": 0.42777608000352885}",stair_step_winner,choppy_reversal_winner,0.815933008507423,0.06488570080563172,0.07142857142857142,0.0
up100pct,train,up100pct::SZ300741::000000,113,"{""choppy_reversal_winner"": 0.17470870264947755, ""jump_repricing_winner"": 0.18354980407867785, ""late_rescue_winner"": 0.14578864404910186, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.28197643101170455, ""stair_step_winner"": 0.2139764182110382}",smooth_trend_winner,stair_step_winner,0.8838186507653655,0.13396773316456836,0.22123893805309736,0.17699115044247787
up100pct,train,up100pct::SZ300749::000000,2,"{""choppy_reversal_winner"": 0.2801198226033643, ""jump_repricing_winner"": 0.014182853819188768, ""late_rescue_winner"": 0.5962201971659622, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.010264213925327679, ""stair_step_winner"": 0.09921291248615702}",late_rescue_winner,choppy_reversal_winner,0.5588834459425777,0.0012415103783149028,0.0,0.0
up100pct,train,up100pct::SZ300755::000000,149,"{""choppy_reversal_winner"": 0.3557347502138325, ""jump_repricing_winner"": 0.09463602640899145, ""late_rescue_winner"": 0.22055776220019283, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.10912971494429832, ""stair_step_winner"": 0.21994174623268492}",choppy_reversal_winner,late_rescue_winner,0.8366190588998861,0.11484743558070985,0.04697986577181208,0.013422818791946308
up100pct,robustness,up100pct::SZ300757::000000,184,"{""choppy_reversal_winner"": 0.21686001075540978, ""jump_repricing_winner"": 0.16531360164030695, ""late_rescue_winner"": 0.14079496338535225, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.15829025002709485, ""stair_step_winner"": 0.3187411741918361}",stair_step_winner,choppy_reversal_winner,0.8713579727027548,0.12409533523814444,0.11413043478260869,0.11956521739130435
up100pct,robustness,up100pct::SZ300759::000000,9,"{""choppy_reversal_winner"": 0.25970653363999746, ""jump_repricing_winner"": 0.2503015094550644, ""late_rescue_winner"": 0.1489301234305438, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0939758088002811, ""stair_step_winner"": 0.24708602467411322}",choppy_reversal_winner,jump_repricing_winner,0.8640046642478513,0.1111476509862146,0.0,0.0
up100pct,train,up100pct::SZ300760::000000,147,"{""choppy_reversal_winner"": 0.19487860212051106, ""jump_repricing_winner"": 0.0769813179605094, ""late_rescue_winner"": 0.12684775180579053, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07076167200339871, ""stair_step_winner"": 0.5305306561097903}",stair_step_winner,choppy_reversal_winner,0.7264957736415019,0.02950444091343941,0.0,0.5170068027210885
up100pct,train,up100pct::SZ300762::000000,304,"{""choppy_reversal_winner"": 0.33701066154774667, ""jump_repricing_winner"": 0.010084873114821312, ""late_rescue_winner"": 0.5458923959564108, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.006414572710279823, ""stair_step_winner"": 0.1005974966707414}",late_rescue_winner,choppy_reversal_winner,0.5618913290671165,0.035753829485475196,0.5098684210526315,0.0
up100pct,robustness,up100pct::SZ300763::000000,124,"{""choppy_reversal_winner"": 0.26857126180185664, ""jump_repricing_winner"": 0.0613991876005278, ""late_rescue_winner"": 0.19690491997221152, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.037865512438812816, ""stair_step_winner"": 0.43525911818659124}",stair_step_winner,choppy_reversal_winner,0.7425062797301447,0.07728972726119308,0.0,0.0
up100pct,train,up100pct::SZ300765::000000,195,"{""choppy_reversal_winner"": 0.3878262045181449, ""jump_repricing_winner"": 0.013453249591014165, ""late_rescue_winner"": 0.4195309120086469, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.008902700646889904, ""stair_step_winner"": 0.17028693323530408}",late_rescue_winner,choppy_reversal_winner,0.6324572413925418,0.030236140263702794,0.005128205128205128,0.15384615384615385
up100pct,train,up100pct::SZ300766::000000,106,"{""choppy_reversal_winner"": 0.35175501077580273, ""jump_repricing_winner"": 0.01205749029358511, ""late_rescue_winner"": 0.5426344199853392, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.007139997648319878, ""stair_step_winner"": 0.08641308129695308}",late_rescue_winner,choppy_reversal_winner,0.5577719842346173,0.009783646283898507,0.18867924528301888,0.0
up100pct,train,up100pct::SZ300770::000000,51,"{""choppy_reversal_winner"": 0.14366600447047462, ""jump_repricing_winner"": 0.1799152528020747, ""late_rescue_winner"": 0.07619426853169248, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.19195723668065984, ""stair_step_winner"": 0.40826723751509847}",stair_step_winner,smooth_trend_winner,0.8182316913019804,0.08689865928314046,0.0,0.0
up100pct,train,up100pct::SZ300777::000000,84,"{""choppy_reversal_winner"": 0.3624913938687794, ""jump_repricing_winner"": 0.02655254865617868, ""late_rescue_winner"": 0.2731967174292456, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.018969332060886034, ""stair_step_winner"": 0.3187900079849103}",choppy_reversal_winner,stair_step_winner,0.7022924915578312,0.05124440563273861,0.0,0.5833333333333334
up100pct,robustness,up100pct::SZ300782::000000,43,"{""choppy_reversal_winner"": 0.21464648812580858, ""jump_repricing_winner"": 0.08263557831208837, ""late_rescue_winner"": 0.11959509997030007, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.05617000718389961, ""stair_step_winner"": 0.5269528264079034}",stair_step_winner,choppy_reversal_winner,0.7197548526205952,0.0345175500417536,0.0,0.0
up100pct,train,up100pct::SZ300821::000000,201,"{""choppy_reversal_winner"": 0.2341815074954677, ""jump_repricing_winner"": 0.17557395204480816, ""late_rescue_winner"": 0.15130764881082318, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.17317337221241566, ""stair_step_winner"": 0.2657635194364853}",stair_step_winner,choppy_reversal_winner,0.8856999246811883,0.1410475577466831,0.0845771144278607,0.0945273631840796
up100pct,robustness,up100pct::SZ300857::000000,200,"{""choppy_reversal_winner"": 0.16003041422854114, ""jump_repricing_winner"": 0.17472110884971329, ""late_rescue_winner"": 0.10337793320839651, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.20440592556816398, ""stair_step_winner"": 0.3574646181451851}",stair_step_winner,smooth_trend_winner,0.8510672671981636,0.11709780548365957,0.135,0.065
up100pct,robustness,up100pct::SZ300870::000000,10,"{""choppy_reversal_winner"": 0.2483006792983146, ""jump_repricing_winner"": 0.06395237591566003, ""late_rescue_winner"": 0.14996919179265217, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.04861213495119478, ""stair_step_winner"": 0.4891656180421785}",stair_step_winner,choppy_reversal_winner,0.7272591720766646,0.012269434022132314,0.0,0.6
up100pct,robustness,up100pct::SZ300888::000000,1,"{""choppy_reversal_winner"": 0.15376481767693942, ""jump_repricing_winner"": 0.0861580814634589, ""late_rescue_winner"": 0.07683968542639939, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.05322724207935725, ""stair_step_winner"": 0.630010173353845}",stair_step_winner,choppy_reversal_winner,0.6381977116036377,0.0,0.0,0.0
up100pct,train,up100pct::SZ300896::000000,15,"{""choppy_reversal_winner"": 0.19861723989685062, ""jump_repricing_winner"": 0.1786839151168941, ""late_rescue_winner"": 0.11333724401113285, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.1767118807985336, ""stair_step_winner"": 0.3326497201765887}",stair_step_winner,choppy_reversal_winner,0.8639309582402537,0.10236453596071211,0.2,0.0
up100pct,robustness,up100pct::SZ300919::000000,40,"{""choppy_reversal_winner"": 0.21375053495464913, ""jump_repricing_winner"": 0.054140498261418604, ""late_rescue_winner"": 0.14829530882434636, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.04609289524892591, ""stair_step_winner"": 0.5377207627106599}",stair_step_winner,choppy_reversal_winner,0.6954952821770152,0.046278848019667175,0.0,0.0
up100pct,robustness,up100pct::SZ300953::000000,5,"{""choppy_reversal_winner"": 0.21047250420585253, ""jump_repricing_winner"": 0.041921903875654996, ""late_rescue_winner"": 0.13238901614448548, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.030431496953938975, ""stair_step_winner"": 0.5847850788200679}",stair_step_winner,choppy_reversal_winner,0.6410934330313078,0.008174602375455127,0.0,0.0
up100pct,validation,up100pct::SZ301205::000000,3,"{""choppy_reversal_winner"": 0.37493950936400533, ""jump_repricing_winner"": 0.014840511609456918, ""late_rescue_winner"": 0.4452362973659529, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.009751761757713166, ""stair_step_winner"": 0.15523191990287166}",late_rescue_winner,choppy_reversal_winner,0.6278100790235952,0.00857124481189468,0.0,0.0
up100pct,robustness,up100pct::SZ301217::000000,42,"{""choppy_reversal_winner"": 0.18914251088299716, ""jump_repricing_winner"": 0.09583273172795555, ""late_rescue_winner"": 0.10943898404283252, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0625068753932231, ""stair_step_winner"": 0.5430788979529917}",stair_step_winner,choppy_reversal_winner,0.7181115482257726,0.019960370480312243,0.0,0.0
up100pct,robustness,up100pct::SZ301269::000000,9,"{""choppy_reversal_winner"": 0.13626902948791744, ""jump_repricing_winner"": 0.3056480380562204, ""late_rescue_winner"": 0.07754580273283546, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.131114272657204, ""stair_step_winner"": 0.34942285706582266}",stair_step_winner,jump_repricing_winner,0.8181675836610854,0.0324082393782984,0.0,0.0
up100pct,robustness,up100pct::SZ301377::000000,37,"{""choppy_reversal_winner"": 0.07400475735849679, ""jump_repricing_winner"": 0.33799044607951456, ""late_rescue_winner"": 0.04403138291473048, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.2924295156320996, ""stair_step_winner"": 0.2515438980151586}",jump_repricing_winner,smooth_trend_winner,0.7833259855492168,0.07993284205727737,0.0,0.08108108108108109
up100pct,robustness,up100pct::SZ301511::000000,5,"{""choppy_reversal_winner"": 0.3157461481822112, ""jump_repricing_winner"": 0.0671212430870407, ""late_rescue_winner"": 0.20453980168485786, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.03898146231506148, ""stair_step_winner"": 0.3736113447308287}",stair_step_winner,choppy_reversal_winner,0.7613907823050163,0.009354934010826873,0.0,0.0
up100pct,robustness,up100pct::SZ301526::000000,59,"{""choppy_reversal_winner"": 0.2699515061785836, ""jump_repricing_winner"": 0.11473696139072077, ""late_rescue_winner"": 0.1884363358866621, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.08008600726034773, ""stair_step_winner"": 0.34678918928368585}",stair_step_winner,choppy_reversal_winner,0.8292827785556027,0.07261741942453036,0.0,0.2033898305084746
up100pct,robustness,up100pct::SZ301536::000000,10,"{""choppy_reversal_winner"": 0.03684852044917621, ""jump_repricing_winner"": 0.41001667664126396, ""late_rescue_winner"": 0.020986827841542946, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.40101905588598524, ""stair_step_winner"": 0.1311289191820317}",jump_repricing_winner,smooth_trend_winner,0.6703501205400835,0.07069173810783852,0.2,0.2
up100pct,robustness,up100pct::SZ301611::000000,174,"{""choppy_reversal_winner"": 0.14677321543803232, ""jump_repricing_winner"": 0.30027424966046273, ""late_rescue_winner"": 0.09958143084486874, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.16930124608464397, ""stair_step_winner"": 0.28406985797199213}",jump_repricing_winner,stair_step_winner,0.8543568599135324,0.10275415314873211,0.07471264367816093,0.1206896551724138
up150pct,train,up150pct::SH600010::000000,305,"{""choppy_reversal_winner"": 0.2630769032242781, ""jump_repricing_winner"": 0.06953772570081627, ""late_rescue_winner"": 0.17212901321022095, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0790330887694493, ""stair_step_winner"": 0.4162232690952353}",stair_step_winner,choppy_reversal_winner,0.7841132051020648,0.0886349327917888,0.0,0.02622950819672131
up150pct,train,up150pct::SH600019::000000,90,"{""choppy_reversal_winner"": 0.24919238690244194, ""jump_repricing_winner"": 0.048400655524456125, ""late_rescue_winner"": 0.1772314328832272, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.041824047012119454, ""stair_step_winner"": 0.4833514776777552}",stair_step_winner,choppy_reversal_winner,0.7164219875471284,0.013469308759042418,0.0,0.6444444444444445
up150pct,train,up150pct::SH600056::000000,88,"{""choppy_reversal_winner"": 0.3524739304553986, ""jump_repricing_winner"": 0.033171736615888285, ""late_rescue_winner"": 0.3839709740341053, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.026807218172858114, ""stair_step_winner"": 0.20357614072174962}",late_rescue_winner,choppy_reversal_winner,0.7083107246431364,0.03368482874977477,0.0,0.14772727272727273
up150pct,train,up150pct::SH600062::000000,14,"{""choppy_reversal_winner"": 0.34919809168719035, ""jump_repricing_winner"": 0.026340110128142795, ""late_rescue_winner"": 0.3394896435612666, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.018647086817322554, ""stair_step_winner"": 0.2663250678060778}",choppy_reversal_winner,late_rescue_winner,0.7012959461015429,0.013648319632245094,0.0,0.2857142857142857
up150pct,train,up150pct::SH600132::000000,233,"{""choppy_reversal_winner"": 0.2490986668547684, ""jump_repricing_winner"": 0.06223568870722784, ""late_rescue_winner"": 0.171293699295754, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.05678221053613821, ""stair_step_winner"": 0.46058973460611147}",stair_step_winner,choppy_reversal_winner,0.7485494764794323,0.03723193502118944,0.0,0.7124463519313304
up150pct,train,up150pct::SH600143::000000,163,"{""choppy_reversal_winner"": 0.273753010456751, ""jump_repricing_winner"": 0.04779400870951653, ""late_rescue_winner"": 0.19605771068447586, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.03991942284540577, ""stair_step_winner"": 0.4424758473038508}",stair_step_winner,choppy_reversal_winner,0.7304512423886302,0.04008808291805975,0.0,0.39263803680981596
up150pct,train,up150pct::SH600161::000000,80,"{""choppy_reversal_winner"": 0.2654987530303522, ""jump_repricing_winner"": 0.042312184673278554, ""late_rescue_winner"": 0.17722768027450703, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.03432937229695342, ""stair_step_winner"": 0.48063200972490894}",stair_step_winner,choppy_reversal_winner,0.7034745832853816,0.025675170011644235,0.0,0.575
up150pct,train,up150pct::SH600166::000000,3,"{""choppy_reversal_winner"": 0.4238598231124487, ""jump_repricing_winner"": 0.015013113627405796, ""late_rescue_winner"": 0.3494865622220626, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.009733935617663829, ""stair_step_winner"": 0.20190656542041915}",choppy_reversal_winner,late_rescue_winner,0.6487476967065461,0.0005119920824666662,0.0,0.0
up150pct,train,up150pct::SH600185::000000,2,"{""choppy_reversal_winner"": 0.3628691615100183, ""jump_repricing_winner"": 0.024962468170203915, ""late_rescue_winner"": 0.4099428588150683, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.01607708007293819, ""stair_step_winner"": 0.1861484314317712}",late_rescue_winner,choppy_reversal_winner,0.6724599800111773,0.0018457508894794644,0.0,0.0
up150pct,train,up150pct::SH600196::000000,199,"{""choppy_reversal_winner"": 0.2660384485462103, ""jump_repricing_winner"": 0.07413279214821393, ""late_rescue_winner"": 0.16762795036596764, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.08668575486831706, ""stair_step_winner"": 0.405515054071291}",stair_step_winner,choppy_reversal_winner,0.7939346941354261,0.09133064307036938,0.05527638190954774,0.24623115577889448
up150pct,train,up150pct::SH600298::000000,96,"{""choppy_reversal_winner"": 0.2102094197069058, ""jump_repricing_winner"": 0.07642119852856982, ""late_rescue_winner"": 0.13244635262114016, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07737156151832415, ""stair_step_winner"": 0.50355146762506}",stair_step_winner,choppy_reversal_winner,0.7454104497156658,0.04845959935522746,0.0,0.125
up150pct,train,up150pct::SH600309::000000,203,"{""choppy_reversal_winner"": 0.24692161984438238, ""jump_repricing_winner"": 0.05371144273148081, ""late_rescue_winner"": 0.17033960232527248, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0487027040360063, ""stair_step_winner"": 0.480324631062858}",stair_step_winner,choppy_reversal_winner,0.7273958449084807,0.04386420914213778,0.0,0.09852216748768473
up150pct,train,up150pct::SH600315::000000,1,"{""choppy_reversal_winner"": 0.3492672901947015, ""jump_repricing_winner"": 0.02696318484930605, ""late_rescue_winner"": 0.22860614597053905, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.019088957251845177, ""stair_step_winner"": 0.3760744217336084}",stair_step_winner,choppy_reversal_winner,0.695153525021321,0.0,0.0,0.0
up150pct,train,up150pct::SH600338::000000,60,"{""choppy_reversal_winner"": 0.3804491567047385, ""jump_repricing_winner"": 0.00961536095020016, ""late_rescue_winner"": 0.5144648230245294, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.005838488008886055, ""stair_step_winner"": 0.0896321713116457}",late_rescue_winner,choppy_reversal_winner,0.5583773295540533,0.008376672620006019,0.0,0.0
up150pct,train,up150pct::SH600346::000000,254,"{""choppy_reversal_winner"": 0.2370122970469158, ""jump_repricing_winner"": 0.07566773924042931, ""late_rescue_winner"": 0.15855637783886942, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0715847546601545, ""stair_step_winner"": 0.457178831213631}",stair_step_winner,choppy_reversal_winner,0.7674755714672805,0.06444714702278016,0.0,0.14173228346456693
up150pct,train,up150pct::SH600352::000000,12,"{""choppy_reversal_winner"": 0.012515216352402587, ""jump_repricing_winner"": 0.26671992179308707, ""late_rescue_winner"": 0.008735075359939035, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.6701340876733246, ""stair_step_winner"": 0.04189569882124675}",smooth_trend_winner,jump_repricing_winner,0.4743251953092052,0.00235690976336023,1.0,0.0
up150pct,train,up150pct::SH600399::000000,11,"{""choppy_reversal_winner"": 0.3022945255294973, ""jump_repricing_winner"": 0.047829962938836235, ""late_rescue_winner"": 0.19739616554314884, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0368987644443412, ""stair_step_winner"": 0.41558058154417643}",stair_step_winner,choppy_reversal_winner,0.7333604910070203,0.004378026232192328,0.0,0.9090909090909091
up150pct,train,up150pct::SH600409::000000,19,"{""choppy_reversal_winner"": 0.4077944465262008, ""jump_repricing_winner"": 0.017010207045148548, ""late_rescue_winner"": 0.3632508969735229, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.011775665967943435, ""stair_step_winner"": 0.20016878348718437}",choppy_reversal_winner,late_rescue_winner,0.6570255502154903,0.014690310158549297,0.0,0.15789473684210525
up150pct,train,up150pct::SH600410::000000,1,"{""choppy_reversal_winner"": 0.3535711635504454, ""jump_repricing_winner"": 0.00909996134991779, ""late_rescue_winner"": 0.5352906679760199, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.005737783594214681, ""stair_step_winner"": 0.09630042352940225}",late_rescue_winner,choppy_reversal_winner,0.5580387136879594,0.0,0.0,0.0
up150pct,train,up150pct::SH600435::000000,2,"{""choppy_reversal_winner"": 0.3607411813656334, ""jump_repricing_winner"": 0.01029287648199752, ""late_rescue_winner"": 0.4663186852484761, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.0071094032863389285, ""stair_step_winner"": 0.15553785361755412}",late_rescue_winner,choppy_reversal_winner,0.61127718641887,0.00023509783559765357,0.0,0.0
up150pct,train,up150pct::SH600436::000000,229,"{""choppy_reversal_winner"": 0.20551782653730846, ""jump_repricing_winner"": 0.08107139356357668, ""late_rescue_winner"": 0.13291590786732996, ""slow_grind_winner"": 0.0, ""smooth_trend_winner"": 0.07285413412540767, ""stair_step_winner"": 0.5076407379063772}",stair_step_winner,choppy_reversal_winner,0.743452264483701,0.06259068522659571,0.0,0.0
