selected_threshold_id,prototype_fit_population_anchor_n,primary_cluster_split_bucket,validation_cluster_split_bucket,robustness_cluster_split_bucket,split_stability_status,threshold_sensitivity_status,temperature_stability_status,membership_stability_status,stability_gate_status
up50pct,56987,train,validation,robustness,pass,pass,pass,pass,pass
