upstream_artifact_role,upstream_path,upstream_sha256,upstream_row_count,lineage_claim,lineage_status
upstream_lineage_audit_15b,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15B_winner_path_shape_taxonomy_diagnostic/upstream_lineage_audit.csv,95ed0197b08ad150334a136c5411331a14888d450991fc06451eadb3f4d3186b,6,15C2 uses 15B/15C artifacts as inputs only; no label deployment or separability authorization is inherited.,pass
decision_15c,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15C_winner_entry_phase_and_mixture_taxonomy_diagnostic/winner_entry_phase_mixture_decision.csv,db20c82299aae7b5b945ba0ee2170224c33be6c3aa21f01aa161b006293994b7,1,15C2 uses 15B/15C artifacts as inputs only; no label deployment or separability authorization is inherited.,pass
entry_phase_assignment_15c,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15C_winner_entry_phase_and_mixture_taxonomy_diagnostic/entry_phase_assignment_readout.csv,bb6c25a1a9d3e1efb29108bbb551b03963469191911c7a7b9b978c181d6d049c,417131,15C2 uses 15B/15C artifacts as inputs only; no label deployment or separability authorization is inherited.,pass
rule_audit_15b,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/15_path_defined_winner_episode_label_v0/outputs/publishable/tables/15B_winner_path_shape_taxonomy_diagnostic/path_shape_taxonomy_rule_audit.csv,1811bd5a42dea311be07b554b45041df4b5372738e4600ef2ed3a44bf60f5770,30,15C2 uses 15B/15C artifacts as inputs only; no label deployment or separability authorization is inherited.,pass
