prototype_type,prototype_center_vector,prototype_train_anchor_n,prototype_underpopulated,prototype_dropped,scaler_center_vector,scaler_scale_vector,scaler_missing_policy,temperature_primary,temperature_sensitivity_set,sharpness_entropy_threshold,sharpness_top1_threshold,min_prototype_anchor_n,out_of_prototype_distance_percentile_threshold,random_baseline_seed,random_baseline_repeat_n,baseline_variant_set,membership_prototype_set,membership_rule_fit_status
smooth_trend_winner,"[1.6308507328650874, -0.6818536720033245, -1.6397031539888682, -0.5717603520003645, 0.747031520896867, 1.3427812303221447, 1.3527073552671587, -0.5, -0.9560627685711974]",9964,False,False,"{""directional_entropy_5state"": 0.9602766990047343, ""log_time_to_threshold"": 5.111987788356543, ""max_drawdown_before_hit_abs"": 0.23529411764705888, ""path_efficiency"": 0.1215654537689063, ""pullback_5pct_count"": 3.0, ""top1_positive_gain_share"": 0.05108360144367115, ""top3_positive_gain_share"": 0.1415507436400952, ""trend_line_r2"": 0.3932632823905252, ""underwater_days_share"": 0.9015151515151515}","{""directional_entropy_5state"": 0.06479861596446546, ""log_time_to_threshold"": 1.514990636432291, ""max_drawdown_before_hit_abs"": 0.21071090736094883, ""path_efficiency"": 0.16737327514561112, ""pullback_5pct_count"": 2.0, ""top1_positive_gain_share"": 0.0579908940436631, ""top3_positive_gain_share"": 0.1492739142351452, ""trend_line_r2"": 0.5648896035518722, ""underwater_days_share"": 0.17450142450142447}","{""impute_to"": ""train_median"", ""missing_rate_by_feature"": {""directional_entropy_5state"": 0.0, ""log_time_to_threshold"": 0.0, ""max_drawdown_before_hit_abs"": 0.0, ""path_efficiency"": 0.0, ""pullback_5pct_count"": 0.0, ""top1_positive_gain_share"": 0.0, ""top3_positive_gain_share"": 0.0, ""trend_line_r2"": 0.0, ""underwater_days_share"": 0.0}}",1.0,0.5|1.0|2.0,0.6,0.5,50,0.95,20260626,20,column_shuffle_joint_break|hard_label_permutation_refit|episode_cluster_blocked_shuffle,smooth_trend_winner|stair_step_winner|jump_repricing_winner|choppy_reversal_winner|late_rescue_winner,pass
stair_step_winner,"[-0.000797885648830915, -0.12146223626736646, -0.09916609706083394, 0.1867081717428949, 0.39911211420989423, -0.048378767419078275, -0.07069575809767815, 0.5, 0.02726340688052273]",10046,False,False,"{""directional_entropy_5state"": 0.9602766990047343, ""log_time_to_threshold"": 5.111987788356543, ""max_drawdown_before_hit_abs"": 0.23529411764705888, ""path_efficiency"": 0.1215654537689063, ""pullback_5pct_count"": 3.0, ""top1_positive_gain_share"": 0.05108360144367115, ""top3_positive_gain_share"": 0.1415507436400952, ""trend_line_r2"": 0.3932632823905252, ""underwater_days_share"": 0.9015151515151515}","{""directional_entropy_5state"": 0.06479861596446546, ""log_time_to_threshold"": 1.514990636432291, ""max_drawdown_before_hit_abs"": 0.21071090736094883, ""path_efficiency"": 0.16737327514561112, ""pullback_5pct_count"": 2.0, ""top1_positive_gain_share"": 0.0579908940436631, ""top3_positive_gain_share"": 0.1492739142351452, ""trend_line_r2"": 0.5648896035518722, ""underwater_days_share"": 0.17450142450142447}","{""impute_to"": ""train_median"", ""missing_rate_by_feature"": {""directional_entropy_5state"": 0.0, ""log_time_to_threshold"": 0.0, ""max_drawdown_before_hit_abs"": 0.0, ""path_efficiency"": 0.0, ""pullback_5pct_count"": 0.0, ""top1_positive_gain_share"": 0.0, ""top3_positive_gain_share"": 0.0, ""trend_line_r2"": 0.0, ""underwater_days_share"": 0.0}}",1.0,0.5|1.0|2.0,0.6,0.5,50,0.95,20260626,20,column_shuffle_joint_break|hard_label_permutation_refit|episode_cluster_blocked_shuffle,smooth_trend_winner|stair_step_winner|jump_repricing_winner|choppy_reversal_winner|late_rescue_winner,pass
jump_repricing_winner,"[1.2188406427293197, -0.5043191524796292, -0.921335807050093, -0.09283069057790862, 0.14235499787770078, 1.4987681159972022, 1.5475635117153097, -0.5, -0.8764398422720051]",3294,False,False,"{""directional_entropy_5state"": 0.9602766990047343, ""log_time_to_threshold"": 5.111987788356543, ""max_drawdown_before_hit_abs"": 0.23529411764705888, ""path_efficiency"": 0.1215654537689063, ""pullback_5pct_count"": 3.0, ""top1_positive_gain_share"": 0.05108360144367115, ""top3_positive_gain_share"": 0.1415507436400952, ""trend_line_r2"": 0.3932632823905252, ""underwater_days_share"": 0.9015151515151515}","{""directional_entropy_5state"": 0.06479861596446546, ""log_time_to_threshold"": 1.514990636432291, ""max_drawdown_before_hit_abs"": 0.21071090736094883, ""path_efficiency"": 0.16737327514561112, ""pullback_5pct_count"": 2.0, ""top1_positive_gain_share"": 0.0579908940436631, ""top3_positive_gain_share"": 0.1492739142351452, ""trend_line_r2"": 0.5648896035518722, ""underwater_days_share"": 0.17450142450142447}","{""impute_to"": ""train_median"", ""missing_rate_by_feature"": {""directional_entropy_5state"": 0.0, ""log_time_to_threshold"": 0.0, ""max_drawdown_before_hit_abs"": 0.0, ""path_efficiency"": 0.0, ""pullback_5pct_count"": 0.0, ""top1_positive_gain_share"": 0.0, ""top3_positive_gain_share"": 0.0, ""trend_line_r2"": 0.0, ""underwater_days_share"": 0.0}}",1.0,0.5|1.0|2.0,0.6,0.5,50,0.95,20260626,20,column_shuffle_joint_break|hard_label_permutation_refit|episode_cluster_blocked_shuffle,smooth_trend_winner|stair_step_winner|jump_repricing_winner|choppy_reversal_winner|late_rescue_winner,pass
choppy_reversal_winner,"[-0.47903201732400924, 0.9284501625607535, 0.3791340925084769, 0.4672340616686405, -0.426298613797469, -0.5050703410411265, -0.5154546320865029, 0.5, 0.6582613584703783]",1142,False,False,"{""directional_entropy_5state"": 0.9602766990047343, ""log_time_to_threshold"": 5.111987788356543, ""max_drawdown_before_hit_abs"": 0.23529411764705888, ""path_efficiency"": 0.1215654537689063, ""pullback_5pct_count"": 3.0, ""top1_positive_gain_share"": 0.05108360144367115, ""top3_positive_gain_share"": 0.1415507436400952, ""trend_line_r2"": 0.3932632823905252, ""underwater_days_share"": 0.9015151515151515}","{""directional_entropy_5state"": 0.06479861596446546, ""log_time_to_threshold"": 1.514990636432291, ""max_drawdown_before_hit_abs"": 0.21071090736094883, ""path_efficiency"": 0.16737327514561112, ""pullback_5pct_count"": 2.0, ""top1_positive_gain_share"": 0.0579908940436631, ""top3_positive_gain_share"": 0.1492739142351452, ""trend_line_r2"": 0.5648896035518722, ""underwater_days_share"": 0.17450142450142447}","{""impute_to"": ""train_median"", ""missing_rate_by_feature"": {""directional_entropy_5state"": 0.0, ""log_time_to_threshold"": 0.0, ""max_drawdown_before_hit_abs"": 0.0, ""path_efficiency"": 0.0, ""pullback_5pct_count"": 0.0, ""top1_positive_gain_share"": 0.0, ""top3_positive_gain_share"": 0.0, ""trend_line_r2"": 0.0, ""underwater_days_share"": 0.0}}",1.0,0.5|1.0|2.0,0.6,0.5,50,0.95,20260626,20,column_shuffle_joint_break|hard_label_permutation_refit|episode_cluster_blocked_shuffle,smooth_trend_winner|stair_step_winner|jump_repricing_winner|choppy_reversal_winner|late_rescue_winner,pass
slow_grind_winner,[],14,True,True,"{""directional_entropy_5state"": 0.9602766990047343, ""log_time_to_threshold"": 5.111987788356543, ""max_drawdown_before_hit_abs"": 0.23529411764705888, ""path_efficiency"": 0.1215654537689063, ""pullback_5pct_count"": 3.0, ""top1_positive_gain_share"": 0.05108360144367115, ""top3_positive_gain_share"": 0.1415507436400952, ""trend_line_r2"": 0.3932632823905252, ""underwater_days_share"": 0.9015151515151515}","{""directional_entropy_5state"": 0.06479861596446546, ""log_time_to_threshold"": 1.514990636432291, ""max_drawdown_before_hit_abs"": 0.21071090736094883, ""path_efficiency"": 0.16737327514561112, ""pullback_5pct_count"": 2.0, ""top1_positive_gain_share"": 0.0579908940436631, ""top3_positive_gain_share"": 0.1492739142351452, ""trend_line_r2"": 0.5648896035518722, ""underwater_days_share"": 0.17450142450142447}","{""impute_to"": ""train_median"", ""missing_rate_by_feature"": {""directional_entropy_5state"": 0.0, ""log_time_to_threshold"": 0.0, ""max_drawdown_before_hit_abs"": 0.0, ""path_efficiency"": 0.0, ""pullback_5pct_count"": 0.0, ""top1_positive_gain_share"": 0.0, ""top3_positive_gain_share"": 0.0, ""trend_line_r2"": 0.0, ""underwater_days_share"": 0.0}}",1.0,0.5|1.0|2.0,0.6,0.5,50,0.95,20260626,20,column_shuffle_joint_break|hard_label_permutation_refit|episode_cluster_blocked_shuffle,smooth_trend_winner|stair_step_winner|jump_repricing_winner|choppy_reversal_winner|late_rescue_winner,pass
late_rescue_winner,"[-0.5989259238890261, 1.3790849222453325, 0.4897312249731378, 0.013239461852776439, -0.5079978932324898, -0.6485068249967842, -0.6867921859430314, 0.5, 1.2105858337591462]",9948,False,False,"{""directional_entropy_5state"": 0.9602766990047343, ""log_time_to_threshold"": 5.111987788356543, ""max_drawdown_before_hit_abs"": 0.23529411764705888, ""path_efficiency"": 0.1215654537689063, ""pullback_5pct_count"": 3.0, ""top1_positive_gain_share"": 0.05108360144367115, ""top3_positive_gain_share"": 0.1415507436400952, ""trend_line_r2"": 0.3932632823905252, ""underwater_days_share"": 0.9015151515151515}","{""directional_entropy_5state"": 0.06479861596446546, ""log_time_to_threshold"": 1.514990636432291, ""max_drawdown_before_hit_abs"": 0.21071090736094883, ""path_efficiency"": 0.16737327514561112, ""pullback_5pct_count"": 2.0, ""top1_positive_gain_share"": 0.0579908940436631, ""top3_positive_gain_share"": 0.1492739142351452, ""trend_line_r2"": 0.5648896035518722, ""underwater_days_share"": 0.17450142450142447}","{""impute_to"": ""train_median"", ""missing_rate_by_feature"": {""directional_entropy_5state"": 0.0, ""log_time_to_threshold"": 0.0, ""max_drawdown_before_hit_abs"": 0.0, ""path_efficiency"": 0.0, ""pullback_5pct_count"": 0.0, ""top1_positive_gain_share"": 0.0, ""top3_positive_gain_share"": 0.0, ""trend_line_r2"": 0.0, ""underwater_days_share"": 0.0}}",1.0,0.5|1.0|2.0,0.6,0.5,50,0.95,20260626,20,column_shuffle_joint_break|hard_label_permutation_refit|episode_cluster_blocked_shuffle,smooth_trend_winner|stair_step_winner|jump_repricing_winner|choppy_reversal_winner|late_rescue_winner,pass
__global_scaler_temperature_seed__,[],56987,False,True,"{""directional_entropy_5state"": 0.9602766990047343, ""log_time_to_threshold"": 5.111987788356543, ""max_drawdown_before_hit_abs"": 0.23529411764705888, ""path_efficiency"": 0.1215654537689063, ""pullback_5pct_count"": 3.0, ""top1_positive_gain_share"": 0.05108360144367115, ""top3_positive_gain_share"": 0.1415507436400952, ""trend_line_r2"": 0.3932632823905252, ""underwater_days_share"": 0.9015151515151515}","{""directional_entropy_5state"": 0.06479861596446546, ""log_time_to_threshold"": 1.514990636432291, ""max_drawdown_before_hit_abs"": 0.21071090736094883, ""path_efficiency"": 0.16737327514561112, ""pullback_5pct_count"": 2.0, ""top1_positive_gain_share"": 0.0579908940436631, ""top3_positive_gain_share"": 0.1492739142351452, ""trend_line_r2"": 0.5648896035518722, ""underwater_days_share"": 0.17450142450142447}","{""impute_to"": ""train_median"", ""missing_rate_by_feature"": {""directional_entropy_5state"": 0.0, ""log_time_to_threshold"": 0.0, ""max_drawdown_before_hit_abs"": 0.0, ""path_efficiency"": 0.0, ""pullback_5pct_count"": 0.0, ""top1_positive_gain_share"": 0.0, ""top3_positive_gain_share"": 0.0, ""trend_line_r2"": 0.0, ""underwater_days_share"": 0.0}}",1.0,0.5|1.0|2.0,0.6,0.5,50,0.95,20260626,20,column_shuffle_joint_break|hard_label_permutation_refit|episode_cluster_blocked_shuffle,smooth_trend_winner|stair_step_winner|jump_repricing_winner|choppy_reversal_winner|late_rescue_winner,pass
