decision_state,next_allowed_requirement,selected_threshold_id,prototype_fit_population_anchor_n,sharp_share_train,sharp_share_uplift_train,membership_sharpness_is_real_train,bridge_pair_n,discrete_shape_taxonomy_supported,continuous_shape_spectrum_supported,capture_friendly_prototype_soft_mass_train,capture_friendly_all_rediscovered_known_failure,out_of_prototype_residual_share_train,low_confidence_share_train,temperature_stability_status,label_deployment_authorized,signal_search_authorized,model_training_authorized,entry_policy_authorized,separability_search_authorized,soft_membership_upgradeable_to_t0_feature,decision_status
15C2_winner_shape_not_real_over_baselines,none,up50pct,56987,0.14787583132995244,-0.008738835172934167,False,1,False,False,0.4399815615228486,False,0.06517275869935249,0.0,pass,False,False,False,False,False,False,pass
