epoch,train_loss,valid_loss,variant,seed
0,0.9846557227282032,0.9980743575263126,flattened_mlp,20260723
1,0.9735925584734476,1.0004097262140492,flattened_mlp,20260723
2,0.9681950716481256,1.0040427644191117,flattened_mlp,20260723
3,0.955581687514568,1.0029670626631584,flattened_mlp,20260723
4,0.939971858282818,1.0067574752430464,flattened_mlp,20260723
5,0.9287323612113332,1.0088995232664306,flattened_mlp,20260723
6,0.9114339590270654,1.0211577213465657,flattened_mlp,20260723
7,0.8507441209994281,1.0307062101261368,flattened_mlp,20260723
8,0.817037302592268,1.048275670454163,flattened_mlp,20260723
9,0.7886130056309938,1.0542892815930576,flattened_mlp,20260723
10,0.7613217830657959,1.0616453888922417,flattened_mlp,20260723
11,0.73585673795388,1.074242413429351,flattened_mlp,20260723
12,0.7135089506639595,1.080155357108291,flattened_mlp,20260723
0,0.9833295429465778,0.9959244369368616,flattened_mlp,20260724
1,0.9769762350475272,0.9988740320028416,flattened_mlp,20260724
2,0.9703666077697792,1.0005350734010852,flattened_mlp,20260724
3,0.9580710077800624,1.0021416794765612,flattened_mlp,20260724
4,0.9484453826053594,1.007086051660108,flattened_mlp,20260724
5,0.9371266363071048,1.0074220476350908,flattened_mlp,20260724
6,0.9154854852495796,1.020194755321176,flattened_mlp,20260724
7,0.8656603469207041,1.0289993918468725,flattened_mlp,20260724
8,0.8350886207482348,1.041433024477085,flattened_mlp,20260724
9,0.8034373806956598,1.0505841255573365,flattened_mlp,20260724
10,0.7827303555122641,1.0563502022354254,flattened_mlp,20260724
11,0.75404790627996,1.0707507275430292,flattened_mlp,20260724
12,0.7303854852815799,1.079896317634346,flattened_mlp,20260724
0,0.9831246252471822,0.9955134680494666,flattened_mlp,20260725
1,0.9742997824353632,0.9996166431569848,flattened_mlp,20260725
2,0.9672334884290285,0.9993546211706668,flattened_mlp,20260725
3,0.9591411775924836,1.002434603099165,flattened_mlp,20260725
4,0.9462350278201688,1.0059845911595842,flattened_mlp,20260725
5,0.9364727777104044,1.0079533504322171,flattened_mlp,20260725
6,0.9189723028099022,1.0098968557371149,flattened_mlp,20260725
7,0.8567378666511801,1.0343297917781205,flattened_mlp,20260725
