contrast,seed,metric,base_value,candidate_value,delta
attentive_minus_last_state,20260723,validation_paper_proxy_ic,0.023038484257725544,0.018865167521555058,-0.0041733167361704855
attentive_minus_last_state,20260723,validation_paper_proxy_icir,0.17475733506411936,0.10171291139582771,-0.07304442366829166
attentive_minus_last_state,20260723,validation_paper_proxy_rank_ic,0.018304776409900872,0.0345737901162271,0.016269013706326226
attentive_minus_last_state,20260723,validation_paper_proxy_rank_icir,0.1456180980418537,0.21313459012363956,0.06751649208178587
attentive_minus_last_state,20260723,historical_test_paper_proxy_ic,0.018426269327369797,0.012455064242727328,-0.005971205084642469
attentive_minus_last_state,20260723,historical_test_paper_proxy_icir,0.12264969442663776,0.05610485339053739,-0.06654484103610037
attentive_minus_last_state,20260723,historical_test_paper_proxy_rank_ic,0.0233811016356549,0.03267781745430974,0.009296715818654839
attentive_minus_last_state,20260723,historical_test_paper_proxy_rank_icir,0.1529822449412594,0.12340497249999738,-0.029577272441262015
attentive_minus_last_state,20260723,historical_test_paper_proxy_gross_arr,0.3865263125207645,0.14660377888094822,-0.2399225336398163
attentive_minus_last_state,20260723,historical_test_paper_proxy_net_arr,0.3128497637116203,0.10763258744063764,-0.20521717627098268
attentive_minus_last_state,20260723,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,0.9605129145464463,-0.6689702701372943,-1.6294831846837405
attentive_minus_last_state,20260723,historical_test_paper_proxy_mdd,-0.13369913505384512,-0.1146288066592257,0.019070328394619418
attentive_minus_last_state,20260723,historical_test_paper_proxy_mean_one_way_turnover,0.10889273356401384,0.06906574394463669,-0.039826989619377154
attentive_minus_last_state,20260723,historical_test_executable_bridge_ic,0.01951326760417509,0.014210503272337067,-0.005302764331838022
attentive_minus_last_state,20260723,historical_test_executable_bridge_rank_ic,0.024862643849371317,0.03052102421016153,0.005658380360790215
attentive_minus_last_state,20260723,historical_test_executable_bridge_gross_arr,0.41556761291781696,0.13924210394092817,-0.2763255089768888
attentive_minus_last_state,20260723,historical_test_executable_bridge_net_arr,0.3403582667947156,0.10051954000438323,-0.23983872679033236
attentive_minus_last_state,20260723,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,1.0029526002127267,-0.7796210560296782,-1.782573656242405
attentive_minus_last_state,20260723,historical_test_executable_bridge_mdd,-0.16384369131257392,-0.1577849258138201,0.0060587654987538375
attentive_minus_last_state,20260723,historical_test_executable_bridge_mean_one_way_turnover,0.10889273356401384,0.06906574394463669,-0.039826989619377154
attentive_minus_last_state,20260724,validation_paper_proxy_ic,0.02281508324269189,0.012212201490646047,-0.010602881752045844
attentive_minus_last_state,20260724,validation_paper_proxy_icir,0.14156064572594812,0.09540857242702448,-0.04615207329892364
attentive_minus_last_state,20260724,validation_paper_proxy_rank_ic,0.019448841536868794,-0.00500410794315464,-0.024452949480023432
attentive_minus_last_state,20260724,validation_paper_proxy_rank_icir,0.13314318047076082,-0.035753821651307874,-0.1688970021220687
attentive_minus_last_state,20260724,historical_test_paper_proxy_ic,0.015957124933078177,0.014913261598934078,-0.0010438633341440986
attentive_minus_last_state,20260724,historical_test_paper_proxy_icir,0.09577668417083227,0.12263281104684681,0.026856126876014547
attentive_minus_last_state,20260724,historical_test_paper_proxy_rank_ic,0.028426314729002387,0.01137417578176427,-0.017052138947238116
