canonical_unit_id,horizon,split,horizon_pass,baseline_lift_gate,strongly_negative,adjacent_horizon_shape_status
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,train,False,False,False,not_applicable
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,validation,False,False,False,adjacent_horizon_not_evaluable
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,robustness,False,False,False,not_applicable
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,train,False,False,False,not_applicable
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,validation,False,False,False,not_applicable
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,robustness,False,False,False,not_applicable
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,train,False,False,False,not_applicable
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,validation,False,False,False,adjacent_horizon_not_evaluable
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,robustness,False,False,False,not_applicable
