canonical_unit_id,horizon,split,signal_event_count,complete_event_count,blocked_event_count,complete_event_share
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,robustness,58,57,1,0.9827586206896551
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,train,126,124,2,0.9841269841269841
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,validation,68,65,3,0.9558823529411765
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,robustness,58,56,2,0.9655172413793104
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,train,126,121,5,0.9603174603174603
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,validation,68,61,7,0.8970588235294118
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,robustness,58,57,1,0.9827586206896551
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,train,126,123,3,0.9761904761904762
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,validation,68,67,1,0.9852941176470589
