canonical_unit_id,horizon,split,robustness_confirmed,robustness_baseline_lift_evaluable,robustness_selection_lift_vs_baseline_mean
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,train,False,False,
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,validation,False,False,
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,robustness,False,False,
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,train,False,False,
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,validation,False,False,
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,robustness,False,False,
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,train,False,False,
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,validation,False,False,
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,robustness,False,False,
