canonical_unit_id,horizon,split,relative_comparable_event_share,blocked_insufficient_comparator_count,fallback_comparator_share,mean_matched_delta_return,median_matched_delta_return,p10_matched_delta_return,matched_loss_rate_delta,weak_comparator_quality,relative_positive
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,train,1.0,0,0.43089430894308944,0.015532724020078048,0.016613981086695095,-0.06510980269488942,-0.13821138211382117,True,False
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,validation,1.0,0,0.0,0.0005085123482712426,-0.005156980349147577,-0.07854487738281907,-0.04477611940298509,False,False
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,robustness,1.0,0,0.0,-0.0016507553522755848,-0.0004714951959663427,-0.0676946503659219,-0.08771929824561397,False,False
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,train,1.0,0,0.43548387096774194,0.004861779487740373,-0.0049605409318435045,-0.1120926616670795,-0.032258064516129004,True,False
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,validation,1.0,0,0.0,0.015556112126477357,0.008315647224053646,-0.11969323553368302,-0.0461538461538461,False,True
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,robustness,1.0,0,0.0,-0.004332983433024148,-0.008994212411115532,-0.07500932610312858,0.0,False,False
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,train,1.0,0,0.4462809917355372,0.00020518589615858932,-0.01543092288356862,-0.17515403959446751,0.06611570247933879,True,False
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,validation,1.0,0,0.0,0.00996979720073009,0.007560078184857044,-0.13005772740172306,-0.06557377049180335,False,True
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,robustness,1.0,0,0.0,-0.011314747463197983,-0.03544795592266242,-0.1068599423254909,0.1785714285714286,False,False
