source_artifact,threshold_columns_present,threshold_columns_read,raw_threshold_values_used,quantile_threshold_values_used,threshold_selection_violation_count,pass
Explore10/outputs/explore10/reports/explore10_atomic_primitive_candidate_table.csv,primitive_text;formula_text_resolved;source_path_pattern_ids,False,False,False,0,True
