artifact_name,artifact_path,required_by_section,produced,schema_pass,row_count,column_count,sha256,source_authority,authority_pass,pass
explore10b_run_manifest.json,Explore10/outputs/explore10b/reports/explore10b_run_manifest.json,11,True,True,1,21,8ff6df9dc34e0ce6c1266853b01996d4ad2ab089bb8ea04d0dab7ad2255415a2,Explore10B requirement section 11,True,True
explore10b_preflight_reference_artifact_audit.csv,Explore10/outputs/explore10b/reports/explore10b_preflight_reference_artifact_audit.csv,11,True,True,15,14,f1ccad23be509ac1fa993c2282444a96cc666af97fc21abfb423c9a8cc7e0f88,Explore10B requirement section 11,True,True
explore10b_scope_selection_lineage_audit.csv,Explore10/outputs/explore10b/reports/explore10b_scope_selection_lineage_audit.csv,11,True,True,2,13,1d9bf03a578bdc16dfd0741afa9710d96ea477bc2ce2ca5739049c9b61de05ab,Explore10B requirement section 11,True,True
explore10b_scope_role_relabel_audit.csv,Explore10/outputs/explore10b/reports/explore10b_scope_role_relabel_audit.csv,11,True,True,10,9,50326cd8675591179c6bdd83139118378e0a1f835d4592b13a7b4684b0bfaf81,Explore10B requirement section 11,True,True
explore10b_electronics_sample_width_gate.csv,Explore10/outputs/explore10b/reports/explore10b_electronics_sample_width_gate.csv,11,True,True,10,19,496b0ed75b52ff84f9b4f39662d43f036bdbf934b0d3aa86709ba60935370786,Explore10B requirement section 11,True,True
explore10b_electronics_row_attrition_waterfall.csv,Explore10/outputs/explore10b/reports/explore10b_electronics_row_attrition_waterfall.csv,11,True,True,70,13,bdbdb471ad96b6b028dec3e968a06547cad12bb691473132b1db2c2dbd7d2c88,Explore10B requirement section 11,True,True
explore10b_electronics_trainability_denominator_audit.csv,Explore10/outputs/explore10b/reports/explore10b_electronics_trainability_denominator_audit.csv,11,True,True,10,17,c8fb00b8ab0d38feb2037057d45e9500f3c28db98cd25aff75cbc6f11e71c408,Explore10B requirement section 11,True,True
explore10b_electronics_feature_availability_width_audit.csv,Explore10/outputs/explore10b/reports/explore10b_electronics_feature_availability_width_audit.csv,11,True,True,10,15,84006941e2f0468014de65c2e4663b1875d1853adad27f1dbe770e04bf9b6e00,Explore10B requirement section 11,True,True
explore10b_electronics_data_discipline_audit.csv,Explore10/outputs/explore10b/reports/explore10b_electronics_data_discipline_audit.csv,11,True,True,10,24,d6fff8d1b95d5e04a182cf45ed23e94ffd87cac54e06ca19b568fc1f28b993c2,Explore10B requirement section 11,True,True
explore10b_electronics_vs_automotive_width_comparison.csv,Explore10/outputs/explore10b/reports/explore10b_electronics_vs_automotive_width_comparison.csv,11,True,True,8,15,2a19d5c50ddba85c49a4f9a1dd1d85b0df84bfeadfa91d90f7aeb5ee178b35e8,Explore10B requirement section 11,True,True
explore10b_candidate_reference_count_audit.csv,Explore10/outputs/explore10b/reports/explore10b_candidate_reference_count_audit.csv,11,True,True,2,12,4795cd68a2b750ce480360b29c37657f675883d4bfb233ec1e564bc81bbd29c2,Explore10B requirement section 11,True,True
explore10b_fold_2024_nonselection_audit.csv,Explore10/outputs/explore10b/reports/explore10b_fold_2024_nonselection_audit.csv,11,True,True,1,10,3fe04cffe8c229e694506f23e4632d4609b7560af22708f871a3344b21330f98,Explore10B requirement section 11,True,True
explore10b_metric_nonselection_audit.csv,Explore10/outputs/explore10b/reports/explore10b_metric_nonselection_audit.csv,11,True,True,1,7,0075412463124c1d6b84f93cd077881f9613f34b95d674961bf502dbc3ff2603,Explore10B requirement section 11,True,True
explore10b_threshold_nonselection_audit.csv,Explore10/outputs/explore10b/reports/explore10b_threshold_nonselection_audit.csv,11,True,True,1,7,35730962dd75f474d80ca54017b5e0f52d5112a1dd3fb5ee906747a05dc375c8,Explore10B requirement section 11,True,True
explore10b_forbidden_recommendation_self_check.csv,Explore10/outputs/explore10b/reports/explore10b_forbidden_recommendation_self_check.csv,11,True,True,9,7,e5c62d75d228d5818fe28dfa61e0d8a1b0beb1054c1c3f52ef32d7cb3adbbe44,Explore10B requirement section 11,True,True
explore10b_required_artifact_authority_audit.csv,Explore10/outputs/explore10b/reports/explore10b_required_artifact_authority_audit.csv,11,True,True,22,11,4afe5dfb6d803e9c14650be2eb07c6b7975dd18a15c5df88b64738c46a8f8f48,Explore10B requirement section 11,True,True
explore10b_cache_tracking_audit.csv,Explore10/outputs/explore10b/reports/explore10b_cache_tracking_audit.csv,11,True,True,3,8,97831d1fe83346a0f8cc05276444c445ba2e3a59fe4d7cfddd7e7dd5b7534274,Explore10B requirement section 11,True,True
explore10b_recommendation_gate.csv,Explore10/outputs/explore10b/reports/explore10b_recommendation_gate.csv,11,True,True,1,19,628516c5c601f5d8ba244dc8cfa751f426a74c9fe136e21edc8d5f3f73a85d96,Explore10B requirement section 11,True,True
explore10b_report.md,Explore10/outputs/explore10b/reports/explore10b_report.md,11,True,True,111,1,25adc4f4115f2f31acb409a70cd9cd0fd1c81ff9a349e08dcba444a2a055425b,Explore10B requirement section 11,True,True
explore10b_electronics_launch_width_panel.parquet,Explore10/outputs/explore10b/cache/explore10b_electronics_launch_width_panel.parquet,11,True,True,6885,412,9c4d78924a13dd977b458fd995565473ba02554af05d5fc3dd67b0c4866d91e1,Explore10B requirement section 11,True,True
explore10b_electronics_failure_width_panel.parquet,Explore10/outputs/explore10b/cache/explore10b_electronics_failure_width_panel.parquet,11,True,True,24652,412,b21502a593e68c13c927efefc8551a90d122778b55ea12a11ab8364f7905963d,Explore10B requirement section 11,True,True
explore10b_electronics_feature_availability_panel.parquet,Explore10/outputs/explore10b/cache/explore10b_electronics_feature_availability_panel.parquet,11,True,True,31537,14,4ffbc4d7717b80bc07b1746c22661006da0586b5ce6514a92d1a9d3361549e71,Explore10B requirement section 11,True,True
