artifact_name,fold_id,fold_role,fold_2024_rows_observed,used_for_width_support,used_for_threshold_selection,used_for_metric_selection,used_for_candidate_selection,fold_2024_support_usage_count,pass
explore10_lgbm_train_eval_panel.parquet,fold_2024,robustness_only,10135,False,False,False,False,0,True
