branch,completed_loops,valid_result_loops,accepted_loops,rejected_loops,generated_factors,implemented_factors,accepted_factors,checkpoint_complete_loops,decision_reconciled_loops,logged_prompt_token_events,logged_prompt_tokens_sum,output_tokens_available,provider_cost_source
a20,39,39,2,37,44,44,4,39,39,266,843385,False,OpenRouter key usage delta in run_manifest
