worker_id,process_pid,path_role,path,allowed,open_count,bytes_read,outcome_column_read_count,model_bundle_hash_verified,any_label_open_count,fit_call_count,update_or_continuation_call_count,feature_transform_fit_call_count,status,blocking_reason
score-worker,221167,robustness_features,materialized/feature_panel.parquet,True,1,1589204,0,True,0,0,0,0,pass,
