instrument,board_bucket,active_in_requested_window,raw_daily_file_exists,share_history_file_exists,status_file_exists,raw_rows,rows_in_resolved_calendar,missing_share_asof_rows,eligible_candidate_rows,first_price_date,last_price_date,market_cap_source,latest_only,support_state,notes
SZ002986,main_board,True,True,True,True,1452,1452,609,843,2020-06-02,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002987,main_board,True,True,True,True,1470,1470,734,736,2020-05-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002988,main_board,True,True,True,True,1463,1463,851,612,2020-05-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002989,main_board,True,True,True,True,1444,1444,921,523,2020-06-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002990,main_board,True,True,True,True,1458,1458,245,1213,2020-05-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002991,main_board,True,True,True,True,1411,1411,0,1411,2020-07-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002992,main_board,True,True,True,True,1410,1410,0,1410,2020-08-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002993,main_board,True,True,True,True,1400,1400,0,1400,2020-08-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002995,main_board,True,True,True,True,1399,1399,0,1399,2020-08-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002996,main_board,True,True,True,True,1391,1391,751,640,2020-08-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002997,main_board,True,True,True,True,1387,1387,0,1387,2020-09-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002998,main_board,True,True,True,True,1371,1371,723,648,2020-09-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002999,main_board,True,True,True,True,1387,1387,0,1387,2020-09-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003000,main_board,True,True,True,True,1380,1380,648,732,2020-09-14,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003001,main_board,True,True,True,True,1365,1365,719,646,2020-10-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003002,main_board,True,True,True,True,1374,1374,0,1374,2020-09-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003003,main_board,True,True,True,True,1375,1375,0,1375,2020-09-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003004,main_board,True,True,True,True,1331,1331,733,347,2020-11-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003005,main_board,True,True,True,True,1369,1369,0,1369,2020-09-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003006,main_board,True,True,True,True,1375,1375,0,1375,2020-09-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003007,main_board,True,True,True,True,1373,1373,0,1373,2020-09-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003008,main_board,True,True,True,True,1373,1373,0,1373,2020-09-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003009,main_board,True,True,True,True,1371,1371,549,822,2020-09-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003010,main_board,True,True,True,True,1371,1371,0,1371,2020-09-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003011,main_board,True,True,True,True,1368,1368,0,1368,2020-09-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003012,main_board,True,True,True,True,1361,1361,0,1361,2020-10-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003013,main_board,True,True,True,True,1348,1348,0,1348,2020-10-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003015,main_board,True,True,True,True,1359,1359,0,1359,2020-10-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003016,main_board,True,True,True,True,1356,1356,291,1065,2020-10-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003017,main_board,True,True,True,True,1356,1356,0,1356,2020-10-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003018,main_board,True,True,True,True,1347,1347,0,1347,2020-11-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003019,main_board,True,True,True,True,1340,1340,1071,269,2020-11-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003020,main_board,True,True,True,True,1320,1320,590,730,2020-12-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003021,main_board,True,True,True,True,1327,1327,461,866,2020-12-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003022,main_board,True,True,True,True,1325,1325,0,1325,2020-12-08,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003023,main_board,True,True,True,True,1322,1322,0,1322,2020-12-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003025,main_board,True,True,True,True,1322,1322,0,1322,2020-12-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003026,main_board,True,True,True,True,1317,1317,0,1317,2020-12-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003027,main_board,True,True,True,True,1317,1317,0,1317,2020-12-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003028,main_board,True,True,True,True,1311,1311,489,822,2020-12-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003029,main_board,True,True,True,True,1313,1313,244,1069,2020-12-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003030,main_board,True,True,True,True,1305,1305,0,1305,2021-01-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003031,main_board,True,True,True,True,1297,1297,0,1297,2021-01-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003032,main_board,True,True,True,True,1300,1300,0,1034,2021-01-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003033,main_board,True,True,True,True,1302,1302,0,1302,2021-01-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003035,main_board,True,True,True,True,1296,1296,0,1296,2021-01-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003036,main_board,True,True,True,True,1289,1289,0,1289,2021-01-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003037,main_board,True,True,True,True,1284,1284,0,1284,2021-02-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003038,main_board,True,True,True,True,1280,1280,438,842,2021-02-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003039,main_board,True,True,True,True,1262,1262,0,1262,2021-03-08,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003040,main_board,True,True,True,True,1257,1257,0,1257,2021-03-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003041,main_board,True,True,True,True,1238,1238,0,1238,2021-04-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003042,main_board,True,True,True,True,1247,1247,0,1247,2021-04-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003043,main_board,True,True,True,True,1242,1242,842,400,2021-04-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ003816,main_board,True,True,True,True,1636,1636,0,1636,2019-08-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300001,chinext,True,True,True,True,2281,2281,479,1802,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300002,chinext,True,True,True,True,2281,2281,338,1943,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300003,chinext,True,True,True,True,2281,2281,1438,843,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300004,chinext,True,True,True,True,2206,2206,0,2206,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300005,chinext,True,True,True,True,2259,2259,0,2259,2017-02-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300006,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300007,chinext,True,True,True,True,2281,2281,487,1794,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300008,chinext,True,True,True,True,2259,2259,99,2160,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300009,chinext,True,True,True,True,2281,2281,1275,1006,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300010,chinext,True,True,True,True,2214,2214,625,1302,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300011,chinext,True,True,True,True,2275,2275,5,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300012,chinext,True,True,True,True,2281,2281,605,1676,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300013,chinext,True,True,True,True,2221,2221,0,1979,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300014,chinext,True,True,True,True,2281,2281,2154,127,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300015,chinext,True,True,True,True,2268,2268,1515,753,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300016,chinext,True,True,True,True,2249,2249,1427,822,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300017,chinext,True,True,True,True,2263,2263,1578,685,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300018,chinext,True,True,True,True,2258,2258,230,2028,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300019,chinext,True,True,True,True,2278,2278,1088,1190,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300020,chinext,True,True,True,True,2271,2271,0,1770,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300021,chinext,True,True,True,True,2266,2266,1834,432,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300022,chinext,True,True,True,True,2165,2165,0,2165,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300023,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300024,chinext,True,True,True,True,2281,2281,118,2163,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300025,chinext,True,True,True,True,2216,2216,0,2216,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300026,chinext,True,True,True,True,2278,2278,594,1684,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300027,chinext,True,True,True,True,2280,2280,117,2144,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300028,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300029,chinext,True,True,True,True,2258,2258,0,901,2017-01-03,2026-04-29,raw_close_times_total_share_asof,False,supported,
SZ300030,chinext,True,True,True,True,2208,2208,0,2208,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300031,chinext,True,True,True,True,2271,2271,110,2161,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300032,chinext,True,True,True,True,2170,2170,0,2170,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300033,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300034,chinext,True,True,True,True,2202,2202,1410,792,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300035,chinext,True,True,True,True,2281,2281,1041,1240,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300036,chinext,True,True,True,True,2281,2281,614,1667,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300037,chinext,True,True,True,True,2281,2281,1817,464,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300038,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300039,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300040,chinext,True,True,True,True,2266,2266,1758,508,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300041,chinext,True,True,True,True,2261,2261,1317,944,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300042,chinext,True,True,True,True,2269,2269,0,2269,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300043,chinext,True,True,True,True,2281,2281,81,2200,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300044,chinext,True,True,True,True,2267,2267,823,915,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300045,chinext,True,True,True,True,2271,2271,563,1708,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300046,chinext,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300047,chinext,True,True,True,True,2272,2272,440,1832,2017-01-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300048,chinext,True,True,True,True,2281,2281,1398,883,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300049,chinext,True,True,True,True,2136,2136,234,1902,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300050,chinext,True,True,True,True,2261,2261,832,1429,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300051,chinext,True,True,True,True,2180,2180,542,1387,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300052,chinext,True,True,True,True,2270,2270,658,1351,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300053,chinext,True,True,True,True,2263,2263,308,1955,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300054,chinext,True,True,True,True,2273,2273,1718,555,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300055,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300056,chinext,True,True,True,True,2209,2209,667,1542,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300057,chinext,True,True,True,True,2211,2211,1571,640,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300058,chinext,True,True,True,True,2281,2281,675,1606,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300059,chinext,True,True,True,True,2281,2281,847,1434,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300061,chinext,True,True,True,True,2281,2281,723,1558,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300062,chinext,True,True,True,True,2281,2281,1216,1065,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300063,chinext,True,True,True,True,2230,2230,1050,1180,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300064,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300065,chinext,True,True,True,True,2140,2140,1096,1044,2017-03-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300066,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300067,chinext,True,True,True,True,2210,2210,911,1299,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300068,chinext,True,True,True,True,2214,2214,988,1207,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300069,chinext,True,True,True,True,2236,2236,0,2236,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300070,chinext,True,True,True,True,2272,2272,487,1785,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300071,chinext,True,True,True,True,2156,2156,593,1310,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300072,chinext,True,True,True,True,2261,2261,409,1852,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300073,chinext,True,True,True,True,2259,2259,351,1908,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300074,chinext,True,True,True,True,2272,2272,964,1308,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300075,chinext,True,True,True,True,2269,2269,1276,993,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300076,chinext,True,True,True,True,2244,2244,0,2226,2017-03-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300077,chinext,True,True,True,True,2261,2261,1076,1185,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300078,chinext,True,True,True,True,2281,2281,1141,1140,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300079,chinext,True,True,True,True,2281,2281,327,1954,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300080,chinext,True,True,True,True,2166,2166,1113,1053,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300081,chinext,True,True,True,True,2267,2267,712,1520,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300082,chinext,True,True,True,True,2275,2275,620,1655,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300083,chinext,True,True,True,True,2261,2261,1242,1019,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300084,chinext,True,True,True,True,2269,2269,487,1782,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300085,chinext,True,True,True,True,2207,2207,0,2207,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300086,chinext,True,True,True,True,2163,2163,0,2163,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300087,chinext,True,True,True,True,2206,2206,85,2121,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300088,chinext,True,True,True,True,2120,2120,812,1308,2017-03-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300089,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300090,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300091,chinext,True,True,True,True,2199,2199,683,1423,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300092,chinext,True,True,True,True,2162,2162,73,2089,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300093,chinext,True,True,True,True,2275,2275,0,2015,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300094,chinext,True,True,True,True,2281,2281,487,1794,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300095,chinext,True,True,True,True,2281,2281,572,1709,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300096,chinext,True,True,True,True,2271,2271,0,1691,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300097,chinext,True,True,True,True,2253,2253,0,1942,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300098,chinext,True,True,True,True,2255,2255,457,1798,2017-01-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300099,chinext,True,True,True,True,2281,2281,363,1918,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300100,chinext,True,True,True,True,2132,2132,456,1676,2017-01-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300101,chinext,True,True,True,True,2281,2281,412,1869,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300102,chinext,True,True,True,True,2265,2265,1317,948,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300103,chinext,True,True,True,True,2222,2222,170,2052,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300104,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300105,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300106,chinext,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300107,chinext,True,True,True,True,2281,2281,954,1327,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300108,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300109,chinext,True,True,True,True,2077,2077,1168,909,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300110,chinext,True,True,True,True,2266,2266,0,2266,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300111,chinext,True,True,True,True,2191,2191,0,2191,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300112,chinext,True,True,True,True,2272,2272,1450,822,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300113,chinext,True,True,True,True,2281,2281,324,1957,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300115,chinext,True,True,True,True,2271,2271,1631,640,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300116,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300117,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300118,chinext,True,True,True,True,2197,2197,296,1901,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300119,chinext,True,True,True,True,2281,2281,1330,951,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300120,chinext,True,True,True,True,2276,2276,818,1458,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300121,chinext,True,True,True,True,2270,2270,1811,459,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300122,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300123,chinext,True,True,True,True,2249,2249,0,2223,2017-02-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300124,chinext,True,True,True,True,2270,2270,1988,282,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300125,chinext,True,True,True,True,2278,2278,316,1461,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300126,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300127,chinext,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300128,chinext,True,True,True,True,2222,2222,305,1917,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300129,chinext,True,True,True,True,2276,2276,363,1913,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300130,chinext,True,True,True,True,2267,2267,1319,948,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300131,chinext,True,True,True,True,2172,2172,0,2172,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300132,chinext,True,True,True,True,2258,2258,0,2258,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300133,chinext,True,True,True,True,2281,2281,598,1683,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300134,chinext,True,True,True,True,2072,2072,0,2072,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300135,chinext,True,True,True,True,2272,2272,0,2272,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300136,chinext,True,True,True,True,2281,2281,398,1883,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300137,chinext,True,True,True,True,2277,2277,30,1987,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300138,chinext,True,True,True,True,2281,2281,360,1921,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300139,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300140,chinext,True,True,True,True,2131,2131,326,1805,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300141,chinext,True,True,True,True,2281,2281,347,1934,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300142,chinext,True,True,True,True,2279,2279,1155,1124,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300143,chinext,True,True,True,True,2212,2212,661,1551,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300144,chinext,True,True,True,True,2281,2281,1576,705,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300145,chinext,True,True,True,True,2178,2178,511,1667,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300146,chinext,True,True,True,True,2161,2161,744,1417,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300147,chinext,True,True,True,True,2279,2279,0,1994,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300148,chinext,True,True,True,True,2157,2157,733,1424,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300149,chinext,True,True,True,True,2038,2038,0,2038,2017-09-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300150,chinext,True,True,True,True,2226,2226,0,2226,2017-03-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300151,chinext,True,True,True,True,2191,2191,1308,883,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300152,chinext,True,True,True,True,2143,2143,0,1883,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300153,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300154,chinext,True,True,True,True,2281,2281,985,1296,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300155,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300156,chinext,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ300157,chinext,True,True,True,True,2274,2274,1209,1065,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300158,chinext,True,True,True,True,2281,2281,487,1794,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300159,chinext,True,True,True,True,2198,2198,224,1384,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300160,chinext,True,True,True,True,2277,2277,713,1564,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300161,chinext,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300162,chinext,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300163,chinext,True,True,True,True,2126,2126,0,1866,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300164,chinext,True,True,True,True,2194,2194,653,1541,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300165,chinext,True,True,True,True,2268,2268,487,1474,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300166,chinext,True,True,True,True,2281,2281,602,1679,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ300167,chinext,True,True,True,True,2207,2207,1344,120,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
