rule_family,rule_name,02_value,06_value,allowed_difference,status,blocking,notes
episode_extraction,episode_extraction,"{""big_winner_mfe_threshold"": 0.5, ""forward_horizon_sessions"": 120, ""local_low_window_sessions"": 20, ""near_winner_lower_mfe_threshold"": 0.3, ""near_winner_upper_mfe_threshold"": 0.5, ""post_high_exhaustion_sessions"": 30, ""prior_lookback_sessions"": 250}","{""big_winner_mfe_threshold"": 0.5, ""forward_horizon_sessions"": 120, ""local_low_window_sessions"": 20, ""near_winner_lower_mfe_threshold"": 0.3, ""near_winner_upper_mfe_threshold"": 0.5, ""post_high_exhaustion_sessions"": 30, ""prior_lookback_sessions"": 250}",False,pass,True,
splits,splits,"{""robustness_start"": ""2024-01-01"", ""train_end"": ""2021-12-31"", ""train_start"": ""2017-01-03"", ""validation_end"": ""2023-12-31"", ""validation_start"": ""2022-01-01""}","{""robustness_start"": ""2024-01-01"", ""train_end"": ""2021-12-31"", ""train_start"": ""2017-01-03"", ""validation_end"": ""2023-12-31"", ""validation_start"": ""2022-01-01""}",False,pass,True,
alignment,alignment,"{""anchor_factor_relative_days"": [-20, 0, 20, 60], ""anchor_family"": ""first_ema60_reclaim"", ""anchor_panel_end_relative_day"": 60, ""anchor_panel_start_relative_day"": -60, ""ema60_window_sessions"": 60, ""factor_relative_days"": [0, 5, 20, 60, 120], ""low_panel_end_relative_day"": 120, ""low_panel_start_relative_day"": -60}","{""anchor_factor_relative_days"": [-20, 0, 20, 60], ""anchor_family"": ""first_ema60_reclaim"", ""anchor_panel_end_relative_day"": 60, ""anchor_panel_start_relative_day"": -60, ""ema60_window_sessions"": 60, ""factor_relative_days"": [0, 5, 20, 60, 120], ""low_panel_end_relative_day"": 120, ""low_panel_start_relative_day"": -60}",False,pass,True,
matching,matching,"{""match_fields"": [""board_bucket"", ""market_cap_bucket"", ""liquidity_bucket"", ""prior_return_20d_bucket"", ""prior_return_60d_bucket"", ""prior_drawdown_bucket"", ""volatility_bucket""], ""max_controls_per_winner"": 5, ""same_week_required"": true}","{""match_fields"": [""board_bucket"", ""market_cap_bucket"", ""liquidity_bucket"", ""prior_return_20d_bucket"", ""prior_return_60d_bucket"", ""prior_drawdown_bucket"", ""volatility_bucket""], ""max_controls_per_winner"": 5, ""same_week_required"": true}",False,pass,True,
dominance,sample_and_claim_gates,"{""absolute_rate_difference_gate"": 0.05, ""lift_gate"": 1.25, ""min_anchor_occurrences_for_claim"": 50, ""min_average_controls_per_winner"": 3.0, ""min_control_match_coverage"": 0.8, ""min_feature_non_missing_coverage_for_claim"": 0.7, ""min_robustness_winner_episodes"": 30, ""min_sequence_occurrences_for_claim"": 50, ""min_total_winner_episodes"": 150, ""min_validation_winner_episodes"": 30, ""standardized_mean_difference_gate"": 0.25}","{""absolute_rate_difference_gate"": 0.05, ""lift_gate"": 1.25, ""min_anchor_occurrences_for_claim"": 50, ""min_average_controls_per_winner"": 3.0, ""min_control_match_coverage"": 0.8, ""min_feature_non_missing_coverage_for_claim"": 0.7, ""min_robustness_winner_episodes"": 30, ""min_sequence_occurrences_for_claim"": 50, ""min_total_winner_episodes"": 150, ""min_validation_winner_episodes"": 30, ""standardized_mean_difference_gate"": 0.25}",False,pass,True,
industry,industry_status,"{""caveat"": ""No PIT industry membership file is present in the v0 data layer."", ""status"": ""unavailable""}","{""caveat"": ""No PIT industry membership file is present in the v0 data layer."", ""status"": ""unavailable""}",False,pass,True,
universe,target_universe_input,"""data/processed/universe/pit_largecap_main_chinext_executable_daily.csv""","""data/processed/universe/pit_topn_400_100_executable_daily.csv""",True,allowed_difference,True,Controlled 06 universe replacement.
universe,universe_precision_status,"""exact fixed-cap universe from 02 contract""","""available_source_topn_candidate_gap""",True,allowed_difference,False,06-specific exact/proxy caveat.
