instrument,episode_id,episode_low_date,episode_high_date,qfq_low_at_low_date,qfq_high_at_high_date,mfe_120,low_to_high_sessions,low_to_high_calendar_days,low_detection_window,forward_horizon_days,dedup_cluster_id,cluster_policy,primary_low_selection_policy,earliest_qualifying_low_date,earliest_qualifying_high_date,max_mfe_low_date,max_mfe_high_date,max_mfe_120,structural_low_date,structural_low_to_cluster_high_mfe,high_at_horizon_boundary,profile_start_date,profile_end_date,profile_pre_low_complete,profile_post_high_complete,lookback_60_complete,lookback_120_complete,lookback_250_complete,first_ema60_reclaim_date,first_ema60_reclaim_missing_reason,split,duration_bucket,board_bucket,total_market_cap_cny,liquidity_money_20d,prior_return_20d,prior_return_60d,prior_drawdown,volatility_20d,market_regime_bucket,benchmark_alias,cluster_member_count,cluster_union_start_date,cluster_union_end_date,market_cap_bucket,liquidity_bucket,prior_return_20d_bucket,prior_return_60d_bucket,prior_drawdown_bucket,volatility_bucket,low_matched_control_count,ema60_matched_control_count
SZ300323,SZ300323_20210524_0000,2021-05-24,2021-07-30,8.58,14.0,0.6317016317016317,48,67,20,120,SZ300323_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-05-24,2021-07-30,2021-05-24,2021-07-30,0.6317016317016317,2021-05-24,0.6317016317016317,False,2020-05-13,2021-09-10,True,True,True,True,True,2021-06-10,not_missing,train,medium,chinext,10852068963.75,122814818.15,-0.08740894901144636,-0.4655697745277271,-0.49452449567723344,0.0444697833523375,risk_on,chinext_index,1,2021-05-24,2021-07-30,q1,q2,q3,q1,q1,q4,2,5
SZ300324,SZ300324_20200525_0000,2020-05-25,2020-09-09,5.3,8.88,0.6754716981132078,75,107,20,120,SZ300324_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-05-25,2020-09-09,2020-05-25,2020-09-09,0.6754716981132078,2020-05-25,0.6754716981132078,False,2019-05-15,2020-10-29,True,True,True,True,True,2020-06-12,not_missing,train,medium,chinext,9922062607.7,239806962.0,-0.26865671641791056,-0.43560209424083773,-0.4866666666666667,0.0634508348794063,transition,chinext_index,1,2020-05-25,2020-09-09,q1,q3,q1,q1,q1,q5,5,5
SZ300326,SZ300326_20190103_0000,2019-01-03,2019-04-01,7.23,11.28,0.5601659751037342,57,88,20,120,SZ300326_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-01-03,2019-04-01,2019-01-03,2019-04-01,0.5601659751037342,2019-01-03,0.5601659751037342,False,2017-12-08,2019-05-17,True,True,True,True,True,2019-01-22,not_missing,train,medium,chinext,5706381014.75,52036428.4,-0.2505133470225873,-0.17420814479638014,-0.2707292707292708,0.060342465753424675,risk_off,chinext_index,1,2019-01-03,2019-04-01,q1,q1,q1,q2,q2,q5,5,5
SZ300326,SZ300326_20190617_0001,2019-06-17,2019-10-21,8.27,17.41,1.1051995163240629,84,126,20,120,SZ300326_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-06-17,2019-10-21,2019-06-17,2019-10-21,1.1051995163240629,2019-06-17,1.1051995163240629,False,2018-06-05,2019-12-02,True,True,True,True,True,2019-07-11,not_missing,train,long,chinext,6319879746.25,37513799.1,-0.07276736493936053,-0.15815815815815815,-0.2544326241134751,0.0349583828775268,risk_off,chinext_index,2,2019-06-17,2019-10-21,q1,q1,q4,q2,q2,q3,5,5
SZ300326,SZ300326_20191203_0002,2019-12-03,2020-05-18,12.08,28.49,1.3584437086092715,108,167,20,120,SZ300326_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-12-03,2020-05-18,2019-12-03,2020-05-18,1.3584437086092715,2019-12-03,1.527317880794702,False,2018-11-22,2020-07-01,True,True,True,True,True,2020-01-07,not_missing,train,long,chinext,9339717952.44,233914980.55,-0.19692110327132784,0.08964316797214966,-0.28087306145893165,0.054792332268370623,transition,chinext_index,2,2019-12-03,2020-07-14,q1,q3,q1,q5,q2,q5,5,5
SZ300328,SZ300328_20200204_0000,2020-02-04,2020-07-14,7.81,13.86,0.7746478873239437,109,161,20,120,SZ300328_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-04,2020-07-14,2020-02-04,2020-07-14,0.7746478873239437,2020-02-04,0.7746478873239437,False,2019-01-17,2020-08-25,True,True,True,True,True,2020-02-12,not_missing,train,long,chinext,6034302264.0,219732236.75,-0.14969450101833004,0.0024009603841537164,-0.22541743970315398,0.061976047904191645,risk_off,chinext_index,1,2020-02-04,2020-07-14,q1,q3,q2,q4,q3,q5,5,5
SZ300337,SZ300337_20180615_0000,2018-06-15,2018-07-23,5.32,8.57,0.6109022556390977,25,38,20,120,SZ300337_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-06-15,2018-07-23,2018-06-15,2018-07-23,0.6109022556390977,2018-06-15,0.6109022556390977,False,2017-03-20,2018-09-03,True,True,True,True,True,2018-06-21,not_missing,train,fast,chinext,4915081600.0,32137926.3,-0.003252032520325243,-0.24969400244798046,-0.25876662636033854,0.044371941272430666,risk_off,chinext_index,1,2018-06-15,2018-07-23,q1,q1,q5,q1,q2,q4,1,5
SZ300339,SZ300339_20180207_0000,2018-02-07,2018-06-04,8.42,13.81,0.6401425178147269,64,117,20,120,SZ300339_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-02-07,2018-06-04,2018-02-07,2018-06-04,0.6401425178147269,2018-02-07,0.6401425178147269,False,2017-01-24,2018-07-17,True,True,True,True,True,2018-03-08,not_missing,train,medium,chinext,7123327998.54,70127208.2,-0.19441944194419447,-0.19586702605570538,-0.2415254237288137,0.04726256983240223,risk_off,chinext_index,1,2018-02-07,2018-06-04,q1,q1,q1,q2,q2,q4,5,5
SZ300339,SZ300339_20181012_0001,2018-10-12,2019-03-08,8.59,15.95,0.8568102444703143,98,147,20,120,SZ300339_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-12,2019-03-08,2019-01-29,2019-03-08,0.9010727056019068,2019-01-29,0.9010727056019068,False,2017-09-06,2019-04-22,True,True,True,True,True,2018-11-16,not_missing,train,long,chinext,7374764387.66,111521055.85,-0.2961808261886205,-0.24624373956594336,-0.3241017964071856,0.06024363233665564,risk_off,chinext_index,2,2018-10-12,2019-03-08,q1,q2,q1,q1,q1,q5,5,5
SZ300339,SZ300339_20190508_0002,2019-05-08,2019-09-09,10.68,18.54,0.7359550561797752,87,124,20,120,SZ300339_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-05-08,2019-09-09,2019-05-08,2019-09-09,0.7359550561797752,2019-05-08,0.7359550561797752,False,2018-04-11,2019-10-29,True,True,True,True,True,2019-05-22,not_missing,train,long,chinext,8824232118.28,284540681.0,-0.24121295658166786,0.2922535211267605,-0.30971786833855797,0.06671207992733881,risk_off,chinext_index,1,2019-05-08,2019-09-09,q1,q3,q1,q5,q1,q5,5,5
SZ300339,SZ300339_20200428_0003,2020-04-28,2020-09-17,8.74,15.5,0.7734553775743707,97,142,20,120,SZ300339_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-04-28,2020-09-17,2020-04-28,2020-09-17,0.7734553775743707,2020-04-28,0.7734553775743707,False,2019-04-18,2020-11-06,True,True,True,True,True,2020-06-23,not_missing,train,long,chinext,7502190122.22,193641014.4,-0.06295149638802888,-0.20280948200175597,-0.3958749168330007,0.04955947136563877,transition,chinext_index,1,2020-04-28,2020-09-17,q1,q2,q4,q2,q1,q4,5,5
SZ300339,SZ300339_20220425_0004,2022-04-25,2022-07-21,12.72,24.71,0.9426100628930818,59,87,20,120,SZ300339_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-25,2022-07-21,2022-04-25,2022-07-21,0.9426100628930818,2022-04-25,0.9426100628930818,False,2021-04-06,2022-09-01,True,True,True,True,True,2022-06-06,not_missing,validation,medium,chinext,11285141616.97,659272803.2,-0.32199787460148777,-0.4076137418755803,-0.4316258351893095,0.07684169278996864,risk_off,chinext_index,1,2022-04-25,2022-07-21,q1,q4,q1,q1,q1,q5,5,5
SZ300339,SZ300339_20221011_0005,2022-10-11,2023-04-04,15.48,31.45,1.0316537467700257,119,175,20,120,SZ300339_cluster_0005,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-11,2023-04-04,2022-10-11,2023-04-04,1.0316537467700257,2022-10-11,1.0316537467700257,False,2021-09-23,2023-05-22,True,True,True,True,True,2022-10-26,not_missing,validation,long,chinext,12503650203.7,452943983.45,-0.16833773087071235,-0.03960999390615483,-0.3622015378389316,0.051237309644670055,risk_off,chinext_index,1,2022-10-11,2023-04-04,q1,q4,q1,q4,q1,q4,5,5
SZ300339,SZ300339_20230825_0006,2023-08-25,2023-10-16,18.54,31.23,0.6844660194174759,30,52,20,120,SZ300339_cluster_0006,non_chain_direct_interval_overlap,earliest_qualifying_low,2023-08-25,2023-10-16,2023-08-25,2023-10-16,0.6844660194174759,2023-08-25,0.6844660194174759,False,2022-08-16,2023-11-27,True,True,True,True,True,2023-09-04,not_missing,validation,fast,chinext,15673365350.88,581383898.5,-0.1866028708133971,-0.20051303976058155,-0.3119941133186166,0.04080213903743317,risk_off,chinext_index,1,2023-08-25,2023-10-16,q1,q4,q1,q2,q1,q4,5,5
SZ300339,SZ300339_20240205_0007,2024-02-05,2024-03-13,17.05,26.15,0.5337243401759528,21,37,20,120,SZ300339_cluster_0007,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-02-05,2024-03-13,2024-02-05,2024-03-13,0.5337243401759528,2024-02-05,0.5337243401759528,False,2023-02-01,2024-04-26,True,True,True,True,True,2024-03-05,not_missing,robustness,fast,chinext,15283124038.79,977349950.15,-0.2819885900570497,-0.34909493904691535,-0.4163630341172574,0.07661748013620885,risk_off,chinext_index,1,2024-02-05,2024-03-13,q1,q5,q1,q1,q1,q5,5,5
SZ300339,SZ300339_20240416_0008,2024-04-16,2024-10-15,20.65,71.59,2.4668280871670705,119,182,20,120,SZ300339_cluster_0008,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-04-16,2024-10-15,2024-08-13,2024-10-31,3.594785442694188,2024-08-13,3.594785442694188,False,2023-04-03,2024-11-26,True,True,True,True,True,2024-04-26,not_missing,robustness,long,chinext,17712177103.84,1200561225.9,-0.15103532277710108,-0.17709563164108622,-0.20038240917782024,0.05459110473457677,risk_off,chinext_index,2,2024-04-16,2024-10-31,q1,q5,q2,q2,q3,q5,5,5
SZ300339,SZ300339_20250108_0009,2025-01-08,2025-03-17,43.27,65.68,0.5179107926970188,42,68,20,120,SZ300339_cluster_0009,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-01-08,2025-03-17,2025-01-08,2025-03-17,0.5179107926970188,2025-01-08,0.5179107926970188,False,2023-12-26,2025-04-29,True,True,True,True,True,2025-02-07,not_missing,robustness,medium,chinext,35934057145.92,2971906692.35,-0.230428108476889,-0.24598930481283432,-0.466603617448871,0.05725842198581559,risk_off,chinext_index,1,2025-01-08,2025-03-17,q3,q5,q1,q1,q1,q5,5,5
SZ300339,SZ300339_20250407_0010,2025-04-07,2025-08-26,42.37,72.67,0.7151286287467549,97,141,20,120,SZ300339_cluster_0010,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-07,2025-08-26,2025-04-07,2025-08-26,0.7151286287467549,2025-04-07,0.7151286287467549,False,2024-03-22,2025-10-15,True,True,True,True,True,2025-05-06,not_missing,robustness,long,chinext,41094799395.6,2858990455.2,-0.21649662804772607,-0.04550242258268378,-0.31014007308160785,0.06056058265283605,risk_off,chinext_index,2,2025-04-07,2025-08-26,q4,q5,q1,q4,q1,q5,5,5
SZ300341,SZ300341_20180209_0000,2018-02-09,2018-04-09,5.53,9.29,0.6799276672694392,13,59,20,120,SZ300341_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-02-09,2018-04-09,2018-02-09,2018-04-09,0.6799276672694392,2018-02-09,0.6799276672694392,False,2017-02-09,2018-05-23,True,True,True,True,True,2018-03-30,not_missing,train,fast,chinext,3188820850.0,20771679.1,-0.12772585669781933,-0.25133689839572204,-0.25233644859813087,0.04374999999999998,risk_off,chinext_index,1,2018-02-09,2018-04-09,q1,q1,q2,q1,q2,q4,5,5
SZ300342,SZ300342_20200413_0000,2020-04-13,2020-05-18,14.42,22.13,0.5346740638002774,22,35,20,120,SZ300342_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-04-13,2020-05-18,2020-04-13,2020-05-18,0.5346740638002774,2020-04-13,0.5346740638002774,False,2019-04-02,2020-07-01,True,True,True,True,True,2020-04-20,not_missing,train,fast,chinext,6702223101.44,555112069.95,-0.3489787049109083,0.5239064089521872,-0.44641537324464153,0.0972296395193591,risk_off,chinext_index,1,2020-04-13,2020-05-18,q1,q4,q1,q5,q1,q5,4,5
SZ300343,SZ300343_20211013_0000,2021-10-13,2021-10-28,16.58,28.66,0.7285886610373946,11,15,20,120,SZ300343_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-10-13,2021-10-28,2021-10-13,2021-10-28,0.7285886610373946,2021-10-13,0.7285886610373946,False,2020-09-24,2021-12-09,True,True,True,True,True,2021-10-14,not_missing,train,fast,chinext,20817828828.0,2900335131.5,-0.21090259159964253,1.6920731707317076,-0.40936454849498327,0.14767836919592303,transition,chinext_index,1,2021-10-13,2021-10-28,q2,q5,q1,q5,q1,q5,5,5
SZ300343,SZ300343_20220427_0001,2022-04-27,2022-07-05,9.5,18.46,0.9431578947368422,45,69,20,120,SZ300343_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-07-05,2022-04-27,2022-07-05,0.9431578947368422,2022-04-27,0.9431578947368422,False,2021-04-15,2022-08-16,True,True,True,True,True,2022-06-06,not_missing,validation,medium,chinext,11122261910.32,609058845.9,-0.1716954022988506,-0.20427881297446515,-0.3551454138702461,0.06730268863833476,risk_off,chinext_index,1,2022-04-27,2022-07-05,q1,q4,q1,q2,q1,q5,5,5
SZ300346,SZ300346_20240828_0000,2024-08-28,2024-10-09,20.44,40.3,0.9716242661448138,23,42,20,120,SZ300346_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-08-28,2024-10-09,2024-08-28,2024-10-09,0.9716242661448138,2024-08-28,0.9716242661448138,False,2023-08-17,2024-11-20,True,True,True,True,True,2024-09-26,not_missing,robustness,fast,chinext,13628029018.76,275445314.1,-0.1566462167689161,-0.0567246111619395,-0.2504543802253726,0.030528612997090185,risk_off,chinext_index,1,2024-08-28,2024-10-09,q1,q3,q2,q3,q2,q2,2,5
SZ300346,SZ300346_20250407_0001,2025-04-07,2025-09-24,27.47,44.78,0.6301419730615219,118,170,20,120,SZ300346_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-07,2025-09-24,2025-04-07,2025-09-24,0.6301419730615219,2025-04-07,0.6618128867855844,False,2024-03-22,2025-11-13,True,True,True,True,True,2025-04-11,not_missing,robustness,long,chinext,21529537534.68,587735300.7,-0.09649122807017552,-0.04724149322761806,-0.14497479988141115,0.03515950069348127,risk_off,chinext_index,2,2025-04-07,2025-10-13,q2,q4,q3,q4,q4,q3,5,5
SZ300346,SZ300346_20251114_0002,2025-11-14,2026-01-16,35.92,64.72,0.8017817371937639,43,63,20,120,SZ300346_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-11-14,2026-01-16,2025-11-14,2026-01-16,0.8017817371937639,2025-11-14,0.8017817371937639,False,2024-11-05,2026-03-09,True,True,True,True,True,2025-11-19,not_missing,robustness,medium,chinext,25966764845.71,1343067580.7,-0.05047568710359418,0.07574850299401192,-0.21292442497261777,0.04013359309768993,risk_on,chinext_index,1,2025-11-14,2026-01-16,q2,q5,q4,q5,q3,q3,5,5
SZ300347,SZ300347_20220309_0000,2022-03-09,2022-07-06,77.69,131.34,0.6905650662890979,79,119,20,120,SZ300347_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-03-09,2022-07-06,2022-05-10,2022-07-06,0.7528359802482316,2022-05-10,0.7528359802482316,False,2021-02-26,2022-08-17,True,True,True,True,True,2022-03-30,not_missing,validation,medium,chinext,76949063704.8,868346546.05,-0.15587255310287396,-0.3790118728456531,-0.4222903156844582,0.05914024916738623,risk_off,chinext_index,2,2022-03-09,2022-07-06,q4,q5,q2,q1,q1,q5,5,5
SZ300347,SZ300347_20221012_0001,2022-10-12,2023-02-13,73.3,126.66,0.7279672578444747,82,124,20,120,SZ300347_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-12,2023-02-13,2022-10-12,2023-02-13,0.7279672578444747,2022-10-12,0.7279672578444747,False,2021-09-24,2023-03-27,True,True,True,True,True,2022-11-07,not_missing,validation,long,chinext,68399167737.600006,623871470.25,-0.22385488447507096,-0.311055140775389,-0.3725731137871713,0.0594659877268573,risk_off,chinext_index,1,2022-10-12,2023-02-13,q4,q4,q1,q1,q1,q5,5,5
SZ300347,SZ300347_20240205_0002,2024-02-05,2024-05-13,35.5,62.26,0.7538028169014084,59,98,20,120,SZ300347_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-02-05,2024-05-13,2024-02-05,2024-05-13,0.7538028169014084,2024-02-05,0.7538028169014084,False,2023-02-01,2024-06-25,True,True,True,True,True,2024-03-14,not_missing,robustness,medium,chinext,33614274016.6,585515053.95,-0.22273297116590052,-0.4577259475218658,-0.4727891156462585,0.06354838709677418,risk_off,chinext_index,1,2024-02-05,2024-05-13,q3,q4,q1,q1,q1,q5,5,5
SZ300347,SZ300347_20240703_0003,2024-07-03,2024-10-08,45.61,82.31,0.8046481034860777,62,97,20,120,SZ300347_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-07-03,2024-10-08,2024-07-03,2024-10-08,0.8046481034860777,2024-07-03,0.8046481034860777,False,2023-06-20,2024-11-19,True,True,True,True,True,2024-07-22,not_missing,robustness,medium,chinext,40652582790.0,461386576.85,-0.15236523652365241,-0.09601095033242091,-0.25746867973016385,0.04717715768981185,transition,chinext_index,2,2024-07-03,2024-10-08,q3,q4,q2,q3,q2,q4,5,3
SZ300347,SZ300347_20250409_0004,2025-04-09,2025-07-30,42.61,71.9,0.6873973245716969,76,112,20,120,SZ300347_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-09,2025-07-30,2025-05-16,2025-07-30,0.7379743775682865,2025-05-16,0.7379743775682865,False,2024-03-26,2025-09-10,True,True,True,True,True,2025-05-30,not_missing,robustness,medium,chinext,39744386791.5,565019456.15,-0.2042101475350846,-0.15170694284618347,-0.28534496687671684,0.059337553696586005,risk_off,chinext_index,2,2025-04-09,2025-07-30,q3,q4,q1,q2,q2,q5,5,5
SZ300352,SZ300352_20180202_0000,2018-02-02,2018-04-19,3.38,6.53,0.9319526627218937,47,76,20,120,SZ300352_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-02-02,2018-04-19,2018-02-02,2018-04-19,0.9319526627218937,2018-02-02,0.9319526627218937,False,2017-01-26,2018-06-04,True,True,True,True,True,2018-03-01,not_missing,train,medium,chinext,5465836807.99,82922413.7,-0.08374384236453192,-0.26336633663366327,-0.26627218934911245,0.049596774193548424,transition,chinext_index,1,2018-02-02,2018-04-19,q1,q1,q4,q1,q2,q4,5,5
SZ300352,SZ300352_20181019_0001,2018-10-19,2019-03-11,2.9,7.25,1.5,94,143,20,120,SZ300352_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-19,2019-03-11,2018-10-19,2019-03-11,1.5,2018-10-19,1.5,False,2017-10-11,2019-04-23,True,True,True,True,True,2018-11-15,not_missing,train,long,chinext,4378468742.74,49279937.5,-0.21717171717171713,-0.22305764411027573,-0.28240740740740744,0.04612903225806453,risk_off,chinext_index,2,2018-10-19,2019-03-11,q1,q1,q1,q1,q2,q4,5,5
SZ300352,SZ300352_20190507_0002,2019-05-07,2019-10-28,4.25,8.04,0.8917647058823528,117,174,20,120,SZ300352_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-05-07,2019-10-28,2019-08-15,2020-02-18,0.8970588235294117,2019-05-07,1.5694117647058823,False,2018-04-24,2019-12-09,True,True,True,True,True,2019-06-10,not_missing,train,long,chinext,6857667931.51,253819365.85,-0.2953125000000001,0.13888888888888884,-0.37793103448275867,0.07150776053215079,risk_off,chinext_index,3,2019-05-07,2020-02-24,q1,q3,q1,q5,q1,q5,5,5
SZ300352,SZ300352_20200204_0003,2020-02-04,2020-02-24,6.11,10.92,0.7872340425531914,14,20,20,120,SZ300352_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-04,2020-02-24,2020-02-04,2020-02-24,0.7872340425531914,2020-02-04,0.7872340425531914,False,2019-01-17,2020-04-07,True,True,True,True,True,2020-02-07,not_missing,train,fast,chinext,9858803791.6,806615904.75,-0.08933333333333338,-0.03667136812411842,-0.21674311926605505,0.06134699853587118,risk_off,chinext_index,1,2020-02-04,2020-02-24,q1,q5,q3,q4,q3,q5,5,5
SZ300355,SZ300355_20181019_0000,2018-10-19,2019-03-08,3.42,5.8,0.695906432748538,93,140,20,120,SZ300355_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-19,2019-03-08,2018-10-19,2019-03-08,0.695906432748538,2018-10-19,0.695906432748538,False,2017-10-11,2019-04-22,True,True,True,True,True,2018-12-03,not_missing,train,long,chinext,5791313912.41,91592253.4,-0.2811881188118812,-0.2666666666666667,-0.42380952380952386,0.04931129476584022,risk_off,chinext_index,2,2018-10-19,2019-03-08,q1,q1,q1,q1,q1,q4,5,5
SZ300357,SZ300357_20180209_0000,2018-02-09,2018-07-13,12.52,24.96,0.9936102236421727,100,154,20,120,SZ300357_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-02-09,2018-07-13,2018-02-09,2018-07-13,0.9936102236421727,2018-02-09,0.9936102236421727,False,2017-02-09,2018-08-24,True,True,True,True,True,2018-02-28,not_missing,train,long,chinext,7202512000.0,45031750.0,-0.09560906515580736,-0.07731213872832376,-0.14866666666666672,0.038606108065779174,risk_off,chinext_index,1,2018-02-09,2018-07-13,q1,q1,q3,q3,q4,q3,5,5
SZ300357,SZ300357_20181029_0001,2018-10-29,2019-03-28,16.5,26.27,0.592121212121212,101,150,20,120,SZ300357_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-29,2019-03-28,2019-01-03,2019-07-03,0.9297639608520438,2018-10-29,1.0315151515151517,False,2017-10-19,2019-05-15,True,True,True,True,True,2018-12-05,not_missing,train,long,chinext,9421603200.0,101110310.5,-0.23684210526315796,-0.21585701191567375,-0.2906301824212273,0.07860900058445353,risk_off,chinext_index,2,2018-10-29,2019-07-03,q1,q1,q1,q1,q2,q5,5,5
SZ300357,SZ300357_20190422_0002,2019-04-22,2019-10-18,22.91,44.77,0.9541684853775645,119,179,20,120,SZ300357_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-04-22,2019-10-18,2019-04-22,2019-10-18,0.9541684853775645,2019-04-22,0.9541684853775645,False,2018-04-12,2019-11-29,True,True,True,True,True,,missing_event_absent,train,long,chinext,13185590400.0,113996989.4,-0.06966560509554143,0.20401854714064926,-0.11039208222306807,0.04039366709456569,risk_on,chinext_index,1,2019-04-22,2019-10-18,q1,q2,q4,q5,q5,q3,3,0
SZ300357,SZ300357_20200204_0003,2020-02-04,2020-07-29,37.97,64.11,0.688438240716355,120,176,20,120,SZ300357_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-04,2020-07-29,2020-03-17,2020-07-31,0.7881101718025632,2020-03-17,0.7881101718025632,True,2019-01-17,2020-09-09,True,True,True,True,True,2020-02-11,not_missing,train,long,chinext,22796847360.0,333481098.65,0.02638522427440626,-0.04015253476895464,-0.26716903579380036,0.04849263846693151,risk_off,chinext_index,2,2020-02-04,2020-07-31,q2,q3,q5,q4,q2,q4,5,5
SZ300357,SZ300357_20200929_0004,2020-09-29,2021-01-26,51.49,94.4,0.8333657020780734,78,119,20,120,SZ300357_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-09-29,2021-01-26,2020-09-29,2021-01-26,0.8333657020780734,2020-09-29,0.8333657020780734,False,2019-09-19,2021-03-16,True,True,True,True,True,2020-10-27,not_missing,train,medium,chinext,28640044800.0,146269648.2,-0.0838832928100034,-0.0894182634213706,-0.1955162421839255,0.03642654028436017,transition,chinext_index,2,2020-09-29,2021-01-26,q3,q2,q4,q3,q3,q3,5,5
SZ300357,SZ300357_20220426_0005,2022-04-26,2022-07-20,30.53,53.01,0.736324926301998,57,85,20,120,SZ300357_cluster_0005,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-26,2022-07-20,2022-04-26,2022-07-20,0.736324926301998,2022-04-26,0.736324926301998,False,2021-04-14,2022-08-31,True,True,True,True,True,2022-04-29,not_missing,validation,medium,chinext,17173555199.999998,96117251.75,-0.18562401263823058,-0.3677432542927228,-0.37414002428166737,0.046863886194633046,risk_off,chinext_index,1,2022-04-26,2022-07-20,q1,q1,q1,q1,q1,q4,5,5
SZ300359,SZ300359_20181019_0000,2018-10-19,2019-04-03,5.5,9.39,0.7072727272727273,102,166,20,120,SZ300359_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-19,2019-04-03,2018-10-19,2019-04-03,0.7072727272727273,2019-01-31,0.8780000000000001,False,2017-10-11,2019-05-21,True,True,True,True,True,2018-11-13,not_missing,train,long,chinext,3589129402.74,46464622.05,-0.2252010723860589,-0.15373352855051237,-0.27295597484276723,0.04316608996539792,risk_off,chinext_index,1,2018-10-19,2019-04-03,q1,q1,q1,q2,q2,q4,5,5
SZ300364,SZ300364_20240206_0000,2024-02-06,2024-03-22,16.52,35.88,1.1719128329297823,27,45,20,120,SZ300364_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-02-06,2024-03-22,2024-02-06,2024-03-22,1.1719128329297823,2024-02-06,1.1719128329297823,False,2023-02-02,2024-05-10,True,True,True,True,True,2024-02-20,not_missing,robustness,fast,chinext,12708248749.38,1822409368.8,-0.18686646099603355,-0.3339350180505415,-0.4872151195108393,0.09433604336043362,risk_off,chinext_index,1,2024-02-06,2024-03-22,q1,q5,q1,q1,q1,q5,5,5
SZ300364,SZ300364_20240422_0001,2024-04-22,2024-10-22,21.49,33.66,0.5663099115867845,120,183,20,120,SZ300364_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-04-22,2024-10-22,2024-04-22,2024-10-22,0.5663099115867845,2024-08-28,1.1786407766990292,True,2023-04-10,2024-12-03,True,True,True,True,True,2024-09-25,not_missing,robustness,long,chinext,16861605175.8,2501165075.75,-0.25289639192320423,0.0799043062200957,-0.37095875139353407,0.0900531679220204,risk_on,chinext_index,1,2024-04-22,2024-10-22,q1,q5,q1,q5,q1,q5,5,5
SZ300366,SZ300366_20181218_0000,2018-12-18,2019-06-04,6.51,13.39,1.0568356374807988,109,168,20,120,SZ300366_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-12-18,2019-06-04,2019-01-31,2019-06-04,1.1527331189710615,2019-01-31,1.1527331189710615,False,2017-12-08,2019-07-17,True,True,True,True,True,2018-12-25,not_missing,train,long,chinext,3799915564.5,66581685.65,-0.07496653279785803,-0.12309644670050757,-0.1521472392638037,0.05101302460202604,risk_off,chinext_index,2,2018-12-18,2019-06-04,q1,q1,q4,q3,q4,q4,5,5
