dominance_id,factor_family,feature,bucket,shared_axis,relative_day,winner_count,control_count,winner_total,control_total,winner_rate,control_rate,lift,odds_ratio,absolute_rate_difference,claim_status,multiple_test_family
shared_axis_low_0_market_regime_risk_on,market_regime,market_regime_bucket,risk_on,shared_axis_low,0,423,1974,2482,12094,0.17042707493956485,0.1632214321150984,1.044146425693565,1.053989900731781,0.007205642824466452,diagnostic,market_regime
shared_axis_low_0_market_regime_risk_off,market_regime,market_regime_bucket,risk_off,shared_axis_low,0,1577,7776,2482,12094,0.6353746978243352,0.642963452951877,0.9881972216419123,0.9674525214951403,-0.0075887551275417575,diagnostic,market_regime
shared_axis_low_0_market_regime_transition,market_regime,market_regime_bucket,transition,shared_axis_low,0,482,2344,2482,12094,0.19419822723609992,0.19381511493302464,1.0019766895023006,1.0030796310306087,0.0003831123030752781,diagnostic,market_regime
shared_axis_low_0_market_regime_missing_insufficient_lookback,market_regime,market_regime_bucket,missing_insufficient_lookback,shared_axis_low,0,0,0,2482,12094,0.0,0.0,,4.87190332326284,0.0,diagnostic,market_regime
