anchor_family,source_group,split,row_count,anchor_present_count,missing_event_absent_count,anchor_occurrence_rate,anchor_year_coverage,claim_status
first_ema60_reclaim,winner_reference,robustness,758,737,21,0.9722955145118733,3,diagnostic_candidate
first_ema60_reclaim,winner_reference,train,1290,1256,34,0.9736434108527132,5,diagnostic_candidate
first_ema60_reclaim,winner_reference,validation,445,429,16,0.9640449438202248,3,diagnostic_candidate
first_ema60_reclaim,control_candidate_pool,robustness,1552,1533,19,0.9877577319587629,3,diagnostic_candidate
first_ema60_reclaim,control_candidate_pool,train,3786,3669,117,0.9690966719492868,5,diagnostic_candidate
first_ema60_reclaim,control_candidate_pool,validation,2152,2121,31,0.9855947955390335,3,diagnostic_candidate
first_ema60_reclaim,matched_low_controls,robustness,3656,3591,65,0.9822210065645515,3,diagnostic_candidate
first_ema60_reclaim,matched_low_controls,train,6252,6186,66,0.989443378119002,5,diagnostic_candidate
first_ema60_reclaim,matched_low_controls,validation,2186,2164,22,0.989935956084172,3,diagnostic_candidate
