sequence_id,sequence_family,shared_axis,anchor_family,relative_window,required_states,forbidden_states,order_constraints,split,regime_bucket,duration_bucket,winner_count,control_count,winner_sequence_rate,control_sequence_rate,lift,odds_ratio,absolute_rate_difference,train_lift,validation_lift,robustness_lift,split_stability,near_winner_lift,false_repair_lift,feature_non_missing_coverage,multiple_test_family,claim_status
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,all,all,2482,12094,0.9500402900886382,0.8810153795270382,1.078346998435663,2.559200812446916,0.06902491056159998,1.1084262022100084,1.0962825179781956,1.02103573106235,same_positive_sign_all_splits,1.017197780669152,1.1048047003615638,1.0,S1_context_to_repair,sequence_supported_universal_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,train,all,all,1281,6252,0.9430132708821234,0.8507677543186181,1.1084262022100084,2.885378721466968,0.09224551656350533,1.1084262022100084,,,not_stable_or_sample_blocked,1.026595007246964,1.1446300718015014,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,validation,all,all,443,2186,0.9774266365688488,0.8915827996340348,1.0962825179781956,5.029677939398381,0.08584383693481401,,1.0962825179781956,,not_stable_or_sample_blocked,1.0062372470353977,1.1255215815035227,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,robustness,all,all,758,3656,0.945910290237467,0.9264223194748359,1.02103573106235,1.375476815009114,0.01948797076263109,,,1.02103573106235,not_stable_or_sample_blocked,1.0056921597683872,1.0211998212983364,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,risk_off,all,1577,7776,0.9708306911857958,0.867798353909465,1.118728431336803,5.01950732181823,0.10303233727633077,1.1611407199625994,1.1150566016066659,1.059838883035895,same_positive_sign_all_splits,1.0377996252486572,1.1670472085841037,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,risk_on,all,423,1974,0.8841607565011821,0.8926038500506586,0.990541051835036,0.9121713589798696,-0.008443093549476477,0.9988485778926957,1.0367691380349608,0.974313253350369,not_stable_or_sample_blocked,1.0047281323877069,0.9735702712035488,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,transition,all,482,2344,0.9398340248962656,0.9151023890784983,1.0270260859472478,1.4294522631127824,0.024731635817767272,1.0624599784542832,1.0347519756260115,0.9165819861431871,not_stable_or_sample_blocked,0.9714023462699405,1.049329251097772,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,all,fast,323,1550,0.934984520123839,0.9006451612903226,1.0381275115988184,1.5565908125796217,0.034339358833516465,1.048529411764706,1.0266902416435126,1.036776237212442,same_positive_sign_all_splits,0.990600883273742,1.0524569341906804,1.0,S1_context_to_repair,no_claim
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,all,long,1573,7720,0.9516846789574063,0.8616580310880829,1.1044807158074528,3.1440905060508486,0.09002664786932335,1.1315006874242837,1.1349569277134668,1.042661120313206,same_positive_sign_all_splits,1.0371817572398554,1.133887206528142,1.0,S1_context_to_repair,sequence_regime_conditional_candidate
S1_context_to_repair_v0,S1_context_to_repair,shared_axis_low,first_ema60_reclaim,0:+60,market_not_missing -> ema60_reclaim,,context observed at day 0 before reclaim in +60 sessions,all,all,medium,586,2824,0.9539249146757679,0.9231586402266289,1.0333271803008701,1.6970801011069465,0.03076627444913904,1.0641027603839737,1.0710464956796049,0.9400934740513195,not_stable_or_sample_blocked,0.9804767962112102,1.0488486469715137,1.0,S1_context_to_repair,no_claim
