comparison,split,match_basis,control_count,false_repair_count,false_repair_10d_count,false_repair_20d_count,false_repair_rate,drawdown_anchor_to_plus_10d_mean,drawdown_anchor_to_plus_20d_mean,runup_axis_low_to_anchor_plus_20d_mean,regime_bucket_counts,claim_status
false_repair_controls,all,same_ema60_anchor_week_same_split,11902,8421,7781,7546,0.707528146529995,-0.06064668022365143,-0.07744482056326932,0.2122137211437023,"{""risk_off"": 7282, ""risk_on"": 2179, ""transition"": 2441}",diagnostic
false_repair_controls,train,same_ema60_anchor_week_same_split,6160,4687,4326,4178,0.7608766233766234,-0.06381123707212337,-0.08298290978449552,0.19287126629977672,"{""risk_off"": 3738, ""risk_on"": 955, ""transition"": 1467}",diagnostic
false_repair_controls,validation,same_ema60_anchor_week_same_split,2138,1473,1356,1360,0.6889616463985033,-0.06282048244646686,-0.0814563863126655,0.21966025739323702,"{""risk_off"": 1602, ""risk_on"": 87, ""transition"": 449}",diagnostic
false_repair_controls,robustness,same_ema60_anchor_week_same_split,3604,2261,2099,2008,0.6273584905660378,-0.053948217587978124,-0.06559927195756388,0.2408565700163649,"{""risk_off"": 1942, ""risk_on"": 1137, ""transition"": 525}",diagnostic
