selected_policy_id,selection_split,deterministic_prephase_passed,full_model_stage_allowed,full_model_stage_executed,model_training_executed,model_policy_candidate_count,selection_status,next_phase_proceed_status,recommendation
,validation,False,False,False,False,0,failed_no_continuation_policy_edge,failed_no_continuation_policy_edge,stop_due_to_insufficient_selection_power
