family,horizon,split,evaluable_fold_count,positive_fold_count,median_fold_spread,min_fold_spread,fold_positive_instrument_share_median,fold_monotonicity_median,fold_monotonicity_positive_count,max_fold_top1_instrument_contribution_share,max_fold_top5_instrument_contribution_share,max_fold_contribution_share_of_total_abs_contribution
volume_surge_money_flow,H3,train_oof_unseen,5,1,-0.0015582607035219533,-0.0026785192045993378,0.7317073170731707,0.8303030303030302,5,0.10322315202774737,0.35414962690816726,0.1901077595971883
volume_surge_money_flow,H3,validation_oof_unseen,3,4,0.0032340394376628987,-0.0010219892241598377,0.5681818181818182,0.18787878787878787,3,0.26495629811128024,0.43676067357514997,0.23603132344822095
volume_surge_money_flow,H3,robustness_oof_unseen,3,2,-0.00016421313384076732,-0.0022478784717539714,0.7083333333333334,0.7333333333333332,5,0.15400547368578912,0.42154077128109035,0.18774240053048388
volume_price_correlation,H3,train_oof_unseen,5,0,-0.00024463792796221816,-0.002936705337591315,0.5510204081632653,0.19999999999999998,3,0.13531856333392916,0.37710504510223924,0.41362498615535864
volume_price_correlation,H3,validation_oof_unseen,5,1,-0.0004529807807890247,-0.004947561642825581,0.4807692307692308,-0.5515151515151515,2,0.1023297342330581,0.30875124899274636,0.43667787622370263
volume_price_correlation,H3,robustness_oof_unseen,5,1,-0.0009015073908784258,-0.003042541338128344,0.5416666666666666,0.28484848484848485,5,0.17010933877254877,0.39917600645604556,0.20593064197594715
rank_ts_rank_structure,H3,train_oof_unseen,5,4,0.0012918289085446881,-0.0002550630516776845,0.6341463414634146,0.406060606060606,5,0.10603317872807408,0.3890900127834745,0.16849415291127293
rank_ts_rank_structure,H3,validation_oof_unseen,5,4,0.0020177477284742513,-0.0006510648139266481,0.5769230769230769,0.4545454545454545,5,0.10982733465742246,0.3117285590654693,0.17543521897368752
rank_ts_rank_structure,H3,robustness_oof_unseen,5,2,-0.00016039953839438155,-0.0018435018862056763,0.6607142857142857,0.6121212121212121,5,0.09489196331083259,0.36602024231359354,0.3037784275913964
