family,horizon,split,fold_id,anchor_controlled_mean_spread,anchor_controlled_median_spread,anchor_positive_offset_count,anchor_offset_spread_min,anchor_offset_spread_median,anchor_controlled_positive_instrument_share,anchor_controlled_valid_instrument_count,anchor_controlled_full_valid_instrument_count,anchor_controlled_valid_signal_date_count,anchor_controlled_decile_monotonicity_score,middle_state_violently_inverted_flag,max_anchor_abs_contribution_share_of_total,full_daily_anchor_sign_conflict_flag,full_daily_anchor_spread_gap
volume_surge_money_flow,H3,train_oof_unseen,aggregate,0.00043049487912626524,-3.0662004298200127e-06,1,-6.57265363380106e-05,-3.0662004298200127e-06,0.7647058823529411,204,204,760,0.9515151515151514,False,0.9518618882009852,False,-4.158221353564638e-06
volume_price_correlation,H3,train_oof_unseen,aggregate,-0.0011803405790446655,-0.0013482885437111325,0,-0.001874912398390767,-0.0013482885437111325,0.5490196078431373,204,204,809,0.33333333333333326,False,0.5294834478785969,False,6.63269051844528e-06
rank_ts_rank_structure,H3,train_oof_unseen,aggregate,0.0003227204162442005,0.00015835728960823575,2,-0.0009561329511992699,0.00015835728960823575,0.6127450980392157,204,204,861,0.5272727272727272,False,0.6130816082712434,False,-1.5956632739379793e-05
